Date,EIHAHOTELS
2012-01-02,133.6
2012-01-03,138.0
2012-01-04,137.05
2012-01-05,136.15
2012-01-06,135.3
2012-01-09,135.75
2012-01-10,141.05
2012-01-11,138.1
2012-01-12,138.2
2012-01-13,139.75
2012-01-16,141.35
2012-01-17,140.2
2012-01-18,139.55
2012-01-19,139.65
2012-01-20,142.2
2012-01-23,140.4
2012-01-24,140.25
2012-01-25,140.4
2012-01-27,153.55
2012-01-30,151.95
2012-01-31,147.7
2012-02-01,149.55
2012-02-02,150.1
2012-02-03,158.1
2012-02-06,154.1
2012-02-07,158.25
2012-02-08,157.55
2012-02-09,159.9
2012-02-10,157.0
2012-02-13,158.3
2012-02-14,156.5
2012-02-15,157.1
2012-02-16,158.95
2012-02-17,158.15
2012-02-21,154.7
2012-02-22,153.55
2012-02-23,150.1
2012-02-24,151.9
2012-02-27,149.55
2012-02-28,150.9
2012-02-29,153.0
2012-03-01,151.35
2012-03-02,153.9
2012-03-03,184.65
2012-03-05,169.8
2012-03-06,168.0
2012-03-07,172.7
2012-03-09,171.05
2012-03-12,167.5
2012-03-13,168.85
2012-03-14,168.15
2012-03-15,161.9
2012-03-16,158.9
2012-03-19,153.35
2012-03-20,155.75
2012-03-21,154.95
2012-03-22,151.9
2012-03-23,152.15
2012-03-26,164.4
2012-03-27,162.6
2012-03-28,157.7
2012-03-29,154.15
2012-03-30,152.75
2012-04-02,154.45
2012-04-03,157.6
2012-04-04,158.6
2012-04-09,152.9
2012-04-10,152.65
2012-04-11,153.05
2012-04-12,152.65
2012-04-13,153.1
2012-04-16,153.3
2012-04-17,155.0
2012-04-18,155.05
2012-04-19,155.15
2012-04-20,155.35
2012-04-23,155.05
2012-04-24,155.6
2012-04-25,155.0
2012-04-26,155.8
2012-04-27,153.65
2012-04-28,158.0
2012-04-30,153.15
2012-05-02,152.55
2012-05-03,154.0
2012-05-04,154.9
2012-05-07,154.1
2012-05-08,154.05
2012-05-09,155.3
2012-05-10,155.0
2012-05-11,154.1
2012-05-14,152.4
2012-05-15,151.05
2012-05-16,154.0
2012-05-17,153.65
2012-05-18,151.5
2012-05-21,153.25
2012-05-22,150.35
2012-05-23,150.05
2012-05-24,153.65
2012-05-25,152.1
2012-05-28,151.95
2012-05-29,155.75
2012-05-30,154.85
2012-05-31,154.1
2012-06-01,152.6
2012-06-04,154.4
2012-06-05,149.7
2012-06-06,149.75
2012-06-07,149.95
2012-06-08,150.95
2012-06-11,147.35
2012-06-12,153.5
2012-06-13,152.55
2012-06-14,150.25
2012-06-15,150.9
2012-06-18,149.2
2012-06-19,151.0
2012-06-20,150.9
2012-06-21,149.5
2012-06-22,148.6
2012-06-25,151.6
2012-06-26,150.05
2012-06-27,153.8
2012-06-28,150.8
2012-06-29,151.05
2012-07-02,151.55
2012-07-03,153.6
2012-07-04,152.85
2012-07-05,158.1
2012-07-06,157.0
2012-07-09,157.2
2012-07-09,157.2
2012-07-10,158.85
2012-07-11,162.0
2012-07-12,159.15
2012-07-13,154.9
2012-07-16,155.65
2012-07-17,152.95
2012-07-18,151.65
2012-07-19,150.65
2012-07-20,151.4
2012-07-23,151.2
2012-07-24,150.0
2012-07-25,149.0
2012-07-26,145.05
2012-07-27,145.15
2012-07-30,145.2
2012-07-31,146.2
2012-08-01,149.0
2012-08-02,151.45
2012-08-03,151.35
2012-08-06,152.85
2012-08-07,158.0
2012-08-08,153.2
2012-08-09,152.8
2012-08-10,151.85
2012-08-13,149.2
2012-08-14,149.0
2012-08-16,149.15
2012-08-17,149.0
2012-08-21,149.05
2012-08-22,149.0
2012-08-23,151.0
2012-08-24,149.05
2012-08-27,148.75
2012-08-28,146.9
2012-08-29,149.25
2012-08-30,149.85
2012-08-31,149.55
2012-09-03,155.45
2012-09-04,158.35
2012-09-05,156.0
2012-09-06,154.85
2012-09-07,154.9
2012-09-08,155.95
2012-09-10,154.65
2012-09-11,136.85
2012-09-12,134.45
2012-09-13,131.0
2012-09-14,131.45
2012-09-17,131.4
2012-09-18,131.0
2012-09-20,135.0
2012-09-21,133.1
2012-09-24,138.0
2012-09-25,135.9
2012-09-26,132.85
2012-09-27,130.75
2012-09-28,131.1
2012-10-01,131.25
2012-10-03,131.6
2012-10-04,130.05
2012-10-05,130.7
2012-10-08,131.1
2012-10-09,131.0
2012-10-10,131.1
2012-10-11,131.65
2012-10-12,131.35
2012-10-15,132.25
2012-10-16,132.65
2012-10-17,129.85
2012-10-18,133.85
2012-10-19,131.65
2012-10-22,131.45
2012-10-23,131.35
2012-10-25,128.0
2012-10-26,121.1
2012-10-29,118.85
2012-10-30,118.3
2012-10-31,118.0
2012-11-01,119.45
2012-11-02,121.55
2012-11-05,121.15
2012-11-06,119.95
2012-11-07,118.3
2012-11-08,117.7
2012-11-09,118.0
2012-11-12,117.5
2012-11-13,119.45
2012-11-15,118.15
2012-11-16,114.9
2012-11-19,114.65
2012-11-20,113.55
2012-11-21,115.0
2012-11-22,114.0
2012-11-23,113.2
2012-11-26,110.55
2012-11-27,112.95
2012-11-29,116.35
2012-11-30,118.65
2012-12-03,122.25
2012-12-04,125.0
2012-12-05,125.3
2012-12-06,125.85
2012-12-07,124.0
2012-12-10,121.6
2012-12-11,117.1
2012-12-12,118.1
2012-12-13,117.3
2012-12-14,119.15
2012-12-17,117.65
2012-12-18,118.05
2012-12-19,118.15
2012-12-20,120.0
2012-12-21,118.3
2012-12-24,118.2
2012-12-26,117.35
2012-12-27,118.0
2012-12-28,118.3
2012-12-31,117.55
