Date,TRIL
2012-01-02,133.85
2012-01-03,137.75
2012-01-04,140.55
2012-01-05,140.8
2012-01-06,143.4
2012-01-07,144.4
2012-01-09,146.75
2012-01-10,151.15
2012-01-11,156.35
2012-01-12,165.75
2012-01-13,167.05
2012-01-16,164.8
2012-01-17,167.45
2012-01-18,166.65
2012-01-19,164.7
2012-01-20,162.95
2012-01-23,161.4
2012-01-24,164.25
2012-01-25,166.4
2012-01-27,168.05
2012-01-30,163.5
2012-01-31,165.75
2012-02-01,171.25
2012-02-02,173.05
2012-02-03,171.5
2012-02-06,178.85
2012-02-07,170.0
2012-02-08,168.3
2012-02-09,169.1
2012-02-10,171.65
2012-02-13,172.7
2012-02-14,176.8
2012-02-15,181.4
2012-02-16,182.85
2012-02-17,189.6
2012-02-21,192.95
2012-02-22,182.5
2012-02-23,179.9
2012-02-24,177.15
2012-02-27,170.5
2012-02-28,176.7
2012-02-29,184.9
2012-03-01,184.4
2012-03-02,182.05
2012-03-03,182.55
2012-03-05,182.1
2012-03-06,176.0
2012-03-07,171.3
2012-03-09,174.05
2012-03-12,175.35
2012-03-13,176.4
2012-03-14,191.95
2012-03-15,181.4
2012-03-16,180.15
2012-03-19,173.2
2012-03-20,173.9
2012-03-21,173.3
2012-03-22,169.0
2012-03-23,167.85
2012-03-26,163.8
2012-03-27,163.5
2012-03-28,159.35
2012-03-29,157.4
2012-03-30,160.35
2012-04-02,165.05
2012-04-03,166.6
2012-04-04,165.7
2012-04-09,160.65
2012-04-10,161.6
2012-04-11,160.85
2012-04-12,161.0
2012-04-13,162.5
2012-04-16,165.2
2012-04-17,164.4
2012-04-18,165.2
2012-04-19,163.25
2012-04-20,162.2
2012-04-23,160.55
2012-04-24,156.85
2012-04-25,156.2
2012-04-26,154.1
2012-04-27,152.1
2012-04-28,152.0
2012-04-30,149.7
2012-05-02,150.35
2012-05-03,149.2
2012-05-04,146.5
2012-05-07,148.1
2012-05-08,145.05
2012-05-09,142.55
2012-05-10,140.8
2012-05-11,139.4
2012-05-14,137.45
2012-05-15,136.1
2012-05-16,136.35
2012-05-17,133.65
2012-05-18,130.6
2012-05-21,134.95
2012-05-22,133.2
2012-05-23,129.95
2012-05-24,127.55
2012-05-25,127.9
2012-05-28,131.25
2012-05-29,135.4
2012-05-30,133.35
2012-05-31,131.55
2012-06-01,130.1
2012-06-04,129.95
2012-06-05,130.25
2012-06-06,132.5
2012-06-07,134.65
2012-06-08,132.65
2012-06-11,136.6
2012-06-12,137.35
2012-06-13,138.0
2012-06-14,132.3
2012-06-15,133.3
2012-06-18,130.35
2012-06-19,130.8
2012-06-20,131.8
2012-06-21,136.85
2012-06-22,139.45
2012-06-25,134.25
2012-06-26,132.05
2012-06-27,132.5
2012-06-28,132.8
2012-06-29,136.65
2012-07-02,136.0
2012-07-03,136.25
2012-07-04,155.45
2012-07-05,152.55
2012-07-06,150.5
2012-07-09,144.1
2012-07-10,145.95
2012-07-11,150.45
2012-07-12,167.55
2012-07-13,166.15
2012-07-16,159.1
2012-07-17,155.7
2012-07-18,153.5
2012-07-19,153.6
2012-07-20,150.45
2012-07-23,145.9
2012-07-24,148.2
2012-07-25,145.25
2012-07-26,141.45
2012-07-27,138.35
2012-07-30,139.05
2012-07-31,139.7
2012-08-01,142.4
2012-08-02,143.95
2012-08-03,141.45
2012-08-06,142.35
2012-08-07,150.85
2012-08-08,145.0
2012-08-09,142.4
2012-08-10,141.3
2012-08-13,140.85
2012-08-14,140.8
2012-08-16,139.7
2012-08-17,139.8
2012-08-21,137.85
2012-08-22,137.9
2012-08-23,139.2
2012-08-24,137.05
2012-08-27,135.05
2012-08-28,131.15
2012-08-29,130.05
2012-08-30,129.7
2012-08-31,126.5
2012-09-03,128.25
2012-09-04,127.85
2012-09-05,127.0
2012-09-06,126.4
2012-09-07,127.75
2012-09-08,128.85
2012-09-10,131.05
2012-09-11,130.95
2012-09-12,128.05
2012-09-13,127.9
2012-09-14,126.9
2012-09-17,127.2
2012-09-18,129.75
2012-09-20,127.55
2012-09-21,131.5
2012-09-24,134.95
2012-09-25,139.45
2012-09-26,136.4
2012-09-27,136.45
2012-09-28,143.45
2012-10-01,147.15
2012-10-03,143.7
2012-10-04,147.0
2012-10-05,144.55
2012-10-08,152.3
2012-10-09,154.0
2012-10-10,153.35
2012-10-11,150.9
2012-10-12,146.55
2012-10-15,147.35
2012-10-16,144.0
2012-10-17,143.05
2012-10-18,145.0
2012-10-19,144.8
2012-10-22,145.15
2012-10-23,144.5
2012-10-25,142.35
2012-10-26,139.75
2012-10-29,136.4
2012-10-30,135.15
2012-10-31,135.4
2012-11-01,135.95
2012-11-02,136.8
2012-11-05,136.9
2012-11-06,137.15
2012-11-07,136.3
2012-11-08,136.1
2012-11-09,133.05
2012-11-12,131.5
2012-11-13,131.85
2012-11-15,130.55
2012-11-16,129.35
2012-11-19,129.0
2012-11-20,128.35
2012-11-21,127.3
2012-11-22,125.25
2012-11-23,126.95
2012-11-26,126.8
2012-11-27,128.65
2012-11-29,128.05
2012-11-30,129.45
2012-12-03,131.05
2012-12-04,131.3
2012-12-05,131.35
2012-12-06,130.45
2012-12-07,130.4
2012-12-10,126.8
2012-12-11,125.75
2012-12-12,124.0
2012-12-13,122.45
2012-12-14,123.15
2012-12-17,122.6
2012-12-18,121.6
2012-12-19,124.35
2012-12-20,122.15
2012-12-21,118.8
2012-12-24,116.9
2012-12-26,117.9
2012-12-27,118.25
2012-12-28,118.9
2012-12-31,118.95
