Date,ELECTCAST
2012-01-02,16.85
2012-01-03,17.0
2012-01-04,16.8
2012-01-05,16.85
2012-01-06,16.95
2012-01-07,17.35
2012-01-09,16.9
2012-01-10,17.8
2012-01-11,18.3
2012-01-12,18.2
2012-01-13,18.55
2012-01-16,18.85
2012-01-17,19.15
2012-01-18,18.55
2012-01-19,18.95
2012-01-20,19.1
2012-01-23,18.35
2012-01-24,18.35
2012-01-25,18.55
2012-01-27,19.1
2012-01-30,18.9
2012-01-31,19.35
2012-02-01,19.95
2012-02-02,19.45
2012-02-03,19.9
2012-02-06,19.9
2012-02-07,20.65
2012-02-08,21.7
2012-02-09,22.65
2012-02-10,22.8
2012-02-13,22.9
2012-02-14,22.75
2012-02-15,22.65
2012-02-16,22.85
2012-02-17,24.3
2012-02-21,28.0
2012-02-22,25.3
2012-02-23,26.05
2012-02-24,25.6
2012-02-27,24.15
2012-02-28,24.6
2012-02-29,24.75
2012-03-01,24.3
2012-03-02,24.2
2012-03-03,24.45
2012-03-05,23.95
2012-03-06,22.8
2012-03-07,22.1
2012-03-09,23.4
2012-03-12,23.2
2012-03-13,23.45
2012-03-14,21.8
2012-03-15,21.9
2012-03-16,20.75
2012-03-19,20.65
2012-03-20,21.35
2012-03-21,21.2
2012-03-22,19.95
2012-03-23,20.65
2012-03-26,20.25
2012-03-27,20.4
2012-03-28,19.95
2012-03-29,20.15
2012-03-30,20.25
2012-04-02,21.55
2012-04-03,22.2
2012-04-04,21.75
2012-04-09,21.1
2012-04-10,20.85
2012-04-11,20.9
2012-04-12,21.0
2012-04-13,20.8
2012-04-16,20.8
2012-04-17,22.95
2012-04-18,22.35
2012-04-19,22.05
2012-04-20,21.5
2012-04-23,20.5
2012-04-24,20.8
2012-04-25,20.85
2012-04-26,20.8
2012-04-27,20.55
2012-04-28,20.75
2012-04-30,20.6
2012-05-02,20.25
2012-05-03,20.1
2012-05-04,19.2
2012-05-07,19.75
2012-05-08,20.0
2012-05-09,19.85
2012-05-10,19.05
2012-05-11,19.7
2012-05-14,18.9
2012-05-15,19.15
2012-05-16,18.85
2012-05-17,18.6
2012-05-18,18.95
2012-05-21,18.95
2012-05-22,18.8
2012-05-23,18.3
2012-05-24,18.6
2012-05-25,19.25
2012-05-28,19.6
2012-05-29,18.75
2012-05-30,17.95
2012-05-31,16.8
2012-06-01,17.55
2012-06-04,17.1
2012-06-05,17.2
2012-06-06,17.55
2012-06-07,17.55
2012-06-08,17.35
2012-06-11,17.3
2012-06-12,17.2
2012-06-13,17.4
2012-06-14,17.15
2012-06-15,17.15
2012-06-18,17.05
2012-06-19,16.95
2012-06-20,17.1
2012-06-21,16.95
2012-06-22,16.9
2012-06-25,16.85
2012-06-26,16.9
2012-06-27,16.95
2012-06-28,16.95
2012-06-29,17.5
2012-07-02,18.15
2012-07-03,18.1
2012-07-04,19.2
2012-07-05,19.4
2012-07-06,20.8
2012-07-09,21.2
2012-07-09,21.2
2012-07-10,21.05
2012-07-11,20.75
2012-07-12,20.15
2012-07-13,19.95
2012-07-16,19.5
2012-07-17,19.05
2012-07-18,18.9
2012-07-19,18.85
2012-07-20,20.45
2012-07-23,19.9
2012-07-24,19.75
2012-07-25,18.4
2012-07-26,18.25
2012-07-27,18.0
2012-07-30,18.2
2012-07-31,18.0
2012-08-01,18.05
2012-08-02,18.1
2012-08-03,18.25
2012-08-06,19.0
2012-08-07,19.2
2012-08-08,19.1
2012-08-09,19.0
2012-08-10,19.0
2012-08-13,18.95
2012-08-14,19.0
2012-08-16,19.0
2012-08-17,18.95
2012-08-21,19.0
2012-08-22,19.0
2012-08-23,19.05
2012-08-24,19.0
2012-08-27,18.7
2012-08-28,18.7
2012-08-29,18.85
2012-08-30,18.15
2012-08-31,17.85
2012-09-03,17.75
2012-09-04,17.65
2012-09-05,17.4
2012-09-06,17.5
2012-09-07,18.1
2012-09-08,18.0
2012-09-10,17.8
2012-09-11,18.05
2012-09-12,17.7
2012-09-13,17.85
2012-09-14,17.85
2012-09-17,17.85
2012-09-18,18.15
2012-09-20,17.45
2012-09-21,17.95
2012-09-24,17.9
2012-09-25,18.2
2012-09-26,19.35
2012-09-27,20.3
2012-09-28,20.3
2012-10-01,19.7
2012-10-03,20.1
2012-10-04,20.2
2012-10-05,20.05
2012-10-08,19.7
2012-10-09,19.85
2012-10-10,20.0
2012-10-11,22.15
2012-10-12,22.45
2012-10-15,22.9
2012-10-16,22.35
2012-10-17,22.0
2012-10-18,23.0
2012-10-19,23.7
2012-10-22,23.05
2012-10-23,23.5
2012-10-25,23.15
2012-10-26,22.45
2012-10-29,23.95
2012-10-30,24.6
2012-10-31,25.6
2012-11-01,26.8
2012-11-02,27.1
2012-11-05,28.15
2012-11-06,28.3
2012-11-07,28.3
2012-11-08,27.4
2012-11-09,25.95
2012-11-12,25.95
2012-11-13,26.1
2012-11-15,25.85
2012-11-16,25.5
2012-11-19,24.65
2012-11-20,24.25
2012-11-21,24.3
2012-11-22,25.3
2012-11-23,25.8
2012-11-26,26.3
2012-11-27,26.1
2012-11-29,26.05
2012-11-30,25.85
2012-12-03,25.4
2012-12-04,25.05
2012-12-05,24.75
2012-12-06,24.75
2012-12-07,24.55
2012-12-10,24.45
2012-12-11,23.95
2012-12-12,23.8
2012-12-13,23.1
2012-12-14,23.45
2012-12-17,23.55
2012-12-18,23.85
2012-12-19,25.65
2012-12-20,26.15
2012-12-21,25.15
2012-12-24,25.6
2012-12-26,25.7
2012-12-27,25.7
2012-12-28,25.6
2012-12-31,25.65
