Date,HAVELLS
2012-01-02,385.35
2012-01-03,401.65
2012-01-04,410.05
2012-01-05,410.55
2012-01-06,412.1
2012-01-07,411.75
2012-01-09,414.2
2012-01-10,418.2
2012-01-11,413.7
2012-01-12,439.2
2012-01-13,426.55
2012-01-16,422.7
2012-01-17,433.4
2012-01-18,430.4
2012-01-19,430.1
2012-01-20,424.55
2012-01-23,429.75
2012-01-24,426.55
2012-01-25,432.4
2012-01-27,428.95
2012-01-30,443.7
2012-01-31,480.95
2012-02-01,483.25
2012-02-02,500.45
2012-02-03,491.8
2012-02-06,489.45
2012-02-07,485.25
2012-02-08,485.55
2012-02-09,486.5
2012-02-10,485.9
2012-02-13,486.2
2012-02-14,507.65
2012-02-15,555.05
2012-02-16,542.5
2012-02-17,531.05
2012-02-21,546.15
2012-02-22,525.8
2012-02-23,512.15
2012-02-24,518.4
2012-02-27,503.35
2012-02-28,527.8
2012-02-29,542.6
2012-03-01,533.05
2012-03-02,529.7
2012-03-03,525.55
2012-03-05,518.25
2012-03-06,525.9
2012-03-07,546.7
2012-03-09,561.35
2012-03-12,580.75
2012-03-13,594.7
2012-03-14,591.5
2012-03-15,586.75
2012-03-16,577.8
2012-03-19,588.55
2012-03-20,596.85
2012-03-21,609.8
2012-03-22,581.9
2012-03-23,567.85
2012-03-26,562.0
2012-03-27,559.3
2012-03-28,559.85
2012-03-29,558.7
2012-03-30,572.1
2012-04-02,595.4
2012-04-03,588.6
2012-04-04,579.3
2012-04-09,575.85
2012-04-10,580.3
2012-04-11,563.7
2012-04-12,567.4
2012-04-13,560.9
2012-04-16,585.45
2012-04-17,584.05
2012-04-18,582.05
2012-04-19,587.0
2012-04-20,579.0
2012-04-23,572.7
2012-04-24,557.4
2012-04-25,568.25
2012-04-26,560.65
2012-04-27,554.15
2012-04-28,550.75
2012-04-30,555.3
2012-05-02,559.05
2012-05-03,556.3
2012-05-04,540.6
2012-05-07,562.95
2012-05-08,563.5
2012-05-09,545.65
2012-05-10,546.1
2012-05-11,543.2
2012-05-14,542.65
2012-05-15,532.3
2012-05-16,522.2
2012-05-17,526.8
2012-05-18,520.1
2012-05-21,538.7
2012-05-22,535.9
2012-05-23,568.0
2012-05-24,574.65
2012-05-25,570.3
2012-05-28,597.75
2012-05-29,587.55
2012-05-30,546.7
2012-05-31,559.05
2012-06-01,528.5
2012-06-04,535.35
2012-06-05,554.35
2012-06-06,557.9
2012-06-07,559.6
2012-06-08,563.1
2012-06-11,543.3
2012-06-12,552.65
2012-06-13,550.9
2012-06-14,539.9
2012-06-15,542.0
2012-06-18,534.55
2012-06-19,539.05
2012-06-20,546.7
2012-06-21,546.05
2012-06-22,556.3
2012-06-25,556.5
2012-06-26,558.5
2012-06-27,568.15
2012-06-28,573.9
2012-06-29,583.2
2012-07-02,582.05
2012-07-03,582.45
2012-07-04,575.65
2012-07-05,578.05
2012-07-06,571.65
2012-07-09,562.75
2012-07-09,562.75
2012-07-10,586.65
2012-07-11,585.25
2012-07-12,576.65
2012-07-13,588.1
2012-07-16,584.95
2012-07-17,581.35
2012-07-18,580.05
2012-07-19,599.8
2012-07-20,606.65
2012-07-23,603.35
2012-07-24,599.0
2012-07-25,592.65
2012-07-26,570.1
2012-07-27,553.4
2012-07-30,554.95
2012-07-31,536.7
2012-08-01,546.3
2012-08-02,550.25
2012-08-03,549.7
2012-08-06,545.45
2012-08-07,548.3
2012-08-08,540.3
2012-08-09,539.15
2012-08-10,544.8
2012-08-13,554.0
2012-08-14,553.5
2012-08-16,554.85
2012-08-17,550.95
2012-08-21,541.25
2012-08-22,548.55
2012-08-23,545.5
2012-08-24,542.7
2012-08-27,542.75
2012-08-28,534.35
2012-08-29,536.65
2012-08-30,537.65
2012-08-31,543.85
2012-09-03,549.75
2012-09-04,555.9
2012-09-05,555.05
2012-09-06,553.8
2012-09-07,569.8
2012-09-08,575.15
2012-09-10,578.7
2012-09-11,580.7
2012-09-12,573.15
2012-09-13,573.45
2012-09-14,584.75
2012-09-17,602.95
2012-09-18,590.75
2012-09-20,583.7
2012-09-21,605.5
2012-09-24,618.85
2012-09-25,621.5
2012-09-26,620.1
2012-09-27,617.35
2012-09-28,624.5
2012-10-01,624.45
2012-10-03,651.1
2012-10-04,648.8
2012-10-05,643.75
2012-10-08,661.05
2012-10-09,667.35
2012-10-10,647.15
2012-10-11,653.5
2012-10-12,655.7
2012-10-15,644.75
2012-10-16,647.7
2012-10-17,642.6
2012-10-18,657.8
2012-10-19,650.4
2012-10-22,647.25
2012-10-23,648.0
2012-10-25,619.35
2012-10-26,621.2
2012-10-29,586.45
2012-10-30,568.2
2012-10-31,576.95
2012-11-01,584.0
2012-11-02,583.5
2012-11-05,581.7
2012-11-06,580.8
2012-11-07,595.2
2012-11-08,590.35
2012-11-09,595.45
2012-11-12,591.45
2012-11-13,589.55
2012-11-15,580.75
2012-11-16,575.45
2012-11-19,571.2
2012-11-20,579.15
2012-11-21,587.3
2012-11-22,596.95
2012-11-23,584.45
2012-11-26,572.15
2012-11-27,573.8
2012-11-29,577.15
2012-11-30,573.8
2012-12-03,584.65
2012-12-04,602.05
2012-12-05,605.8
2012-12-06,610.05
2012-12-07,604.3
2012-12-10,617.7
2012-12-11,609.0
2012-12-12,604.55
2012-12-13,600.3
2012-12-14,606.3
2012-12-17,615.75
2012-12-18,618.05
2012-12-19,615.6
2012-12-20,624.6
2012-12-21,634.55
2012-12-24,643.9
2012-12-26,639.15
2012-12-27,628.1
2012-12-28,637.85
2012-12-31,636.6
