Date,SOLARINDS
2012-01-02,762.65
2012-01-03,772.5
2012-01-04,770.85
2012-01-05,766.3
2012-01-06,763.0
2012-01-07,754.15
2012-01-09,771.25
2012-01-10,771.25
2012-01-11,770.0
2012-01-12,780.1
2012-01-13,789.65
2012-01-16,789.95
2012-01-17,790.05
2012-01-18,814.4
2012-01-19,817.65
2012-01-20,819.9
2012-01-23,823.0
2012-01-24,815.0
2012-01-25,807.05
2012-01-27,791.65
2012-01-30,778.8
2012-01-31,793.25
2012-02-01,818.75
2012-02-02,829.6
2012-02-03,830.2
2012-02-06,827.15
2012-02-07,812.65
2012-02-08,818.0
2012-02-09,820.55
2012-02-10,799.95
2012-02-13,834.0
2012-02-14,843.3
2012-02-15,857.65
2012-02-16,863.1
2012-02-17,871.7
2012-02-21,843.95
2012-02-22,850.2
2012-02-23,841.8
2012-02-24,845.7
2012-02-27,836.65
2012-02-28,841.1
2012-02-29,849.5
2012-03-01,851.75
2012-03-02,850.7
2012-03-03,857.65
2012-03-05,840.25
2012-03-06,837.9
2012-03-07,835.4
2012-03-09,847.75
2012-03-12,842.75
2012-03-13,837.3
2012-03-14,840.45
2012-03-15,840.4
2012-03-16,814.85
2012-03-19,836.7
2012-03-20,844.7
2012-03-21,846.2
2012-03-22,835.05
2012-03-23,831.15
2012-03-26,829.7
2012-03-27,837.7
2012-03-28,826.75
2012-03-29,838.5
2012-03-30,839.3
2012-04-02,835.45
2012-04-03,839.4
2012-04-04,834.35
2012-04-09,832.65
2012-04-10,833.05
2012-04-11,812.5
2012-04-12,774.35
2012-04-13,758.0
2012-04-16,790.65
2012-04-17,815.65
2012-04-18,842.7
2012-04-19,834.1
2012-04-20,829.5
2012-04-23,825.35
2012-04-24,825.0
2012-04-25,817.4
2012-04-26,819.75
2012-04-27,803.9
2012-04-28,816.6
2012-04-30,847.5
2012-05-02,846.9
2012-05-03,839.75
2012-05-04,841.75
2012-05-07,853.7
2012-05-08,835.3
2012-05-09,832.3
2012-05-10,823.85
2012-05-11,823.25
2012-05-14,817.05
2012-05-15,812.85
2012-05-16,818.05
2012-05-17,806.7
2012-05-18,808.2
2012-05-21,836.2
2012-05-22,849.1
2012-05-23,847.85
2012-05-24,845.15
2012-05-25,845.0
2012-05-28,828.8
2012-05-29,838.8
2012-05-30,824.9
2012-05-31,851.9
2012-06-01,854.5
2012-06-04,837.4
2012-06-05,843.55
2012-06-06,849.35
2012-06-07,867.25
2012-06-08,871.75
2012-06-11,872.95
2012-06-12,865.85
2012-06-13,872.0
2012-06-14,889.45
2012-06-15,896.5
2012-06-18,895.5
2012-06-19,903.85
2012-06-20,917.85
2012-06-21,920.9
2012-06-22,928.55
2012-06-25,943.65
2012-06-26,937.7
2012-06-27,915.55
2012-06-28,893.75
2012-06-29,923.75
2012-07-02,922.55
2012-07-03,922.0
2012-07-04,918.1
2012-07-05,913.55
2012-07-06,923.95
2012-07-09,926.15
2012-07-10,934.75
2012-07-11,932.05
2012-07-12,925.65
2012-07-13,918.4
2012-07-16,921.95
2012-07-17,930.65
2012-07-18,933.55
2012-07-19,927.4
2012-07-20,921.35
2012-07-23,913.05
2012-07-24,919.8
2012-07-25,930.6
2012-07-26,930.65
2012-07-27,930.35
2012-07-30,927.55
2012-07-31,932.55
2012-08-01,930.7
2012-08-02,928.1
2012-08-03,929.0
2012-08-06,935.0
2012-08-07,950.9
2012-08-08,959.6
2012-08-09,970.35
2012-08-10,973.45
2012-08-13,971.95
2012-08-14,984.3
2012-08-16,1008.0
2012-08-17,975.2
2012-08-21,1004.0
2012-08-22,990.8
2012-08-23,992.65
2012-08-24,1012.95
2012-08-27,1008.55
2012-08-28,992.5
2012-08-29,987.8
2012-08-30,986.7
2012-08-31,980.8
2012-09-03,1002.8
2012-09-04,978.5
2012-09-05,962.35
2012-09-06,969.25
2012-09-07,987.15
2012-09-08,986.0
2012-09-10,983.4
2012-09-11,982.55
2012-09-12,988.15
2012-09-13,984.9
2012-09-14,976.65
2012-09-17,978.7
2012-09-18,983.65
2012-09-20,987.1
2012-09-21,980.6
2012-09-24,988.9
2012-09-25,987.15
2012-09-26,999.1
2012-09-27,989.4
2012-09-28,981.1
2012-10-01,980.85
2012-10-03,990.45
2012-10-04,992.55
2012-10-05,986.0
2012-10-08,989.0
2012-10-09,990.25
2012-10-10,984.35
2012-10-11,985.8
2012-10-12,985.25
2012-10-15,986.6
2012-10-16,976.0
2012-10-17,974.0
2012-10-18,992.45
2012-10-19,993.2
2012-10-22,1001.25
2012-10-23,993.85
2012-10-25,989.95
2012-10-26,989.7
2012-10-29,985.75
2012-10-30,981.55
2012-10-31,978.65
2012-11-01,987.6
2012-11-02,991.85
2012-11-05,984.4
2012-11-06,987.4
2012-11-07,981.45
2012-11-08,979.65
2012-11-09,976.45
2012-11-12,969.2
2012-11-13,973.45
2012-11-15,969.15
2012-11-16,964.3
2012-11-19,957.15
2012-11-20,952.5
2012-11-21,937.35
2012-11-22,958.05
2012-11-23,957.8
2012-11-26,959.35
2012-11-27,959.45
2012-11-29,954.55
2012-11-30,973.9
2012-12-03,983.2
2012-12-04,993.8
2012-12-05,1004.6
2012-12-06,1013.3
2012-12-07,1018.85
2012-12-10,1004.2
2012-12-11,1004.55
2012-12-12,1011.55
2012-12-13,996.6
2012-12-14,998.85
2012-12-17,987.45
2012-12-18,979.6
2012-12-19,979.7
2012-12-20,977.25
2012-12-21,967.6
2012-12-24,948.15
2012-12-26,975.75
2012-12-27,982.3
2012-12-28,964.4
2012-12-31,958.45
