Date,TIPSINDLTD
2012-01-02,40.05
2012-01-03,41.1
2012-01-04,41.25
2012-01-05,44.3
2012-01-06,45.1
2012-01-07,45.3
2012-01-09,47.35
2012-01-10,46.05
2012-01-11,45.5
2012-01-12,45.0
2012-01-13,45.35
2012-01-16,45.8
2012-01-17,45.75
2012-01-18,45.15
2012-01-19,45.05
2012-01-20,45.35
2012-01-23,45.8
2012-01-24,47.95
2012-01-25,48.1
2012-01-27,48.65
2012-01-30,47.2
2012-01-31,47.45
2012-02-01,47.25
2012-02-02,45.05
2012-02-03,46.75
2012-02-06,47.7
2012-02-07,46.5
2012-02-08,45.45
2012-02-09,46.4
2012-02-10,45.3
2012-02-13,46.05
2012-02-14,48.45
2012-02-15,48.55
2012-02-16,56.55
2012-02-17,50.65
2012-02-21,51.85
2012-02-22,51.0
2012-02-23,51.4
2012-02-24,48.95
2012-02-27,49.6
2012-02-28,51.6
2012-02-29,51.1
2012-03-01,51.0
2012-03-02,52.15
2012-03-03,51.3
2012-03-05,52.9
2012-03-06,53.0
2012-03-07,53.45
2012-03-09,55.05
2012-03-12,55.0
2012-03-13,56.3
2012-03-14,57.2
2012-03-15,55.65
2012-03-16,52.9
2012-03-19,53.05
2012-03-20,52.7
2012-03-21,53.05
2012-03-22,53.2
2012-03-23,53.4
2012-03-26,52.7
2012-03-27,52.35
2012-03-28,52.05
2012-03-29,55.05
2012-03-30,55.0
2012-04-02,53.7
2012-04-03,56.2
2012-04-04,55.85
2012-04-09,58.1
2012-04-10,59.2
2012-04-11,60.0
2012-04-12,60.0
2012-04-13,60.0
2012-04-16,58.0
2012-04-17,57.1
2012-04-18,59.8
2012-04-19,59.25
2012-04-20,59.35
2012-04-23,58.35
2012-04-24,59.0
2012-04-25,59.8
2012-04-26,61.3
2012-04-27,60.25
2012-04-30,59.85
2012-05-02,66.1
2012-05-03,68.85
2012-05-04,67.55
2012-05-07,65.75
2012-05-08,62.5
2012-05-09,60.35
2012-05-10,59.05
2012-05-11,57.15
2012-05-14,57.5
2012-05-15,59.2
2012-05-16,57.05
2012-05-17,56.95
2012-05-18,56.35
2012-05-21,58.1
2012-05-22,59.0
2012-05-23,56.45
2012-05-24,59.9
2012-05-25,60.25
2012-05-28,60.6
2012-05-29,59.85
2012-05-30,58.1
2012-05-31,56.6
2012-06-01,56.0
2012-06-04,54.7
2012-06-05,57.05
2012-06-06,56.65
2012-06-07,56.65
2012-06-08,58.2
2012-06-11,57.65
2012-06-12,55.55
2012-06-13,55.5
2012-06-14,55.1
2012-06-15,54.05
2012-06-18,55.2
2012-06-19,53.8
2012-06-20,54.05
2012-06-21,54.55
2012-06-22,55.0
2012-06-25,54.0
2012-06-26,54.45
2012-06-27,54.05
2012-06-28,53.3
2012-06-29,53.25
2012-07-02,53.75
2012-07-03,54.15
2012-07-04,55.25
2012-07-05,55.05
2012-07-06,54.7
2012-07-09,55.45
2012-07-10,56.5
2012-07-11,56.65
2012-07-12,55.8
2012-07-13,55.6
2012-07-16,55.85
2012-07-17,56.2
2012-07-18,57.45
2012-07-19,58.9
2012-07-20,61.4
2012-07-23,59.55
2012-07-24,61.05
2012-07-25,59.4
2012-07-26,61.5
2012-07-27,57.35
2012-07-30,56.8
2012-07-31,56.8
2012-08-01,57.0
2012-08-02,56.6
2012-08-03,56.1
2012-08-06,56.1
2012-08-07,57.3
2012-08-08,56.75
2012-08-09,57.2
2012-08-10,56.25
2012-08-13,56.7
2012-08-14,56.95
2012-08-16,57.0
2012-08-17,56.3
2012-08-21,57.45
2012-08-22,57.45
2012-08-23,57.55
2012-08-24,58.6
2012-08-27,56.9
2012-08-28,56.0
2012-08-29,53.75
2012-08-30,55.05
2012-08-31,54.55
2012-09-03,55.5
2012-09-04,56.0
2012-09-05,56.5
2012-09-06,55.1
2012-09-07,55.5
2012-09-08,55.5
2012-09-10,55.7
2012-09-11,55.3
2012-09-12,55.65
2012-09-13,55.25
2012-09-14,57.1
2012-09-17,56.75
2012-09-18,58.0
2012-09-20,56.95
2012-09-21,56.6
2012-09-24,57.0
2012-09-25,57.05
2012-09-26,58.6
2012-09-27,58.5
2012-09-28,59.1
2012-10-01,65.05
2012-10-03,64.85
2012-10-04,63.9
2012-10-05,64.0
2012-10-08,65.55
2012-10-09,65.5
2012-10-10,65.0
2012-10-11,62.9
2012-10-12,63.35
2012-10-15,63.1
2012-10-16,64.0
2012-10-17,63.6
2012-10-18,64.05
2012-10-19,63.5
2012-10-22,63.0
2012-10-23,62.35
2012-10-25,63.0
2012-10-26,62.05
2012-10-29,62.5
2012-10-30,63.3
2012-10-31,63.45
2012-11-01,63.9
2012-11-02,63.15
2012-11-05,65.05
2012-11-06,66.0
2012-11-07,66.5
2012-11-08,66.7
2012-11-09,69.2
2012-11-12,72.2
2012-11-13,71.85
2012-11-15,72.8
2012-11-16,73.45
2012-11-19,74.0
2012-11-20,75.0
2012-11-21,76.8
2012-11-22,78.5
2012-11-23,79.75
2012-11-26,80.0
2012-11-27,78.0
2012-11-29,80.05
2012-11-30,80.75
2012-12-03,85.05
2012-12-04,86.65
2012-12-05,86.5
2012-12-06,83.1
2012-12-07,82.5
2012-12-10,81.1
2012-12-11,79.0
2012-12-12,80.0
2012-12-13,78.1
2012-12-14,78.0
2012-12-17,81.1
2012-12-18,81.5
2012-12-19,80.65
2012-12-20,79.35
2012-12-21,80.2
2012-12-24,82.0
2012-12-26,80.4
2012-12-27,80.65
2012-12-28,81.05
2012-12-31,83.05
