Date,TGBHOTELS
2012-01-02,59.0
2012-01-03,65.0
2012-01-04,66.35
2012-01-05,66.45
2012-01-06,63.55
2012-01-07,65.5
2012-01-09,78.5
2012-01-10,76.75
2012-01-11,71.75
2012-01-12,74.55
2012-01-13,72.3
2012-01-16,73.85
2012-01-17,71.35
2012-01-18,70.35
2012-01-19,72.4
2012-01-20,71.35
2012-01-23,75.5
2012-01-24,72.9
2012-01-25,71.85
2012-01-27,72.35
2012-01-30,73.8
2012-01-31,74.65
2012-02-01,75.5
2012-02-02,75.15
2012-02-03,75.25
2012-02-06,76.55
2012-02-07,78.35
2012-02-08,79.25
2012-02-09,79.9
2012-02-10,80.9
2012-02-13,79.0
2012-02-14,79.2
2012-02-15,95.0
2012-02-16,92.3
2012-02-17,88.8
2012-02-21,93.05
2012-02-22,89.45
2012-02-23,88.5
2012-02-24,88.1
2012-02-27,86.25
2012-02-28,87.0
2012-02-29,84.15
2012-03-01,85.55
2012-03-02,86.0
2012-03-03,88.65
2012-03-05,84.45
2012-03-06,83.95
2012-03-07,80.55
2012-03-09,81.2
2012-03-12,81.25
2012-03-13,83.05
2012-03-14,81.4
2012-03-15,80.0
2012-03-16,78.25
2012-03-19,77.0
2012-03-20,77.35
2012-03-21,77.35
2012-03-22,73.3
2012-03-23,74.0
2012-03-26,70.9
2012-03-27,70.7
2012-03-28,69.2
2012-03-29,68.15
2012-03-30,80.65
2012-04-02,78.05
2012-04-03,76.05
2012-04-04,74.8
2012-04-09,79.0
2012-04-10,80.1
2012-04-11,77.7
2012-04-12,79.45
2012-04-13,78.75
2012-04-16,80.0
2012-04-17,79.0
2012-04-18,78.7
2012-04-19,77.2
2012-04-20,76.1
2012-04-23,77.05
2012-04-24,76.05
2012-04-25,76.5
2012-04-26,75.65
2012-04-27,76.65
2012-04-28,77.3
2012-04-30,74.8
2012-05-02,74.65
2012-05-03,73.0
2012-05-04,69.6
2012-05-07,65.55
2012-05-08,67.5
2012-05-09,64.0
2012-05-10,64.2
2012-05-11,66.8
2012-05-14,63.4
2012-05-15,61.6
2012-05-16,60.1
2012-05-17,59.95
2012-05-18,60.35
2012-05-21,60.4
2012-05-22,60.1
2012-05-23,59.1
2012-05-24,58.1
2012-05-25,59.8
2012-05-28,60.35
2012-05-29,60.75
2012-05-30,58.85
2012-05-31,61.45
2012-06-01,60.65
2012-06-04,58.6
2012-06-05,59.3
2012-06-06,59.95
2012-06-07,61.75
2012-06-08,61.15
2012-06-11,61.35
2012-06-12,61.6
2012-06-13,61.6
2012-06-14,61.65
2012-06-15,61.5
2012-06-18,61.4
2012-06-19,61.15
2012-06-20,60.05
2012-06-21,60.35
2012-06-22,60.15
2012-06-25,59.95
2012-06-26,59.3
2012-06-27,60.15
2012-06-28,61.0
2012-06-29,62.1
2012-07-02,61.55
2012-07-03,62.2
2012-07-04,73.8
2012-07-05,70.05
2012-07-06,69.1
2012-07-09,69.3
2012-07-09,69.3
2012-07-10,70.0
2012-07-11,72.2
2012-07-12,70.35
2012-07-13,68.5
2012-07-16,68.0
2012-07-17,67.45
2012-07-18,69.1
2012-07-19,68.15
2012-07-20,67.5
2012-07-23,64.5
2012-07-24,63.8
2012-07-25,63.25
2012-07-26,61.15
2012-07-27,63.0
2012-07-30,63.05
2012-07-31,63.35
2012-08-01,62.95
2012-08-02,63.75
2012-08-03,62.95
2012-08-06,63.45
2012-08-07,63.0
2012-08-08,63.2
2012-08-09,62.45
2012-08-10,62.45
2012-08-13,63.15
2012-08-14,63.5
2012-08-16,66.1
2012-08-17,64.25
2012-08-21,65.05
2012-08-22,64.5
2012-08-23,63.5
2012-08-24,61.85
2012-08-27,65.25
2012-08-28,65.15
2012-08-29,62.9
2012-08-30,61.6
2012-08-31,62.8
2012-09-03,65.55
2012-09-04,67.1
2012-09-05,63.85
2012-09-06,64.05
2012-09-07,63.85
2012-09-08,64.4
2012-09-10,64.25
2012-09-11,63.9
2012-09-12,63.8
2012-09-13,63.95
2012-09-14,63.6
2012-09-17,64.1
2012-09-18,64.15
2012-09-20,65.5
2012-09-21,66.0
2012-09-24,65.05
2012-09-25,71.3
2012-09-26,72.15
2012-09-27,72.1
2012-09-28,70.6
2012-10-01,70.95
2012-10-03,71.25
2012-10-04,71.95
2012-10-05,70.9
2012-10-08,73.95
2012-10-09,73.05
2012-10-10,71.65
2012-10-11,73.4
2012-10-12,77.1
2012-10-15,76.9
2012-10-16,76.85
2012-10-17,74.05
2012-10-18,73.45
2012-10-19,72.15
2012-10-22,74.6
2012-10-23,75.1
2012-10-25,74.4
2012-10-26,71.15
2012-10-29,70.9
2012-10-30,69.7
2012-10-31,68.3
2012-11-01,69.1
2012-11-02,69.25
2012-11-05,70.4
2012-11-06,70.3
2012-11-07,69.85
2012-11-08,69.65
2012-11-09,77.55
2012-11-12,78.7
2012-11-13,80.9
2012-11-15,78.6
2012-11-16,78.95
2012-11-19,76.3
2012-11-20,76.05
2012-11-21,77.6
2012-11-22,78.1
2012-11-23,73.4
2012-11-26,76.35
2012-11-27,79.45
2012-11-29,78.35
2012-11-30,80.7
2012-12-03,80.35
2012-12-04,82.0
2012-12-05,83.8
2012-12-06,83.45
2012-12-07,83.95
2012-12-10,82.65
2012-12-11,81.05
2012-12-12,82.05
2012-12-13,81.05
2012-12-14,83.5
2012-12-17,81.25
2012-12-18,82.6
2012-12-19,82.4
2012-12-20,82.6
2012-12-21,78.85
2012-12-24,76.75
2012-12-26,79.05
2012-12-27,77.0
2012-12-28,79.05
2012-12-31,86.2
