Date,3MINDIA
2012-01-02,3450.3
2012-01-03,3458.1
2012-01-04,3497.2
2012-01-05,3606.35
2012-01-06,3634.25
2012-01-07,3645.0
2012-01-09,3702.2
2012-01-10,3681.3
2012-01-11,3700.0
2012-01-12,3675.0
2012-01-13,3653.4
2012-01-16,3577.1
2012-01-17,3593.0
2012-01-18,3631.1
2012-01-19,3638.25
2012-01-20,3660.75
2012-01-23,3701.7
2012-01-24,3719.75
2012-01-25,3707.5
2012-01-27,3720.85
2012-01-30,3787.3
2012-01-31,3597.75
2012-02-01,3451.8
2012-02-02,3447.45
2012-02-03,3517.15
2012-02-06,3714.15
2012-02-07,3730.6
2012-02-08,3725.5
2012-02-09,3763.2
2012-02-10,3763.65
2012-02-13,3798.5
2012-02-14,3956.05
2012-02-15,3880.9
2012-02-16,3892.9
2012-02-17,3783.8
2012-02-21,3778.7
2012-02-22,3758.75
2012-02-23,3750.0
2012-02-24,3800.1
2012-02-27,3831.9
2012-02-28,3825.25
2012-02-29,3800.0
2012-03-01,3834.85
2012-03-02,3800.0
2012-03-03,3840.1
2012-03-05,3946.05
2012-03-06,4039.6
2012-03-07,3994.05
2012-03-09,3913.15
2012-03-12,3931.55
2012-03-13,3945.0
2012-03-14,3914.75
2012-03-15,3781.8
2012-03-16,3831.05
2012-03-19,3772.0
2012-03-20,3759.0
2012-03-21,3780.0
2012-03-22,3762.35
2012-03-23,3747.45
2012-03-26,3724.0
2012-03-27,3719.45
2012-03-28,3674.3
2012-03-29,3651.05
2012-03-30,3657.45
2012-04-02,3761.25
2012-04-03,3997.65
2012-04-04,3992.3
2012-04-09,4176.45
2012-04-10,4234.1
2012-04-11,4238.6
2012-04-12,4371.75
2012-04-13,4403.4
2012-04-16,4449.65
2012-04-17,4387.65
2012-04-18,4251.5
2012-04-19,4339.0
2012-04-20,4292.2
2012-04-23,4059.65
2012-04-24,4007.65
2012-04-25,3964.2
2012-04-26,4018.25
2012-04-27,3968.2
2012-04-30,4084.95
2012-05-02,3983.15
2012-05-03,3962.95
2012-05-04,3895.9
2012-05-07,3750.05
2012-05-08,3867.8
2012-05-09,3730.3
2012-05-10,3714.0
2012-05-11,3730.0
2012-05-14,3700.9
2012-05-15,3663.5
2012-05-16,3621.65
2012-05-17,3645.25
2012-05-18,3618.1
2012-05-21,3696.85
2012-05-22,3601.1
2012-05-23,3603.0
2012-05-24,3620.55
2012-05-25,3546.75
2012-05-28,3609.8
2012-05-29,3615.35
2012-05-30,3612.25
2012-05-31,3590.25
2012-06-01,3557.95
2012-06-04,3554.95
2012-06-05,3567.85
2012-06-06,3711.9
2012-06-07,3664.2
2012-06-08,3655.2
2012-06-11,3664.5
2012-06-12,3662.65
2012-06-13,3697.35
2012-06-14,3650.0
2012-06-15,3621.15
2012-06-18,3680.5
2012-06-19,3697.95
2012-06-20,3678.75
2012-06-21,3699.9
2012-06-22,3656.1
2012-06-25,3726.9
2012-06-26,3741.45
2012-06-27,3754.0
2012-06-28,3736.1
2012-06-29,3887.85
2012-07-02,4015.4
2012-07-03,3979.05
2012-07-04,3928.05
2012-07-05,3955.9
2012-07-06,3997.25
2012-07-09,3872.2
2012-07-09,3872.2
2012-07-10,3955.3
2012-07-11,3949.35
2012-07-12,3931.35
2012-07-13,3882.7
2012-07-16,3957.0
2012-07-17,3883.75
2012-07-18,3900.0
2012-07-19,3929.3
2012-07-20,3900.0
2012-07-23,3840.8
2012-07-24,3825.0
2012-07-25,3857.55
2012-07-26,3800.6
2012-07-27,3775.2
2012-07-30,3744.15
2012-07-31,3696.35
2012-08-01,3740.55
2012-08-02,3766.15
2012-08-03,3750.0
2012-08-06,3751.45
2012-08-07,3801.2
2012-08-08,3830.0
2012-08-09,3850.4
2012-08-10,3867.45
2012-08-13,3891.85
2012-08-14,3907.5
2012-08-16,3897.75
2012-08-17,3950.55
2012-08-21,3986.45
2012-08-22,3947.55
2012-08-23,3951.35
2012-08-24,4015.9
2012-08-27,4140.4
2012-08-28,4187.75
2012-08-29,4155.05
2012-08-30,4116.05
2012-08-31,4047.5
2012-09-03,4029.45
2012-09-04,4035.0
2012-09-05,4049.9
2012-09-06,4037.05
2012-09-07,4046.55
2012-09-08,4074.75
2012-09-10,4052.85
2012-09-11,4096.65
2012-09-12,4099.8
2012-09-13,4045.85
2012-09-14,4051.0
2012-09-17,4093.95
2012-09-18,4089.2
2012-09-20,4114.75
2012-09-21,4105.35
2012-09-24,4101.05
2012-09-25,4120.25
2012-09-26,4086.5
2012-09-27,4053.7
2012-09-28,4047.35
2012-10-01,4016.85
2012-10-03,4146.75
2012-10-04,4056.85
2012-10-05,4050.7
2012-10-08,3988.3
2012-10-09,4019.55
2012-10-10,4020.9
2012-10-11,3946.4
2012-10-12,3902.25
2012-10-15,3939.55
2012-10-16,3915.3
2012-10-17,3920.0
2012-10-18,3934.35
2012-10-19,3903.2
2012-10-22,3899.75
2012-10-23,3887.0
2012-10-25,3846.9
2012-10-26,3840.2
2012-10-29,3816.55
2012-10-30,3814.4
2012-10-31,3835.65
2012-11-01,3820.0
2012-11-02,3892.0
2012-11-05,3847.2
2012-11-06,3747.55
2012-11-07,3724.75
2012-11-08,3745.0
2012-11-09,3796.5
2012-11-12,3799.55
2012-11-13,3790.55
2012-11-15,3718.0
2012-11-16,3690.35
2012-11-19,3692.05
2012-11-20,3669.8
2012-11-21,3692.9
2012-11-22,3766.3
2012-11-23,3700.0
2012-11-26,3837.1
2012-11-27,3990.7
2012-11-29,4025.2
2012-11-30,4116.1
2012-12-03,4042.1
2012-12-04,3981.6
2012-12-05,3916.3
2012-12-06,3997.6
2012-12-07,3980.9
2012-12-10,3999.7
2012-12-11,3978.1
2012-12-12,4000.0
2012-12-13,3994.35
2012-12-14,3996.4
2012-12-17,3999.9
2012-12-18,3972.0
2012-12-19,3992.25
2012-12-20,3999.2
2012-12-21,3999.65
2012-12-24,3997.95
2012-12-26,3997.65
2012-12-27,4000.15
2012-12-28,3999.9
2012-12-31,4061.55
