Date,VENKEYS
2012-01-02,384.85
2012-01-03,393.25
2012-01-04,402.45
2012-01-05,402.95
2012-01-06,398.8
2012-01-07,401.2
2012-01-09,408.1
2012-01-10,415.85
2012-01-11,428.55
2012-01-12,425.75
2012-01-13,426.65
2012-01-16,425.8
2012-01-17,422.55
2012-01-18,423.7
2012-01-19,425.45
2012-01-20,421.75
2012-01-23,414.0
2012-01-24,419.8
2012-01-25,418.5
2012-01-27,418.25
2012-01-30,408.8
2012-01-31,413.9
2012-02-01,454.55
2012-02-02,446.0
2012-02-03,446.15
2012-02-06,445.45
2012-02-07,438.45
2012-02-08,473.35
2012-02-09,431.25
2012-02-10,432.25
2012-02-13,423.2
2012-02-14,427.05
2012-02-15,438.9
2012-02-16,432.3
2012-02-17,429.65
2012-02-21,431.55
2012-02-22,413.15
2012-02-23,403.75
2012-02-24,404.95
2012-02-27,388.2
2012-02-28,400.75
2012-02-29,410.9
2012-03-01,409.05
2012-03-02,410.3
2012-03-03,409.45
2012-03-05,398.95
2012-03-06,393.15
2012-03-07,386.85
2012-03-09,392.6
2012-03-12,394.15
2012-03-13,422.2
2012-03-14,411.05
2012-03-15,400.5
2012-03-16,396.35
2012-03-19,388.25
2012-03-20,406.3
2012-03-21,399.75
2012-03-22,401.3
2012-03-23,401.9
2012-03-26,391.5
2012-03-27,392.95
2012-03-28,388.35
2012-03-29,382.4
2012-03-30,388.2
2012-04-02,395.7
2012-04-03,398.45
2012-04-04,395.8
2012-04-09,399.25
2012-04-10,396.95
2012-04-11,392.3
2012-04-12,394.65
2012-04-13,392.35
2012-04-16,395.1
2012-04-17,396.05
2012-04-18,392.5
2012-04-19,389.2
2012-04-20,384.3
2012-04-23,387.4
2012-04-24,385.25
2012-04-25,382.3
2012-04-26,378.0
2012-04-27,376.3
2012-04-28,378.55
2012-04-30,377.95
2012-05-02,385.85
2012-05-03,378.95
2012-05-04,365.75
2012-05-07,374.0
2012-05-08,368.35
2012-05-09,361.9
2012-05-10,355.65
2012-05-11,345.5
2012-05-14,335.0
2012-05-15,332.3
2012-05-16,331.8
2012-05-17,332.15
2012-05-18,327.95
2012-05-21,332.5
2012-05-22,333.4
2012-05-23,334.05
2012-05-24,333.35
2012-05-25,334.05
2012-05-28,339.05
2012-05-29,392.25
2012-05-30,383.95
2012-05-31,371.65
2012-06-01,373.35
2012-06-04,419.0
2012-06-05,412.25
2012-06-06,431.1
2012-06-07,424.6
2012-06-08,426.95
2012-06-11,424.0
2012-06-12,420.7
2012-06-13,427.4
2012-06-14,417.0
2012-06-15,415.5
2012-06-18,410.4
2012-06-19,398.35
2012-06-20,423.3
2012-06-21,442.9
2012-06-22,442.45
2012-06-25,435.1
2012-06-26,432.65
2012-06-27,429.45
2012-06-28,431.6
2012-06-29,447.15
2012-07-02,454.15
2012-07-03,448.3
2012-07-04,449.0
2012-07-05,449.75
2012-07-06,443.25
2012-07-09,437.75
2012-07-10,443.4
2012-07-11,444.05
2012-07-12,447.0
2012-07-13,449.7
2012-07-16,450.3
2012-07-17,450.1
2012-07-18,459.15
2012-07-19,454.1
2012-07-20,448.3
2012-07-23,434.0
2012-07-24,440.1
2012-07-25,436.5
2012-07-26,430.6
2012-07-27,420.55
2012-07-30,419.45
2012-07-31,426.4
2012-08-01,426.45
2012-08-02,429.65
2012-08-03,438.35
2012-08-06,441.25
2012-08-07,447.4
2012-08-08,450.9
2012-08-09,516.65
2012-08-10,510.1
2012-08-13,553.15
2012-08-14,563.55
2012-08-16,537.35
2012-08-17,532.95
2012-08-21,506.85
2012-08-22,519.45
2012-08-23,507.9
2012-08-24,508.2
2012-08-27,515.55
2012-08-28,511.3
2012-08-29,498.65
2012-08-30,510.75
2012-08-31,512.85
2012-09-03,510.9
2012-09-04,502.7
2012-09-05,506.1
2012-09-06,506.7
2012-09-07,519.05
2012-09-08,518.05
2012-09-10,528.95
2012-09-11,535.45
2012-09-12,546.4
2012-09-13,558.1
2012-09-14,551.25
2012-09-17,544.45
2012-09-18,572.95
2012-09-20,566.8
2012-09-21,569.2
2012-09-24,558.75
2012-09-25,561.95
2012-09-26,561.5
2012-09-27,558.0
2012-09-28,558.45
2012-10-01,552.7
2012-10-03,554.75
2012-10-04,597.05
2012-10-05,595.6
2012-10-08,588.55
2012-10-09,607.7
2012-10-10,586.5
2012-10-11,580.95
2012-10-12,582.5
2012-10-15,576.2
2012-10-16,578.55
2012-10-17,595.6
2012-10-18,594.45
2012-10-19,582.85
2012-10-22,581.75
2012-10-23,584.25
2012-10-25,590.35
2012-10-26,583.9
2012-10-29,522.4
2012-10-30,497.2
2012-10-31,510.9
2012-11-01,503.75
2012-11-02,501.3
2012-11-05,498.85
2012-11-06,495.9
2012-11-07,489.7
2012-11-08,472.0
2012-11-09,474.95
2012-11-12,460.65
2012-11-13,451.95
2012-11-15,442.95
2012-11-16,457.7
2012-11-19,468.9
2012-11-20,455.9
2012-11-21,453.7
2012-11-22,454.4
2012-11-23,467.95
2012-11-26,480.2
2012-11-27,482.85
2012-11-29,491.55
2012-11-30,489.65
2012-12-03,491.95
2012-12-04,487.25
2012-12-05,474.45
2012-12-06,478.5
2012-12-07,480.05
2012-12-10,477.35
2012-12-11,473.95
2012-12-12,469.65
2012-12-13,457.95
2012-12-14,454.6
2012-12-17,460.45
2012-12-18,458.45
2012-12-19,472.0
2012-12-20,464.35
2012-12-21,470.2
2012-12-24,467.3
2012-12-26,467.95
2012-12-27,460.0
2012-12-28,458.75
2012-12-31,464.65
