Date,JAGSNPHARM
2012-01-02,10.85
2012-01-03,11.1
2012-01-04,11.45
2012-01-05,11.4
2012-01-06,11.25
2012-01-07,11.05
2012-01-09,11.15
2012-01-10,12.05
2012-01-11,12.45
2012-01-12,12.45
2012-01-13,12.7
2012-01-16,12.9
2012-01-17,12.4
2012-01-19,12.35
2012-01-20,12.5
2012-01-23,12.75
2012-01-24,11.65
2012-01-25,12.65
2012-01-27,13.05
2012-01-30,12.55
2012-01-31,13.0
2012-02-01,13.45
2012-02-02,13.9
2012-02-03,14.2
2012-02-06,14.05
2012-02-07,14.1
2012-02-08,14.25
2012-02-09,14.55
2012-02-10,14.3
2012-02-13,14.5
2012-02-14,15.1
2012-02-15,15.85
2012-02-16,15.7
2012-02-17,15.75
2012-02-21,16.1
2012-02-22,15.5
2012-02-23,14.35
2012-02-24,14.65
2012-02-27,13.85
2012-02-28,14.0
2012-02-29,14.0
2012-03-01,14.4
2012-03-02,14.85
2012-03-03,14.8
2012-03-05,14.7
2012-03-06,14.25
2012-03-07,14.35
2012-03-09,14.0
2012-03-12,13.95
2012-03-13,14.1
2012-03-14,14.5
2012-03-15,14.5
2012-03-16,14.05
2012-03-19,14.1
2012-03-20,13.0
2012-03-21,13.1
2012-03-22,12.4
2012-03-23,12.4
2012-03-26,12.25
2012-03-27,12.5
2012-03-28,12.25
2012-03-29,12.9
2012-03-30,12.65
2012-04-02,13.5
2012-04-03,13.25
2012-04-04,13.65
2012-04-09,13.2
2012-04-10,13.15
2012-04-11,13.15
2012-04-12,13.15
2012-04-13,13.05
2012-04-16,14.35
2012-04-17,14.2
2012-04-18,14.15
2012-04-19,13.55
2012-04-20,13.8
2012-04-23,13.95
2012-04-24,13.9
2012-04-25,13.1
2012-04-26,12.6
2012-04-27,12.45
2012-04-28,12.25
2012-04-30,12.9
2012-05-02,13.0
2012-05-03,12.7
2012-05-04,12.5
2012-05-07,13.15
2012-05-08,12.55
2012-05-09,12.6
2012-05-10,13.0
2012-05-11,12.25
2012-05-14,12.55
2012-05-15,13.1
2012-05-16,12.4
2012-05-17,12.2
2012-05-18,12.15
2012-05-21,12.1
2012-05-22,12.75
2012-05-23,12.7
2012-05-24,13.2
2012-05-25,13.0
2012-05-28,13.0
2012-05-29,13.35
2012-05-30,13.25
2012-05-31,12.8
2012-06-01,12.35
2012-06-04,12.25
2012-06-05,12.75
2012-06-06,12.3
2012-06-07,12.25
2012-06-08,12.1
2012-06-11,12.25
2012-06-12,12.25
2012-06-13,12.35
2012-06-14,12.55
2012-06-15,12.8
2012-06-18,12.5
2012-06-19,12.4
2012-06-20,12.5
2012-06-21,12.6
2012-06-22,12.4
2012-06-25,12.8
2012-06-26,12.75
2012-06-27,13.1
2012-06-28,13.0
2012-06-29,13.15
2012-07-02,13.25
2012-07-03,13.55
2012-07-04,13.05
2012-07-05,13.9
2012-07-06,13.65
2012-07-09,14.1
2012-07-09,14.1
2012-07-10,13.85
2012-07-11,13.9
2012-07-12,14.0
2012-07-13,13.6
2012-07-16,13.9
2012-07-17,13.8
2012-07-18,13.6
2012-07-19,13.3
2012-07-20,13.7
2012-07-23,13.45
2012-07-24,13.7
2012-07-25,13.25
2012-07-26,13.1
2012-07-27,13.0
2012-07-30,12.6
2012-07-31,13.0
2012-08-01,13.0
2012-08-02,12.9
2012-08-03,12.9
2012-08-06,12.6
2012-08-07,12.8
2012-08-08,13.05
2012-08-09,12.9
2012-08-10,12.3
2012-08-13,12.55
2012-08-14,12.25
2012-08-16,12.05
2012-08-17,11.7
2012-08-21,12.0
2012-08-22,12.45
2012-08-23,12.45
2012-08-24,12.45
2012-08-27,12.7
2012-08-28,12.75
2012-08-29,12.4
2012-08-30,11.9
2012-08-31,11.7
2012-09-03,11.85
2012-09-04,12.3
2012-09-05,12.35
2012-09-06,12.25
2012-09-07,12.5
2012-09-08,12.75
2012-09-10,12.7
2012-09-11,14.75
2012-09-12,14.15
2012-09-13,14.85
2012-09-14,14.25
2012-09-17,14.2
2012-09-18,14.0
2012-09-20,14.0
2012-09-21,13.65
2012-09-24,13.75
2012-09-25,13.9
2012-09-26,13.65
2012-09-27,13.8
2012-09-28,13.05
2012-10-01,13.6
2012-10-03,13.45
2012-10-04,13.95
2012-10-05,13.5
2012-10-08,13.3
2012-10-09,13.75
2012-10-10,13.8
2012-10-11,13.5
2012-10-12,13.7
2012-10-15,13.95
2012-10-16,13.7
2012-10-17,13.75
2012-10-18,13.7
2012-10-19,13.95
2012-10-22,14.2
2012-10-23,14.65
2012-10-25,14.15
2012-10-26,13.65
2012-10-29,13.55
2012-10-30,13.55
2012-10-31,13.5
2012-11-01,13.7
2012-11-02,13.8
2012-11-05,14.35
2012-11-06,14.65
2012-11-07,14.25
2012-11-08,13.9
2012-11-09,13.8
2012-11-12,13.55
2012-11-13,13.8
2012-11-15,13.9
2012-11-16,13.55
2012-11-19,13.2
2012-11-20,14.0
2012-11-21,13.6
2012-11-22,13.45
2012-11-23,13.5
2012-11-26,13.65
2012-11-27,13.5
2012-11-29,13.7
2012-11-30,13.55
2012-12-03,13.9
2012-12-04,14.45
2012-12-05,14.3
2012-12-06,14.15
2012-12-07,14.3
2012-12-10,14.7
2012-12-11,14.5
2012-12-12,14.2
2012-12-13,14.3
2012-12-14,14.1
2012-12-17,13.8
2012-12-18,13.65
2012-12-19,13.85
2012-12-20,13.6
2012-12-21,13.45
2012-12-24,13.5
2012-12-26,13.45
2012-12-27,13.3
2012-12-28,13.4
2012-12-31,14.1
