Date,KCP
2012-01-02,23.6
2012-01-03,23.6
2012-01-04,24.2
2012-01-05,23.95
2012-01-06,24.1
2012-01-07,24.4
2012-01-09,25.6
2012-01-10,25.95
2012-01-11,25.35
2012-01-12,25.2
2012-01-13,25.8
2012-01-16,26.25
2012-01-17,26.85
2012-01-18,26.1
2012-01-19,26.35
2012-01-20,26.9
2012-01-23,26.1
2012-01-24,26.5
2012-01-25,27.2
2012-01-27,27.2
2012-01-30,26.9
2012-01-31,27.0
2012-02-01,29.8
2012-02-02,29.8
2012-02-03,30.15
2012-02-06,30.2
2012-02-07,30.8
2012-02-08,30.95
2012-02-09,30.4
2012-02-10,30.1
2012-02-13,29.75
2012-02-14,30.35
2012-02-15,30.7
2012-02-16,35.4
2012-02-17,33.75
2012-02-21,34.35
2012-02-22,34.3
2012-02-23,33.55
2012-02-24,33.25
2012-02-27,32.85
2012-02-28,33.5
2012-02-29,33.5
2012-03-01,33.25
2012-03-02,33.5
2012-03-03,33.5
2012-03-05,32.6
2012-03-06,32.5
2012-03-07,32.15
2012-03-09,33.05
2012-03-12,33.1
2012-03-13,33.25
2012-03-14,33.0
2012-03-15,32.95
2012-03-16,32.75
2012-03-19,32.05
2012-03-20,31.95
2012-03-21,33.95
2012-03-22,33.55
2012-03-23,33.5
2012-03-26,33.0
2012-03-27,32.6
2012-03-28,32.55
2012-03-29,32.6
2012-03-30,32.35
2012-04-02,33.25
2012-04-03,33.1
2012-04-04,33.05
2012-04-09,33.1
2012-04-10,33.2
2012-04-11,32.95
2012-04-12,33.95
2012-04-13,33.75
2012-04-16,34.05
2012-04-17,34.0
2012-04-18,34.3
2012-04-19,33.85
2012-04-20,33.5
2012-04-23,33.25
2012-04-24,32.95
2012-04-25,32.65
2012-04-26,32.95
2012-04-27,33.2
2012-04-28,32.9
2012-04-30,32.55
2012-05-02,32.55
2012-05-03,32.1
2012-05-04,30.95
2012-05-07,30.95
2012-05-08,29.9
2012-05-09,29.65
2012-05-10,29.2
2012-05-11,29.15
2012-05-14,28.2
2012-05-15,28.95
2012-05-16,28.35
2012-05-17,28.6
2012-05-18,28.55
2012-05-21,29.15
2012-05-22,29.7
2012-05-23,28.3
2012-05-24,29.0
2012-05-25,29.6
2012-05-28,30.0
2012-05-29,31.55
2012-05-30,29.9
2012-05-31,30.35
2012-06-01,29.95
2012-06-04,30.5
2012-06-05,30.0
2012-06-06,30.6
2012-06-07,31.0
2012-06-08,31.1
2012-06-11,31.5
2012-06-12,31.5
2012-06-13,31.55
2012-06-14,31.5
2012-06-15,31.35
2012-06-18,30.5
2012-06-19,30.65
2012-06-20,30.7
2012-06-21,30.7
2012-06-22,30.65
2012-06-25,31.7
2012-06-26,30.4
2012-06-27,31.65
2012-06-28,31.15
2012-06-29,31.0
2012-07-02,31.3
2012-07-03,31.45
2012-07-04,31.95
2012-07-05,32.25
2012-07-06,31.85
2012-07-09,31.7
2012-07-09,31.7
2012-07-10,31.8
2012-07-11,31.65
2012-07-12,31.4
2012-07-13,31.45
2012-07-16,31.55
2012-07-17,31.5
2012-07-18,32.7
2012-07-19,34.65
2012-07-20,34.6
2012-07-23,34.55
2012-07-24,35.0
2012-07-25,35.2
2012-07-26,35.0
2012-07-27,34.0
2012-07-30,35.05
2012-07-31,34.75
2012-08-01,35.15
2012-08-02,34.8
2012-08-03,35.05
2012-08-06,35.05
2012-08-07,35.0
2012-08-08,35.1
2012-08-09,35.1
2012-08-10,35.15
2012-08-13,35.0
2012-08-14,34.15
2012-08-16,33.15
2012-08-17,34.0
2012-08-21,34.3
2012-08-22,35.7
2012-08-23,35.5
2012-08-24,34.5
2012-08-27,34.15
2012-08-28,33.45
2012-08-29,31.05
2012-08-30,32.7
2012-08-31,32.8
2012-09-03,32.35
2012-09-04,31.15
2012-09-05,32.3
2012-09-06,32.0
2012-09-07,32.55
2012-09-08,32.3
2012-09-10,32.35
2012-09-11,34.0
2012-09-12,32.75
2012-09-13,32.35
2012-09-14,32.35
2012-09-17,32.0
2012-09-18,32.55
2012-09-20,32.55
2012-09-21,33.0
2012-09-24,32.45
2012-09-25,32.15
2012-09-26,33.6
2012-09-27,34.55
2012-09-28,33.8
2012-10-01,34.25
2012-10-03,35.15
2012-10-04,35.25
2012-10-05,34.5
2012-10-08,34.9
2012-10-09,38.75
2012-10-10,37.25
2012-10-11,36.55
2012-10-12,39.9
2012-10-15,42.85
2012-10-16,43.95
2012-10-17,44.95
2012-10-18,46.05
2012-10-19,46.35
2012-10-22,45.95
2012-10-23,44.85
2012-10-25,43.55
2012-10-26,41.65
2012-10-29,38.2
2012-10-30,41.0
2012-10-31,41.15
2012-11-01,38.4
2012-11-02,39.75
2012-11-05,38.7
2012-11-06,41.05
2012-11-07,39.7
2012-11-08,39.55
2012-11-09,38.95
2012-11-12,39.15
2012-11-13,39.3
2012-11-15,38.6
2012-11-16,38.3
2012-11-19,37.25
2012-11-20,37.0
2012-11-21,36.1
2012-11-22,38.8
2012-11-23,38.0
2012-11-26,40.5
2012-11-27,39.75
2012-11-29,39.05
2012-11-30,38.85
2012-12-03,38.9
2012-12-04,38.85
2012-12-05,38.65
2012-12-06,37.9
2012-12-07,37.2
2012-12-10,37.75
2012-12-11,37.75
2012-12-12,36.95
2012-12-13,37.25
2012-12-14,37.95
2012-12-17,37.55
2012-12-18,37.6
2012-12-19,37.95
2012-12-20,37.05
2012-12-21,39.4
2012-12-24,40.05
2012-12-26,39.95
2012-12-27,39.35
2012-12-28,40.9
2012-12-31,45.15
