Date,RATNAMANI
2012-01-02,91.9
2012-01-03,91.35
2012-01-04,92.0
2012-01-05,92.7
2012-01-06,92.55
2012-01-07,96.9
2012-01-09,93.65
2012-01-10,96.8
2012-01-11,99.0
2012-01-12,98.2
2012-01-13,100.0
2012-01-16,100.0
2012-01-17,99.45
2012-01-18,103.0
2012-01-19,102.0
2012-01-20,102.0
2012-01-23,102.5
2012-01-24,102.15
2012-01-25,105.0
2012-01-27,105.0
2012-01-30,102.05
2012-01-31,105.5
2012-02-01,106.5
2012-02-02,106.0
2012-02-03,105.9
2012-02-06,106.0
2012-02-07,102.7
2012-02-08,102.05
2012-02-09,103.0
2012-02-10,106.05
2012-02-13,107.3
2012-02-14,109.0
2012-02-15,109.0
2012-02-16,108.75
2012-02-17,111.0
2012-02-21,115.0
2012-02-22,110.05
2012-02-23,113.05
2012-02-24,109.35
2012-02-27,106.3
2012-02-28,106.05
2012-02-29,109.4
2012-03-01,108.0
2012-03-02,107.75
2012-03-03,107.05
2012-03-05,109.95
2012-03-06,105.95
2012-03-07,107.5
2012-03-09,106.55
2012-03-12,107.0
2012-03-13,109.15
2012-03-14,109.85
2012-03-15,106.25
2012-03-16,108.3
2012-03-19,108.8
2012-03-20,106.5
2012-03-21,106.8
2012-03-22,106.5
2012-03-23,108.85
2012-03-26,105.3
2012-03-27,108.35
2012-03-28,106.8
2012-03-29,106.25
2012-03-30,107.55
2012-04-02,107.1
2012-04-03,107.0
2012-04-04,107.75
2012-04-09,106.5
2012-04-10,107.35
2012-04-11,106.0
2012-04-12,105.55
2012-04-13,106.5
2012-04-16,107.8
2012-04-17,106.0
2012-04-18,107.6
2012-04-19,106.45
2012-04-20,105.0
2012-04-23,106.0
2012-04-24,105.0
2012-04-25,107.0
2012-04-26,104.5
2012-04-27,104.85
2012-04-28,102.7
2012-04-30,103.5
2012-05-02,103.75
2012-05-03,104.0
2012-05-04,104.0
2012-05-07,102.25
2012-05-08,103.45
2012-05-09,103.9
2012-05-10,102.1
2012-05-11,102.0
2012-05-14,98.3
2012-05-16,99.9
2012-05-17,98.85
2012-05-18,100.6
2012-05-21,99.05
2012-05-22,99.05
2012-05-23,96.15
2012-05-24,94.7
2012-05-25,99.0
2012-05-28,97.45
2012-05-29,97.15
2012-05-30,96.55
2012-05-31,98.1
2012-06-01,96.9
2012-06-04,96.8
2012-06-05,99.85
2012-06-06,98.8
2012-06-07,99.3
2012-06-08,99.95
2012-06-11,101.05
2012-06-12,105.15
2012-06-13,107.55
2012-06-14,107.9
2012-06-15,108.45
2012-06-18,106.05
2012-06-19,106.8
2012-06-20,107.05
2012-06-21,104.4
2012-06-22,105.0
2012-06-25,105.0
2012-06-26,104.55
2012-06-27,113.75
2012-06-28,109.9
2012-06-29,105.35
2012-07-02,111.3
2012-07-03,109.55
2012-07-04,111.0
2012-07-05,115.0
2012-07-06,118.0
2012-07-09,115.9
2012-07-10,116.4
2012-07-11,116.9
2012-07-12,112.5
2012-07-13,114.55
2012-07-16,112.0
2012-07-17,111.0
2012-07-18,110.55
2012-07-19,114.95
2012-07-20,111.55
2012-07-23,109.2
2012-07-24,112.95
2012-07-25,114.05
2012-07-26,111.05
2012-07-27,112.8
2012-07-30,113.35
2012-07-31,114.5
2012-08-01,115.65
2012-08-02,118.25
2012-08-03,116.1
2012-08-06,117.0
2012-08-07,118.0
2012-08-08,119.0
2012-08-09,118.25
2012-08-10,116.05
2012-08-13,116.95
2012-08-14,116.75
2012-08-16,115.85
2012-08-17,116.45
2012-08-21,116.95
2012-08-22,113.1
2012-08-23,113.15
2012-08-24,112.0
2012-08-27,111.25
2012-08-28,114.75
2012-08-29,114.15
2012-08-30,113.75
2012-08-31,112.3
2012-09-03,111.5
2012-09-04,111.5
2012-09-05,111.5
2012-09-06,113.6
2012-09-07,113.0
2012-09-08,111.5
2012-09-10,113.0
2012-09-11,114.9
2012-09-12,114.95
2012-09-13,112.7
2012-09-14,112.85
2012-09-17,113.0
2012-09-18,110.75
2012-09-20,108.2
2012-09-21,108.55
2012-09-24,109.75
2012-09-25,109.5
2012-09-26,109.75
2012-09-27,108.95
2012-09-28,109.05
2012-10-01,111.45
2012-10-03,111.0
2012-10-04,112.9
2012-10-05,114.85
2012-10-08,112.15
2012-10-09,113.0
2012-10-10,113.85
2012-10-11,113.9
2012-10-12,111.6
2012-10-15,112.15
2012-10-16,110.65
2012-10-17,110.5
2012-10-18,109.55
2012-10-19,109.25
2012-10-22,110.2
2012-10-23,107.85
2012-10-25,105.1
2012-10-26,105.0
2012-10-29,104.45
2012-10-30,106.85
2012-10-31,103.0
2012-11-01,102.0
2012-11-02,119.1
2012-11-05,126.55
2012-11-06,128.75
2012-11-07,131.6
2012-11-08,131.95
2012-11-09,132.1
2012-11-12,132.05
2012-11-13,132.9
2012-11-15,133.0
2012-11-16,132.0
2012-11-19,132.0
2012-11-20,132.0
2012-11-21,132.0
2012-11-22,132.0
2012-11-23,132.0
2012-11-26,132.0
2012-11-27,132.35
2012-11-29,132.8
2012-11-30,132.5
2012-12-03,134.9
2012-12-04,134.8
2012-12-05,132.1
2012-12-06,131.05
2012-12-07,132.2
2012-12-10,134.2
2012-12-11,132.9
2012-12-12,132.1
2012-12-13,131.5
2012-12-14,132.0
2012-12-17,132.0
2012-12-18,135.5
2012-12-19,145.8
2012-12-20,142.3
2012-12-21,138.2
2012-12-24,136.15
2012-12-26,132.7
2012-12-27,133.75
2012-12-28,132.35
2012-12-31,132.4
