Date,GALLANTT
2012-01-02,19.3
2012-01-03,20.1
2012-01-04,19.3
2012-01-05,19.15
2012-01-06,19.35
2012-01-07,21.1
2012-01-09,20.45
2012-01-10,20.95
2012-01-11,20.1
2012-01-12,20.05
2012-01-13,20.0
2012-01-16,19.5
2012-01-17,20.05
2012-01-18,19.9
2012-01-19,19.95
2012-01-20,19.8
2012-01-23,19.25
2012-01-24,19.2
2012-01-25,19.65
2012-01-27,19.75
2012-01-30,19.2
2012-01-31,19.75
2012-02-01,19.75
2012-02-02,19.25
2012-02-03,18.9
2012-02-06,18.75
2012-02-07,19.2
2012-02-08,19.1
2012-02-09,19.55
2012-02-10,19.4
2012-02-13,19.5
2012-02-14,18.95
2012-02-15,18.6
2012-02-16,18.9
2012-02-17,18.8
2012-02-21,19.45
2012-02-22,18.75
2012-02-23,18.9
2012-02-24,18.5
2012-02-27,18.1
2012-02-28,18.25
2012-02-29,18.1
2012-03-01,18.0
2012-03-02,18.0
2012-03-03,17.9
2012-03-05,17.45
2012-03-06,17.85
2012-03-07,17.5
2012-03-09,18.0
2012-03-12,17.8
2012-03-13,17.75
2012-03-14,18.25
2012-03-15,18.15
2012-03-16,17.8
2012-03-19,17.4
2012-03-20,17.5
2012-03-21,17.5
2012-03-22,17.5
2012-03-23,17.5
2012-03-26,17.45
2012-03-27,17.6
2012-03-28,17.0
2012-03-29,17.25
2012-03-30,18.0
2012-04-02,18.85
2012-04-03,19.05
2012-04-04,19.75
2012-04-09,18.75
2012-04-10,18.75
2012-04-11,18.6
2012-04-12,18.8
2012-04-13,18.25
2012-04-16,18.9
2012-04-17,18.15
2012-04-18,18.65
2012-04-19,18.85
2012-04-20,19.05
2012-04-23,17.95
2012-04-24,17.7
2012-04-25,18.4
2012-04-26,18.3
2012-04-27,18.9
2012-04-28,18.5
2012-04-30,18.5
2012-05-02,18.95
2012-05-03,18.8
2012-05-04,18.0
2012-05-07,17.75
2012-05-08,17.8
2012-05-09,17.45
2012-05-10,17.55
2012-05-11,17.3
2012-05-14,17.25
2012-05-15,17.4
2012-05-16,17.1
2012-05-17,17.0
2012-05-18,17.65
2012-05-21,17.5
2012-05-22,17.35
2012-05-23,17.3
2012-05-24,17.5
2012-05-25,17.85
2012-05-28,17.75
2012-05-29,17.4
2012-05-30,17.05
2012-05-31,17.45
2012-06-01,16.9
2012-06-04,17.15
2012-06-05,17.2
2012-06-06,18.8
2012-06-07,19.0
2012-06-08,18.65
2012-06-11,18.5
2012-06-12,18.85
2012-06-13,18.6
2012-06-14,19.35
2012-06-15,21.0
2012-06-18,20.75
2012-06-19,24.35
2012-06-20,24.05
2012-06-21,23.2
2012-06-22,23.3
2012-06-25,23.8
2012-06-26,23.55
2012-06-27,23.65
2012-06-28,23.55
2012-06-29,24.35
2012-07-02,24.15
2012-07-03,23.2
2012-07-04,23.95
2012-07-05,23.8
2012-07-06,23.25
2012-07-09,22.8
2012-07-09,22.8
2012-07-10,22.25
2012-07-11,22.15
2012-07-12,22.15
2012-07-13,22.2
2012-07-16,22.1
2012-07-17,21.55
2012-07-18,20.75
2012-07-19,20.7
2012-07-20,20.35
2012-07-23,20.85
2012-07-24,20.6
2012-07-25,23.15
2012-07-26,22.4
2012-07-27,22.25
2012-07-30,23.0
2012-07-31,22.6
2012-08-01,23.05
2012-08-02,22.5
2012-08-03,22.75
2012-08-06,22.95
2012-08-07,22.85
2012-08-08,23.5
2012-08-09,23.25
2012-08-10,22.55
2012-08-13,23.35
2012-08-14,23.1
2012-08-16,22.7
2012-08-17,22.5
2012-08-21,22.9
2012-08-22,22.75
2012-08-23,23.15
2012-08-24,22.7
2012-08-27,23.5
2012-08-28,23.55
2012-08-29,24.45
2012-08-30,24.35
2012-08-31,24.0
2012-09-03,24.0
2012-09-04,24.75
2012-09-05,23.85
2012-09-06,24.1
2012-09-07,24.0
2012-09-08,24.2
2012-09-10,23.95
2012-09-11,23.95
2012-09-12,24.1
2012-09-13,24.9
2012-09-14,25.7
2012-09-17,25.65
2012-09-18,25.8
2012-09-20,26.05
2012-09-21,26.6
2012-09-24,26.3
2012-09-25,26.65
2012-09-26,26.9
2012-09-27,27.05
2012-09-28,27.2
2012-10-01,27.5
2012-10-03,27.7
2012-10-04,27.8
2012-10-05,27.8
2012-10-08,28.4
2012-10-09,28.45
2012-10-10,28.2
2012-10-11,28.55
2012-10-12,28.5
2012-10-15,29.4
2012-10-16,29.3
2012-10-17,28.75
2012-10-18,28.3
2012-10-19,28.05
2012-10-22,28.55
2012-10-23,28.5
2012-10-25,29.4
2012-10-26,29.3
2012-10-29,28.8
2012-10-30,28.05
2012-10-31,28.15
2012-11-01,28.4
2012-11-02,28.1
2012-11-05,28.1
2012-11-06,29.35
2012-11-07,29.75
2012-11-08,29.65
2012-11-09,29.05
2012-11-12,28.0
2012-11-13,28.0
2012-11-15,28.05
2012-11-16,27.15
2012-11-19,27.9
2012-11-20,27.65
2012-11-21,28.0
2012-11-22,27.15
2012-11-23,26.9
2012-11-26,26.95
2012-11-27,27.7
2012-11-29,28.15
2012-11-30,28.5
2012-12-03,28.15
2012-12-04,27.95
2012-12-05,28.1
2012-12-06,27.85
2012-12-07,28.15
2012-12-10,27.6
2012-12-11,27.85
2012-12-12,28.0
2012-12-13,27.9
2012-12-14,28.0
2012-12-17,28.35
2012-12-18,28.9
2012-12-19,29.3
2012-12-20,29.15
2012-12-21,29.0
2012-12-24,29.15
2012-12-26,28.95
2012-12-27,28.95
2012-12-28,28.55
2012-12-31,28.45
