Date,SICAGEN
2012-01-02,14.2
2012-01-03,15.4
2012-01-04,15.6
2012-01-05,15.8
2012-01-06,15.5
2012-01-07,15.35
2012-01-09,15.75
2012-01-10,16.7
2012-01-11,16.75
2012-01-12,16.6
2012-01-13,17.35
2012-01-16,16.85
2012-01-17,16.95
2012-01-18,16.85
2012-01-19,16.9
2012-01-20,17.1
2012-01-23,17.1
2012-01-24,17.2
2012-01-25,17.3
2012-01-27,17.8
2012-01-30,17.75
2012-01-31,17.7
2012-02-01,18.3
2012-02-02,18.45
2012-02-03,18.9
2012-02-06,19.55
2012-02-07,20.7
2012-02-08,20.65
2012-02-09,20.9
2012-02-10,20.8
2012-02-13,21.05
2012-02-14,21.45
2012-02-15,21.05
2012-02-16,21.0
2012-02-17,21.2
2012-02-21,20.75
2012-02-22,20.15
2012-02-23,19.8
2012-02-24,19.2
2012-02-27,18.85
2012-02-28,19.25
2012-02-29,19.7
2012-03-01,19.65
2012-03-02,19.25
2012-03-03,19.95
2012-03-05,19.2
2012-03-06,19.15
2012-03-07,18.7
2012-03-09,19.15
2012-03-12,19.1
2012-03-13,19.2
2012-03-14,18.95
2012-03-15,19.15
2012-03-16,19.1
2012-03-19,19.05
2012-03-20,19.4
2012-03-21,19.65
2012-03-22,19.05
2012-03-23,19.0
2012-03-26,19.0
2012-03-27,18.3
2012-03-28,18.4
2012-03-29,17.95
2012-03-30,18.15
2012-04-02,18.2
2012-04-03,18.45
2012-04-04,18.55
2012-04-09,19.05
2012-04-10,19.1
2012-04-11,19.45
2012-04-12,19.35
2012-04-13,18.9
2012-04-16,18.75
2012-04-17,19.25
2012-04-18,19.05
2012-04-19,19.45
2012-04-20,19.3
2012-04-23,19.15
2012-04-24,19.0
2012-04-25,18.65
2012-04-26,18.25
2012-04-27,18.05
2012-04-28,18.05
2012-04-30,18.55
2012-05-02,18.4
2012-05-03,18.2
2012-05-04,17.95
2012-05-07,18.0
2012-05-08,18.1
2012-05-09,17.9
2012-05-10,17.45
2012-05-11,17.5
2012-05-14,17.25
2012-05-15,17.0
2012-05-16,16.75
2012-05-17,16.7
2012-05-18,17.45
2012-05-21,17.95
2012-05-22,17.6
2012-05-23,17.2
2012-05-24,17.15
2012-05-25,17.8
2012-05-28,18.0
2012-05-29,17.95
2012-05-30,17.85
2012-05-31,17.25
2012-06-01,17.15
2012-06-04,16.75
2012-06-05,16.75
2012-06-06,16.95
2012-06-07,16.9
2012-06-08,17.05
2012-06-11,17.25
2012-06-12,17.3
2012-06-13,17.3
2012-06-14,17.1
2012-06-15,17.15
2012-06-18,17.25
2012-06-19,17.3
2012-06-20,17.15
2012-06-21,17.25
2012-06-22,17.55
2012-06-25,17.6
2012-06-26,17.8
2012-06-27,17.65
2012-06-28,17.85
2012-06-29,17.75
2012-07-02,17.8
2012-07-03,18.05
2012-07-04,18.15
2012-07-05,19.1
2012-07-06,19.05
2012-07-09,18.65
2012-07-10,19.1
2012-07-11,19.05
2012-07-12,19.3
2012-07-13,19.35
2012-07-16,19.25
2012-07-17,19.25
2012-07-18,18.65
2012-07-19,19.0
2012-07-20,17.75
2012-07-23,17.55
2012-07-24,17.4
2012-07-25,17.35
2012-07-26,17.1
2012-07-27,16.85
2012-07-30,16.85
2012-07-31,16.95
2012-08-01,17.5
2012-08-02,17.3
2012-08-03,17.15
2012-08-06,16.85
2012-08-07,16.3
2012-08-08,16.2
2012-08-09,15.7
2012-08-10,15.95
2012-08-13,15.65
2012-08-14,15.6
2012-08-16,16.0
2012-08-17,15.8
2012-08-21,16.0
2012-08-22,15.85
2012-08-23,16.0
2012-08-24,15.9
2012-08-27,15.35
2012-08-28,15.35
2012-08-29,15.15
2012-08-30,15.3
2012-08-31,15.25
2012-09-03,15.4
2012-09-04,15.2
2012-09-05,15.3
2012-09-06,15.1
2012-09-07,15.2
2012-09-08,15.1
2012-09-10,14.9
2012-09-11,15.45
2012-09-12,15.45
2012-09-13,15.65
2012-09-14,15.55
2012-09-17,15.7
2012-09-18,16.0
2012-09-20,15.6
2012-09-21,15.95
2012-09-24,16.95
2012-09-25,16.7
2012-09-26,16.55
2012-09-27,16.65
2012-09-28,16.4
2012-10-01,16.6
2012-10-03,16.8
2012-10-04,16.75
2012-10-05,16.5
2012-10-08,16.4
2012-10-09,16.25
2012-10-10,16.1
2012-10-11,16.2
2012-10-12,16.2
2012-10-15,16.1
2012-10-16,16.1
2012-10-17,15.95
2012-10-18,15.25
2012-10-19,15.0
2012-10-22,14.95
2012-10-23,14.85
2012-10-25,14.55
2012-10-26,14.65
2012-10-29,14.6
2012-10-30,14.35
2012-10-31,14.3
2012-11-01,14.7
2012-11-02,14.7
2012-11-05,14.9
2012-11-06,15.55
2012-11-07,16.4
2012-11-08,15.95
2012-11-09,15.4
2012-11-12,15.3
2012-11-13,15.4
2012-11-15,15.15
2012-11-16,15.15
2012-11-19,15.2
2012-11-20,15.2
2012-11-21,15.1
2012-11-22,15.3
2012-11-23,15.0
2012-11-26,15.05
2012-11-27,15.1
2012-11-29,15.2
2012-11-30,15.05
2012-12-03,15.4
2012-12-04,15.05
2012-12-05,15.35
2012-12-06,15.4
2012-12-07,15.2
2012-12-10,15.2
2012-12-11,15.05
2012-12-12,14.8
2012-12-13,14.95
2012-12-14,14.95
2012-12-17,15.0
2012-12-18,15.1
2012-12-19,15.15
2012-12-20,15.15
2012-12-21,14.95
2012-12-24,14.95
2012-12-26,15.0
2012-12-27,15.15
2012-12-28,15.45
2012-12-31,15.5
