Date,KOTAKPSUBK
2012-01-02,279.2
2012-01-03,290.54
2012-01-04,291.11
2012-01-05,295.0
2012-01-06,293.0
2012-01-07,295.0
2012-01-09,292.0
2012-01-10,300.95
2012-01-11,301.11
2012-01-12,304.0
2012-01-13,311.65
2012-01-16,309.98
2012-01-17,320.0
2012-01-18,325.0
2012-01-19,323.0
2012-01-20,325.3
2012-01-23,337.71
2012-01-24,350.0
2012-01-25,355.06
2012-01-27,340.48
2012-01-30,338.0
2012-01-31,343.75
2012-02-01,348.0
2012-02-02,348.4
2012-02-03,345.57
2012-02-06,356.0
2012-02-07,365.95
2012-02-08,367.0
2012-02-09,366.31
2012-02-10,362.0
2012-02-13,369.59
2012-02-14,372.0
2012-02-15,375.05
2012-02-16,385.65
2012-02-17,396.0
2012-02-21,403.09
2012-02-22,381.0
2012-02-23,376.0
2012-02-24,370.71
2012-02-27,354.9
2012-02-28,379.64
2012-02-29,374.0
2012-03-01,371.0
2012-03-02,375.0
2012-03-03,375.0
2012-03-05,367.55
2012-03-06,365.58
2012-03-07,361.1
2012-03-09,368.57
2012-03-12,384.54
2012-03-13,385.45
2012-03-14,385.0
2012-03-15,388.3
2012-03-16,380.35
2012-03-19,365.0
2012-03-20,370.6
2012-03-21,371.0
2012-03-22,364.26
2012-03-23,367.0
2012-03-26,355.27
2012-03-27,359.0
2012-03-28,355.07
2012-03-29,352.0
2012-03-30,360.0
2012-04-02,362.0
2012-04-03,363.94
2012-04-04,360.17
2012-04-09,358.66
2012-04-10,359.55
2012-04-11,364.0
2012-04-12,367.0
2012-04-13,374.78
2012-04-16,370.5
2012-04-17,375.0
2012-04-18,377.1
2012-04-19,372.0
2012-04-20,365.0
2012-04-23,367.19
2012-04-24,359.0
2012-04-25,359.0
2012-04-26,355.09
2012-04-27,356.57
2012-04-30,358.0
2012-05-02,351.48
2012-05-03,342.0
2012-05-04,333.0
2012-05-07,328.81
2012-05-08,326.15
2012-05-09,318.08
2012-05-10,312.8
2012-05-11,309.64
2012-05-14,305.16
2012-05-15,310.0
2012-05-16,304.0
2012-05-17,304.0
2012-05-18,307.0
2012-05-21,319.0
2012-05-22,318.0
2012-05-23,303.66
2012-05-24,317.44
2012-05-25,319.47
2012-05-28,324.23
2012-05-29,333.84
2012-05-30,324.0
2012-05-31,316.12
2012-06-01,315.4
2012-06-04,316.0
2012-06-05,319.0
2012-06-06,329.18
2012-06-07,341.0
2012-06-08,336.5
2012-06-11,340.0
2012-06-12,342.0
2012-06-13,343.0
2012-06-14,342.6
2012-06-15,349.0
2012-06-18,346.0
2012-06-19,334.0
2012-06-20,338.0
2012-06-21,337.0
2012-06-22,339.83
2012-06-25,348.0
2012-06-26,340.0
2012-06-27,341.0
2012-06-28,336.0
2012-06-29,345.8
2012-07-02,347.0
2012-07-03,342.0
2012-07-04,347.67
2012-07-05,351.0
2012-07-06,343.0
2012-07-09,345.23
2012-07-09,345.23
2012-07-10,355.0
2012-07-11,361.0
2012-07-12,361.7
2012-07-13,359.5
2012-07-16,357.0
2012-07-17,355.0
2012-07-18,352.0
2012-07-19,352.96
2012-07-20,349.0
2012-07-23,348.59
2012-07-24,350.26
2012-07-25,340.25
2012-07-26,337.86
2012-07-27,324.08
2012-07-30,329.23
2012-07-31,330.0
2012-08-01,329.9
2012-08-02,330.9
2012-08-03,346.39
2012-08-06,328.0
2012-08-07,335.79
2012-08-08,339.1
2012-08-09,334.82
2012-08-10,315.69
2012-08-13,304.16
2012-08-14,310.73
2012-08-16,309.0
2012-08-17,313.72
2012-08-21,310.0
2012-08-22,313.0
2012-08-23,310.73
2012-08-24,307.0
2012-08-27,306.0
2012-08-28,294.98
2012-08-29,292.0
2012-08-30,293.9
2012-08-31,292.72
2012-09-03,304.84
2012-09-04,298.0
2012-09-05,304.41
2012-09-06,288.85
2012-09-07,299.0
2012-09-08,300.57
2012-09-10,297.2
2012-09-11,299.0
2012-09-12,302.0
2012-09-13,298.02
2012-09-14,309.93
2012-09-17,316.9
2012-09-18,338.98
2012-09-20,344.56
2012-09-21,354.5
2012-09-24,353.0
2012-09-25,353.25
2012-09-26,349.0
2012-09-27,353.0
2012-09-28,351.19
2012-10-01,356.25
2012-10-03,357.0
2012-10-04,368.35
2012-10-05,365.79
2012-10-08,358.0
2012-10-09,359.0
2012-10-10,354.0
2012-10-11,352.9
2012-10-12,350.0
2012-10-15,353.0
2012-10-16,353.25
2012-10-17,346.0
2012-10-18,353.03
2012-10-19,358.09
2012-10-22,354.75
2012-10-23,357.03
2012-10-25,354.0
2012-10-26,347.07
2012-10-29,350.0
2012-10-30,334.1
2012-10-31,332.5
2012-11-01,335.59
2012-11-02,335.5
2012-11-05,336.0
2012-11-06,339.0
2012-11-07,338.0
2012-11-08,336.0
2012-11-09,336.0
2012-11-12,346.57
2012-11-13,350.55
2012-11-15,345.0
2012-11-16,341.0
2012-11-19,355.18
2012-11-20,358.0
2012-11-21,357.0
2012-11-22,342.38
2012-11-23,341.5
2012-11-26,340.9
2012-11-27,344.5
2012-11-29,344.4
2012-11-30,351.0
2012-12-03,348.75
2012-12-04,350.0
2012-12-05,355.0
2012-12-06,354.2
2012-12-07,369.75
2012-12-10,373.53
2012-12-11,370.5
2012-12-12,370.58
2012-12-13,367.05
2012-12-14,369.0
2012-12-17,377.0
2012-12-18,380.25
2012-12-19,382.0
2012-12-20,377.0
2012-12-21,377.0
2012-12-24,377.0
2012-12-26,378.0
2012-12-27,380.0
2012-12-28,384.09
2012-12-31,385.28
