Date,TECHM
2012-01-02,571.9
2012-01-03,599.95
2012-01-04,604.4
2012-01-05,595.35
2012-01-06,598.95
2012-01-07,599.5
2012-01-09,603.95
2012-01-10,612.3
2012-01-11,621.25
2012-01-12,596.4
2012-01-13,602.0
2012-01-16,603.35
2012-01-17,609.3
2012-01-18,592.45
2012-01-19,610.0
2012-01-20,602.3
2012-01-23,599.55
2012-01-24,608.45
2012-01-25,629.0
2012-01-27,637.35
2012-01-30,629.35
2012-01-31,652.0
2012-02-01,655.95
2012-02-02,667.8
2012-02-03,653.4
2012-02-06,643.6
2012-02-07,643.6
2012-02-08,650.3
2012-02-09,659.25
2012-02-10,650.25
2012-02-13,652.45
2012-02-14,658.55
2012-02-15,660.6
2012-02-16,658.85
2012-02-17,661.4
2012-02-21,662.7
2012-02-22,632.35
2012-02-23,613.8
2012-02-24,612.05
2012-02-27,591.1
2012-02-28,600.15
2012-02-29,600.5
2012-03-01,596.5
2012-03-02,597.9
2012-03-03,596.35
2012-03-05,607.05
2012-03-06,603.8
2012-03-07,607.35
2012-03-09,640.95
2012-03-12,634.05
2012-03-13,644.35
2012-03-14,636.85
2012-03-15,618.3
2012-03-16,605.45
2012-03-19,618.55
2012-03-20,648.7
2012-03-21,685.1
2012-03-22,724.85
2012-03-23,741.55
2012-03-26,720.5
2012-03-27,701.75
2012-03-28,702.75
2012-03-29,709.65
2012-03-30,720.75
2012-04-02,716.55
2012-04-03,717.1
2012-04-04,724.55
2012-04-09,712.9
2012-04-10,712.1
2012-04-11,711.2
2012-04-12,723.55
2012-04-13,706.05
2012-04-16,711.5
2012-04-17,708.2
2012-04-18,711.45
2012-04-19,709.7
2012-04-20,711.25
2012-04-23,696.8
2012-04-24,698.05
2012-04-25,689.9
2012-04-26,713.75
2012-04-27,696.95
2012-04-28,692.3
2012-04-30,701.75
2012-05-02,692.25
2012-05-03,689.65
2012-05-04,682.25
2012-05-07,683.55
2012-05-08,667.35
2012-05-09,654.9
2012-05-10,658.3
2012-05-11,637.2
2012-05-14,627.05
2012-05-15,636.95
2012-05-16,635.75
2012-05-17,607.9
2012-05-18,611.05
2012-05-21,611.15
2012-05-22,617.9
2012-05-23,611.6
2012-05-24,666.05
2012-05-25,666.9
2012-05-28,667.5
2012-05-29,664.25
2012-05-30,689.4
2012-05-31,673.55
2012-06-01,656.55
2012-06-04,660.55
2012-06-05,669.25
2012-06-06,673.75
2012-06-07,670.55
2012-06-08,678.9
2012-06-11,666.8
2012-06-12,676.3
2012-06-13,667.1
2012-06-14,677.7
2012-06-15,701.0
2012-06-18,685.3
2012-06-19,685.35
2012-06-20,685.7
2012-06-21,686.0
2012-06-22,688.35
2012-06-25,689.25
2012-06-26,687.35
2012-06-27,694.8
2012-06-28,701.3
2012-06-29,708.3
2012-07-02,734.35
2012-07-03,727.05
2012-07-04,731.0
2012-07-05,736.6
2012-07-06,721.9
2012-07-09,718.6
2012-07-10,721.5
2012-07-11,718.0
2012-07-12,710.75
2012-07-13,712.75
2012-07-16,706.45
2012-07-17,706.55
2012-07-18,708.75
2012-07-19,717.15
2012-07-20,713.1
2012-07-23,716.85
2012-07-24,717.9
2012-07-25,725.2
2012-07-26,715.95
2012-07-27,716.05
2012-07-30,712.85
2012-07-31,713.1
2012-08-01,727.95
2012-08-02,720.0
2012-08-03,761.6
2012-08-06,750.9
2012-08-07,755.0
2012-08-08,759.9
2012-08-09,762.4
2012-08-10,799.8
2012-08-13,817.35
2012-08-14,816.6
2012-08-16,845.45
2012-08-17,849.0
2012-08-21,869.0
2012-08-22,855.7
2012-08-23,865.65
2012-08-24,871.35
2012-08-27,875.1
2012-08-28,842.95
2012-08-29,834.9
2012-08-30,793.05
2012-08-31,798.6
2012-09-03,810.55
2012-09-04,821.15
2012-09-05,831.9
2012-09-06,838.2
2012-09-07,858.85
2012-09-08,853.1
2012-09-10,880.05
2012-09-11,892.55
2012-09-12,925.65
2012-09-13,914.0
2012-09-14,910.65
2012-09-17,903.5
2012-09-18,901.35
2012-09-20,899.0
2012-09-21,913.35
2012-09-24,916.15
2012-09-25,927.5
2012-09-26,938.25
2012-09-27,952.15
2012-09-28,972.05
2012-10-01,1025.55
2012-10-03,994.2
2012-10-04,971.8
2012-10-05,946.8
2012-10-08,940.05
2012-10-09,952.45
2012-10-10,965.3
2012-10-11,979.5
2012-10-12,961.85
2012-10-15,940.55
2012-10-16,944.65
2012-10-17,950.55
2012-10-18,938.55
2012-10-19,927.95
2012-10-22,937.65
2012-10-23,931.4
2012-10-25,911.65
2012-10-26,909.7
2012-10-29,929.6
2012-10-30,933.75
2012-10-31,948.45
2012-11-01,943.3
2012-11-02,951.6
2012-11-05,955.45
2012-11-06,963.3
2012-11-07,969.1
2012-11-08,954.65
2012-11-09,939.05
2012-11-12,947.65
2012-11-13,944.6
2012-11-15,918.2
2012-11-16,910.9
2012-11-19,883.25
2012-11-20,884.2
2012-11-21,904.65
2012-11-22,910.1
2012-11-23,903.65
2012-11-26,907.9
2012-11-27,894.1
2012-11-29,880.7
2012-11-30,880.1
2012-12-03,891.9
2012-12-04,889.05
2012-12-05,887.85
2012-12-06,882.35
2012-12-07,880.35
2012-12-10,874.15
2012-12-11,879.5
2012-12-12,914.1
2012-12-13,918.35
2012-12-14,948.2
2012-12-17,952.7
2012-12-18,946.55
2012-12-19,944.45
2012-12-20,926.15
2012-12-21,906.4
2012-12-24,903.65
2012-12-26,914.75
2012-12-27,919.65
2012-12-28,920.75
2012-12-31,932.25
