Date,PSB
2012-01-02,59.95
2012-01-03,59.95
2012-01-04,59.45
2012-01-05,59.4
2012-01-06,58.7
2012-01-07,59.45
2012-01-09,59.6
2012-01-10,60.1
2012-01-11,60.6
2012-01-12,60.85
2012-01-13,61.45
2012-01-16,64.6
2012-01-17,67.3
2012-01-18,65.9
2012-01-19,67.45
2012-01-20,67.85
2012-01-23,69.3
2012-01-24,71.35
2012-01-25,70.5
2012-01-27,71.8
2012-01-30,67.0
2012-01-31,68.05
2012-02-01,68.2
2012-02-02,71.05
2012-02-03,70.0
2012-02-06,68.2
2012-02-07,70.9
2012-02-08,73.75
2012-02-09,74.7
2012-02-10,82.2
2012-02-13,81.65
2012-02-14,82.25
2012-02-15,82.2
2012-02-16,85.9
2012-02-17,88.3
2012-02-21,90.1
2012-02-22,84.8
2012-02-23,84.2
2012-02-24,82.85
2012-02-27,79.85
2012-02-28,82.85
2012-02-29,82.75
2012-03-01,82.15
2012-03-02,82.1
2012-03-03,82.75
2012-03-05,81.45
2012-03-06,79.55
2012-03-07,78.75
2012-03-09,80.4
2012-03-12,82.3
2012-03-13,83.65
2012-03-14,83.65
2012-03-15,81.05
2012-03-16,81.3
2012-03-19,78.8
2012-03-20,79.4
2012-03-21,79.8
2012-03-22,77.35
2012-03-23,75.8
2012-03-26,74.35
2012-03-27,73.9
2012-03-28,73.75
2012-03-29,76.3
2012-03-30,75.0
2012-04-02,75.15
2012-04-03,75.95
2012-04-04,75.65
2012-04-09,74.95
2012-04-10,75.4
2012-04-11,75.25
2012-04-12,78.05
2012-04-13,76.6
2012-04-16,77.35
2012-04-17,77.15
2012-04-18,78.4
2012-04-19,77.7
2012-04-20,76.2
2012-04-23,73.85
2012-04-24,73.2
2012-04-25,73.1
2012-04-26,72.75
2012-04-27,72.05
2012-04-28,72.25
2012-04-30,73.0
2012-05-02,72.6
2012-05-03,71.45
2012-05-04,69.8
2012-05-07,70.3
2012-05-08,68.2
2012-05-09,65.8
2012-05-10,65.35
2012-05-11,65.3
2012-05-14,64.4
2012-05-15,63.9
2012-05-16,62.8
2012-05-17,62.25
2012-05-18,62.7
2012-05-21,63.35
2012-05-22,62.85
2012-05-23,62.05
2012-05-24,61.0
2012-05-25,63.45
2012-05-28,64.55
2012-05-29,64.75
2012-05-30,63.35
2012-05-31,63.6
2012-06-01,63.1
2012-06-04,63.75
2012-06-05,64.65
2012-06-06,68.0
2012-06-07,71.7
2012-06-08,70.3
2012-06-11,70.05
2012-06-12,71.65
2012-06-13,71.8
2012-06-14,69.25
2012-06-15,70.0
2012-06-18,68.25
2012-06-19,68.35
2012-06-20,68.2
2012-06-21,69.2
2012-06-22,68.65
2012-06-25,69.0
2012-06-26,68.2
2012-06-27,68.35
2012-06-28,68.55
2012-06-29,69.2
2012-07-02,69.8
2012-07-03,69.75
2012-07-04,70.2
2012-07-05,72.55
2012-07-06,71.85
2012-07-09,69.9
2012-07-10,70.1
2012-07-11,69.65
2012-07-12,69.55
2012-07-13,69.5
2012-07-16,69.25
2012-07-17,68.95
2012-07-18,68.65
2012-07-19,68.2
2012-07-20,68.1
2012-07-23,67.7
2012-07-24,67.45
2012-07-25,66.9
2012-07-26,65.8
2012-07-27,63.8
2012-07-30,62.4
2012-07-31,63.2
2012-08-01,64.0
2012-08-02,64.45
2012-08-03,63.4
2012-08-06,64.0
2012-08-07,63.6
2012-08-08,63.05
2012-08-09,61.05
2012-08-10,61.25
2012-08-13,61.0
2012-08-14,61.4
2012-08-16,60.9
2012-08-17,61.05
2012-08-21,63.05
2012-08-22,62.5
2012-08-23,61.8
2012-08-24,61.1
2012-08-27,60.3
2012-08-28,60.1
2012-08-29,59.8
2012-08-30,60.4
2012-08-31,60.2
2012-09-03,60.3
2012-09-04,60.15
2012-09-05,60.3
2012-09-06,60.2
2012-09-07,60.8
2012-09-08,61.15
2012-09-10,60.75
2012-09-11,60.35
2012-09-12,60.55
2012-09-13,60.75
2012-09-14,66.35
2012-09-17,67.95
2012-09-18,69.25
2012-09-20,69.4
2012-09-21,68.25
2012-09-24,68.15
2012-09-25,68.15
2012-09-26,67.95
2012-09-27,67.1
2012-09-28,67.95
2012-10-01,68.7
2012-10-03,69.25
2012-10-04,70.1
2012-10-05,68.5
2012-10-08,68.15
2012-10-09,68.7
2012-10-10,67.5
2012-10-11,68.05
2012-10-12,68.85
2012-10-15,69.05
2012-10-16,68.75
2012-10-17,68.25
2012-10-18,68.85
2012-10-19,69.0
2012-10-22,68.45
2012-10-23,68.05
2012-10-25,68.15
2012-10-26,65.15
2012-10-29,66.25
2012-10-30,65.05
2012-10-31,64.8
2012-11-01,65.4
2012-11-02,65.4
2012-11-05,64.85
2012-11-06,64.8
2012-11-07,65.8
2012-11-08,67.3
2012-11-09,66.25
2012-11-12,65.95
2012-11-13,66.6
2012-11-15,66.35
2012-11-16,65.3
2012-11-19,63.6
2012-11-20,63.75
2012-11-21,63.9
2012-11-22,67.6
2012-11-23,67.3
2012-11-26,65.7
2012-11-27,66.0
2012-11-29,66.1
2012-11-30,66.7
2012-12-03,68.8
2012-12-04,70.6
2012-12-05,71.8
2012-12-06,71.7
2012-12-07,71.6
2012-12-10,75.4
2012-12-11,74.65
2012-12-12,73.8
2012-12-13,72.15
2012-12-14,72.4
2012-12-17,73.0
2012-12-18,72.95
2012-12-19,73.7
2012-12-20,72.9
2012-12-21,71.7
2012-12-24,70.8
2012-12-26,71.65
2012-12-27,71.3
2012-12-28,71.45
2012-12-31,72.0
