Date,IZMO
2012-01-02,18.1
2012-01-03,18.2
2012-01-04,17.85
2012-01-05,17.75
2012-01-06,18.05
2012-01-07,18.4
2012-01-09,18.4
2012-01-10,18.6
2012-01-11,18.6
2012-01-12,18.2
2012-01-13,17.95
2012-01-16,17.75
2012-01-17,17.7
2012-01-18,17.6
2012-01-19,18.45
2012-01-20,17.95
2012-01-23,18.25
2012-01-24,18.55
2012-01-25,18.15
2012-01-27,18.1
2012-01-30,18.0
2012-01-31,17.9
2012-02-01,17.95
2012-02-02,18.45
2012-02-03,18.35
2012-02-06,18.0
2012-02-07,17.9
2012-02-08,17.7
2012-02-09,18.15
2012-02-10,17.55
2012-02-13,19.3
2012-02-14,21.2
2012-02-15,23.3
2012-02-16,24.45
2012-02-17,25.65
2012-02-21,24.4
2012-02-22,23.2
2012-02-23,22.05
2012-02-24,20.95
2012-02-27,19.95
2012-02-28,20.9
2012-02-29,20.45
2012-03-01,19.95
2012-03-02,20.9
2012-03-03,21.65
2012-03-05,21.4
2012-03-06,20.2
2012-03-07,21.35
2012-03-09,21.85
2012-03-12,22.4
2012-03-13,22.0
2012-03-14,22.3
2012-03-15,21.35
2012-03-16,20.8
2012-03-19,19.15
2012-03-20,18.65
2012-03-21,18.85
2012-03-22,18.25
2012-03-23,18.6
2012-03-26,18.4
2012-03-27,17.8
2012-03-28,17.75
2012-03-29,17.05
2012-03-30,17.75
2012-04-02,18.5
2012-04-03,19.3
2012-04-04,18.65
2012-04-09,18.15
2012-04-10,18.35
2012-04-11,18.5
2012-04-12,18.35
2012-04-13,18.2
2012-04-16,19.35
2012-04-17,19.3
2012-04-18,18.65
2012-04-19,19.05
2012-04-20,19.4
2012-04-23,20.3
2012-04-24,22.3
2012-04-25,21.35
2012-04-26,22.2
2012-04-27,22.1
2012-04-28,21.5
2012-04-30,21.6
2012-05-02,20.6
2012-05-03,19.65
2012-05-04,18.85
2012-05-07,18.8
2012-05-08,18.75
2012-05-09,18.05
2012-05-10,18.4
2012-05-11,17.55
2012-05-14,17.5
2012-05-15,18.8
2012-05-16,17.85
2012-05-17,18.45
2012-05-18,18.35
2012-05-21,19.35
2012-05-22,19.35
2012-05-23,18.6
2012-05-24,18.5
2012-05-25,18.7
2012-05-28,18.55
2012-05-29,19.2
2012-05-30,19.0
2012-05-31,19.5
2012-06-01,18.75
2012-06-04,18.95
2012-06-05,18.2
2012-06-06,18.25
2012-06-07,18.65
2012-06-08,18.95
2012-06-11,18.75
2012-06-12,19.6
2012-06-13,20.0
2012-06-14,19.0
2012-06-15,20.1
2012-06-18,20.45
2012-06-19,20.4
2012-06-20,21.45
2012-06-21,21.5
2012-06-22,20.95
2012-06-25,21.5
2012-06-26,24.35
2012-06-27,26.25
2012-06-28,26.2
2012-06-29,26.1
2012-07-02,24.6
2012-07-03,24.45
2012-07-04,23.95
2012-07-05,24.0
2012-07-06,23.7
2012-07-09,23.8
2012-07-09,23.8
2012-07-10,22.75
2012-07-11,22.75
2012-07-12,22.3
2012-07-13,21.7
2012-07-16,21.5
2012-07-17,21.3
2012-07-18,21.15
2012-07-19,20.55
2012-07-20,21.25
2012-07-23,20.9
2012-07-24,20.65
2012-07-25,20.6
2012-07-26,20.1
2012-07-27,19.45
2012-07-30,19.65
2012-07-31,20.4
2012-08-01,20.6
2012-08-02,21.2
2012-08-03,21.45
2012-08-06,21.0
2012-08-07,21.05
2012-08-08,20.65
2012-08-09,20.5
2012-08-10,21.25
2012-08-13,20.9
2012-08-14,21.6
2012-08-16,22.15
2012-08-17,21.8
2012-08-21,22.0
2012-08-22,21.6
2012-08-23,20.55
2012-08-24,20.45
2012-08-27,20.65
2012-08-28,20.0
2012-08-29,19.35
2012-08-30,19.15
2012-08-31,19.5
2012-09-03,20.25
2012-09-04,19.0
2012-09-05,19.2
2012-09-06,19.4
2012-09-07,19.5
2012-09-10,19.85
2012-09-11,19.45
2012-09-12,19.55
2012-09-13,18.85
2012-09-14,18.95
2012-09-17,18.95
2012-09-18,19.6
2012-09-20,18.8
2012-09-21,18.85
2012-09-24,18.8
2012-09-25,18.55
2012-09-26,18.75
2012-09-27,18.95
2012-09-28,19.0
2012-10-01,18.95
2012-10-03,19.45
2012-10-04,19.4
2012-10-05,19.2
2012-10-08,19.45
2012-10-09,19.85
2012-10-10,19.55
2012-10-11,19.5
2012-10-12,19.0
2012-10-15,20.05
2012-10-16,19.6
2012-10-17,19.15
2012-10-18,19.45
2012-10-19,19.35
2012-10-22,18.95
2012-10-23,18.8
2012-10-25,18.8
2012-10-26,18.8
2012-10-29,18.75
2012-10-30,18.45
2012-10-31,18.15
2012-11-01,18.45
2012-11-02,18.15
2012-11-05,18.25
2012-11-06,18.0
2012-11-07,18.4
2012-11-08,18.5
2012-11-09,18.35
2012-11-12,18.7
2012-11-13,17.9
2012-11-15,17.85
2012-11-16,17.95
2012-11-19,17.8
2012-11-20,17.2
2012-11-21,16.8
2012-11-22,16.85
2012-11-23,16.7
2012-11-26,16.95
2012-11-27,17.2
2012-11-29,17.55
2012-11-30,17.1
2012-12-03,17.15
2012-12-04,18.45
2012-12-05,19.2
2012-12-06,19.2
2012-12-07,18.95
2012-12-10,18.7
2012-12-11,18.55
2012-12-12,18.2
2012-12-13,18.05
2012-12-14,18.0
2012-12-17,17.95
2012-12-18,17.75
2012-12-19,20.7
2012-12-20,23.05
2012-12-21,22.8
2012-12-24,21.5
2012-12-26,22.0
2012-12-27,21.55
2012-12-28,21.35
2012-12-31,21.2
