Date,GABRIEL
2012-01-02,39.1
2012-01-03,40.4
2012-01-04,40.35
2012-01-05,39.8
2012-01-06,39.65
2012-01-07,40.25
2012-01-09,40.9
2012-01-10,41.5
2012-01-11,42.6
2012-01-12,45.45
2012-01-13,43.6
2012-01-16,42.7
2012-01-17,43.55
2012-01-18,43.45
2012-01-19,43.5
2012-01-20,42.35
2012-01-23,42.35
2012-01-24,43.15
2012-01-25,44.0
2012-01-27,44.2
2012-01-30,41.7
2012-01-31,42.6
2012-02-01,44.45
2012-02-02,44.6
2012-02-03,44.4
2012-02-06,44.2
2012-02-07,43.55
2012-02-08,43.75
2012-02-09,45.65
2012-02-10,46.5
2012-02-13,48.35
2012-02-14,47.25
2012-02-15,45.9
2012-02-16,45.9
2012-02-17,45.5
2012-02-21,47.0
2012-02-22,46.8
2012-02-23,45.3
2012-02-24,45.35
2012-02-27,43.45
2012-02-28,43.7
2012-02-29,44.15
2012-03-01,43.6
2012-03-02,44.0
2012-03-03,43.7
2012-03-05,43.65
2012-03-06,43.45
2012-03-07,42.8
2012-03-09,43.45
2012-03-12,43.45
2012-03-13,45.15
2012-03-14,44.15
2012-03-15,43.15
2012-03-16,43.0
2012-03-19,43.4
2012-03-20,43.35
2012-03-21,42.45
2012-03-22,41.85
2012-03-23,42.9
2012-03-26,43.0
2012-03-27,43.0
2012-03-28,43.05
2012-03-29,43.35
2012-03-30,43.4
2012-04-02,43.45
2012-04-03,44.35
2012-04-04,44.35
2012-04-09,43.7
2012-04-10,43.55
2012-04-11,43.7
2012-04-12,45.85
2012-04-13,46.35
2012-04-16,46.15
2012-04-17,48.65
2012-04-18,48.35
2012-04-19,46.8
2012-04-20,49.3
2012-04-23,47.95
2012-04-24,47.25
2012-04-25,47.1
2012-04-26,47.8
2012-04-27,47.05
2012-04-28,46.45
2012-04-30,47.05
2012-05-02,45.9
2012-05-03,46.3
2012-05-04,45.15
2012-05-07,46.0
2012-05-08,46.55
2012-05-09,45.7
2012-05-10,45.85
2012-05-11,43.75
2012-05-14,44.1
2012-05-15,43.55
2012-05-16,42.85
2012-05-17,42.3
2012-05-18,42.7
2012-05-21,41.55
2012-05-22,41.55
2012-05-23,41.25
2012-05-24,42.05
2012-05-25,43.2
2012-05-28,43.0
2012-05-29,43.95
2012-05-30,43.8
2012-05-31,45.15
2012-06-01,48.65
2012-06-04,48.1
2012-06-05,48.9
2012-06-06,49.35
2012-06-07,48.0
2012-06-08,47.8
2012-06-11,47.2
2012-06-12,47.65
2012-06-13,46.9
2012-06-14,46.8
2012-06-15,47.9
2012-06-18,47.0
2012-06-19,47.1
2012-06-20,48.05
2012-06-21,46.9
2012-06-22,48.65
2012-06-25,47.95
2012-06-26,48.0
2012-06-27,50.35
2012-06-28,54.75
2012-06-29,52.95
2012-07-02,55.25
2012-07-03,55.35
2012-07-04,56.25
2012-07-05,57.35
2012-07-06,61.3
2012-07-09,58.85
2012-07-09,58.85
2012-07-10,58.35
2012-07-11,59.05
2012-07-12,29.7
2012-07-13,28.6
2012-07-16,28.0
2012-07-17,27.75
2012-07-18,27.6
2012-07-19,26.6
2012-07-20,25.8
2012-07-23,25.0
2012-07-24,25.25
2012-07-25,25.05
2012-07-26,25.0
2012-07-27,24.65
2012-07-30,23.9
2012-07-31,23.95
2012-08-01,24.95
2012-08-02,24.95
2012-08-03,24.35
2012-08-06,23.95
2012-08-07,24.3
2012-08-08,24.35
2012-08-09,23.8
2012-08-10,23.25
2012-08-13,23.85
2012-08-14,23.45
2012-08-16,23.35
2012-08-17,23.35
2012-08-21,25.75
2012-08-22,28.4
2012-08-23,27.8
2012-08-24,26.35
2012-08-27,25.5
2012-08-28,24.65
2012-08-29,24.1
2012-08-30,24.05
2012-08-31,24.9
2012-09-03,25.5
2012-09-04,25.05
2012-09-05,24.65
2012-09-06,24.85
2012-09-07,24.65
2012-09-08,24.95
2012-09-10,25.05
2012-09-11,26.9
2012-09-12,26.0
2012-09-13,25.8
2012-09-14,26.0
2012-09-17,25.9
2012-09-18,26.4
2012-09-20,26.0
2012-09-21,26.05
2012-09-24,25.95
2012-09-25,26.05
2012-09-26,25.75
2012-09-27,25.7
2012-09-28,25.4
2012-10-01,26.25
2012-10-03,25.85
2012-10-04,26.0
2012-10-05,25.6
2012-10-08,25.45
2012-10-09,25.45
2012-10-10,24.85
2012-10-11,25.0
2012-10-12,25.45
2012-10-15,27.15
2012-10-16,25.6
2012-10-17,26.25
2012-10-18,26.85
2012-10-19,26.6
2012-10-22,26.45
2012-10-23,26.15
2012-10-25,26.1
2012-10-26,25.65
2012-10-29,25.3
2012-10-30,25.35
2012-10-31,25.35
2012-11-01,26.35
2012-11-02,26.2
2012-11-05,26.25
2012-11-06,26.45
2012-11-07,26.65
2012-11-08,26.95
2012-11-09,26.35
2012-11-12,27.05
2012-11-13,28.35
2012-11-15,28.7
2012-11-16,28.05
2012-11-19,27.35
2012-11-20,26.35
2012-11-21,26.25
2012-11-22,26.1
2012-11-23,27.4
2012-11-26,28.1
2012-11-27,27.55
2012-11-29,27.6
2012-11-30,27.15
2012-12-03,27.15
2012-12-04,26.7
2012-12-05,29.15
2012-12-06,30.8
2012-12-07,29.55
2012-12-10,29.5
2012-12-11,28.7
2012-12-12,28.5
2012-12-13,27.8
2012-12-14,27.5
2012-12-17,27.5
2012-12-18,27.35
2012-12-19,28.2
2012-12-20,27.65
2012-12-21,27.3
2012-12-24,28.9
2012-12-26,28.7
2012-12-27,28.3
2012-12-28,28.15
2012-12-31,27.9
