Date,MUTHOOTFIN
2012-01-02,155.15
2012-01-03,154.85
2012-01-04,154.25
2012-01-05,155.0
2012-01-06,153.3
2012-01-07,154.75
2012-01-09,152.7
2012-01-10,154.45
2012-01-11,154.1
2012-01-12,156.05
2012-01-13,159.4
2012-01-16,157.45
2012-01-17,162.2
2012-01-18,160.45
2012-01-19,161.9
2012-01-20,163.2
2012-01-23,164.45
2012-01-24,166.95
2012-01-25,168.1
2012-01-27,176.7
2012-01-30,177.95
2012-01-31,181.05
2012-02-01,179.95
2012-02-02,182.95
2012-02-03,181.65
2012-02-06,182.55
2012-02-07,174.2
2012-02-08,169.85
2012-02-09,160.0
2012-02-10,159.55
2012-02-13,163.05
2012-02-14,164.35
2012-02-15,171.1
2012-02-16,170.8
2012-02-17,171.0
2012-02-21,173.05
2012-02-22,168.4
2012-02-23,163.2
2012-02-24,161.65
2012-02-27,156.85
2012-02-28,154.95
2012-02-29,155.85
2012-03-01,154.75
2012-03-02,154.85
2012-03-03,156.2
2012-03-05,156.4
2012-03-06,158.05
2012-03-07,163.45
2012-03-09,163.6
2012-03-12,161.2
2012-03-13,166.25
2012-03-14,166.3
2012-03-15,169.55
2012-03-16,166.8
2012-03-19,164.85
2012-03-20,164.0
2012-03-21,162.45
2012-03-22,147.05
2012-03-23,146.65
2012-03-26,138.85
2012-03-27,127.9
2012-03-28,131.85
2012-03-29,132.2
2012-03-30,126.6
2012-04-02,126.85
2012-04-03,128.6
2012-04-04,131.0
2012-04-09,131.1
2012-04-10,130.2
2012-04-11,130.0
2012-04-12,131.35
2012-04-13,131.75
2012-04-16,131.0
2012-04-17,133.35
2012-04-18,131.15
2012-04-19,132.1
2012-04-20,126.55
2012-04-23,127.3
2012-04-24,123.9
2012-04-25,122.6
2012-04-26,119.05
2012-04-27,118.8
2012-04-28,119.15
2012-04-30,119.6
2012-05-02,117.0
2012-05-03,116.3
2012-05-04,116.15
2012-05-07,117.95
2012-05-08,121.15
2012-05-09,120.1
2012-05-10,124.35
2012-05-11,129.35
2012-05-14,126.9
2012-05-15,129.4
2012-05-16,131.1
2012-05-17,131.65
2012-05-18,128.9
2012-05-21,129.4
2012-05-22,129.05
2012-05-23,125.0
2012-05-24,122.7
2012-05-25,124.05
2012-05-28,123.8
2012-05-29,122.25
2012-05-30,120.1
2012-05-31,120.4
2012-06-01,121.4
2012-06-04,121.9
2012-06-05,122.0
2012-06-06,122.3
2012-06-07,123.4
2012-06-08,124.2
2012-06-11,121.5
2012-06-12,122.0
2012-06-13,122.65
2012-06-14,122.15
2012-06-15,121.5
2012-06-18,121.65
2012-06-19,119.9
2012-06-20,123.9
2012-06-21,123.25
2012-06-22,123.8
2012-06-25,127.1
2012-06-26,140.1
2012-06-27,140.4
2012-06-28,139.45
2012-06-29,135.85
2012-07-02,141.15
2012-07-03,141.0
2012-07-04,139.15
2012-07-05,140.1
2012-07-06,138.35
2012-07-09,138.8
2012-07-09,138.8
2012-07-10,138.3
2012-07-11,137.8
2012-07-12,135.75
2012-07-13,135.45
2012-07-16,139.6
2012-07-17,130.9
2012-07-18,134.1
2012-07-19,134.9
2012-07-20,131.8
2012-07-23,130.9
2012-07-24,129.45
2012-07-25,129.0
2012-07-26,127.45
2012-07-27,123.4
2012-07-30,125.3
2012-07-31,132.9
2012-08-01,135.35
2012-08-02,135.05
2012-08-03,133.8
2012-08-06,136.0
2012-08-07,133.7
2012-08-08,133.8
2012-08-09,133.15
2012-08-10,133.6
2012-08-13,129.35
2012-08-14,128.6
2012-08-16,132.3
2012-08-17,132.05
2012-08-21,131.55
2012-08-22,131.75
2012-08-23,129.35
2012-08-24,130.95
2012-08-27,130.85
2012-08-28,126.3
2012-08-29,122.7
2012-08-30,122.4
2012-08-31,125.7
2012-09-03,130.55
2012-09-04,130.05
2012-09-05,130.5
2012-09-06,131.4
2012-09-07,131.9
2012-09-08,131.1
2012-09-10,137.15
2012-09-11,151.4
2012-09-12,153.15
2012-09-13,163.7
2012-09-14,162.25
2012-09-17,158.7
2012-09-18,165.95
2012-09-20,163.7
2012-09-21,166.6
2012-09-24,166.05
2012-09-25,166.35
2012-09-26,167.6
2012-09-27,172.45
2012-09-28,179.2
2012-10-01,180.05
2012-10-03,182.75
2012-10-04,181.85
2012-10-05,180.5
2012-10-08,185.1
2012-10-09,188.05
2012-10-10,183.1
2012-10-11,183.45
2012-10-12,184.4
2012-10-15,183.35
2012-10-16,181.75
2012-10-17,181.45
2012-10-18,182.4
2012-10-19,182.05
2012-10-22,183.3
2012-10-23,182.15
2012-10-25,181.55
2012-10-26,181.75
2012-10-29,186.75
2012-10-30,185.0
2012-10-31,185.35
2012-11-01,185.05
2012-11-02,185.45
2012-11-05,189.35
2012-11-06,188.1
2012-11-07,187.95
2012-11-08,190.35
2012-11-09,189.0
2012-11-12,209.45
2012-11-13,226.05
2012-11-15,220.0
2012-11-16,213.5
2012-11-19,206.95
2012-11-20,204.75
2012-11-21,202.7
2012-11-22,201.95
2012-11-23,202.5
2012-11-26,207.8
2012-11-27,202.95
2012-11-29,206.95
2012-11-30,204.35
2012-12-03,201.75
2012-12-04,201.65
2012-12-05,196.9
2012-12-06,200.45
2012-12-07,201.0
2012-12-10,199.55
2012-12-11,194.35
2012-12-12,188.25
2012-12-13,185.1
2012-12-14,199.9
2012-12-17,202.45
2012-12-18,207.3
2012-12-19,205.15
2012-12-20,198.9
2012-12-21,197.3
2012-12-24,196.25
2012-12-26,200.7
2012-12-27,196.95
2012-12-28,201.15
2012-12-31,208.85
