Date,INDIAGLYCO
2012-01-02,115.35
2012-01-03,117.9
2012-01-04,116.3
2012-01-05,117.45
2012-01-06,117.75
2012-01-07,122.0
2012-01-09,121.75
2012-01-10,127.05
2012-01-11,128.7
2012-01-12,129.1
2012-01-13,132.1
2012-01-16,131.4
2012-01-17,132.2
2012-01-18,130.4
2012-01-19,130.85
2012-01-20,134.35
2012-01-23,133.45
2012-01-24,134.95
2012-01-25,135.45
2012-01-27,135.5
2012-01-30,135.3
2012-01-31,135.0
2012-02-01,140.15
2012-02-02,140.35
2012-02-03,135.95
2012-02-06,141.7
2012-02-07,141.5
2012-02-08,144.55
2012-02-09,143.25
2012-02-10,141.4
2012-02-13,138.45
2012-02-14,137.6
2012-02-15,139.4
2012-02-16,141.25
2012-02-17,140.25
2012-02-21,141.55
2012-02-22,139.1
2012-02-23,138.05
2012-02-24,136.2
2012-02-27,132.2
2012-02-28,137.25
2012-02-29,137.75
2012-03-01,136.05
2012-03-02,136.4
2012-03-03,136.35
2012-03-05,134.05
2012-03-06,133.75
2012-03-07,132.75
2012-03-09,135.25
2012-03-12,134.6
2012-03-13,137.9
2012-03-14,139.3
2012-03-15,137.45
2012-03-16,136.55
2012-03-19,134.15
2012-03-20,134.5
2012-03-21,135.65
2012-03-22,130.4
2012-03-23,132.15
2012-03-26,130.05
2012-03-27,131.0
2012-03-28,128.75
2012-03-29,128.9
2012-03-30,132.25
2012-04-02,134.45
2012-04-03,135.9
2012-04-04,140.15
2012-04-09,140.1
2012-04-10,138.1
2012-04-11,141.55
2012-04-12,147.85
2012-04-13,143.6
2012-04-16,144.8
2012-04-17,146.5
2012-04-18,148.3
2012-04-19,147.9
2012-04-20,145.7
2012-04-23,137.65
2012-04-24,138.7
2012-04-25,137.95
2012-04-26,136.15
2012-04-27,133.4
2012-04-28,132.75
2012-04-30,136.35
2012-05-02,138.95
2012-05-03,140.05
2012-05-04,136.5
2012-05-07,140.0
2012-05-08,138.2
2012-05-09,137.0
2012-05-10,138.0
2012-05-11,139.5
2012-05-14,138.3
2012-05-15,136.15
2012-05-16,133.6
2012-05-17,133.35
2012-05-18,130.05
2012-05-21,130.1
2012-05-22,125.95
2012-05-23,123.9
2012-05-24,125.3
2012-05-25,125.05
2012-05-28,127.0
2012-05-29,126.05
2012-05-30,124.3
2012-05-31,123.7
2012-06-01,121.05
2012-06-04,121.7
2012-06-05,122.45
2012-06-06,122.95
2012-06-07,123.15
2012-06-08,122.85
2012-06-11,122.85
2012-06-12,123.55
2012-06-13,124.0
2012-06-14,124.15
2012-06-15,124.8
2012-06-18,122.85
2012-06-19,126.65
2012-06-20,124.45
2012-06-21,124.8
2012-06-22,123.95
2012-06-25,125.1
2012-06-26,124.7
2012-06-27,125.05
2012-06-28,130.95
2012-06-29,134.7
2012-07-02,134.75
2012-07-03,133.1
2012-07-04,133.35
2012-07-05,137.4
2012-07-06,136.4
2012-07-09,134.25
2012-07-09,134.25
2012-07-10,133.9
2012-07-11,134.0
2012-07-12,132.9
2012-07-13,132.35
2012-07-16,133.3
2012-07-17,133.05
2012-07-18,135.45
2012-07-19,137.1
2012-07-20,138.1
2012-07-23,136.3
2012-07-24,133.1
2012-07-25,133.55
2012-07-26,136.75
2012-07-27,137.8
2012-07-30,137.3
2012-07-31,136.45
2012-08-01,136.95
2012-08-02,136.6
2012-08-03,137.4
2012-08-06,137.55
2012-08-07,137.8
2012-08-08,140.95
2012-08-09,137.8
2012-08-10,138.9
2012-08-13,138.1
2012-08-14,137.9
2012-08-16,137.05
2012-08-17,136.95
2012-08-21,136.8
2012-08-22,137.3
2012-08-23,139.05
2012-08-24,140.1
2012-08-27,156.35
2012-08-28,145.75
2012-08-29,149.25
2012-08-30,158.1
2012-08-31,159.25
2012-09-03,161.7
2012-09-04,164.4
2012-09-05,165.3
2012-09-06,174.9
2012-09-07,185.25
2012-09-08,193.65
2012-09-10,189.75
2012-09-11,184.7
2012-09-12,189.85
2012-09-13,185.85
2012-09-14,181.25
2012-09-17,182.1
2012-09-18,181.55
2012-09-20,176.55
2012-09-21,178.85
2012-09-24,186.75
2012-09-25,185.45
2012-09-26,183.0
2012-09-27,183.95
2012-09-28,182.05
2012-10-01,193.15
2012-10-03,194.65
2012-10-04,197.55
2012-10-05,192.45
2012-10-08,194.2
2012-10-09,193.9
2012-10-10,193.05
2012-10-11,196.15
2012-10-12,199.0
2012-10-15,214.1
2012-10-16,207.9
2012-10-17,208.55
2012-10-18,216.55
2012-10-19,210.2
2012-10-22,214.75
2012-10-23,218.45
2012-10-25,222.95
2012-10-26,221.2
2012-10-29,220.35
2012-10-30,216.65
2012-10-31,213.85
2012-11-01,216.05
2012-11-02,214.25
2012-11-05,213.7
2012-11-06,214.2
2012-11-07,218.5
2012-11-08,194.5
2012-11-09,183.1
2012-11-12,182.9
2012-11-13,187.5
2012-11-15,190.85
2012-11-16,185.65
2012-11-19,181.5
2012-11-20,180.55
2012-11-21,179.0
2012-11-22,179.75
2012-11-23,187.2
2012-11-26,185.2
2012-11-27,184.95
2012-11-29,185.8
2012-11-30,186.8
2012-12-03,189.1
2012-12-04,186.35
2012-12-05,186.8
2012-12-06,184.0
2012-12-07,183.85
2012-12-10,183.7
2012-12-11,187.3
2012-12-12,185.75
2012-12-13,183.85
2012-12-14,182.7
2012-12-17,181.7
2012-12-18,181.25
2012-12-19,180.55
2012-12-20,177.55
2012-12-21,173.65
2012-12-24,172.7
2012-12-26,169.35
2012-12-27,165.75
2012-12-28,164.1
2012-12-31,168.6
