Date,VOLTAMP
2012-01-02,460.7
2012-01-03,468.0
2012-01-04,466.35
2012-01-05,466.5
2012-01-06,468.7
2012-01-07,474.25
2012-01-09,476.0
2012-01-10,483.2
2012-01-11,482.45
2012-01-12,484.35
2012-01-13,497.95
2012-01-16,500.5
2012-01-17,505.95
2012-01-18,509.45
2012-01-19,507.3
2012-01-20,508.3
2012-01-23,505.3
2012-01-24,508.5
2012-01-25,509.35
2012-01-27,516.7
2012-01-30,510.55
2012-01-31,509.95
2012-02-01,509.2
2012-02-02,511.45
2012-02-03,512.4
2012-02-06,513.5
2012-02-07,507.1
2012-02-08,510.45
2012-02-09,510.9
2012-02-10,542.0
2012-02-13,545.6
2012-02-14,524.2
2012-02-15,539.0
2012-02-16,545.55
2012-02-17,535.9
2012-02-21,528.6
2012-02-22,514.05
2012-02-23,515.3
2012-02-24,511.65
2012-02-27,505.65
2012-02-28,515.25
2012-02-29,514.9
2012-03-01,511.35
2012-03-02,514.6
2012-03-03,510.2
2012-03-05,515.1
2012-03-06,514.4
2012-03-07,514.75
2012-03-09,514.55
2012-03-12,515.1
2012-03-13,522.2
2012-03-14,535.15
2012-03-15,518.45
2012-03-16,514.25
2012-03-19,515.1
2012-03-20,512.9
2012-03-21,514.75
2012-03-22,513.35
2012-03-23,512.1
2012-03-26,515.05
2012-03-27,514.15
2012-03-28,514.6
2012-03-29,515.9
2012-03-30,517.2
2012-04-02,515.1
2012-04-03,523.45
2012-04-04,516.85
2012-04-09,514.1
2012-04-10,514.4
2012-04-11,515.15
2012-04-12,522.65
2012-04-13,518.65
2012-04-16,516.3
2012-04-17,517.35
2012-04-18,531.75
2012-04-19,521.75
2012-04-20,520.7
2012-04-23,519.75
2012-04-24,517.9
2012-04-25,515.45
2012-04-26,513.65
2012-04-27,515.35
2012-04-28,513.15
2012-04-30,519.1
2012-05-02,517.55
2012-05-03,514.8
2012-05-04,505.7
2012-05-07,501.3
2012-05-08,499.35
2012-05-09,500.1
2012-05-10,498.0
2012-05-11,497.8
2012-05-14,496.35
2012-05-15,496.15
2012-05-16,493.3
2012-05-17,497.6
2012-05-18,499.2
2012-05-21,501.1
2012-05-22,500.0
2012-05-23,494.5
2012-05-24,497.15
2012-05-25,496.25
2012-05-28,500.4
2012-05-29,495.15
2012-05-30,494.25
2012-05-31,492.8
2012-06-01,479.3
2012-06-04,484.85
2012-06-05,481.25
2012-06-06,485.15
2012-06-07,486.25
2012-06-08,482.95
2012-06-11,482.6
2012-06-12,481.5
2012-06-13,480.5
2012-06-14,473.4
2012-06-15,473.85
2012-06-18,468.3
2012-06-19,472.55
2012-06-20,469.7
2012-06-21,474.05
2012-06-22,472.1
2012-06-25,470.0
2012-06-26,468.7
2012-06-27,472.2
2012-06-28,468.2
2012-06-29,474.3
2012-07-02,478.5
2012-07-03,479.45
2012-07-04,507.9
2012-07-05,488.3
2012-07-06,486.1
2012-07-09,485.6
2012-07-10,486.55
2012-07-11,483.55
2012-07-12,483.5
2012-07-13,483.0
2012-07-16,483.1
2012-07-17,483.95
2012-07-18,483.0
2012-07-19,485.0
2012-07-20,483.2
2012-07-23,483.45
2012-07-24,482.9
2012-07-25,485.0
2012-07-26,482.7
2012-07-27,483.15
2012-07-30,482.7
2012-07-31,482.15
2012-08-01,482.2
2012-08-02,480.85
2012-08-03,483.35
2012-08-06,484.6
2012-08-07,482.25
2012-08-08,480.0
2012-08-09,480.25
2012-08-10,477.25
2012-08-13,477.25
2012-08-14,478.3
2012-08-16,471.6
2012-08-17,471.2
2012-08-21,467.0
2012-08-22,469.6
2012-08-23,467.5
2012-08-24,465.25
2012-08-27,461.5
2012-08-28,447.15
2012-08-29,436.7
2012-08-30,438.35
2012-08-31,436.45
2012-09-03,435.2
2012-09-04,435.7
2012-09-05,435.5
2012-09-06,434.25
2012-09-07,436.15
2012-09-08,438.5
2012-09-10,455.25
2012-09-11,455.85
2012-09-12,452.05
2012-09-13,447.95
2012-09-14,446.65
2012-09-17,444.25
2012-09-18,450.1
2012-09-20,448.35
2012-09-21,453.3
2012-09-24,467.3
2012-09-25,478.25
2012-09-26,475.15
2012-09-27,469.9
2012-09-28,472.8
2012-10-01,471.6
2012-10-03,476.4
2012-10-04,489.5
2012-10-05,487.3
2012-10-08,498.55
2012-10-09,502.5
2012-10-10,493.05
2012-10-11,494.05
2012-10-12,495.55
2012-10-15,500.8
2012-10-16,494.9
2012-10-17,490.4
2012-10-18,490.1
2012-10-19,487.45
2012-10-22,490.8
2012-10-23,485.1
2012-10-25,485.05
2012-10-26,480.2
2012-10-29,475.25
2012-10-30,479.1
2012-10-31,475.1
2012-11-01,477.65
2012-11-02,473.45
2012-11-05,471.0
2012-11-06,471.1
2012-11-07,466.75
2012-11-08,463.75
2012-11-09,461.45
2012-11-12,460.85
2012-11-13,463.25
2012-11-15,460.8
2012-11-16,458.2
2012-11-19,456.1
2012-11-20,450.7
2012-11-21,444.45
2012-11-22,441.3
2012-11-23,445.45
2012-11-26,443.75
2012-11-27,445.85
2012-11-29,458.75
2012-11-30,447.85
2012-12-03,454.4
2012-12-04,447.9
2012-12-05,446.4
2012-12-06,447.25
2012-12-07,444.05
2012-12-10,442.75
2012-12-11,442.25
2012-12-12,442.5
2012-12-13,440.05
2012-12-14,437.45
2012-12-17,438.05
2012-12-18,446.15
2012-12-19,446.5
2012-12-20,447.35
2012-12-21,440.65
2012-12-24,441.7
2012-12-26,439.2
2012-12-27,437.4
2012-12-28,437.6
2012-12-31,426.7
