Date,HUBTOWN
2012-01-02,178.95
2012-01-03,183.65
2012-01-04,182.0
2012-01-05,183.15
2012-01-06,184.35
2012-01-07,182.3
2012-01-09,182.95
2012-01-10,191.2
2012-01-11,193.0
2012-01-12,192.25
2012-01-13,196.8
2012-01-16,194.2
2012-01-17,202.45
2012-01-18,199.1
2012-01-19,206.7
2012-01-20,207.55
2012-01-23,208.0
2012-01-24,210.45
2012-01-25,212.0
2012-01-27,214.8
2012-01-30,214.5
2012-01-31,216.1
2012-02-01,217.25
2012-02-02,216.6
2012-02-03,216.8
2012-02-06,219.3
2012-02-07,213.65
2012-02-08,215.9
2012-02-09,217.1
2012-02-10,215.0
2012-02-13,216.2
2012-02-14,216.1
2012-02-15,215.65
2012-02-16,226.35
2012-02-17,224.3
2012-02-21,224.55
2012-02-22,210.45
2012-02-23,211.5
2012-02-24,203.5
2012-02-27,194.7
2012-02-28,200.95
2012-02-29,206.7
2012-03-01,211.65
2012-03-02,210.7
2012-03-03,207.0
2012-03-05,204.2
2012-03-06,204.05
2012-03-07,197.25
2012-03-09,209.55
2012-03-12,200.65
2012-03-13,204.65
2012-03-14,200.35
2012-03-15,194.6
2012-03-16,187.3
2012-03-19,186.0
2012-03-20,187.3
2012-03-21,188.2
2012-03-22,182.95
2012-03-23,181.5
2012-03-26,180.85
2012-03-27,180.55
2012-03-28,181.1
2012-03-29,180.35
2012-03-30,183.35
2012-04-02,184.0
2012-04-03,188.95
2012-04-04,183.35
2012-04-09,185.7
2012-04-10,189.4
2012-04-11,185.25
2012-04-12,183.7
2012-04-13,181.4
2012-04-16,181.5
2012-04-17,185.1
2012-04-18,182.7
2012-04-19,184.2
2012-04-20,179.95
2012-04-23,179.5
2012-04-24,182.45
2012-04-25,182.55
2012-04-26,181.85
2012-04-27,180.05
2012-04-28,179.3
2012-04-30,180.5
2012-05-02,180.05
2012-05-03,181.75
2012-05-04,182.55
2012-05-07,180.7
2012-05-08,181.15
2012-05-09,182.65
2012-05-10,180.55
2012-05-11,181.05
2012-05-14,180.95
2012-05-15,182.9
2012-05-16,180.95
2012-05-17,179.8
2012-05-18,179.55
2012-05-21,174.9
2012-05-22,179.2
2012-05-23,180.5
2012-05-24,180.55
2012-05-25,182.0
2012-05-28,183.35
2012-05-29,185.0
2012-05-30,182.55
2012-05-31,180.35
2012-06-01,181.05
2012-06-04,180.5
2012-06-05,181.65
2012-06-06,183.0
2012-06-07,183.8
2012-06-08,182.15
2012-06-11,181.95
2012-06-12,181.65
2012-06-13,180.75
2012-06-14,180.05
2012-06-15,181.8
2012-06-18,180.9
2012-06-19,181.15
2012-06-20,180.05
2012-06-21,179.0
2012-06-22,179.95
2012-06-25,179.15
2012-06-26,178.3
2012-06-27,177.95
2012-06-28,178.85
2012-06-29,181.0
2012-07-02,181.1
2012-07-03,180.8
2012-07-04,180.3
2012-07-05,180.6
2012-07-06,179.15
2012-07-09,178.65
2012-07-09,178.65
2012-07-10,178.6
2012-07-11,178.65
2012-07-12,177.65
2012-07-13,176.35
2012-07-16,176.85
2012-07-17,179.2
2012-07-18,178.4
2012-07-19,176.3
2012-07-20,178.5
2012-07-23,178.4
2012-07-24,176.9
2012-07-25,177.65
2012-07-26,175.15
2012-07-27,171.7
2012-07-30,173.95
2012-07-31,176.9
2012-08-01,176.7
2012-08-02,175.75
2012-08-03,174.35
2012-08-06,173.9
2012-08-07,174.5
2012-08-08,173.75
2012-08-09,170.6
2012-08-10,172.45
2012-08-13,173.3
2012-08-14,168.8
2012-08-16,173.25
2012-08-17,170.0
2012-08-21,172.85
2012-08-22,169.5
2012-08-23,171.05
2012-08-24,169.8
2012-08-27,165.65
2012-08-28,170.75
2012-08-29,169.75
2012-08-30,170.6
2012-08-31,167.3
2012-09-03,168.9
2012-09-04,168.9
2012-09-05,167.2
2012-09-06,167.3
2012-09-07,166.85
2012-09-08,165.9
2012-09-10,167.1
2012-09-11,165.15
2012-09-12,164.6
2012-09-13,163.0
2012-09-14,164.95
2012-09-17,167.1
2012-09-18,168.25
2012-09-20,167.05
2012-09-21,168.55
2012-09-24,173.8
2012-09-25,174.55
2012-09-26,174.8
2012-09-27,174.65
2012-09-28,170.3
2012-10-01,172.35
2012-10-03,173.15
2012-10-04,176.9
2012-10-05,173.5
2012-10-08,174.0
2012-10-09,172.25
2012-10-10,172.25
2012-10-11,171.45
2012-10-12,170.0
2012-10-15,169.35
2012-10-16,168.75
2012-10-17,167.95
2012-10-18,169.75
2012-10-19,168.45
2012-10-22,168.1
2012-10-23,170.45
2012-10-25,169.5
2012-10-26,167.65
2012-10-29,165.75
2012-10-30,165.3
2012-10-31,163.6
2012-11-01,168.3
2012-11-02,166.5
2012-11-05,165.3
2012-11-06,165.5
2012-11-07,166.0
2012-11-08,169.6
2012-11-09,166.7
2012-11-12,169.5
2012-11-13,169.75
2012-11-15,167.25
2012-11-16,166.25
2012-11-19,165.0
2012-11-20,163.75
2012-11-21,164.15
2012-11-22,166.0
2012-11-23,163.55
2012-11-26,163.45
2012-11-27,165.3
2012-11-29,172.4
2012-11-30,173.15
2012-12-03,173.25
2012-12-04,172.25
2012-12-05,180.75
2012-12-06,198.1
2012-12-07,211.05
2012-12-10,208.45
2012-12-11,206.5
2012-12-12,198.3
2012-12-13,192.1
2012-12-14,190.05
2012-12-17,193.8
2012-12-18,192.65
2012-12-19,202.45
2012-12-20,197.5
2012-12-21,192.05
2012-12-24,190.45
2012-12-26,191.2
2012-12-27,188.0
2012-12-28,187.55
2012-12-31,188.2
