Date,TAJGVK
2012-01-02,66.1
2012-01-03,67.65
2012-01-04,67.5
2012-01-05,69.65
2012-01-06,69.95
2012-01-07,70.25
2012-01-09,69.7
2012-01-10,72.0
2012-01-11,74.85
2012-01-12,72.85
2012-01-13,76.55
2012-01-16,74.55
2012-01-17,75.25
2012-01-18,74.2
2012-01-19,76.1
2012-01-20,73.7
2012-01-23,74.0
2012-01-24,74.85
2012-01-25,76.1
2012-01-27,76.25
2012-01-30,73.85
2012-01-31,73.8
2012-02-01,74.9
2012-02-02,74.65
2012-02-03,74.85
2012-02-06,80.1
2012-02-07,79.35
2012-02-08,80.4
2012-02-09,81.8
2012-02-10,82.0
2012-02-13,83.65
2012-02-14,86.5
2012-02-15,87.5
2012-02-16,86.75
2012-02-17,86.05
2012-02-21,86.5
2012-02-22,79.8
2012-02-23,78.25
2012-02-24,76.9
2012-02-27,72.75
2012-02-28,76.55
2012-02-29,78.0
2012-03-01,76.95
2012-03-02,77.25
2012-03-03,81.9
2012-03-05,79.0
2012-03-06,75.5
2012-03-07,73.9
2012-03-09,75.25
2012-03-12,75.55
2012-03-13,84.3
2012-03-14,79.65
2012-03-15,79.7
2012-03-16,76.45
2012-03-19,76.55
2012-03-20,76.8
2012-03-21,78.0
2012-03-22,75.2
2012-03-23,74.95
2012-03-26,74.75
2012-03-27,73.85
2012-03-28,72.8
2012-03-29,77.45
2012-03-30,75.8
2012-04-02,76.15
2012-04-03,76.05
2012-04-04,76.45
2012-04-09,74.6
2012-04-10,74.1
2012-04-11,72.5
2012-04-12,71.15
2012-04-13,72.15
2012-04-16,70.5
2012-04-17,70.0
2012-04-18,69.9
2012-04-19,69.8
2012-04-20,69.1
2012-04-23,67.5
2012-04-24,65.2
2012-04-25,63.7
2012-04-26,61.95
2012-04-27,60.0
2012-04-28,60.65
2012-04-30,57.25
2012-05-02,60.5
2012-05-03,61.35
2012-05-04,59.4
2012-05-07,58.8
2012-05-08,58.35
2012-05-09,59.1
2012-05-10,58.15
2012-05-11,57.05
2012-05-14,57.25
2012-05-15,57.8
2012-05-16,58.2
2012-05-17,58.5
2012-05-18,57.15
2012-05-21,58.2
2012-05-22,58.95
2012-05-23,58.7
2012-05-24,58.85
2012-05-25,58.4
2012-05-28,60.4
2012-05-29,59.9
2012-05-30,59.85
2012-05-31,59.45
2012-06-01,59.85
2012-06-04,59.25
2012-06-05,59.95
2012-06-06,61.05
2012-06-07,60.5
2012-06-08,61.35
2012-06-11,60.2
2012-06-12,60.2
2012-06-13,61.05
2012-06-14,60.3
2012-06-15,60.1
2012-06-18,59.8
2012-06-19,59.3
2012-06-20,59.2
2012-06-21,59.75
2012-06-22,61.05
2012-06-25,62.45
2012-06-26,61.2
2012-06-27,61.75
2012-06-28,61.35
2012-06-29,62.05
2012-07-02,63.0
2012-07-03,65.05
2012-07-04,67.15
2012-07-05,69.25
2012-07-06,70.1
2012-07-09,68.8
2012-07-10,69.75
2012-07-11,68.45
2012-07-12,67.25
2012-07-13,67.55
2012-07-16,69.05
2012-07-17,68.0
2012-07-18,69.1
2012-07-19,67.15
2012-07-20,67.95
2012-07-23,66.05
2012-07-24,65.6
2012-07-25,67.0
2012-07-26,65.05
2012-07-27,63.95
2012-07-30,66.25
2012-07-31,66.4
2012-08-01,67.15
2012-08-02,66.8
2012-08-03,65.3
2012-08-06,68.8
2012-08-07,66.4
2012-08-08,65.55
2012-08-09,66.4
2012-08-10,70.0
2012-08-13,67.4
2012-08-14,67.05
2012-08-16,66.35
2012-08-17,65.3
2012-08-21,65.05
2012-08-22,65.15
2012-08-23,65.75
2012-08-24,64.7
2012-08-27,63.25
2012-08-28,62.45
2012-08-29,61.35
2012-08-30,62.5
2012-08-31,62.15
2012-09-03,63.35
2012-09-04,65.7
2012-09-05,64.95
2012-09-06,65.8
2012-09-07,66.0
2012-09-08,66.85
2012-09-10,64.6
2012-09-11,64.65
2012-09-12,64.95
2012-09-13,66.05
2012-09-14,66.05
2012-09-17,67.15
2012-09-18,67.25
2012-09-20,66.9
2012-09-21,67.3
2012-09-24,67.2
2012-09-25,67.05
2012-09-26,67.65
2012-09-27,68.7
2012-09-28,70.05
2012-10-01,70.2
2012-10-03,70.35
2012-10-04,74.1
2012-10-05,72.35
2012-10-08,73.3
2012-10-09,73.85
2012-10-10,73.35
2012-10-11,73.15
2012-10-12,74.45
2012-10-15,73.7
2012-10-16,74.7
2012-10-17,74.05
2012-10-18,75.55
2012-10-19,75.05
2012-10-22,74.8
2012-10-23,74.55
2012-10-25,74.5
2012-10-26,74.25
2012-10-29,74.95
2012-10-30,74.25
2012-10-31,73.75
2012-11-01,73.85
2012-11-02,73.55
2012-11-05,73.9
2012-11-06,73.25
2012-11-07,73.25
2012-11-08,73.25
2012-11-09,73.0
2012-11-12,72.75
2012-11-13,72.8
2012-11-15,73.15
2012-11-16,72.5
2012-11-19,72.7
2012-11-20,72.3
2012-11-21,73.75
2012-11-22,73.0
2012-11-23,72.2
2012-11-26,72.55
2012-11-27,73.15
2012-11-29,72.1
2012-11-30,72.25
2012-12-03,72.85
2012-12-04,73.65
2012-12-05,73.95
2012-12-06,73.85
2012-12-07,73.4
2012-12-10,72.2
2012-12-11,71.9
2012-12-12,71.75
2012-12-13,71.8
2012-12-14,71.75
2012-12-17,72.0
2012-12-18,71.55
2012-12-19,71.75
2012-12-20,72.85
2012-12-21,71.6
2012-12-24,71.65
2012-12-26,71.55
2012-12-27,71.05
2012-12-28,70.45
2012-12-31,70.1
