Date,CONSOFINVT
2012-01-02,46.1
2012-01-03,49.0
2012-01-04,49.75
2012-01-05,49.35
2012-01-06,49.3
2012-01-07,49.95
2012-01-09,51.65
2012-01-10,52.85
2012-01-11,53.85
2012-01-12,53.3
2012-01-13,54.75
2012-01-16,55.0
2012-01-17,56.0
2012-01-18,54.8
2012-01-19,54.9
2012-01-20,55.65
2012-01-23,55.8
2012-01-24,56.75
2012-01-25,58.3
2012-01-27,59.75
2012-01-30,58.7
2012-01-31,59.4
2012-02-01,60.35
2012-02-02,59.7
2012-02-03,58.75
2012-02-06,60.0
2012-02-07,59.75
2012-02-08,58.8
2012-02-09,57.45
2012-02-10,58.6
2012-02-13,58.0
2012-02-14,58.05
2012-02-15,58.7
2012-02-16,59.5
2012-02-17,59.0
2012-02-21,57.75
2012-02-22,55.9
2012-02-23,53.35
2012-02-24,54.0
2012-02-27,53.5
2012-02-28,51.95
2012-02-29,52.25
2012-03-01,51.95
2012-03-02,50.45
2012-03-05,50.3
2012-03-06,49.85
2012-03-07,48.45
2012-03-09,48.4
2012-03-12,48.0
2012-03-13,48.45
2012-03-14,49.55
2012-03-15,48.15
2012-03-16,48.8
2012-03-19,47.6
2012-03-20,47.6
2012-03-21,48.25
2012-03-22,47.5
2012-03-23,47.35
2012-03-26,46.75
2012-03-27,47.05
2012-03-28,46.35
2012-03-29,46.4
2012-03-30,48.65
2012-04-02,49.2
2012-04-03,50.5
2012-04-04,50.0
2012-04-09,49.05
2012-04-10,47.75
2012-04-11,50.05
2012-04-12,49.25
2012-04-13,48.5
2012-04-16,47.65
2012-04-17,47.45
2012-04-18,46.85
2012-04-19,47.0
2012-04-20,46.5
2012-04-23,45.4
2012-04-24,45.5
2012-04-25,45.5
2012-04-26,44.0
2012-04-27,43.0
2012-04-28,42.0
2012-04-30,43.15
2012-05-02,42.4
2012-05-03,43.0
2012-05-04,42.0
2012-05-07,41.65
2012-05-08,41.6
2012-05-09,42.3
2012-05-10,40.1
2012-05-11,40.5
2012-05-14,38.5
2012-05-15,39.65
2012-05-16,38.55
2012-05-17,39.0
2012-05-18,39.0
2012-05-21,40.6
2012-05-22,39.0
2012-05-23,38.95
2012-05-24,39.0
2012-05-25,39.5
2012-05-28,39.1
2012-05-29,39.5
2012-05-30,38.45
2012-05-31,39.7
2012-06-01,37.95
2012-06-04,37.0
2012-06-05,37.0
2012-06-06,38.05
2012-06-07,38.5
2012-06-08,38.9
2012-06-11,39.1
2012-06-12,39.35
2012-06-13,39.2
2012-06-14,39.7
2012-06-15,39.6
2012-06-18,38.3
2012-06-19,38.25
2012-06-20,38.55
2012-06-21,38.05
2012-06-22,38.4
2012-06-25,38.25
2012-06-26,38.35
2012-06-27,39.0
2012-06-28,38.25
2012-06-29,39.5
2012-07-02,43.6
2012-07-03,44.3
2012-07-04,45.75
2012-07-05,49.0
2012-07-06,47.05
2012-07-09,45.6
2012-07-09,45.6
2012-07-10,45.5
2012-07-11,46.0
2012-07-12,45.25
2012-07-13,45.7
2012-07-16,46.0
2012-07-17,45.55
2012-07-18,45.55
2012-07-19,45.55
2012-07-20,45.25
2012-07-23,43.25
2012-07-24,42.75
2012-07-25,42.75
2012-07-26,42.7
2012-07-27,40.5
2012-07-30,43.25
2012-07-31,41.15
2012-08-01,42.0
2012-08-02,42.9
2012-08-03,41.55
2012-08-06,42.55
2012-08-07,41.5
2012-08-08,41.05
2012-08-09,41.65
2012-08-10,43.0
2012-08-13,41.3
2012-08-14,41.05
2012-08-16,41.1
2012-08-17,43.0
2012-08-21,45.25
2012-08-22,45.6
2012-08-23,43.25
2012-08-24,41.6
2012-08-27,43.25
2012-08-28,41.6
2012-08-29,41.25
2012-08-30,43.65
2012-08-31,42.1
2012-09-03,42.1
2012-09-04,42.0
2012-09-05,41.65
2012-09-06,43.25
2012-09-07,42.0
2012-09-08,40.7
2012-09-10,42.0
2012-09-11,42.45
2012-09-12,42.3
2012-09-13,41.3
2012-09-14,41.5
2012-09-17,41.6
2012-09-18,41.7
2012-09-21,41.0
2012-09-24,42.8
2012-09-25,41.45
2012-09-26,41.0
2012-09-27,41.45
2012-09-28,41.85
2012-10-01,44.0
2012-10-03,44.25
2012-10-04,44.55
2012-10-05,45.0
2012-10-08,45.2
2012-10-09,46.2
2012-10-10,45.2
2012-10-11,45.0
2012-10-12,47.45
2012-10-15,46.85
2012-10-16,45.0
2012-10-17,45.05
2012-10-18,45.25
2012-10-19,46.0
2012-10-22,46.0
2012-10-23,45.75
2012-10-25,46.4
2012-10-26,45.5
2012-10-29,45.2
2012-10-30,44.15
2012-10-31,44.05
2012-11-01,44.1
2012-11-02,44.0
2012-11-05,45.3
2012-11-06,44.1
2012-11-07,44.3
2012-11-08,44.0
2012-11-09,43.7
2012-11-12,43.0
2012-11-13,43.0
2012-11-15,42.5
2012-11-16,42.15
2012-11-19,43.8
2012-11-20,41.8
2012-11-21,41.1
2012-11-22,41.25
2012-11-23,41.0
2012-11-26,41.55
2012-11-27,42.05
2012-11-29,42.9
2012-11-30,43.55
2012-12-03,43.7
2012-12-04,42.8
2012-12-05,42.55
2012-12-06,42.05
2012-12-07,43.05
2012-12-10,42.3
2012-12-11,41.15
2012-12-12,41.3
2012-12-13,42.0
2012-12-14,41.0
2012-12-17,41.05
2012-12-18,41.85
2012-12-19,41.25
2012-12-20,41.9
2012-12-21,42.1
2012-12-24,41.35
2012-12-26,41.45
2012-12-27,41.25
2012-12-28,42.15
2012-12-31,42.0
