Date,TORNTPOWER
2012-01-02,199.65
2012-01-03,199.35
2012-01-04,200.75
2012-01-05,200.9
2012-01-06,198.6
2012-01-07,201.05
2012-01-09,197.6
2012-01-10,203.55
2012-01-11,210.25
2012-01-12,217.75
2012-01-13,221.45
2012-01-16,223.75
2012-01-17,219.2
2012-01-18,218.45
2012-01-19,223.15
2012-01-20,218.4
2012-01-23,218.45
2012-01-24,219.55
2012-01-25,219.0
2012-01-27,217.05
2012-01-30,208.05
2012-01-31,206.9
2012-02-01,211.4
2012-02-02,213.15
2012-02-03,218.55
2012-02-06,219.05
2012-02-07,219.15
2012-02-08,217.9
2012-02-09,215.75
2012-02-10,216.3
2012-02-13,214.9
2012-02-14,215.75
2012-02-15,235.3
2012-02-16,236.65
2012-02-17,238.45
2012-02-21,236.6
2012-02-22,230.05
2012-02-23,230.25
2012-02-24,230.45
2012-02-27,223.15
2012-02-28,225.7
2012-02-29,220.75
2012-03-01,216.25
2012-03-02,216.95
2012-03-03,216.0
2012-03-05,217.45
2012-03-06,212.55
2012-03-07,212.95
2012-03-09,219.4
2012-03-12,217.85
2012-03-13,219.3
2012-03-14,217.05
2012-03-15,216.95
2012-03-16,211.55
2012-03-19,214.25
2012-03-20,215.25
2012-03-21,214.75
2012-03-22,208.5
2012-03-23,209.55
2012-03-26,207.85
2012-03-27,203.15
2012-03-28,204.0
2012-03-29,199.75
2012-03-30,201.75
2012-04-02,206.85
2012-04-03,213.4
2012-04-04,212.7
2012-04-09,202.85
2012-04-10,201.75
2012-04-11,203.05
2012-04-12,202.9
2012-04-13,201.0
2012-04-16,198.55
2012-04-17,201.35
2012-04-18,204.95
2012-04-19,204.45
2012-04-20,203.0
2012-04-23,201.0
2012-04-24,198.4
2012-04-25,197.35
2012-04-26,198.7
2012-04-27,199.0
2012-04-28,197.55
2012-04-30,203.85
2012-05-02,201.05
2012-05-03,198.4
2012-05-04,190.45
2012-05-07,191.75
2012-05-08,193.4
2012-05-09,192.5
2012-05-10,198.85
2012-05-11,192.75
2012-05-14,195.9
2012-05-15,192.3
2012-05-16,185.65
2012-05-17,190.2
2012-05-18,190.25
2012-05-21,191.85
2012-05-22,193.25
2012-05-23,192.15
2012-05-24,193.85
2012-05-25,191.35
2012-05-28,194.95
2012-05-29,193.05
2012-05-30,195.55
2012-05-31,198.9
2012-06-01,195.6
2012-06-04,191.2
2012-06-05,187.65
2012-06-06,194.75
2012-06-07,194.8
2012-06-08,193.85
2012-06-11,193.25
2012-06-12,191.9
2012-06-13,189.4
2012-06-14,188.95
2012-06-15,190.55
2012-06-18,189.65
2012-06-19,187.9
2012-06-20,184.8
2012-06-21,182.35
2012-06-22,177.0
2012-06-25,177.25
2012-06-26,177.75
2012-06-27,178.95
2012-06-28,181.35
2012-06-29,182.0
2012-07-02,183.95
2012-07-03,182.7
2012-07-04,182.2
2012-07-05,181.8
2012-07-06,180.9
2012-07-09,177.8
2012-07-10,182.85
2012-07-11,182.95
2012-07-12,180.3
2012-07-13,181.8
2012-07-16,178.55
2012-07-17,175.0
2012-07-18,171.2
2012-07-19,169.8
2012-07-20,165.85
2012-07-23,164.85
2012-07-24,169.8
2012-07-25,157.75
2012-07-26,155.95
2012-07-27,154.35
2012-07-30,154.85
2012-07-31,159.1
2012-08-01,157.85
2012-08-02,156.15
2012-08-03,156.25
2012-08-06,156.55
2012-08-07,156.75
2012-08-08,156.65
2012-08-09,156.4
2012-08-10,154.45
2012-08-13,156.15
2012-08-14,156.75
2012-08-16,153.9
2012-08-17,156.25
2012-08-21,154.95
2012-08-22,153.75
2012-08-23,152.2
2012-08-24,156.85
2012-08-27,154.2
2012-08-28,152.95
2012-08-29,148.9
2012-08-30,148.75
2012-08-31,148.3
2012-09-03,147.95
2012-09-04,157.4
2012-09-05,163.6
2012-09-06,179.9
2012-09-07,172.05
2012-09-08,172.85
2012-09-10,169.8
2012-09-11,168.25
2012-09-12,165.0
2012-09-13,162.25
2012-09-14,159.6
2012-09-17,158.6
2012-09-18,159.75
2012-09-20,158.7
2012-09-21,155.3
2012-09-24,168.2
2012-09-25,171.65
2012-09-26,168.4
2012-09-27,169.3
2012-09-28,175.85
2012-10-01,175.2
2012-10-03,172.95
2012-10-04,173.0
2012-10-05,172.9
2012-10-08,173.15
2012-10-09,170.6
2012-10-10,166.1
2012-10-11,166.5
2012-10-12,166.9
2012-10-15,166.75
2012-10-16,166.1
2012-10-17,163.0
2012-10-18,164.55
2012-10-19,161.05
2012-10-22,161.2
2012-10-23,159.9
2012-10-25,158.9
2012-10-26,159.25
2012-10-29,155.35
2012-10-30,155.0
2012-10-31,153.7
2012-11-01,161.8
2012-11-02,162.1
2012-11-05,163.95
2012-11-06,167.25
2012-11-07,164.75
2012-11-08,165.4
2012-11-09,165.05
2012-11-12,164.1
2012-11-13,166.15
2012-11-15,165.35
2012-11-16,162.8
2012-11-19,160.1
2012-11-20,156.95
2012-11-21,158.05
2012-11-22,156.85
2012-11-23,158.4
2012-11-26,158.3
2012-11-27,157.4
2012-11-29,159.15
2012-11-30,160.6
2012-12-03,162.95
2012-12-04,168.65
2012-12-05,166.95
2012-12-06,169.8
2012-12-07,170.0
2012-12-10,177.95
2012-12-11,174.5
2012-12-12,175.05
2012-12-13,171.4
2012-12-14,171.7
2012-12-17,175.0
2012-12-18,178.85
2012-12-19,184.35
2012-12-20,180.85
2012-12-21,182.1
2012-12-24,179.6
2012-12-26,178.95
2012-12-27,187.35
2012-12-28,190.55
2012-12-31,193.5
