Date,MAHSEAMLES
2012-01-02,317.1
2012-01-03,313.0
2012-01-04,302.9
2012-01-05,301.45
2012-01-06,305.0
2012-01-07,313.2
2012-01-09,313.1
2012-01-10,319.1
2012-01-11,319.9
2012-01-12,318.2
2012-01-13,318.85
2012-01-16,319.9
2012-01-17,327.55
2012-01-18,332.3
2012-01-19,330.65
2012-01-20,329.95
2012-01-23,328.8
2012-01-24,328.5
2012-01-25,331.25
2012-01-27,339.4
2012-01-30,332.55
2012-01-31,339.2
2012-02-01,341.05
2012-02-02,343.2
2012-02-03,347.55
2012-02-06,353.05
2012-02-07,348.0
2012-02-08,350.25
2012-02-09,348.4
2012-02-10,343.85
2012-02-13,340.4
2012-02-14,345.1
2012-02-15,345.45
2012-02-16,348.0
2012-02-17,357.65
2012-02-21,360.0
2012-02-22,355.95
2012-02-23,361.65
2012-02-24,374.8
2012-02-27,378.05
2012-02-28,378.1
2012-02-29,374.2
2012-03-01,370.1
2012-03-02,371.1
2012-03-03,365.9
2012-03-05,371.85
2012-03-06,371.1
2012-03-07,372.45
2012-03-09,384.9
2012-03-12,384.5
2012-03-13,388.2
2012-03-14,381.55
2012-03-15,375.4
2012-03-16,379.15
2012-03-19,370.0
2012-03-20,372.45
2012-03-21,376.95
2012-03-22,376.4
2012-03-23,376.65
2012-03-26,375.1
2012-03-27,375.85
2012-03-28,374.7
2012-03-29,375.3
2012-03-30,390.2
2012-04-02,390.0
2012-04-03,387.4
2012-04-04,387.95
2012-04-09,379.3
2012-04-10,380.0
2012-04-11,377.7
2012-04-12,381.0
2012-04-13,380.2
2012-04-16,382.05
2012-04-17,377.6
2012-04-18,375.55
2012-04-19,377.2
2012-04-20,379.65
2012-04-23,377.4
2012-04-24,377.25
2012-04-25,377.45
2012-04-26,380.5
2012-04-27,377.0
2012-04-28,379.1
2012-04-30,377.6
2012-05-02,386.1
2012-05-03,382.25
2012-05-04,379.1
2012-05-07,374.25
2012-05-08,374.05
2012-05-09,372.95
2012-05-10,373.2
2012-05-11,371.15
2012-05-14,370.35
2012-05-15,367.6
2012-05-16,368.0
2012-05-17,367.7
2012-05-18,368.4
2012-05-21,365.95
2012-05-22,366.05
2012-05-23,366.7
2012-05-24,367.9
2012-05-25,364.45
2012-05-28,363.2
2012-05-29,365.0
2012-05-30,363.1
2012-05-31,363.05
2012-06-01,360.0
2012-06-04,360.7
2012-06-05,360.0
2012-06-06,356.65
2012-06-07,355.0
2012-06-08,354.4
2012-06-11,353.35
2012-06-12,353.35
2012-06-13,341.0
2012-06-14,341.6
2012-06-15,331.4
2012-06-18,333.55
2012-06-19,330.25
2012-06-20,331.8
2012-06-21,334.9
2012-06-22,330.25
2012-06-25,331.85
2012-06-26,329.8
2012-06-27,327.2
2012-06-28,328.8
2012-06-29,334.85
2012-07-02,336.85
2012-07-03,335.0
2012-07-04,333.0
2012-07-05,333.0
2012-07-06,329.85
2012-07-09,330.0
2012-07-09,330.0
2012-07-10,328.65
2012-07-11,326.6
2012-07-12,325.6
2012-07-13,325.7
2012-07-16,325.9
2012-07-17,328.75
2012-07-18,328.05
2012-07-19,330.25
2012-07-20,331.4
2012-07-23,331.4
2012-07-24,332.05
2012-07-25,330.55
2012-07-26,329.95
2012-07-27,330.0
2012-07-30,330.7
2012-07-31,335.75
2012-08-01,339.2
2012-08-02,336.4
2012-08-03,338.25
2012-08-06,338.8
2012-08-07,341.95
2012-08-08,337.7
2012-08-09,337.55
2012-08-10,337.4
2012-08-13,339.6
2012-08-14,339.4
2012-08-16,339.1
2012-08-17,334.55
2012-08-21,334.95
2012-08-22,332.3
2012-08-23,333.95
2012-08-24,333.0
2012-08-27,333.0
2012-08-28,327.25
2012-08-29,328.7
2012-08-30,329.6
2012-08-31,329.3
2012-09-03,329.9
2012-09-04,329.75
2012-09-05,329.95
2012-09-06,327.05
2012-09-07,332.8
2012-09-08,334.0
2012-09-10,334.6
2012-09-11,336.2
2012-09-12,332.6
2012-09-13,334.45
2012-09-14,335.5
2012-09-17,335.1
2012-09-18,335.6
2012-09-20,335.3
2012-09-21,331.2
2012-09-24,341.85
2012-09-25,347.75
2012-09-26,333.75
2012-09-27,335.05
2012-09-28,340.25
2012-10-01,343.25
2012-10-03,343.8
2012-10-04,346.4
2012-10-05,338.25
2012-10-08,339.1
2012-10-09,339.55
2012-10-10,334.0
2012-10-11,330.8
2012-10-12,330.0
2012-10-15,332.5
2012-10-16,329.55
2012-10-17,320.2
2012-10-18,329.3
2012-10-19,331.35
2012-10-22,330.4
2012-10-23,329.25
2012-10-25,327.25
2012-10-26,327.75
2012-10-29,333.7
2012-10-30,334.8
2012-10-31,331.25
2012-11-01,333.9
2012-11-02,335.65
2012-11-05,340.6
2012-11-06,347.8
2012-11-07,347.2
2012-11-08,342.2
2012-11-09,325.25
2012-11-12,327.85
2012-11-13,325.1
2012-11-15,324.2
2012-11-16,317.85
2012-11-19,312.75
2012-11-20,311.45
2012-11-21,307.0
2012-11-22,305.0
2012-11-23,302.5
2012-11-26,296.2
2012-11-27,297.15
2012-11-29,300.5
2012-11-30,298.45
2012-12-03,299.85
2012-12-04,299.6
2012-12-05,298.95
2012-12-06,299.9
2012-12-07,299.85
2012-12-10,299.5
2012-12-11,294.2
2012-12-12,286.9
2012-12-13,284.0
2012-12-14,280.4
2012-12-17,281.15
2012-12-18,278.7
2012-12-19,273.7
2012-12-20,275.45
2012-12-21,278.9
2012-12-24,281.55
2012-12-26,278.6
2012-12-27,273.85
2012-12-28,272.45
2012-12-31,272.35
