Date,GPIL
2012-01-02,70.65
2012-01-03,75.15
2012-01-04,74.85
2012-01-05,77.95
2012-01-06,83.4
2012-01-07,84.75
2012-01-09,93.5
2012-01-10,99.85
2012-01-11,100.1
2012-01-12,97.55
2012-01-13,99.3
2012-01-16,102.0
2012-01-17,106.45
2012-01-18,102.6
2012-01-19,105.3
2012-01-20,103.75
2012-01-23,105.55
2012-01-24,105.0
2012-01-25,103.5
2012-01-27,103.55
2012-01-30,98.1
2012-01-31,100.35
2012-02-01,103.55
2012-02-02,104.0
2012-02-03,103.55
2012-02-06,109.95
2012-02-07,107.2
2012-02-08,108.1
2012-02-09,107.35
2012-02-10,109.0
2012-02-13,109.15
2012-02-14,108.95
2012-02-15,116.25
2012-02-16,122.6
2012-02-17,118.95
2012-02-21,116.35
2012-02-22,109.75
2012-02-23,109.2
2012-02-24,105.9
2012-02-27,99.7
2012-02-28,105.85
2012-02-29,105.25
2012-03-01,105.25
2012-03-02,104.9
2012-03-03,104.7
2012-03-05,103.25
2012-03-06,102.2
2012-03-07,99.5
2012-03-09,100.65
2012-03-12,104.15
2012-03-13,104.15
2012-03-14,104.3
2012-03-15,107.4
2012-03-16,107.6
2012-03-19,102.15
2012-03-20,104.0
2012-03-21,108.2
2012-03-22,104.8
2012-03-23,107.2
2012-03-26,104.3
2012-03-27,104.7
2012-03-28,102.3
2012-03-29,104.8
2012-03-30,105.05
2012-04-02,111.65
2012-04-03,117.1
2012-04-04,116.55
2012-04-09,115.45
2012-04-10,115.35
2012-04-11,115.1
2012-04-12,115.3
2012-04-13,115.35
2012-04-16,118.95
2012-04-17,118.55
2012-04-18,122.5
2012-04-19,119.8
2012-04-20,124.7
2012-04-23,125.95
2012-04-24,127.4
2012-04-25,126.55
2012-04-26,126.95
2012-04-27,126.55
2012-04-28,126.6
2012-04-30,125.5
2012-05-02,123.45
2012-05-03,119.1
2012-05-04,114.25
2012-05-07,114.45
2012-05-08,115.95
2012-05-09,114.35
2012-05-10,115.35
2012-05-11,115.1
2012-05-14,115.1
2012-05-15,115.95
2012-05-16,115.6
2012-05-17,114.25
2012-05-18,111.3
2012-05-21,113.3
2012-05-22,111.65
2012-05-23,106.25
2012-05-24,106.85
2012-05-25,112.1
2012-05-28,113.35
2012-05-29,117.7
2012-05-30,116.95
2012-05-31,116.75
2012-06-01,116.6
2012-06-04,115.0
2012-06-05,114.7
2012-06-06,113.8
2012-06-07,114.8
2012-06-08,113.2
2012-06-11,117.1
2012-06-12,117.8
2012-06-13,116.3
2012-06-14,115.9
2012-06-15,116.7
2012-06-18,115.55
2012-06-19,116.35
2012-06-20,116.55
2012-06-21,118.1
2012-06-22,116.7
2012-06-25,116.9
2012-06-26,115.95
2012-06-27,115.55
2012-06-28,115.5
2012-06-29,116.45
2012-07-02,115.7
2012-07-03,122.75
2012-07-04,121.95
2012-07-05,122.55
2012-07-06,121.9
2012-07-09,124.85
2012-07-09,124.85
2012-07-10,132.45
2012-07-11,129.05
2012-07-12,129.0
2012-07-13,125.65
2012-07-16,123.85
2012-07-17,121.8
2012-07-18,123.85
2012-07-19,125.15
2012-07-20,125.1
2012-07-23,124.3
2012-07-24,124.75
2012-07-25,123.05
2012-07-26,120.95
2012-07-27,118.7
2012-07-30,120.7
2012-07-31,119.95
2012-08-01,120.4
2012-08-02,123.5
2012-08-03,121.0
2012-08-06,122.95
2012-08-07,127.4
2012-08-08,125.45
2012-08-09,127.05
2012-08-10,122.35
2012-08-13,129.95
2012-08-14,129.15
2012-08-16,128.3
2012-08-17,125.2
2012-08-21,123.95
2012-08-22,122.65
2012-08-23,121.95
2012-08-24,121.95
2012-08-27,119.85
2012-08-28,114.95
2012-08-29,114.5
2012-08-30,113.8
2012-08-31,113.7
2012-09-03,112.8
2012-09-04,112.5
2012-09-05,111.85
2012-09-06,111.95
2012-09-07,112.2
2012-09-08,113.8
2012-09-10,116.9
2012-09-11,115.95
2012-09-12,117.35
2012-09-13,117.55
2012-09-14,117.4
2012-09-17,122.5
2012-09-18,121.35
2012-09-20,118.4
2012-09-21,120.0
2012-09-24,122.65
2012-09-25,123.0
2012-09-26,121.1
2012-09-27,120.85
2012-09-28,122.4
2012-10-01,123.85
2012-10-03,122.5
2012-10-04,123.95
2012-10-05,122.65
2012-10-08,122.4
2012-10-09,121.95
2012-10-10,123.3
2012-10-11,121.0
2012-10-12,120.9
2012-10-15,120.85
2012-10-16,119.2
2012-10-17,118.1
2012-10-18,119.45
2012-10-19,119.05
2012-10-22,119.9
2012-10-23,118.15
2012-10-25,118.05
2012-10-26,117.25
2012-10-29,115.5
2012-10-30,115.95
2012-10-31,117.05
2012-11-01,118.45
2012-11-02,122.75
2012-11-05,122.4
2012-11-06,122.15
2012-11-07,122.1
2012-11-08,120.95
2012-11-09,118.1
2012-11-12,117.5
2012-11-13,117.55
2012-11-15,116.3
2012-11-16,121.65
2012-11-19,118.9
2012-11-20,118.4
2012-11-21,117.25
2012-11-22,117.45
2012-11-23,117.2
2012-11-26,115.85
2012-11-27,117.3
2012-11-29,117.4
2012-11-30,118.9
2012-12-03,118.35
2012-12-04,120.05
2012-12-05,119.85
2012-12-06,118.65
2012-12-07,118.3
2012-12-10,117.3
2012-12-11,116.5
2012-12-12,117.3
2012-12-13,118.3
2012-12-14,118.05
2012-12-17,117.45
2012-12-18,119.5
2012-12-19,120.1
2012-12-20,118.75
2012-12-21,117.25
2012-12-24,115.95
2012-12-26,117.85
2012-12-27,117.3
2012-12-28,116.9
2012-12-31,117.45
