Date,GLENMARK
2012-01-02,286.9
2012-01-03,292.7
2012-01-04,292.85
2012-01-05,288.8
2012-01-06,291.35
2012-01-07,291.25
2012-01-09,296.45
2012-01-10,308.75
2012-01-11,306.3
2012-01-12,304.1
2012-01-13,311.85
2012-01-16,313.4
2012-01-17,304.2
2012-01-18,308.55
2012-01-19,320.4
2012-01-20,318.0
2012-01-23,312.15
2012-01-24,314.4
2012-01-25,314.2
2012-01-27,314.95
2012-01-30,311.8
2012-01-31,295.1
2012-02-01,297.65
2012-02-02,291.4
2012-02-03,295.35
2012-02-06,296.95
2012-02-07,295.95
2012-02-08,299.85
2012-02-09,298.95
2012-02-10,299.8
2012-02-13,299.95
2012-02-14,300.95
2012-02-15,303.35
2012-02-16,305.2
2012-02-17,300.25
2012-02-21,313.65
2012-02-22,308.85
2012-02-23,310.2
2012-02-24,314.5
2012-02-27,313.8
2012-02-28,310.85
2012-02-29,308.7
2012-03-01,310.6
2012-03-02,309.65
2012-03-03,308.8
2012-03-05,301.9
2012-03-06,295.0
2012-03-07,295.2
2012-03-09,303.9
2012-03-12,293.35
2012-03-13,292.4
2012-03-14,303.3
2012-03-15,302.85
2012-03-16,301.45
2012-03-19,301.75
2012-03-20,301.7
2012-03-21,304.65
2012-03-22,299.5
2012-03-23,299.95
2012-03-26,301.5
2012-03-27,303.95
2012-03-28,305.7
2012-03-29,304.65
2012-03-30,309.4
2012-04-02,305.15
2012-04-03,310.1
2012-04-04,310.3
2012-04-09,308.75
2012-04-10,309.85
2012-04-11,308.55
2012-04-12,320.85
2012-04-13,323.05
2012-04-16,318.6
2012-04-17,314.95
2012-04-18,319.45
2012-04-19,320.15
2012-04-20,319.8
2012-04-23,323.45
2012-04-24,323.65
2012-04-25,326.6
2012-04-26,330.05
2012-04-27,329.35
2012-04-28,324.85
2012-04-30,324.55
2012-05-02,331.25
2012-05-03,337.2
2012-05-04,340.35
2012-05-07,329.05
2012-05-08,330.75
2012-05-09,341.65
2012-05-10,363.65
2012-05-11,349.7
2012-05-14,350.4
2012-05-15,365.15
2012-05-16,349.35
2012-05-17,341.15
2012-05-18,336.4
2012-05-21,341.3
2012-05-22,357.55
2012-05-23,357.1
2012-05-24,354.95
2012-05-25,352.8
2012-05-28,352.15
2012-05-29,357.95
2012-05-30,358.8
2012-05-31,356.7
2012-06-01,348.4
2012-06-04,356.85
2012-06-05,355.15
2012-06-06,359.5
2012-06-07,375.0
2012-06-08,366.3
2012-06-11,361.35
2012-06-12,358.75
2012-06-13,362.45
2012-06-14,365.25
2012-06-15,365.25
2012-06-18,366.75
2012-06-19,372.85
2012-06-20,367.8
2012-06-21,362.35
2012-06-22,359.65
2012-06-25,355.5
2012-06-26,366.0
2012-06-27,366.0
2012-06-28,361.65
2012-06-29,363.1
2012-07-02,372.05
2012-07-03,381.25
2012-07-04,379.65
2012-07-05,375.05
2012-07-06,377.25
2012-07-09,384.45
2012-07-09,384.45
2012-07-10,393.25
2012-07-11,395.3
2012-07-12,389.1
2012-07-13,381.9
2012-07-16,380.7
2012-07-17,388.25
2012-07-18,379.55
2012-07-19,381.85
2012-07-20,383.55
2012-07-23,382.25
2012-07-24,386.85
2012-07-25,380.65
2012-07-26,377.0
2012-07-27,380.05
2012-07-30,383.0
2012-07-31,384.0
2012-08-01,385.05
2012-08-02,386.75
2012-08-03,408.9
2012-08-06,407.85
2012-08-07,415.7
2012-08-08,417.2
2012-08-09,416.3
2012-08-10,411.25
2012-08-13,415.35
2012-08-14,414.95
2012-08-16,413.45
2012-08-17,415.25
2012-08-21,408.55
2012-08-22,405.75
2012-08-23,413.2
2012-08-24,410.3
2012-08-27,411.9
2012-08-28,413.4
2012-08-29,418.3
2012-08-30,433.75
2012-08-31,440.95
2012-09-03,426.55
2012-09-04,431.45
2012-09-05,420.5
2012-09-06,423.9
2012-09-07,426.25
2012-09-08,427.45
2012-09-10,431.4
2012-09-11,432.9
2012-09-12,432.2
2012-09-13,434.75
2012-09-14,415.2
2012-09-17,405.55
2012-09-18,411.6
2012-09-20,418.05
2012-09-21,418.95
2012-09-24,424.25
2012-09-25,415.5
2012-09-26,419.95
2012-09-27,421.2
2012-09-28,420.95
2012-10-01,417.7
2012-10-03,419.45
2012-10-04,407.0
2012-10-05,399.95
2012-10-08,407.0
2012-10-09,419.45
2012-10-10,417.6
2012-10-11,418.4
2012-10-12,421.45
2012-10-15,410.7
2012-10-16,396.6
2012-10-17,399.75
2012-10-18,400.45
2012-10-19,400.8
2012-10-22,402.0
2012-10-23,395.35
2012-10-25,402.5
2012-10-26,397.4
2012-10-29,394.8
2012-10-30,394.25
2012-10-31,428.3
2012-11-01,425.5
2012-11-02,429.05
2012-11-05,437.75
2012-11-06,429.85
2012-11-07,431.4
2012-11-08,430.75
2012-11-09,425.35
2012-11-12,429.2
2012-11-13,432.5
2012-11-15,440.2
2012-11-16,433.1
2012-11-19,424.75
2012-11-20,430.45
2012-11-21,431.95
2012-11-22,446.0
2012-11-23,444.1
2012-11-26,448.6
2012-11-27,435.95
2012-11-29,443.45
2012-11-30,433.65
2012-12-03,442.75
2012-12-04,437.4
2012-12-05,423.1
2012-12-06,431.3
2012-12-07,448.5
2012-12-10,450.75
2012-12-11,443.4
2012-12-12,449.3
2012-12-13,467.75
2012-12-14,475.4
2012-12-17,489.8
2012-12-18,489.85
2012-12-19,481.35
2012-12-20,487.8
2012-12-21,499.6
2012-12-24,520.75
2012-12-26,541.05
2012-12-27,533.75
2012-12-28,534.9
2012-12-31,528.55
