Date,LOVABLE
2012-01-02,316.45
2012-01-03,324.9
2012-01-04,324.4
2012-01-05,320.8
2012-01-06,321.1
2012-01-07,322.15
2012-01-09,310.6
2012-01-10,320.4
2012-01-11,384.45
2012-01-12,355.9
2012-01-13,377.7
2012-01-16,375.9
2012-01-17,386.5
2012-01-18,381.35
2012-01-19,385.55
2012-01-20,376.4
2012-01-23,362.5
2012-01-24,376.1
2012-01-25,379.8
2012-01-27,384.45
2012-01-30,371.6
2012-01-31,375.95
2012-02-01,407.05
2012-02-02,400.3
2012-02-03,420.7
2012-02-06,423.85
2012-02-07,426.0
2012-02-08,436.7
2012-02-09,444.6
2012-02-10,458.3
2012-02-13,402.95
2012-02-14,409.2
2012-02-15,413.25
2012-02-16,418.45
2012-02-17,416.35
2012-02-21,415.75
2012-02-22,400.7
2012-02-23,390.3
2012-02-24,386.5
2012-02-27,366.7
2012-02-28,384.8
2012-02-29,394.05
2012-03-01,384.8
2012-03-02,380.3
2012-03-03,377.55
2012-03-05,370.2
2012-03-06,366.75
2012-03-07,374.65
2012-03-09,377.5
2012-03-12,381.75
2012-03-13,385.65
2012-03-14,385.1
2012-03-15,377.3
2012-03-16,375.55
2012-03-19,367.3
2012-03-20,370.2
2012-03-21,377.6
2012-03-22,365.3
2012-03-23,372.05
2012-03-26,358.25
2012-03-27,361.25
2012-03-28,351.15
2012-03-29,351.05
2012-03-30,357.8
2012-04-02,362.7
2012-04-03,371.85
2012-04-04,366.65
2012-04-09,358.75
2012-04-10,353.7
2012-04-11,364.25
2012-04-12,369.9
2012-04-13,367.9
2012-04-16,367.0
2012-04-17,375.0
2012-04-18,379.7
2012-04-19,366.75
2012-04-20,363.8
2012-04-23,367.05
2012-04-24,361.45
2012-04-25,354.15
2012-04-26,352.3
2012-04-27,352.75
2012-04-28,349.45
2012-04-30,368.8
2012-05-02,388.15
2012-05-03,393.25
2012-05-04,370.65
2012-05-07,371.7
2012-05-08,365.4
2012-05-09,359.25
2012-05-10,356.8
2012-05-11,354.2
2012-05-14,328.35
2012-05-15,314.75
2012-05-16,314.8
2012-05-17,313.95
2012-05-18,310.7
2012-05-21,320.6
2012-05-22,314.05
2012-05-23,311.3
2012-05-24,308.7
2012-05-25,313.0
2012-05-28,315.75
2012-05-29,314.9
2012-05-30,320.45
2012-05-31,322.0
2012-06-01,321.5
2012-06-04,326.8
2012-06-05,327.15
2012-06-06,331.05
2012-06-07,332.25
2012-06-08,335.8
2012-06-11,331.5
2012-06-12,333.25
2012-06-13,334.85
2012-06-14,322.4
2012-06-15,320.65
2012-06-18,320.55
2012-06-19,324.6
2012-06-20,323.35
2012-06-21,328.35
2012-06-22,330.95
2012-06-25,331.3
2012-06-26,326.65
2012-06-27,327.35
2012-06-28,327.15
2012-06-29,331.45
2012-07-02,341.75
2012-07-03,346.0
2012-07-04,342.45
2012-07-05,360.65
2012-07-06,351.9
2012-07-09,343.65
2012-07-09,343.65
2012-07-10,349.25
2012-07-11,348.95
2012-07-12,344.05
2012-07-13,341.6
2012-07-16,341.1
2012-07-17,335.25
2012-07-18,334.5
2012-07-19,334.1
2012-07-20,331.05
2012-07-23,326.15
2012-07-24,324.95
2012-07-25,320.45
2012-07-26,316.4
2012-07-27,313.3
2012-07-30,316.45
2012-07-31,315.3
2012-08-01,322.85
2012-08-02,325.45
2012-08-03,322.35
2012-08-06,339.5
2012-08-07,341.05
2012-08-08,337.35
2012-08-09,332.05
2012-08-10,336.4
2012-08-13,342.25
2012-08-14,341.4
2012-08-16,347.8
2012-08-17,343.2
2012-08-21,343.7
2012-08-22,341.75
2012-08-23,337.35
2012-08-24,331.85
2012-08-27,328.95
2012-08-28,320.9
2012-08-29,321.65
2012-08-30,323.7
2012-08-31,321.05
2012-09-03,325.45
2012-09-04,326.9
2012-09-05,320.4
2012-09-06,320.8
2012-09-07,329.3
2012-09-08,327.5
2012-09-10,326.1
2012-09-11,334.05
2012-09-12,338.3
2012-09-13,340.85
2012-09-14,336.45
2012-09-17,337.15
2012-09-18,337.65
2012-09-20,332.35
2012-09-21,334.9
2012-09-24,333.65
2012-09-25,330.4
2012-09-26,329.6
2012-09-27,327.8
2012-09-28,328.4
2012-10-01,330.9
2012-10-03,383.4
2012-10-04,381.45
2012-10-05,375.3
2012-10-08,380.65
2012-10-09,375.95
2012-10-10,364.45
2012-10-11,368.7
2012-10-12,367.95
2012-10-15,363.8
2012-10-16,379.9
2012-10-17,374.75
2012-10-18,376.5
2012-10-19,377.4
2012-10-22,375.55
2012-10-23,376.0
2012-10-25,375.8
2012-10-26,363.4
2012-10-29,356.05
2012-10-30,351.1
2012-10-31,369.4
2012-11-01,369.95
2012-11-02,369.15
2012-11-05,370.5
2012-11-06,369.9
2012-11-07,369.25
2012-11-08,368.85
2012-11-09,360.75
2012-11-12,361.75
2012-11-13,361.55
2012-11-15,361.85
2012-11-16,354.55
2012-11-19,351.05
2012-11-20,349.15
2012-11-21,353.1
2012-11-22,351.2
2012-11-23,359.25
2012-11-26,379.2
2012-11-27,375.65
2012-11-29,375.55
2012-11-30,377.0
2012-12-03,383.05
2012-12-04,377.85
2012-12-05,377.95
2012-12-06,381.95
2012-12-07,391.95
2012-12-10,385.75
2012-12-11,374.45
2012-12-12,373.0
2012-12-13,366.15
2012-12-14,368.15
2012-12-17,366.9
2012-12-18,370.5
2012-12-19,373.55
2012-12-20,369.95
2012-12-21,359.55
2012-12-24,358.6
2012-12-26,359.7
2012-12-27,358.4
2012-12-28,354.9
2012-12-31,356.5
