Date,OIL
2012-01-02,1175.95
2012-01-03,1138.35
2012-01-04,1129.85
2012-01-05,1125.25
2012-01-06,1116.45
2012-01-07,1120.0
2012-01-09,1110.1
2012-01-10,1109.9
2012-01-11,1103.5
2012-01-12,1124.2
2012-01-13,1159.2
2012-01-16,1167.3
2012-01-17,1146.45
2012-01-18,1151.7
2012-01-19,1150.6
2012-01-20,1153.75
2012-01-23,1169.6
2012-01-24,1178.85
2012-01-25,1190.35
2012-01-27,1200.5
2012-01-30,1201.9
2012-01-31,1211.45
2012-02-01,1196.05
2012-02-02,1217.75
2012-02-03,1259.45
2012-02-06,1289.35
2012-02-07,1279.05
2012-02-08,1291.9
2012-02-09,1293.85
2012-02-10,1321.3
2012-02-13,1311.0
2012-02-14,1298.55
2012-02-15,1300.05
2012-02-16,1315.3
2012-02-17,1317.75
2012-02-21,1316.4
2012-02-22,1305.75
2012-02-23,1282.3
2012-02-24,1277.3
2012-02-27,1242.8
2012-02-28,1263.2
2012-02-29,1282.95
2012-03-01,1266.7
2012-03-02,1268.8
2012-03-03,1267.45
2012-03-05,1270.1
2012-03-06,1261.0
2012-03-07,1276.85
2012-03-09,1277.55
2012-03-12,1271.4
2012-03-13,1269.5
2012-03-14,1269.85
2012-03-15,1268.65
2012-03-16,1212.05
2012-03-19,1214.05
2012-03-20,1245.65
2012-03-21,1254.1
2012-03-22,1240.75
2012-03-23,1239.95
2012-03-26,1256.3
2012-03-27,1267.25
2012-03-28,1237.2
2012-03-29,476.3
2012-03-30,509.7
2012-04-02,493.05
2012-04-03,497.5
2012-04-04,494.3
2012-04-09,481.5
2012-04-10,472.05
2012-04-11,463.8
2012-04-12,463.0
2012-04-13,462.1
2012-04-16,459.15
2012-04-17,465.0
2012-04-18,468.0
2012-04-19,465.95
2012-04-20,464.5
2012-04-23,464.35
2012-04-24,463.15
2012-04-25,452.75
2012-04-26,463.8
2012-04-27,456.05
2012-04-28,454.15
2012-04-30,456.55
2012-05-02,454.2
2012-05-03,454.85
2012-05-04,450.1
2012-05-07,446.25
2012-05-08,454.3
2012-05-09,453.65
2012-05-10,460.7
2012-05-11,453.3
2012-05-14,451.9
2012-05-15,441.9
2012-05-16,438.2
2012-05-17,442.65
2012-05-18,436.7
2012-05-21,437.5
2012-05-22,442.5
2012-05-23,448.05
2012-05-24,453.45
2012-05-25,450.65
2012-05-28,449.65
2012-05-29,456.15
2012-05-30,445.05
2012-05-31,435.5
2012-06-01,440.35
2012-06-04,451.3
2012-06-05,453.0
2012-06-06,455.7
2012-06-07,455.4
2012-06-08,456.05
2012-06-11,456.75
2012-06-12,457.45
2012-06-13,461.9
2012-06-14,463.85
2012-06-15,466.2
2012-06-18,460.4
2012-06-19,465.7
2012-06-20,472.7
2012-06-21,478.55
2012-06-22,490.8
2012-06-25,489.85
2012-06-26,495.0
2012-06-27,497.7
2012-06-28,498.85
2012-06-29,499.4
2012-07-02,500.15
2012-07-03,504.5
2012-07-04,501.05
2012-07-05,499.7
2012-07-06,488.15
2012-07-09,473.9
2012-07-09,473.9
2012-07-10,475.9
2012-07-11,473.75
2012-07-12,480.1
2012-07-13,485.35
2012-07-16,481.85
2012-07-17,482.2
2012-07-18,483.0
2012-07-19,492.85
2012-07-20,496.3
2012-07-23,500.3
2012-07-24,504.65
2012-07-25,500.1
2012-07-26,495.7
2012-07-27,488.6
2012-07-30,496.2
2012-07-31,496.3
2012-08-01,495.65
2012-08-02,493.7
2012-08-03,485.4
2012-08-06,484.45
2012-08-07,480.45
2012-08-08,480.95
2012-08-09,482.2
2012-08-10,476.65
2012-08-13,480.55
2012-08-14,485.8
2012-08-16,477.95
2012-08-17,479.35
2012-08-21,477.0
2012-08-22,479.75
2012-08-23,480.6
2012-08-24,479.0
2012-08-27,482.45
2012-08-28,485.6
2012-08-29,492.05
2012-08-30,488.75
2012-08-31,493.0
2012-09-03,486.25
2012-09-04,489.2
2012-09-05,481.8
2012-09-06,492.4
2012-09-07,484.6
2012-09-08,494.95
2012-09-10,493.65
2012-09-11,489.05
2012-09-12,482.3
2012-09-13,481.3
2012-09-14,487.35
2012-09-17,477.15
2012-09-18,476.3
2012-09-20,476.65
2012-09-21,478.1
2012-09-24,475.15
2012-09-25,476.05
2012-09-26,475.95
2012-09-27,479.65
2012-09-28,491.9
2012-10-01,479.65
2012-10-03,478.1
2012-10-04,489.05
2012-10-05,490.1
2012-10-08,483.0
2012-10-09,490.7
2012-10-10,484.8
2012-10-11,492.5
2012-10-12,490.4
2012-10-15,488.3
2012-10-16,484.95
2012-10-17,480.5
2012-10-18,477.95
2012-10-19,488.8
2012-10-22,489.1
2012-10-23,491.9
2012-10-25,490.9
2012-10-26,489.25
2012-10-29,489.3
2012-10-30,482.15
2012-10-31,483.25
2012-11-01,476.95
2012-11-02,478.1
2012-11-05,475.1
2012-11-06,474.8
2012-11-07,467.95
2012-11-08,473.7
2012-11-09,469.85
2012-11-12,471.0
2012-11-13,471.75
2012-11-15,465.75
2012-11-16,465.55
2012-11-19,457.35
2012-11-20,462.4
2012-11-21,461.05
2012-11-22,454.55
2012-11-23,459.15
2012-11-26,453.85
2012-11-27,458.7
2012-11-29,451.05
2012-11-30,454.85
2012-12-03,458.45
2012-12-04,454.85
2012-12-05,449.45
2012-12-06,451.1
2012-12-07,449.95
2012-12-10,449.4
2012-12-11,445.15
2012-12-12,440.25
2012-12-13,438.0
2012-12-14,449.3
2012-12-17,447.0
2012-12-18,450.0
2012-12-19,457.15
2012-12-20,455.2
2012-12-21,455.95
2012-12-24,452.8
2012-12-26,452.0
2012-12-27,459.1
2012-12-28,466.05
2012-12-31,465.8
