Date,UGARSUGAR
2012-01-02,10.15
2012-01-03,10.3
2012-01-04,10.4
2012-01-05,10.25
2012-01-06,10.3
2012-01-09,11.35
2012-01-10,11.8
2012-01-11,11.75
2012-01-12,12.9
2012-01-13,12.65
2012-01-16,12.3
2012-01-17,12.3
2012-01-18,11.75
2012-01-19,12.2
2012-01-20,12.05
2012-01-23,11.9
2012-01-24,11.9
2012-01-25,12.3
2012-01-27,12.75
2012-01-30,13.05
2012-01-31,12.8
2012-02-01,14.65
2012-02-02,13.8
2012-02-03,14.0
2012-02-06,14.3
2012-02-07,13.8
2012-02-08,13.85
2012-02-09,13.65
2012-02-10,13.55
2012-02-13,13.15
2012-02-14,13.5
2012-02-15,13.5
2012-02-16,13.55
2012-02-17,13.85
2012-02-21,13.8
2012-02-22,13.25
2012-02-23,13.7
2012-02-24,13.5
2012-02-27,12.95
2012-02-28,13.1
2012-02-29,12.8
2012-03-01,13.1
2012-03-02,13.4
2012-03-03,12.9
2012-03-05,12.9
2012-03-06,12.85
2012-03-07,12.8
2012-03-09,12.3
2012-03-12,12.65
2012-03-13,12.9
2012-03-14,12.95
2012-03-15,13.1
2012-03-16,13.0
2012-03-19,12.55
2012-03-20,12.45
2012-03-21,12.5
2012-03-22,12.2
2012-03-23,12.6
2012-03-26,12.3
2012-03-27,12.1
2012-03-28,11.95
2012-03-29,11.75
2012-03-30,11.8
2012-04-02,11.6
2012-04-03,12.1
2012-04-04,12.05
2012-04-09,11.9
2012-04-10,11.75
2012-04-11,11.8
2012-04-12,12.05
2012-04-13,12.0
2012-04-16,12.1
2012-04-17,12.0
2012-04-18,12.05
2012-04-19,11.85
2012-04-20,11.9
2012-04-23,11.75
2012-04-24,11.65
2012-04-25,11.7
2012-04-26,11.65
2012-04-27,11.6
2012-04-28,11.5
2012-04-30,11.65
2012-05-02,11.7
2012-05-03,12.5
2012-05-04,11.95
2012-05-07,11.95
2012-05-08,11.75
2012-05-09,12.0
2012-05-10,11.75
2012-05-11,11.65
2012-05-14,12.05
2012-05-15,12.1
2012-05-16,12.2
2012-05-17,12.0
2012-05-18,11.85
2012-05-21,11.95
2012-05-22,11.95
2012-05-23,11.7
2012-05-24,11.8
2012-05-25,11.8
2012-05-28,11.75
2012-05-29,11.8
2012-05-30,11.7
2012-05-31,11.6
2012-06-01,11.75
2012-06-04,11.45
2012-06-05,11.65
2012-06-06,11.85
2012-06-07,11.95
2012-06-08,12.0
2012-06-11,11.65
2012-06-12,11.95
2012-06-13,11.65
2012-06-14,11.85
2012-06-15,12.0
2012-06-18,11.75
2012-06-19,11.65
2012-06-20,11.75
2012-06-21,11.85
2012-06-22,12.0
2012-06-25,12.3
2012-06-26,12.0
2012-06-27,12.15
2012-06-28,11.85
2012-06-29,12.05
2012-07-02,12.3
2012-07-03,12.55
2012-07-04,13.05
2012-07-05,13.0
2012-07-06,13.35
2012-07-09,13.1
2012-07-10,13.25
2012-07-11,13.05
2012-07-12,13.15
2012-07-13,14.15
2012-07-16,15.0
2012-07-17,13.9
2012-07-18,14.05
2012-07-19,13.95
2012-07-20,13.8
2012-07-23,13.75
2012-07-24,15.2
2012-07-25,15.7
2012-07-26,14.8
2012-07-27,14.95
2012-07-30,15.7
2012-07-31,15.9
2012-08-01,15.8
2012-08-02,16.1
2012-08-03,16.8
2012-08-06,16.9
2012-08-07,16.35
2012-08-08,15.5
2012-08-09,15.0
2012-08-10,15.75
2012-08-13,15.7
2012-08-14,15.5
2012-08-16,15.2
2012-08-17,15.3
2012-08-21,15.05
2012-08-22,14.6
2012-08-23,14.15
2012-08-24,15.05
2012-08-27,14.95
2012-08-28,14.1
2012-08-29,14.35
2012-08-30,14.15
2012-08-31,14.25
2012-09-03,14.3
2012-09-04,14.7
2012-09-05,14.35
2012-09-06,14.3
2012-09-07,14.25
2012-09-08,14.1
2012-09-10,14.55
2012-09-11,14.55
2012-09-12,14.75
2012-09-13,14.7
2012-09-14,14.3
2012-09-17,14.15
2012-09-18,14.45
2012-09-20,14.6
2012-09-21,14.35
2012-09-24,15.05
2012-09-25,14.55
2012-09-26,14.6
2012-09-27,14.6
2012-09-28,14.75
2012-10-01,14.5
2012-10-03,14.45
2012-10-04,14.35
2012-10-05,14.05
2012-10-08,14.1
2012-10-09,14.2
2012-10-10,14.0
2012-10-11,14.2
2012-10-12,14.65
2012-10-15,14.7
2012-10-16,14.3
2012-10-17,14.4
2012-10-18,14.3
2012-10-19,14.2
2012-10-22,14.1
2012-10-23,14.1
2012-10-25,13.9
2012-10-26,13.75
2012-10-29,13.7
2012-10-30,13.55
2012-10-31,14.4
2012-11-01,14.2
2012-11-02,14.05
2012-11-05,14.1
2012-11-06,14.1
2012-11-07,14.3
2012-11-08,14.05
2012-11-09,14.05
2012-11-12,13.75
2012-11-13,13.8
2012-11-15,13.65
2012-11-16,13.85
2012-11-19,13.6
2012-11-20,13.45
2012-11-21,13.4
2012-11-22,13.55
2012-11-23,13.75
2012-11-26,13.5
2012-11-27,13.7
2012-11-29,13.8
2012-11-30,13.7
2012-12-03,13.6
2012-12-04,13.75
2012-12-05,13.75
2012-12-06,13.8
2012-12-07,13.7
2012-12-10,13.4
2012-12-11,13.45
2012-12-12,13.05
2012-12-13,12.65
2012-12-14,14.1
2012-12-17,13.75
2012-12-18,14.1
2012-12-19,13.6
2012-12-20,13.5
2012-12-21,13.2
2012-12-24,13.0
2012-12-26,13.05
2012-12-27,13.15
2012-12-28,12.9
2012-12-31,12.85
