Date,SABTN
2012-01-02,63.05
2012-01-03,65.45
2012-01-04,67.2
2012-01-05,68.6
2012-01-06,69.7
2012-01-07,69.7
2012-01-09,69.7
2012-01-10,71.05
2012-01-11,71.15
2012-01-12,71.15
2012-01-13,71.25
2012-01-16,71.1
2012-01-17,71.15
2012-01-18,72.0
2012-01-19,73.05
2012-01-20,73.6
2012-01-23,75.95
2012-01-24,77.45
2012-01-25,77.8
2012-01-27,77.5
2012-01-30,77.35
2012-01-31,77.55
2012-02-01,78.55
2012-02-02,78.95
2012-02-03,79.25
2012-02-06,79.5
2012-02-07,79.8
2012-02-08,80.4
2012-02-09,81.15
2012-02-10,80.45
2012-02-13,81.25
2012-02-14,81.85
2012-02-15,81.65
2012-02-16,82.95
2012-02-17,83.9
2012-02-21,84.45
2012-02-22,84.0
2012-02-23,83.1
2012-02-24,74.8
2012-02-27,72.7
2012-02-28,78.65
2012-02-29,79.75
2012-03-01,79.4
2012-03-02,79.85
2012-03-03,79.9
2012-03-05,79.85
2012-03-06,79.55
2012-03-07,78.35
2012-03-09,78.55
2012-03-12,79.25
2012-03-13,78.7
2012-03-14,78.6
2012-03-15,76.7
2012-03-16,69.15
2012-03-19,70.75
2012-03-20,72.05
2012-03-21,72.55
2012-03-22,72.7
2012-03-23,71.8
2012-03-26,71.75
2012-03-27,70.9
2012-03-28,68.1
2012-03-29,70.65
2012-03-30,71.15
2012-04-02,73.35
2012-04-03,72.8
2012-04-04,73.65
2012-04-09,73.7
2012-04-10,73.65
2012-04-11,75.05
2012-04-12,76.8
2012-04-13,76.0
2012-04-16,76.4
2012-04-17,75.2
2012-04-18,74.55
2012-04-19,73.0
2012-04-20,72.6
2012-04-23,72.4
2012-04-24,72.1
2012-04-25,71.45
2012-04-26,70.75
2012-04-27,70.05
2012-04-28,70.65
2012-04-30,71.95
2012-05-02,72.7
2012-05-03,72.0
2012-05-04,70.25
2012-05-07,69.95
2012-05-08,70.05
2012-05-09,70.0
2012-05-10,69.55
2012-05-11,69.75
2012-05-14,69.95
2012-05-15,68.95
2012-05-16,69.2
2012-05-17,71.5
2012-05-18,71.0
2012-05-21,70.45
2012-05-22,70.0
2012-05-23,72.0
2012-05-24,74.4
2012-05-25,78.3
2012-05-28,81.9
2012-05-29,80.95
2012-05-30,81.45
2012-05-31,79.2
2012-06-01,79.85
2012-06-04,77.8
2012-06-05,77.5
2012-06-06,79.05
2012-06-07,80.85
2012-06-08,79.75
2012-06-11,79.25
2012-06-12,80.3
2012-06-13,80.95
2012-06-14,80.4
2012-06-15,80.4
2012-06-18,80.95
2012-06-19,84.4
2012-06-20,85.6
2012-06-21,84.6
2012-06-22,89.25
2012-06-25,92.85
2012-06-26,93.9
2012-06-27,94.1
2012-06-28,93.8
2012-06-29,95.3
2012-07-02,95.45
2012-07-03,94.25
2012-07-04,96.1
2012-07-05,98.4
2012-07-06,98.0
2012-07-09,97.0
2012-07-10,98.85
2012-07-11,96.75
2012-07-12,96.3
2012-07-13,97.05
2012-07-16,96.05
2012-07-17,96.6
2012-07-18,96.05
2012-07-19,97.9
2012-07-20,97.35
2012-07-23,94.9
2012-07-24,96.85
2012-07-25,95.05
2012-07-26,94.0
2012-07-27,94.9
2012-07-30,95.25
2012-07-31,95.05
2012-08-01,94.4
2012-08-02,94.05
2012-08-03,95.35
2012-08-06,97.15
2012-08-07,97.25
2012-08-08,97.15
2012-08-09,93.5
2012-08-10,94.65
2012-08-13,95.0
2012-08-14,94.55
2012-08-16,95.15
2012-08-17,94.9
2012-08-21,94.65
2012-08-22,94.1
2012-08-23,94.15
2012-08-24,94.9
2012-08-27,93.5
2012-08-28,98.0
2012-08-29,96.9
2012-08-30,99.45
2012-08-31,98.25
2012-09-03,98.0
2012-09-04,98.5
2012-09-05,97.0
2012-09-06,96.9
2012-09-07,97.0
2012-09-08,96.15
2012-09-10,96.6
2012-09-11,96.35
2012-09-12,96.35
2012-09-13,96.3
2012-09-14,96.1
2012-09-17,95.5
2012-09-18,94.05
2012-09-20,94.7
2012-09-21,95.35
2012-09-24,95.3
2012-09-25,94.45
2012-09-26,97.5
2012-09-27,101.9
2012-09-28,103.85
2012-10-01,102.0
2012-10-03,103.75
2012-10-04,103.3
2012-10-05,102.4
2012-10-08,100.15
2012-10-09,100.1
2012-10-10,98.95
2012-10-11,100.2
2012-10-12,99.7
2012-10-15,99.85
2012-10-16,100.1
2012-10-17,100.85
2012-10-18,100.25
2012-10-19,98.35
2012-10-22,100.45
2012-10-23,99.7
2012-10-25,95.95
2012-10-26,95.85
2012-10-29,95.3
2012-10-30,95.9
2012-10-31,95.7
2012-11-01,96.1
2012-11-02,96.65
2012-11-05,95.05
2012-11-06,96.0
2012-11-07,95.85
2012-11-08,95.25
2012-11-09,96.2
2012-11-12,95.05
2012-11-13,95.1
2012-11-15,95.95
2012-11-16,95.0
2012-11-19,95.0
2012-11-20,95.0
2012-11-21,94.95
2012-11-22,94.3
2012-11-23,94.2
2012-11-26,94.0
2012-11-27,96.3
2012-11-29,95.8
2012-11-30,95.55
2012-12-03,96.1
2012-12-04,95.35
2012-12-05,95.5
2012-12-06,95.3
2012-12-07,94.9
2012-12-10,94.75
2012-12-11,94.5
2012-12-12,94.2
2012-12-13,93.0
2012-12-14,93.7
2012-12-17,94.45
2012-12-18,94.7
2012-12-19,94.1
2012-12-20,94.5
2012-12-21,93.2
2012-12-24,93.95
2012-12-26,93.9
2012-12-27,93.8
2012-12-28,91.7
2012-12-31,92.3
