Date,KOLTEPATIL
2012-01-02,30.55
2012-01-03,31.35
2012-01-04,31.9
2012-01-05,32.5
2012-01-06,32.95
2012-01-07,33.75
2012-01-09,34.2
2012-01-10,35.35
2012-01-11,36.05
2012-01-12,35.45
2012-01-13,36.15
2012-01-16,35.85
2012-01-17,36.9
2012-01-18,36.05
2012-01-19,36.3
2012-01-20,36.4
2012-01-23,36.0
2012-01-24,36.95
2012-01-25,37.05
2012-01-27,36.05
2012-01-30,35.6
2012-01-31,34.3
2012-02-01,35.0
2012-02-02,35.45
2012-02-03,37.3
2012-02-06,42.35
2012-02-07,39.15
2012-02-08,40.15
2012-02-09,43.05
2012-02-10,42.8
2012-02-13,41.95
2012-02-14,41.75
2012-02-15,41.9
2012-02-16,45.8
2012-02-17,45.45
2012-02-21,48.4
2012-02-22,43.75
2012-02-23,41.85
2012-02-24,42.2
2012-02-27,39.6
2012-02-28,42.05
2012-02-29,43.15
2012-03-01,41.95
2012-03-02,41.6
2012-03-03,42.1
2012-03-05,40.9
2012-03-06,41.35
2012-03-07,41.55
2012-03-09,42.65
2012-03-12,43.3
2012-03-13,43.95
2012-03-14,44.2
2012-03-15,42.6
2012-03-16,41.65
2012-03-19,40.6
2012-03-20,40.2
2012-03-21,40.45
2012-03-22,38.9
2012-03-23,38.95
2012-03-26,38.65
2012-03-27,39.25
2012-03-28,37.6
2012-03-29,38.65
2012-03-30,38.9
2012-04-02,41.45
2012-04-03,40.2
2012-04-04,40.05
2012-04-09,40.55
2012-04-10,40.65
2012-04-11,39.7
2012-04-12,39.95
2012-04-13,40.95
2012-04-16,41.25
2012-04-17,41.7
2012-04-18,41.8
2012-04-19,41.65
2012-04-20,41.15
2012-04-23,40.55
2012-04-24,39.45
2012-04-25,38.5
2012-04-26,38.9
2012-04-27,38.25
2012-04-28,38.7
2012-04-30,38.75
2012-05-02,38.65
2012-05-03,36.85
2012-05-04,36.2
2012-05-07,36.9
2012-05-08,37.0
2012-05-09,36.1
2012-05-10,36.1
2012-05-11,35.0
2012-05-14,34.5
2012-05-15,35.15
2012-05-16,35.95
2012-05-17,35.2
2012-05-18,34.8
2012-05-21,37.25
2012-05-22,36.3
2012-05-23,35.3
2012-05-24,36.0
2012-05-25,35.5
2012-05-28,36.35
2012-05-29,37.95
2012-05-30,37.3
2012-05-31,36.35
2012-06-01,36.25
2012-06-04,35.85
2012-06-05,38.55
2012-06-06,38.9
2012-06-07,39.65
2012-06-08,39.45
2012-06-11,38.3
2012-06-12,37.7
2012-06-13,37.75
2012-06-14,37.25
2012-06-15,38.05
2012-06-18,37.45
2012-06-19,37.7
2012-06-20,37.65
2012-06-21,38.65
2012-06-22,38.65
2012-06-25,39.15
2012-06-26,39.1
2012-06-27,39.5
2012-06-28,39.65
2012-06-29,39.55
2012-07-02,41.15
2012-07-03,41.65
2012-07-04,41.8
2012-07-05,43.05
2012-07-06,42.15
2012-07-09,41.15
2012-07-09,41.15
2012-07-10,42.25
2012-07-11,42.0
2012-07-12,40.95
2012-07-13,41.0
2012-07-16,41.0
2012-07-17,41.4
2012-07-18,41.0
2012-07-19,40.1
2012-07-20,39.15
2012-07-23,38.7
2012-07-24,39.25
2012-07-25,39.9
2012-07-26,40.3
2012-07-27,40.05
2012-07-30,41.5
2012-07-31,40.35
2012-08-01,40.55
2012-08-02,40.55
2012-08-03,39.95
2012-08-06,41.95
2012-08-07,42.1
2012-08-08,40.7
2012-08-09,41.3
2012-08-10,40.65
2012-08-13,41.25
2012-08-14,40.4
2012-08-16,40.25
2012-08-17,41.4
2012-08-21,42.35
2012-08-22,41.8
2012-08-23,41.05
2012-08-24,41.0
2012-08-27,40.2
2012-08-28,38.6
2012-08-29,38.0
2012-08-30,38.1
2012-08-31,38.3
2012-09-03,38.5
2012-09-04,38.5
2012-09-05,39.15
2012-09-06,40.05
2012-09-07,40.3
2012-09-08,41.3
2012-09-10,41.05
2012-09-11,41.3
2012-09-12,41.45
2012-09-13,40.95
2012-09-14,41.65
2012-09-17,41.65
2012-09-18,42.05
2012-09-20,41.65
2012-09-21,42.8
2012-09-24,43.2
2012-09-25,44.85
2012-09-26,44.55
2012-09-27,44.8
2012-09-28,44.8
2012-10-01,46.8
2012-10-03,46.75
2012-10-04,49.85
2012-10-05,48.5
2012-10-08,52.05
2012-10-09,52.9
2012-10-10,50.9
2012-10-11,52.85
2012-10-12,56.4
2012-10-15,59.1
2012-10-16,58.0
2012-10-17,60.6
2012-10-18,62.85
2012-10-19,61.25
2012-10-22,63.7
2012-10-23,68.6
2012-10-25,72.25
2012-10-26,69.2
2012-10-29,68.7
2012-10-30,69.15
2012-10-31,70.05
2012-11-01,70.1
2012-11-02,68.55
2012-11-05,69.3
2012-11-06,76.7
2012-11-07,75.6
2012-11-08,79.15
2012-11-09,77.1
2012-11-12,78.4
2012-11-13,77.3
2012-11-15,80.75
2012-11-16,77.65
2012-11-19,74.7
2012-11-20,70.8
2012-11-21,76.8
2012-11-22,76.55
2012-11-23,76.75
2012-11-26,80.15
2012-11-27,82.15
2012-11-29,81.4
2012-11-30,78.6
2012-12-03,84.7
2012-12-04,83.7
2012-12-05,84.25
2012-12-06,86.2
2012-12-07,85.3
2012-12-10,86.15
2012-12-11,84.95
2012-12-12,86.4
2012-12-13,89.8
2012-12-14,102.9
2012-12-17,122.25
2012-12-18,129.15
2012-12-19,126.4
2012-12-20,120.05
2012-12-21,109.25
2012-12-24,111.8
2012-12-26,113.65
2012-12-27,111.95
2012-12-28,115.25
2012-12-31,113.25
