Date,DEN
2012-01-02,49.45
2012-01-03,51.7
2012-01-04,54.0
2012-01-05,54.95
2012-01-06,54.95
2012-01-07,55.05
2012-01-09,54.45
2012-01-10,55.35
2012-01-11,56.35
2012-01-12,55.75
2012-01-13,59.75
2012-01-16,63.65
2012-01-17,64.0
2012-01-18,63.7
2012-01-19,70.05
2012-01-20,73.6
2012-01-23,80.2
2012-01-24,79.0
2012-01-25,76.9
2012-01-27,80.75
2012-01-30,76.9
2012-01-31,76.5
2012-02-01,78.2
2012-02-02,79.9
2012-02-03,82.05
2012-02-06,79.5
2012-02-07,81.05
2012-02-08,82.5
2012-02-09,86.6
2012-02-10,90.9
2012-02-13,95.4
2012-02-14,99.95
2012-02-15,104.85
2012-02-16,108.45
2012-02-17,103.55
2012-02-21,100.25
2012-02-22,95.95
2012-02-23,100.2
2012-02-24,105.2
2012-02-27,102.15
2012-02-28,101.7
2012-02-29,104.75
2012-03-01,102.8
2012-03-02,102.8
2012-03-03,102.85
2012-03-05,102.6
2012-03-06,100.4
2012-03-07,100.0
2012-03-09,104.7
2012-03-12,103.2
2012-03-13,103.9
2012-03-14,102.6
2012-03-15,100.1
2012-03-16,99.8
2012-03-19,99.35
2012-03-20,99.4
2012-03-21,99.95
2012-03-22,99.9
2012-03-23,100.55
2012-03-26,99.55
2012-03-27,100.5
2012-03-28,101.2
2012-03-29,102.0
2012-03-30,105.85
2012-04-02,108.95
2012-04-03,107.95
2012-04-04,105.5
2012-04-09,104.55
2012-04-10,102.95
2012-04-11,103.8
2012-04-12,103.8
2012-04-13,99.35
2012-04-16,99.05
2012-04-17,101.7
2012-04-18,99.75
2012-04-19,100.0
2012-04-20,100.05
2012-04-23,101.35
2012-04-24,103.55
2012-04-25,103.45
2012-04-26,107.4
2012-04-27,108.0
2012-04-28,107.15
2012-04-30,108.75
2012-05-02,110.85
2012-05-03,108.9
2012-05-04,105.45
2012-05-07,103.75
2012-05-08,101.85
2012-05-09,100.9
2012-05-10,100.15
2012-05-11,96.85
2012-05-14,95.45
2012-05-15,97.05
2012-05-16,92.55
2012-05-17,92.45
2012-05-18,92.75
2012-05-21,93.15
2012-05-22,92.85
2012-05-23,91.1
2012-05-24,93.25
2012-05-25,94.25
2012-05-28,93.55
2012-05-29,92.15
2012-05-30,91.6
2012-05-31,95.2
2012-06-01,91.8
2012-06-04,89.7
2012-06-05,90.55
2012-06-06,93.15
2012-06-07,95.25
2012-06-08,96.45
2012-06-11,101.4
2012-06-12,103.05
2012-06-13,102.9
2012-06-14,98.6
2012-06-15,99.45
2012-06-18,98.2
2012-06-19,97.1
2012-06-20,99.7
2012-06-21,99.15
2012-06-22,97.75
2012-06-25,95.55
2012-06-26,94.7
2012-06-27,94.65
2012-06-28,95.25
2012-06-29,97.4
2012-07-02,96.9
2012-07-03,99.25
2012-07-04,103.25
2012-07-05,104.4
2012-07-06,104.25
2012-07-09,109.2
2012-07-09,109.2
2012-07-10,108.85
2012-07-11,113.25
2012-07-12,114.35
2012-07-13,122.15
2012-07-16,117.45
2012-07-17,120.7
2012-07-18,120.4
2012-07-19,121.2
2012-07-20,122.85
2012-07-23,128.15
2012-07-24,123.25
2012-07-25,125.3
2012-07-26,121.25
2012-07-27,118.05
2012-07-30,121.15
2012-07-31,122.6
2012-08-01,119.35
2012-08-02,119.9
2012-08-03,119.2
2012-08-06,118.85
2012-08-07,118.5
2012-08-08,118.95
2012-08-09,122.5
2012-08-10,123.35
2012-08-13,123.25
2012-08-14,124.55
2012-08-16,125.15
2012-08-17,123.8
2012-08-21,124.6
2012-08-22,123.45
2012-08-23,122.85
2012-08-24,122.85
2012-08-27,121.4
2012-08-28,119.85
2012-08-29,115.95
2012-08-30,118.2
2012-08-31,117.35
2012-09-03,117.55
2012-09-04,125.55
2012-09-05,129.15
2012-09-06,136.25
2012-09-07,139.3
2012-09-08,141.7
2012-09-10,137.0
2012-09-11,139.25
2012-09-12,143.7
2012-09-13,143.25
2012-09-14,152.5
2012-09-17,155.75
2012-09-18,151.0
2012-09-20,149.9
2012-09-21,154.05
2012-09-24,160.05
2012-09-25,162.2
2012-09-26,162.8
2012-09-27,162.25
2012-09-28,173.55
2012-10-01,181.95
2012-10-03,182.5
2012-10-04,180.65
2012-10-05,173.55
2012-10-08,170.0
2012-10-09,169.75
2012-10-10,165.1
2012-10-11,160.95
2012-10-12,158.85
2012-10-15,162.75
2012-10-16,161.95
2012-10-17,168.85
2012-10-18,177.25
2012-10-19,174.45
2012-10-22,173.9
2012-10-23,176.7
2012-10-25,184.0
2012-10-26,181.9
2012-10-29,175.85
2012-10-30,177.15
2012-10-31,178.45
2012-11-01,181.35
2012-11-02,186.15
2012-11-05,184.65
2012-11-06,185.75
2012-11-07,183.75
2012-11-08,185.5
2012-11-09,179.1
2012-11-12,183.2
2012-11-13,183.55
2012-11-15,182.65
2012-11-16,179.75
2012-11-19,178.5
2012-11-20,172.85
2012-11-21,182.95
2012-11-22,184.7
2012-11-23,184.6
2012-11-26,189.85
2012-11-27,193.9
2012-11-29,200.4
2012-11-30,203.95
2012-12-03,204.6
2012-12-04,200.3
2012-12-05,202.5
2012-12-06,203.4
2012-12-07,200.45
2012-12-10,194.6
2012-12-11,188.6
2012-12-12,190.1
2012-12-13,190.65
2012-12-14,190.65
2012-12-17,188.05
2012-12-18,202.65
2012-12-19,205.25
2012-12-20,205.75
2012-12-21,196.15
2012-12-24,196.45
2012-12-26,201.85
2012-12-27,199.2
2012-12-28,197.3
2012-12-31,195.9
