Date,ASIANPAINT
2012-01-02,2590.3
2012-01-03,2652.3
2012-01-04,2674.95
2012-01-05,2671.7
2012-01-06,2660.6
2012-01-07,2662.8
2012-01-09,2675.75
2012-01-10,2656.55
2012-01-11,2720.3
2012-01-12,2736.3
2012-01-13,2772.05
2012-01-16,2748.55
2012-01-17,2735.6
2012-01-18,2723.8
2012-01-19,2732.9
2012-01-20,2732.45
2012-01-23,2818.75
2012-01-24,2804.3
2012-01-25,2848.45
2012-01-27,2916.35
2012-01-30,2988.1
2012-01-31,2995.3
2012-02-01,2935.2
2012-02-02,2968.0
2012-02-03,2950.3
2012-02-06,2993.6
2012-02-07,2958.95
2012-02-08,2970.65
2012-02-09,3058.2
2012-02-10,3099.45
2012-02-13,3054.45
2012-02-14,3027.2
2012-02-15,3031.4
2012-02-16,3068.2
2012-02-17,3054.45
2012-02-21,3045.4
2012-02-22,3074.25
2012-02-23,3059.35
2012-02-24,3067.1
2012-02-27,3097.3
2012-02-28,3158.65
2012-02-29,3170.55
2012-03-01,3149.65
2012-03-02,3158.75
2012-03-03,3133.95
2012-03-05,3234.7
2012-03-06,3160.45
2012-03-07,3091.75
2012-03-09,3171.5
2012-03-12,3160.25
2012-03-13,3186.65
2012-03-14,3204.2
2012-03-15,3214.95
2012-03-16,3210.1
2012-03-19,3073.15
2012-03-20,3015.7
2012-03-21,3062.85
2012-03-22,3071.25
2012-03-23,3111.6
2012-03-26,3060.7
2012-03-27,3096.65
2012-03-28,3104.45
2012-03-29,3188.5
2012-03-30,3242.0
2012-04-02,3263.4
2012-04-03,3356.4
2012-04-04,3323.5
2012-04-09,3279.05
2012-04-10,3256.55
2012-04-11,3236.85
2012-04-12,3255.65
2012-04-13,3301.1
2012-04-16,3354.55
2012-04-17,3328.25
2012-04-18,3311.15
2012-04-19,3328.85
2012-04-20,3340.55
2012-04-23,3471.0
2012-04-24,3462.0
2012-04-25,3422.3
2012-04-26,3482.0
2012-04-27,3523.3
2012-04-28,3548.05
2012-04-30,3526.8
2012-05-02,3530.8
2012-05-03,3603.6
2012-05-04,3615.35
2012-05-07,3644.4
2012-05-08,3655.55
2012-05-09,3708.75
2012-05-10,3653.85
2012-05-11,3623.85
2012-05-14,3697.25
2012-05-15,3768.05
2012-05-16,3754.35
2012-05-17,3695.05
2012-05-18,3701.05
2012-05-21,3754.25
2012-05-22,3677.0
2012-05-23,3677.5
2012-05-24,3749.75
2012-05-25,3765.85
2012-05-28,3822.75
2012-05-29,3842.55
2012-05-30,3816.45
2012-05-31,4021.55
2012-06-01,3779.8
2012-06-04,3684.2
2012-06-05,3718.95
2012-06-06,3824.05
2012-06-07,3847.7
2012-06-08,3825.3
2012-06-11,3836.2
2012-06-12,3883.8
2012-06-13,3877.65
2012-06-14,3870.6
2012-06-15,3886.15
2012-06-18,3864.0
2012-06-19,3886.1
2012-06-20,3885.05
2012-06-21,3896.7
2012-06-22,3891.25
2012-06-25,3808.0
2012-06-26,3759.0
2012-06-27,3776.15
2012-06-28,3749.05
2012-06-29,3888.55
2012-07-02,3921.15
2012-07-03,3940.25
2012-07-04,3872.45
2012-07-05,3781.15
2012-07-06,3714.45
2012-07-09,3683.45
2012-07-09,3683.45
2012-07-10,3693.1
2012-07-11,3693.9
2012-07-12,3723.2
2012-07-13,3708.25
2012-07-16,3692.95
2012-07-17,3662.7
2012-07-18,3664.9
2012-07-19,3619.15
2012-07-20,3717.25
2012-07-23,3602.55
2012-07-24,3566.8
2012-07-25,3528.35
2012-07-26,3469.1
2012-07-27,3506.1
2012-07-30,3576.55
2012-07-31,3642.3
2012-08-01,3626.95
2012-08-02,3651.3
2012-08-03,3757.25
2012-08-06,3748.1
2012-08-07,3743.8
2012-08-08,3731.4
2012-08-09,3750.05
2012-08-10,3713.4
2012-08-13,3772.65
2012-08-14,3781.95
2012-08-16,3711.95
2012-08-17,3678.55
2012-08-21,3694.1
2012-08-22,3692.05
2012-08-23,3700.0
2012-08-24,3676.55
2012-08-27,3662.25
2012-08-28,3725.95
2012-08-29,3702.25
2012-08-30,3696.35
2012-08-31,3640.7
2012-09-03,3651.0
2012-09-04,3693.2
2012-09-05,3651.35
2012-09-06,3700.25
2012-09-07,3770.5
2012-09-08,3758.0
2012-09-10,3738.65
2012-09-11,3776.15
2012-09-12,3845.4
2012-09-13,3849.5
2012-09-14,3901.4
2012-09-17,3884.55
2012-09-18,3900.5
2012-09-20,3895.75
2012-09-21,3946.6
2012-09-24,3979.9
2012-09-25,3936.5
2012-09-26,3893.15
2012-09-27,3870.3
2012-09-28,3934.8
2012-10-01,3939.65
2012-10-03,3908.05
2012-10-04,3874.0
2012-10-05,3811.25
2012-10-08,3889.85
2012-10-09,3891.6
2012-10-10,3896.0
2012-10-11,3895.3
2012-10-12,3899.0
2012-10-15,3873.85
2012-10-16,3885.05
2012-10-17,3908.8
2012-10-18,3923.7
2012-10-19,3881.7
2012-10-22,3929.15
2012-10-23,3910.2
2012-10-25,3896.15
2012-10-26,3923.45
2012-10-29,3931.55
2012-10-30,3887.95
2012-10-31,3871.2
2012-11-01,3878.6
2012-11-02,3903.3
2012-11-05,3957.0
2012-11-06,4095.35
2012-11-07,4120.45
2012-11-08,4178.1
2012-11-09,4114.3
2012-11-12,4089.6
2012-11-13,4083.2
2012-11-15,4014.95
2012-11-16,3951.05
2012-11-19,3876.75
2012-11-20,3849.95
2012-11-21,3919.9
2012-11-22,3968.05
2012-11-23,4054.1
2012-11-26,4083.4
2012-11-27,4123.9
2012-11-29,4319.8
2012-11-30,4330.35
2012-12-03,4346.65
2012-12-04,4352.0
2012-12-05,4377.85
2012-12-06,4356.55
2012-12-07,4312.55
2012-12-10,4315.85
2012-12-11,4300.2
2012-12-12,4320.5
2012-12-13,4309.6
2012-12-14,4280.8
2012-12-17,4249.4
2012-12-18,4295.5
2012-12-19,4429.85
2012-12-20,4444.2
2012-12-21,4356.2
2012-12-24,4361.0
2012-12-26,4423.65
2012-12-27,4346.4
2012-12-28,4394.7
2012-12-31,4432.55
