Date,MURUDCERA
2012-01-02,13.5
2012-01-03,14.05
2012-01-04,13.65
2012-01-05,13.55
2012-01-06,14.3
2012-01-07,13.4
2012-01-09,14.65
2012-01-10,15.45
2012-01-11,15.45
2012-01-12,15.25
2012-01-13,15.95
2012-01-16,15.15
2012-01-17,15.65
2012-01-18,15.4
2012-01-19,15.75
2012-01-20,15.45
2012-01-23,15.15
2012-01-24,16.8
2012-01-25,17.1
2012-01-27,17.2
2012-01-30,16.2
2012-01-31,16.15
2012-02-01,16.5
2012-02-02,16.8
2012-02-03,16.3
2012-02-06,17.0
2012-02-07,17.1
2012-02-08,17.0
2012-02-09,16.85
2012-02-10,17.15
2012-02-13,17.1
2012-02-14,16.75
2012-02-15,18.25
2012-02-16,18.15
2012-02-17,17.4
2012-02-21,17.35
2012-02-22,17.85
2012-02-23,17.1
2012-02-24,16.8
2012-02-27,16.25
2012-02-28,17.85
2012-02-29,17.7
2012-03-01,17.1
2012-03-02,17.0
2012-03-03,16.95
2012-03-05,17.35
2012-03-06,17.3
2012-03-07,16.95
2012-03-09,16.8
2012-03-12,17.25
2012-03-13,17.5
2012-03-14,17.5
2012-03-15,16.9
2012-03-16,16.9
2012-03-19,17.0
2012-03-20,17.3
2012-03-21,17.1
2012-03-22,17.0
2012-03-23,16.5
2012-03-26,16.85
2012-03-27,16.9
2012-03-28,16.8
2012-03-29,17.0
2012-03-30,17.35
2012-04-02,17.75
2012-04-03,17.15
2012-04-04,17.0
2012-04-09,17.0
2012-04-10,17.75
2012-04-11,17.0
2012-04-12,17.1
2012-04-13,17.15
2012-04-16,17.15
2012-04-17,17.4
2012-04-18,17.05
2012-04-19,17.05
2012-04-20,17.1
2012-04-23,17.0
2012-04-24,17.0
2012-04-25,17.0
2012-04-26,17.0
2012-04-27,17.0
2012-04-30,17.45
2012-05-02,17.2
2012-05-03,17.0
2012-05-04,17.3
2012-05-07,16.9
2012-05-08,16.7
2012-05-09,17.0
2012-05-10,17.2
2012-05-11,17.1
2012-05-14,16.95
2012-05-15,17.0
2012-05-16,17.05
2012-05-17,16.7
2012-05-18,17.0
2012-05-21,16.6
2012-05-22,16.8
2012-05-23,17.0
2012-05-24,17.0
2012-05-25,17.05
2012-05-28,16.85
2012-05-29,16.85
2012-05-30,17.0
2012-06-01,17.15
2012-06-04,17.4
2012-06-05,16.95
2012-06-06,17.0
2012-06-07,17.0
2012-06-08,17.0
2012-06-11,17.0
2012-06-12,17.4
2012-06-13,17.0
2012-06-14,17.0
2012-06-15,17.0
2012-06-18,16.7
2012-06-19,17.1
2012-06-20,16.9
2012-06-21,17.05
2012-06-22,17.0
2012-06-25,16.7
2012-06-26,17.0
2012-06-27,17.05
2012-06-28,17.1
2012-06-29,17.1
2012-07-02,17.05
2012-07-03,17.2
2012-07-04,17.05
2012-07-05,17.4
2012-07-06,17.25
2012-07-09,17.4
2012-07-09,17.4
2012-07-10,17.35
2012-07-11,17.3
2012-07-12,17.2
2012-07-13,17.1
2012-07-16,17.1
2012-07-17,17.1
2012-07-18,17.3
2012-07-19,17.0
2012-07-20,17.05
2012-07-23,17.0
2012-07-24,17.0
2012-07-25,17.1
2012-07-26,17.0
2012-07-27,17.0
2012-07-30,17.0
2012-07-31,17.0
2012-08-01,17.15
2012-08-02,17.0
2012-08-03,17.3
2012-08-06,17.1
2012-08-07,17.3
2012-08-08,17.1
2012-08-09,17.1
2012-08-10,17.65
2012-08-13,17.1
2012-08-14,17.25
2012-08-16,17.35
2012-08-17,17.1
2012-08-21,17.25
2012-08-22,17.15
2012-08-23,17.15
2012-08-24,17.15
2012-08-27,17.4
2012-08-28,17.35
2012-08-29,17.0
2012-08-30,17.05
2012-08-31,17.3
2012-09-03,16.6
2012-09-04,16.75
2012-09-05,17.0
2012-09-06,16.75
2012-09-07,16.9
2012-09-08,17.3
2012-09-10,17.15
2012-09-11,17.05
2012-09-12,17.5
2012-09-13,16.8
2012-09-14,17.25
2012-09-17,17.25
2012-09-18,17.65
2012-09-20,17.15
2012-09-21,17.3
2012-09-24,17.3
2012-09-25,17.25
2012-09-26,17.0
2012-09-27,17.15
2012-09-28,17.15
2012-10-01,17.0
2012-10-03,17.05
2012-10-04,17.1
2012-10-05,17.0
2012-10-08,17.05
2012-10-09,17.1
2012-10-10,17.05
2012-10-11,17.0
2012-10-12,17.15
2012-10-15,17.1
2012-10-16,17.1
2012-10-17,17.2
2012-10-18,17.25
2012-10-19,17.05
2012-10-22,18.1
2012-10-23,19.15
2012-10-25,19.85
2012-10-26,22.85
2012-10-29,22.15
2012-10-30,20.1
2012-10-31,18.95
2012-11-01,18.65
2012-11-02,19.2
2012-11-05,18.95
2012-11-06,19.0
2012-11-07,18.6
2012-11-08,18.25
2012-11-09,18.0
2012-11-12,18.15
2012-11-13,18.1
2012-11-15,18.1
2012-11-16,18.0
2012-11-19,18.05
2012-11-20,18.4
2012-11-21,18.3
2012-11-22,18.3
2012-11-23,18.1
2012-11-26,18.3
2012-11-27,18.15
2012-11-29,18.0
2012-11-30,18.05
2012-12-03,18.05
2012-12-04,18.2
2012-12-05,18.4
2012-12-06,18.15
2012-12-07,18.0
2012-12-10,18.1
2012-12-11,18.2
2012-12-12,18.2
2012-12-13,18.35
2012-12-14,18.4
2012-12-17,18.25
2012-12-18,18.5
2012-12-19,18.95
2012-12-20,18.65
2012-12-21,18.6
2012-12-24,18.25
2012-12-26,18.1
2012-12-27,18.05
2012-12-28,18.6
2012-12-31,18.65
