Date,ELGIRUBCO
2012-01-02,19.0
2012-01-03,19.05
2012-01-04,19.1
2012-01-05,19.05
2012-01-06,18.95
2012-01-07,19.05
2012-01-09,19.95
2012-01-10,20.55
2012-01-11,21.35
2012-01-12,19.2
2012-01-13,20.0
2012-01-16,21.1
2012-01-17,21.15
2012-01-18,21.15
2012-01-19,21.6
2012-01-20,22.05
2012-01-23,22.05
2012-01-24,21.65
2012-01-25,21.95
2012-01-27,22.0
2012-01-30,21.65
2012-01-31,21.5
2012-02-01,21.8
2012-02-02,22.7
2012-02-03,22.45
2012-02-06,22.5
2012-02-07,22.35
2012-02-08,22.2
2012-02-09,22.05
2012-02-10,22.0
2012-02-13,22.25
2012-02-14,22.05
2012-02-15,23.3
2012-02-16,23.9
2012-02-17,23.25
2012-02-21,23.8
2012-02-22,23.1
2012-02-23,22.65
2012-02-24,22.8
2012-02-27,22.0
2012-02-28,22.4
2012-02-29,22.75
2012-03-01,22.8
2012-03-02,22.5
2012-03-03,23.0
2012-03-05,22.55
2012-03-06,22.5
2012-03-07,22.6
2012-03-09,22.1
2012-03-12,22.0
2012-03-13,21.6
2012-03-14,22.05
2012-03-15,22.3
2012-03-16,21.65
2012-03-19,21.9
2012-03-20,21.4
2012-03-21,21.35
2012-03-22,21.8
2012-03-23,21.35
2012-03-26,21.0
2012-03-27,20.4
2012-03-28,19.95
2012-03-29,19.95
2012-03-30,20.05
2012-04-02,20.0
2012-04-03,21.0
2012-04-04,21.8
2012-04-09,21.45
2012-04-10,22.0
2012-04-11,21.65
2012-04-12,21.4
2012-04-13,21.15
2012-04-16,20.65
2012-04-17,21.25
2012-04-18,21.65
2012-04-19,21.1
2012-04-20,21.05
2012-04-23,20.5
2012-04-24,20.25
2012-04-25,20.2
2012-04-26,20.0
2012-04-27,19.5
2012-04-28,19.05
2012-04-30,19.55
2012-05-02,19.95
2012-05-03,19.45
2012-05-04,19.3
2012-05-07,19.05
2012-05-08,19.5
2012-05-09,19.45
2012-05-10,19.15
2012-05-11,19.2
2012-05-14,19.05
2012-05-15,18.55
2012-05-16,18.85
2012-05-17,18.3
2012-05-18,18.75
2012-05-21,18.65
2012-05-22,18.45
2012-05-23,19.05
2012-05-24,19.2
2012-05-25,18.75
2012-05-28,19.35
2012-05-29,19.0
2012-05-30,18.55
2012-05-31,19.0
2012-06-01,19.0
2012-06-04,19.0
2012-06-05,18.4
2012-06-06,18.9
2012-06-07,19.0
2012-06-08,18.5
2012-06-11,19.0
2012-06-12,18.5
2012-06-13,19.2
2012-06-14,19.2
2012-06-15,19.0
2012-06-18,18.75
2012-06-19,18.6
2012-06-20,19.15
2012-06-21,19.0
2012-06-22,19.0
2012-06-25,19.2
2012-06-26,19.1
2012-06-27,19.0
2012-06-28,19.4
2012-06-29,19.25
2012-07-02,19.1
2012-07-03,19.4
2012-07-04,19.6
2012-07-05,21.2
2012-07-06,20.5
2012-07-09,20.25
2012-07-09,20.25
2012-07-10,20.3
2012-07-11,20.1
2012-07-12,20.0
2012-07-13,20.2
2012-07-16,19.4
2012-07-17,19.95
2012-07-18,19.55
2012-07-19,19.75
2012-07-20,19.25
2012-07-23,19.45
2012-07-24,20.65
2012-07-25,20.0
2012-07-26,19.5
2012-07-27,19.35
2012-07-30,19.25
2012-07-31,18.5
2012-08-01,18.65
2012-08-02,18.75
2012-08-03,18.6
2012-08-06,19.0
2012-08-07,18.9
2012-08-08,19.1
2012-08-09,18.7
2012-08-10,19.0
2012-08-13,19.25
2012-08-14,19.0
2012-08-16,18.9
2012-08-17,19.35
2012-08-21,20.05
2012-08-22,19.8
2012-08-23,20.3
2012-08-24,21.3
2012-08-27,20.85
2012-08-28,21.2
2012-08-29,21.0
2012-08-30,21.25
2012-08-31,20.95
2012-09-03,21.0
2012-09-04,21.0
2012-09-05,21.0
2012-09-06,21.2
2012-09-07,21.5
2012-09-08,21.1
2012-09-10,21.4
2012-09-11,21.3
2012-09-12,21.85
2012-09-13,20.8
2012-09-14,21.55
2012-09-17,22.05
2012-09-18,21.75
2012-09-20,22.0
2012-09-21,21.95
2012-09-24,22.5
2012-09-25,22.55
2012-09-26,21.85
2012-09-27,22.1
2012-09-28,22.2
2012-10-01,22.1
2012-10-03,22.4
2012-10-04,21.25
2012-10-05,21.25
2012-10-08,21.8
2012-10-09,21.75
2012-10-10,21.95
2012-10-11,21.6
2012-10-12,21.25
2012-10-15,21.95
2012-10-16,22.6
2012-10-17,22.7
2012-10-18,22.5
2012-10-19,22.7
2012-10-22,22.65
2012-10-23,22.05
2012-10-25,22.45
2012-10-26,22.05
2012-10-29,22.6
2012-10-30,22.45
2012-10-31,24.25
2012-11-01,24.6
2012-11-02,24.8
2012-11-05,28.75
2012-11-06,27.1
2012-11-07,28.0
2012-11-08,26.65
2012-11-09,26.15
2012-11-12,25.95
2012-11-13,25.95
2012-11-15,26.0
2012-11-16,25.15
2012-11-19,23.95
2012-11-20,25.4
2012-11-21,25.1
2012-11-22,24.8
2012-11-23,24.55
2012-11-26,24.25
2012-11-27,24.15
2012-11-29,25.85
2012-11-30,25.15
2012-12-03,24.6
2012-12-04,24.5
2012-12-05,24.4
2012-12-06,24.5
2012-12-07,24.1
2012-12-10,23.65
2012-12-11,23.5
2012-12-12,23.55
2012-12-13,24.1
2012-12-14,24.15
2012-12-17,24.25
2012-12-18,23.95
2012-12-19,23.5
2012-12-20,22.75
2012-12-21,23.05
2012-12-24,23.8
2012-12-26,24.05
2012-12-27,24.15
2012-12-28,24.5
2012-12-31,25.25
