Date,ULTRACEMCO
2012-10-05,1971.1
2012-10-08,2005.7
2012-10-09,2056.35
2012-10-10,2048.85
2012-10-11,2038.7
2012-10-12,2044.7
2012-10-15,2040.1
2012-10-16,2026.15
2012-10-17,2027.75
2012-10-18,2040.25
2012-10-19,2010.6
2012-10-22,2022.45
2012-10-23,2022.45
2012-10-25,2043.05
2012-10-26,2044.15
2012-10-29,2035.35
2012-10-30,2012.95
2012-10-31,1996.2
2012-11-01,1997.6
2012-11-02,2019.85
2012-11-05,2014.9
2012-11-06,2019.95
2012-11-07,2022.85
2012-11-08,2015.6
2012-11-09,2022.9
2012-11-12,2015.1
2012-11-13,1987.4
2012-11-15,1919.05
2012-11-16,1914.4
2012-11-19,1905.65
2012-11-20,1900.55
2012-11-21,1932.4
2012-11-22,1899.45
2012-11-23,1896.05
2012-11-26,1868.6
2012-11-27,1878.65
2012-11-29,1914.8
2012-11-30,1941.4
2012-12-03,1999.75
2012-12-04,1980.75
2012-12-05,1952.75
2012-12-06,1980.25
2012-12-07,1962.2
2012-12-10,1947.6
2012-12-11,1978.9
2012-12-12,1944.5
2012-12-13,1949.25
2012-12-14,1992.75
2012-12-17,1979.2
2012-12-18,2013.3
2012-12-19,2016.95
2012-12-20,2012.5
2012-12-21,1988.6
2012-12-24,1956.55
2012-12-26,1976.9
2012-12-27,1966.65
2012-12-28,1971.75
2012-12-31,1986.3
