Date,COX&KINGS
2012-01-02,155.1
2012-01-03,157.85
2012-01-04,163.8
2012-01-05,163.85
2012-01-06,159.35
2012-01-07,162.1
2012-01-09,160.9
2012-01-10,169.35
2012-01-11,178.0
2012-01-12,176.25
2012-01-13,196.85
2012-01-16,180.25
2012-01-17,178.0
2012-01-18,176.05
2012-01-19,179.25
2012-01-20,176.9
2012-01-23,176.1
2012-01-24,173.85
2012-01-25,173.75
2012-01-27,174.45
2012-01-30,171.5
2012-01-31,174.35
2012-02-01,179.0
2012-02-02,174.65
2012-02-03,176.25
2012-02-06,185.6
2012-02-07,185.4
2012-02-08,192.5
2012-02-09,192.45
2012-02-10,190.35
2012-02-13,181.2
2012-02-14,182.7
2012-02-15,185.05
2012-02-16,184.7
2012-02-17,190.95
2012-02-21,189.75
2012-02-22,179.4
2012-02-23,182.2
2012-02-24,178.9
2012-02-27,170.7
2012-02-28,172.7
2012-02-29,171.8
2012-03-01,172.75
2012-03-02,171.55
2012-03-03,174.35
2012-03-05,171.05
2012-03-06,169.45
2012-03-07,169.8
2012-03-09,172.0
2012-03-12,177.15
2012-03-13,190.0
2012-03-14,186.4
2012-03-15,185.95
2012-03-16,181.15
2012-03-19,183.65
2012-03-20,181.55
2012-03-21,181.65
2012-03-22,172.5
2012-03-23,171.6
2012-03-26,167.85
2012-03-27,159.4
2012-03-28,159.55
2012-03-29,156.3
2012-03-30,163.05
2012-04-02,166.55
2012-04-03,165.3
2012-04-04,163.2
2012-04-09,159.0
2012-04-10,155.75
2012-04-11,143.6
2012-04-12,143.95
2012-04-13,145.2
2012-04-16,145.9
2012-04-17,143.7
2012-04-18,142.7
2012-04-19,139.15
2012-04-20,137.8
2012-04-23,130.6
2012-04-24,136.1
2012-04-25,140.85
2012-04-26,145.65
2012-04-27,147.95
2012-04-28,145.65
2012-04-30,150.6
2012-05-02,152.45
2012-05-03,153.1
2012-05-04,149.9
2012-05-07,150.6
2012-05-08,153.2
2012-05-09,153.65
2012-05-10,157.95
2012-05-11,150.0
2012-05-14,144.55
2012-05-15,145.2
2012-05-16,144.3
2012-05-17,143.45
2012-05-18,139.95
2012-05-21,142.1
2012-05-22,143.15
2012-05-23,142.0
2012-05-24,139.65
2012-05-25,138.05
2012-05-28,141.05
2012-05-29,145.8
2012-05-30,145.8
2012-05-31,147.9
2012-06-01,147.05
2012-06-04,141.85
2012-06-05,141.4
2012-06-06,140.85
2012-06-07,139.75
2012-06-08,137.85
2012-06-11,131.75
2012-06-12,128.3
2012-06-13,125.6
2012-06-14,121.15
2012-06-15,123.4
2012-06-18,125.9
2012-06-19,125.65
2012-06-20,125.1
2012-06-21,123.1
2012-06-22,128.4
2012-06-25,130.2
2012-06-26,128.8
2012-06-27,131.25
2012-06-28,130.6
2012-06-29,131.5
2012-07-02,128.5
2012-07-03,128.95
2012-07-04,127.3
2012-07-05,134.95
2012-07-06,137.5
2012-07-09,139.1
2012-07-09,139.1
2012-07-10,139.2
2012-07-11,136.55
2012-07-12,135.1
2012-07-13,135.05
2012-07-16,135.0
2012-07-17,130.0
2012-07-18,130.1
2012-07-19,130.95
2012-07-20,129.35
2012-07-23,124.55
2012-07-24,122.95
2012-07-25,123.05
2012-07-26,125.05
2012-07-27,122.7
2012-07-30,124.5
2012-07-31,139.55
2012-08-01,142.65
2012-08-02,137.75
2012-08-03,138.95
2012-08-06,142.2
2012-08-07,141.8
2012-08-08,146.05
2012-08-09,142.0
2012-08-10,142.6
2012-08-13,147.75
2012-08-14,148.25
2012-08-16,146.1
2012-08-17,145.15
2012-08-21,140.2
2012-08-22,147.8
2012-08-23,143.8
2012-08-24,137.95
2012-08-27,134.3
2012-08-28,130.9
2012-08-29,127.7
2012-08-30,127.15
2012-08-31,129.9
2012-09-03,130.8
2012-09-04,131.75
2012-09-05,126.95
2012-09-06,127.35
2012-09-07,127.55
2012-09-08,129.55
2012-09-10,127.65
2012-09-11,126.85
2012-09-12,128.75
2012-09-13,131.8
2012-09-14,132.75
2012-09-17,131.3
2012-09-18,131.85
2012-09-20,131.0
2012-09-21,129.75
2012-09-24,133.55
2012-09-25,138.65
2012-09-26,143.35
2012-09-27,142.3
2012-09-28,138.85
2012-10-01,139.2
2012-10-03,138.65
2012-10-04,139.95
2012-10-05,138.25
2012-10-08,137.8
2012-10-09,140.8
2012-10-10,138.9
2012-10-11,139.1
2012-10-12,140.3
2012-10-15,139.7
2012-10-16,137.85
2012-10-17,136.8
2012-10-18,137.1
2012-10-19,140.45
2012-10-22,142.35
2012-10-23,140.7
2012-10-25,143.05
2012-10-26,140.1
2012-10-29,139.65
2012-10-30,137.9
2012-10-31,137.2
2012-11-01,140.55
2012-11-02,144.95
2012-11-05,149.85
2012-11-06,147.65
2012-11-07,145.8
2012-11-08,146.05
2012-11-09,143.45
2012-11-12,141.9
2012-11-13,143.75
2012-11-15,141.85
2012-11-16,138.6
2012-11-19,137.2
2012-11-20,138.0
2012-11-21,138.45
2012-11-22,135.2
2012-11-23,133.65
2012-11-26,135.15
2012-11-27,136.5
2012-11-29,135.85
2012-11-30,137.2
2012-12-03,137.5
2012-12-04,137.95
2012-12-05,136.7
2012-12-06,137.45
2012-12-07,142.7
2012-12-10,146.3
2012-12-11,143.1
2012-12-12,139.4
2012-12-13,138.25
2012-12-14,137.95
2012-12-17,138.2
2012-12-18,141.3
2012-12-19,142.1
2012-12-20,139.9
2012-12-21,139.85
2012-12-24,139.8
2012-12-26,137.2
2012-12-27,134.7
2012-12-28,134.5
2012-12-31,134.4
