Date,ELGIEQUIP
2012-01-02,65.5
2012-01-03,64.3
2012-01-04,64.4
2012-01-05,64.65
2012-01-06,64.05
2012-01-07,64.75
2012-01-09,64.45
2012-01-10,67.35
2012-01-11,67.15
2012-01-12,67.95
2012-01-13,67.8
2012-01-16,67.75
2012-01-17,67.15
2012-01-18,67.15
2012-01-19,67.0
2012-01-20,67.0
2012-01-23,67.3
2012-01-24,67.4
2012-01-25,68.75
2012-01-27,67.9
2012-01-30,69.7
2012-01-31,70.6
2012-02-01,70.1
2012-02-02,70.15
2012-02-03,68.65
2012-02-06,70.55
2012-02-07,75.05
2012-02-08,73.25
2012-02-09,73.5
2012-02-10,72.05
2012-02-13,72.0
2012-02-14,71.7
2012-02-15,72.7
2012-02-16,75.2
2012-02-17,75.15
2012-02-21,77.5
2012-02-22,76.7
2012-02-23,74.7
2012-02-24,73.6
2012-02-27,72.7
2012-02-28,73.15
2012-02-29,74.0
2012-03-01,73.9
2012-03-02,74.0
2012-03-03,72.7
2012-03-05,73.95
2012-03-06,74.25
2012-03-07,73.4
2012-03-09,73.9
2012-03-12,73.45
2012-03-13,74.35
2012-03-14,74.0
2012-03-15,74.1
2012-03-16,74.6
2012-03-19,74.55
2012-03-20,76.85
2012-03-21,75.05
2012-03-22,74.95
2012-03-23,74.85
2012-03-26,75.0
2012-03-27,75.0
2012-03-28,75.05
2012-03-29,75.35
2012-03-30,75.0
2012-04-02,76.05
2012-04-03,76.35
2012-04-04,79.2
2012-04-09,79.45
2012-04-10,79.65
2012-04-11,78.05
2012-04-12,78.6
2012-04-13,78.4
2012-04-16,78.1
2012-04-17,78.55
2012-04-18,78.3
2012-04-19,80.0
2012-04-20,80.3
2012-04-23,80.0
2012-04-24,80.05
2012-04-25,80.2
2012-04-26,80.05
2012-04-27,80.4
2012-04-28,80.05
2012-04-30,78.25
2012-05-02,76.45
2012-05-03,75.95
2012-05-04,75.0
2012-05-07,75.5
2012-05-08,78.8
2012-05-09,75.0
2012-05-10,75.0
2012-05-11,75.4
2012-05-14,75.05
2012-05-15,75.0
2012-05-16,75.0
2012-05-17,75.05
2012-05-18,76.8
2012-05-21,77.25
2012-05-22,77.0
2012-05-23,77.4
2012-05-24,77.05
2012-05-25,78.0
2012-05-28,78.95
2012-05-29,77.9
2012-05-30,77.55
2012-05-31,78.0
2012-06-01,77.1
2012-06-04,77.15
2012-06-05,77.7
2012-06-06,77.45
2012-06-07,77.4
2012-06-08,78.0
2012-06-11,78.0
2012-06-12,78.6
2012-06-13,78.5
2012-06-14,78.35
2012-06-15,78.6
2012-06-18,77.75
2012-06-19,77.55
2012-06-20,78.5
2012-06-21,79.1
2012-06-22,78.35
2012-06-25,80.1
2012-06-26,80.1
2012-06-27,80.2
2012-06-28,80.8
2012-06-29,80.15
2012-07-02,80.0
2012-07-03,81.05
2012-07-04,81.55
2012-07-05,81.55
2012-07-06,81.35
2012-07-09,81.55
2012-07-09,81.55
2012-07-10,81.05
2012-07-11,80.25
2012-07-12,80.05
2012-07-13,84.0
2012-07-16,83.85
2012-07-17,83.0
2012-07-18,84.05
2012-07-19,82.65
2012-07-20,83.1
2012-07-23,82.45
2012-07-24,82.45
2012-07-25,81.25
2012-07-26,81.95
2012-07-27,83.75
2012-07-30,83.95
2012-07-31,84.5
2012-08-01,83.95
2012-08-02,84.1
2012-08-03,84.9
2012-08-06,84.0
2012-08-07,84.2
2012-08-08,84.95
2012-08-09,86.0
2012-08-10,85.3
2012-08-13,86.1
2012-08-14,84.8
2012-08-16,83.4
2012-08-17,81.2
2012-08-21,82.4
2012-08-22,82.0
2012-08-23,82.35
2012-08-24,82.1
2012-08-27,82.05
2012-08-28,81.25
2012-08-29,77.55
2012-08-30,77.7
2012-08-31,81.35
2012-09-03,78.3
2012-09-04,78.3
2012-09-05,78.85
2012-09-06,78.95
2012-09-07,78.1
2012-09-08,78.9
2012-09-10,78.0
2012-09-11,79.85
2012-09-12,80.05
2012-09-13,80.0
2012-09-14,80.5
2012-09-17,81.7
2012-09-18,81.55
2012-09-20,80.85
2012-09-21,81.3
2012-09-24,83.25
2012-09-25,83.7
2012-09-26,82.0
2012-09-27,83.0
2012-09-28,83.2
2012-10-01,83.0
2012-10-03,83.65
2012-10-04,85.3
2012-10-05,90.45
2012-10-08,87.9
2012-10-09,86.65
2012-10-10,86.4
2012-10-11,85.85
2012-10-12,86.05
2012-10-15,84.85
2012-10-16,84.35
2012-10-17,84.05
2012-10-18,84.75
2012-10-19,83.85
2012-10-22,83.25
2012-10-23,83.85
2012-10-25,86.55
2012-10-26,85.1
2012-10-29,86.5
2012-10-30,85.2
2012-10-31,91.25
2012-11-01,87.4
2012-11-02,86.1
2012-11-05,86.1
2012-11-06,87.25
2012-11-07,86.8
2012-11-08,86.55
2012-11-09,86.45
2012-11-12,88.55
2012-11-13,88.25
2012-11-15,89.6
2012-11-16,88.4
2012-11-19,87.95
2012-11-20,88.0
2012-11-21,88.0
2012-11-22,86.55
2012-11-23,87.15
2012-11-26,87.35
2012-11-27,87.0
2012-11-29,87.0
2012-11-30,87.5
2012-12-03,87.55
2012-12-04,87.5
2012-12-05,87.75
2012-12-06,88.55
2012-12-07,87.75
2012-12-10,87.65
2012-12-11,88.7
2012-12-12,95.65
2012-12-13,90.95
2012-12-14,88.7
2012-12-17,87.9
2012-12-18,88.1
2012-12-19,88.2
2012-12-20,88.1
2012-12-21,88.0
2012-12-24,88.2
2012-12-26,88.1
2012-12-27,88.15
2012-12-28,91.3
2012-12-31,92.3
