Date,FEDDERELEC
2012-01-02,51.8
2012-01-03,52.25
2012-01-04,52.05
2012-01-05,52.5
2012-01-06,51.75
2012-01-07,51.9
2012-01-09,52.9
2012-01-10,56.65
2012-01-11,57.05
2012-01-12,55.55
2012-01-13,56.65
2012-01-16,57.25
2012-01-17,59.5
2012-01-18,57.5
2012-01-19,58.0
2012-01-20,57.9
2012-01-23,55.25
2012-01-24,55.85
2012-01-25,57.1
2012-01-27,59.1
2012-01-30,57.15
2012-01-31,58.05
2012-02-01,61.1
2012-02-02,61.25
2012-02-03,60.3
2012-02-06,60.4
2012-02-07,58.1
2012-02-08,58.3
2012-02-09,60.5
2012-02-10,60.7
2012-02-13,59.95
2012-02-14,60.55
2012-02-15,63.05
2012-02-16,65.75
2012-02-17,63.75
2012-02-21,62.55
2012-02-22,58.7
2012-02-23,58.95
2012-02-24,58.95
2012-02-27,57.0
2012-02-28,57.95
2012-02-29,57.2
2012-03-01,57.1
2012-03-02,60.7
2012-03-03,61.4
2012-03-05,59.8
2012-03-06,58.8
2012-03-07,58.3
2012-03-09,58.95
2012-03-12,58.8
2012-03-13,58.7
2012-03-14,58.6
2012-03-15,58.75
2012-03-16,58.0
2012-03-19,57.55
2012-03-20,56.5
2012-03-21,57.5
2012-03-22,56.15
2012-03-23,56.05
2012-03-26,55.0
2012-03-27,53.85
2012-03-28,51.35
2012-03-29,52.4
2012-03-30,53.65
2012-04-02,55.35
2012-04-03,59.85
2012-04-04,59.9
2012-04-09,59.9
2012-04-10,59.25
2012-04-11,58.45
2012-04-12,61.2
2012-04-13,59.75
2012-04-16,61.0
2012-04-17,60.4
2012-04-18,59.1
2012-04-19,57.8
2012-04-20,57.0
2012-04-23,57.4
2012-04-24,56.45
2012-04-25,56.85
2012-04-26,57.6
2012-04-27,56.5
2012-04-28,56.05
2012-04-30,55.4
2012-05-02,55.4
2012-05-03,54.55
2012-05-04,52.85
2012-05-07,52.85
2012-05-08,52.8
2012-05-09,52.1
2012-05-10,51.65
2012-05-11,50.5
2012-05-14,49.8
2012-05-15,51.4
2012-05-16,50.3
2012-05-17,50.35
2012-05-18,50.9
2012-05-21,52.7
2012-05-22,50.95
2012-05-23,49.55
2012-05-24,50.05
2012-05-25,50.05
2012-05-28,50.2
2012-05-29,50.1
2012-05-30,49.5
2012-05-31,48.8
2012-06-01,48.55
2012-06-04,47.95
2012-06-05,48.7
2012-06-06,49.45
2012-06-07,49.4
2012-06-08,49.95
2012-06-11,50.3
2012-06-12,49.4
2012-06-13,49.35
2012-06-14,49.55
2012-06-15,49.4
2012-06-18,48.85
2012-06-19,48.8
2012-06-20,48.55
2012-06-21,48.6
2012-06-22,49.15
2012-06-25,49.45
2012-06-26,49.25
2012-06-27,49.4
2012-06-28,49.45
2012-06-29,50.75
2012-07-02,52.95
2012-07-03,54.45
2012-07-04,59.85
2012-07-05,58.25
2012-07-06,58.15
2012-07-09,56.7
2012-07-09,56.7
2012-07-10,56.3
2012-07-11,57.4
2012-07-12,56.55
2012-07-13,57.05
2012-07-16,55.45
2012-07-17,54.95
2012-07-18,54.75
2012-07-19,54.75
2012-07-20,54.3
2012-07-23,53.15
2012-07-24,52.5
2012-07-25,52.15
2012-07-26,51.1
2012-07-27,51.0
2012-07-30,51.55
2012-07-31,52.15
2012-08-01,52.0
2012-08-02,52.9
2012-08-03,51.0
2012-08-06,52.9
2012-08-07,55.1
2012-08-08,54.6
2012-08-09,48.7
2012-08-10,48.0
2012-08-13,48.35
2012-08-14,48.45
2012-08-16,46.8
2012-08-17,48.4
2012-08-21,47.6
2012-08-22,47.3
2012-08-23,46.8
2012-08-24,45.9
2012-08-27,44.75
2012-08-28,42.85
2012-08-29,46.0
2012-08-30,43.6
2012-08-31,43.45
2012-09-03,43.25
2012-09-04,43.3
2012-09-05,42.75
2012-09-06,42.8
2012-09-07,43.15
2012-09-08,43.2
2012-09-10,44.35
2012-09-11,48.5
2012-09-12,47.05
2012-09-13,45.8
2012-09-14,46.5
2012-09-17,47.0
2012-09-18,48.85
2012-09-20,47.75
2012-09-21,48.05
2012-09-24,49.15
2012-09-25,56.75
2012-09-26,51.3
2012-09-27,51.45
2012-09-28,51.55
2012-10-01,54.7
2012-10-03,52.45
2012-10-04,53.95
2012-10-05,54.3
2012-10-08,54.8
2012-10-09,54.3
2012-10-10,53.55
2012-10-11,52.85
2012-10-12,57.85
2012-10-15,58.1
2012-10-16,56.3
2012-10-17,55.55
2012-10-18,55.25
2012-10-19,56.1
2012-10-22,55.3
2012-10-23,54.5
2012-10-25,55.7
2012-10-26,55.95
2012-10-29,54.5
2012-10-30,54.3
2012-10-31,53.55
2012-11-01,53.95
2012-11-02,53.8
2012-11-05,53.25
2012-11-06,52.35
2012-11-07,52.7
2012-11-08,52.75
2012-11-09,51.95
2012-11-12,51.2
2012-11-13,50.85
2012-11-15,51.5
2012-11-16,50.8
2012-11-19,50.8
2012-11-20,49.25
2012-11-21,49.1
2012-11-22,48.4
2012-11-23,53.5
2012-11-26,46.45
2012-11-27,46.5
2012-11-29,46.8
2012-11-30,46.25
2012-12-03,46.95
2012-12-04,47.1
2012-12-05,47.45
2012-12-06,46.9
2012-12-07,47.2
2012-12-10,47.1
2012-12-11,46.95
2012-12-12,46.9
2012-12-13,46.25
2012-12-14,46.15
2012-12-17,46.7
2012-12-18,46.75
2012-12-19,47.8
2012-12-20,47.0
2012-12-21,46.15
2012-12-24,45.35
2012-12-26,45.45
2012-12-27,45.25
2012-12-28,44.7
2012-12-31,44.75
