Date,KOTAKGOLD
2012-01-02,2623.55
2012-01-03,2654.25
2012-01-04,2678.7
2012-01-05,2668.4
2012-01-06,2684.55
2012-01-07,2675.35
2012-01-09,2664.7
2012-01-10,2649.0
2012-01-11,2653.1
2012-01-12,2672.15
2012-01-13,2637.1
2012-01-16,2645.65
2012-01-17,2665.5
2012-01-18,2652.1
2012-01-19,2647.9
2012-01-20,2634.1
2012-01-23,2649.65
2012-01-24,2639.9
2012-01-25,2628.55
2012-01-27,2693.45
2012-01-30,2705.2
2012-01-31,2718.05
2012-02-01,2710.75
2012-02-02,2701.6
2012-02-03,2713.5
2012-02-06,2655.1
2012-02-07,2667.8
2012-02-08,2701.45
2012-02-09,2708.5
2012-02-10,2694.8
2012-02-13,2686.8
2012-02-14,2673.2
2012-02-15,2683.6
2012-02-16,2681.1
2012-02-17,2684.7
2012-02-21,2700.4
2012-02-22,2713.35
2012-02-23,2762.05
2012-02-24,2755.2
2012-02-27,2734.45
2012-02-28,2743.75
2012-02-29,2741.6
2012-03-01,2656.6
2012-03-02,2676.6
2012-03-03,2677.0
2012-03-05,2669.9
2012-03-06,2675.8
2012-03-07,2665.25
2012-03-09,2661.8
2012-03-12,2684.5
2012-03-13,2670.65
2012-03-14,2631.05
2012-03-15,2621.85
2012-03-16,2647.0
2012-03-19,2661.25
2012-03-20,2651.75
2012-03-21,2666.95
2012-03-22,2663.45
2012-03-23,2673.85
2012-03-26,2715.35
2012-03-27,2712.95
2012-03-28,2689.35
2012-03-29,2680.1
2012-03-30,2681.15
2012-04-02,2688.5
2012-04-03,2689.95
2012-04-04,2667.9
2012-04-09,2685.45
2012-04-10,2684.55
2012-04-11,2703.4
2012-04-12,2705.3
2012-04-13,2720.1
2012-04-16,2707.8
2012-04-17,2708.7
2012-04-18,2721.05
2012-04-19,2727.95
2012-04-20,2733.45
2012-04-23,2769.3
2012-04-24,2774.9
2012-04-25,2757.3
2012-04-26,2751.8
2012-04-27,2755.0
2012-04-28,2759.5
2012-04-30,2767.95
2012-05-02,2768.85
2012-05-03,2773.05
2012-05-04,2773.25
2012-05-07,2760.1
2012-05-08,2750.1
2012-05-09,2716.75
2012-05-10,2708.6
2012-05-11,2703.7
2012-05-14,2686.35
2012-05-15,2669.35
2012-05-16,2656.3
2012-05-17,2688.95
2012-05-18,2742.75
2012-05-21,2757.05
2012-05-22,2752.2
2012-05-23,2752.5
2012-05-24,2758.95
2012-05-25,2740.5
2012-05-28,2751.8
2012-05-29,2760.6
2012-05-30,2746.1
2012-05-31,2761.85
2012-06-01,2748.4
2012-06-04,2812.25
2012-06-05,2817.85
2012-06-06,2835.65
2012-06-07,2813.45
2012-06-08,2766.25
2012-06-11,2800.85
2012-06-12,2807.35
2012-06-13,2833.3
2012-06-14,2840.0
2012-06-15,2844.05
2012-06-18,2841.95
2012-06-19,2881.15
2012-06-20,2859.0
2012-06-21,2850.15
2012-06-22,2836.45
2012-06-25,2834.1
2012-06-26,2854.45
2012-06-27,2848.8
2012-06-28,2833.65
2012-06-29,2818.4
2012-07-02,2822.9
