Date,SINTEX
2012-01-02,65.2
2012-01-03,67.5
2012-01-04,65.2
2012-01-05,65.0
2012-01-06,65.25
2012-01-07,65.95
2012-01-09,62.85
2012-01-10,69.05
2012-01-11,71.75
2012-01-12,72.2
2012-01-13,71.85
2012-01-16,69.7
2012-01-17,71.8
2012-01-18,72.8
2012-01-19,74.05
2012-01-20,71.5
2012-01-23,71.3
2012-01-24,73.1
2012-01-25,78.65
2012-01-27,83.35
2012-01-30,77.5
2012-01-31,80.5
2012-02-01,85.3
2012-02-02,92.15
2012-02-03,98.25
2012-02-06,99.75
2012-02-07,94.2
2012-02-08,92.2
2012-02-09,95.8
2012-02-10,92.65
2012-02-13,94.35
2012-02-14,95.75
2012-02-15,101.3
2012-02-16,100.05
2012-02-17,97.65
2012-02-21,98.85
2012-02-22,92.55
2012-02-23,89.85
2012-02-24,87.7
2012-02-27,79.35
2012-02-28,86.0
2012-02-29,85.5
2012-03-01,85.1
2012-03-02,84.8
2012-03-03,84.35
2012-03-05,78.65
2012-03-06,78.85
2012-03-07,78.5
2012-03-09,83.6
2012-03-12,86.0
2012-03-13,87.5
2012-03-14,89.45
2012-03-15,83.8
2012-03-16,84.2
2012-03-19,82.5
2012-03-20,84.05
2012-03-21,88.7
2012-03-22,82.7
2012-03-23,84.15
2012-03-26,80.75
2012-03-27,84.7
2012-03-28,83.45
2012-03-29,82.6
2012-03-30,86.25
2012-04-02,87.3
2012-04-03,88.9
2012-04-04,86.4
2012-04-09,82.65
2012-04-10,83.95
2012-04-11,82.8
2012-04-12,84.45
2012-04-13,82.0
2012-04-16,83.55
2012-04-17,83.0
2012-04-18,81.35
2012-04-19,81.6
2012-04-20,80.85
2012-04-23,79.4
2012-04-24,77.95
2012-04-25,74.8
2012-04-26,71.85
2012-04-27,69.95
2012-04-28,71.85
2012-04-30,73.9
2012-05-02,71.25
2012-05-03,67.25
2012-05-04,63.45
2012-05-07,64.1
2012-05-08,61.25
2012-05-09,61.7
2012-05-10,61.05
2012-05-11,58.45
2012-05-14,55.3
2012-05-15,56.05
2012-05-16,53.15
2012-05-17,51.95
2012-05-18,52.8
2012-05-21,52.05
2012-05-22,51.8
2012-05-23,51.8
2012-05-24,53.5
2012-05-25,55.1
2012-05-28,56.7
2012-05-29,55.05
2012-05-30,53.8
2012-05-31,53.9
2012-06-01,51.8
2012-06-04,52.0
2012-06-05,52.7
2012-06-06,54.3
2012-06-07,55.5
2012-06-08,55.7
2012-06-11,56.7
2012-06-12,57.7
2012-06-13,58.4
2012-06-14,57.35
2012-06-15,58.05
2012-06-18,57.35
2012-06-19,57.9
2012-06-20,60.75
2012-06-21,61.75
2012-06-22,60.8
2012-06-25,59.85
2012-06-26,58.9
2012-06-27,58.35
2012-06-28,58.5
2012-06-29,61.5
2012-07-02,62.4
2012-07-03,65.25
2012-07-04,67.0
2012-07-05,66.8
2012-07-06,64.85
2012-07-09,63.1
2012-07-10,65.4
2012-07-11,65.7
2012-07-12,64.5
2012-07-13,66.65
2012-07-16,65.9
2012-07-17,63.7
2012-07-18,64.7
2012-07-19,64.55
2012-07-20,63.15
2012-07-23,61.25
2012-07-24,61.4
2012-07-25,60.8
2012-07-26,57.95
2012-07-27,56.8
2012-07-30,59.65
2012-07-31,60.0
2012-08-01,60.65
2012-08-02,61.9
2012-08-03,60.7
2012-08-06,61.4
2012-08-07,61.9
2012-08-08,60.05
2012-08-09,59.1
2012-08-10,59.75
2012-08-13,60.95
2012-08-14,61.8
2012-08-16,61.4
2012-08-17,60.05
2012-08-21,61.25
2012-08-22,59.75
2012-08-23,59.05
2012-08-24,57.7
2012-08-27,56.55
2012-08-28,55.5
2012-08-29,54.1
2012-08-30,54.5
2012-08-31,53.75
2012-09-03,53.9
2012-09-04,56.45
2012-09-05,55.35
2012-09-06,55.3
2012-09-07,56.45
2012-09-08,57.05
2012-09-10,57.85
2012-09-11,58.5
2012-09-12,58.8
2012-09-13,57.1
2012-09-14,58.7
2012-09-17,62.3
2012-09-18,63.6
2012-09-20,62.25
2012-09-21,65.9
2012-09-24,66.7
2012-09-25,66.5
2012-09-26,65.8
2012-09-27,65.7
2012-09-28,66.6
2012-10-01,65.95
2012-10-03,71.1
2012-10-04,71.75
2012-10-05,72.25
2012-10-08,70.95
2012-10-09,72.8
2012-10-10,70.5
2012-10-11,74.15
2012-10-12,73.75
2012-10-15,73.3
2012-10-16,72.55
2012-10-17,71.8
2012-10-18,72.8
2012-10-19,70.6
2012-10-22,71.55
2012-10-23,70.45
2012-10-25,68.4
2012-10-26,66.4
2012-10-29,65.9
2012-10-30,64.8
2012-10-31,64.55
2012-11-01,66.05
2012-11-02,65.9
2012-11-05,64.6
2012-11-06,64.8
2012-11-07,66.05
2012-11-08,66.8
2012-11-09,66.1
2012-11-12,65.55
2012-11-13,65.6
2012-11-15,66.85
2012-11-16,64.0
2012-11-19,60.05
2012-11-20,59.75
2012-11-21,59.45
2012-11-22,58.7
2012-11-23,58.3
2012-11-26,59.35
2012-11-27,61.65
2012-11-29,62.05
2012-11-30,63.65
2012-12-03,63.95
2012-12-04,63.55
2012-12-05,64.7
2012-12-06,65.65
2012-12-07,64.6
2012-12-10,65.05
2012-12-11,65.7
2012-12-12,66.05
2012-12-13,64.0
2012-12-14,64.15
2012-12-17,64.4
2012-12-18,66.0
2012-12-19,68.9
2012-12-20,67.95
2012-12-21,65.2
2012-12-24,64.55
2012-12-26,64.6
2012-12-27,63.95
2012-12-28,65.2
2012-12-31,65.2
