Date,OMAXE
2012-01-02,136.6
2012-01-03,138.7
2012-01-04,138.85
2012-01-05,135.75
2012-01-06,136.1
2012-01-07,136.2
2012-01-09,136.7
2012-01-10,140.0
2012-01-11,140.1
2012-01-12,139.8
2012-01-13,139.85
2012-01-16,139.8
2012-01-17,142.95
2012-01-18,142.95
2012-01-19,143.9
2012-01-20,144.45
2012-01-23,145.25
2012-01-24,149.05
2012-01-25,148.2
2012-01-27,150.2
2012-01-30,147.85
2012-01-31,149.05
2012-02-01,149.05
2012-02-02,149.45
2012-02-03,151.0
2012-02-06,150.75
2012-02-07,144.15
2012-02-08,147.3
2012-02-09,150.15
2012-02-10,150.6
2012-02-13,151.0
2012-02-14,151.95
2012-02-15,156.9
2012-02-16,158.5
2012-02-17,158.85
2012-02-21,159.3
2012-02-22,157.15
2012-02-23,155.85
2012-02-24,154.95
2012-02-27,153.75
2012-02-28,155.25
2012-02-29,155.2
2012-03-01,154.45
2012-03-02,153.9
2012-03-03,153.95
2012-03-05,152.5
2012-03-06,152.8
2012-03-07,152.7
2012-03-09,153.2
2012-03-12,153.45
2012-03-13,154.3
2012-03-14,154.7
2012-03-15,153.45
2012-03-16,153.4
2012-03-19,152.45
2012-03-20,152.35
2012-03-21,153.95
2012-03-22,152.0
2012-03-23,152.9
2012-03-26,152.35
2012-03-27,153.0
2012-03-28,153.5
2012-03-29,152.65
2012-03-30,152.6
2012-04-02,152.35
2012-04-03,153.9
2012-04-04,153.55
2012-04-09,151.85
2012-04-10,151.6
2012-04-11,151.4
2012-04-12,151.95
2012-04-13,151.65
2012-04-16,150.45
2012-04-17,152.85
2012-04-18,153.0
2012-04-19,152.4
2012-04-20,152.45
2012-04-23,150.0
2012-04-24,150.7
2012-04-25,150.4
2012-04-26,152.25
2012-04-27,151.5
2012-04-28,151.4
2012-04-30,151.4
2012-05-02,151.15
2012-05-03,150.45
2012-05-04,147.75
2012-05-07,148.3
2012-05-08,148.3
2012-05-09,147.85
2012-05-10,149.35
2012-05-11,147.75
2012-05-14,146.7
2012-05-15,147.65
2012-05-16,145.8
2012-05-17,145.95
2012-05-18,145.0
2012-05-21,145.2
2012-05-22,145.25
2012-05-23,145.5
2012-05-24,145.65
2012-05-25,145.25
2012-05-28,145.3
2012-05-29,145.3
2012-05-30,145.15
2012-05-31,145.2
2012-06-01,145.0
2012-06-04,145.45
2012-06-05,145.25
2012-06-06,147.75
2012-06-07,148.25
2012-06-08,148.25
2012-06-11,148.35
2012-06-12,151.1
2012-06-13,151.4
2012-06-14,151.0
2012-06-15,151.45
2012-06-18,149.8
2012-06-19,149.65
2012-06-20,150.05
2012-06-21,150.8
2012-06-22,150.65
2012-06-25,150.1
2012-06-26,150.05
2012-06-27,150.3
2012-06-28,150.5
2012-06-29,153.45
2012-07-02,154.55
2012-07-03,154.9
2012-07-04,155.65
2012-07-05,155.8
2012-07-06,155.95
2012-07-09,154.85
2012-07-09,154.85
2012-07-10,154.05
2012-07-11,153.8
2012-07-12,152.65
2012-07-13,152.5
2012-07-16,150.95
2012-07-17,151.2
2012-07-18,151.3
2012-07-19,151.5
2012-07-20,150.3
2012-07-23,149.9
2012-07-24,150.0
2012-07-25,150.25
2012-07-26,151.9
2012-07-27,152.4
2012-07-30,153.15
2012-07-31,153.3
2012-08-01,153.65
2012-08-02,153.0
2012-08-03,153.2
2012-08-06,152.5
2012-08-07,153.95
2012-08-08,153.5
2012-08-09,156.65
2012-08-10,156.9
2012-08-13,156.9
2012-08-14,156.7
2012-08-16,155.9
2012-08-17,155.35
2012-08-21,156.15
2012-08-22,153.8
2012-08-23,152.75
2012-08-24,153.1
2012-08-27,153.05
2012-08-28,152.05
2012-08-29,152.3
2012-08-30,152.2
2012-08-31,151.25
2012-09-03,151.9
2012-09-04,150.4
2012-09-05,150.6
2012-09-06,150.1
2012-09-07,152.0
2012-09-08,152.05
2012-09-10,152.45
2012-09-11,152.15
2012-09-12,152.2
2012-09-13,152.35
2012-09-14,153.0
2012-09-17,157.3
2012-09-18,157.05
2012-09-20,156.2
2012-09-21,158.75
2012-09-24,157.8
2012-09-25,156.95
2012-09-26,157.0
2012-09-27,156.75
2012-09-28,158.0
2012-10-01,158.0
2012-10-03,157.7
2012-10-04,166.2
2012-10-05,163.75
2012-10-08,159.9
2012-10-09,162.0
2012-10-10,158.8
2012-10-11,162.95
2012-10-12,163.45
2012-10-15,162.95
2012-10-16,160.2
2012-10-17,160.85
2012-10-18,164.3
2012-10-19,159.25
2012-10-22,157.6
2012-10-23,157.45
2012-10-25,157.45
2012-10-26,155.65
2012-10-29,157.85
2012-10-30,155.65
2012-10-31,157.0
2012-11-01,159.75
2012-11-02,159.55
2012-11-05,159.15
2012-11-06,159.75
2012-11-07,159.2
2012-11-08,158.55
2012-11-09,159.6
2012-11-12,159.6
2012-11-13,159.85
2012-11-15,159.8
2012-11-16,156.3
2012-11-19,156.6
2012-11-20,157.5
2012-11-21,161.6
2012-11-22,160.75
2012-11-23,160.85
2012-11-26,160.65
2012-11-27,161.95
2012-11-29,162.15
2012-11-30,165.9
2012-12-03,164.8
2012-12-04,164.55
2012-12-05,167.95
2012-12-06,167.85
2012-12-07,167.6
2012-12-10,167.55
2012-12-11,165.95
2012-12-12,166.25
2012-12-13,166.0
2012-12-14,166.3
2012-12-17,165.05
2012-12-18,167.6
2012-12-19,167.65
2012-12-20,167.8
2012-12-21,166.35
2012-12-24,166.75
2012-12-26,165.75
2012-12-27,165.25
2012-12-28,162.8
2012-12-31,163.0
