Date,IDEA
2012-01-02,83.05
2012-01-03,83.35
2012-01-04,82.0
2012-01-05,82.45
2012-01-06,82.1
2012-01-07,81.65
2012-01-09,81.6
2012-01-10,82.1
2012-01-11,82.0
2012-01-12,81.65
2012-01-13,85.45
2012-01-16,87.45
2012-01-17,89.35
2012-01-18,86.5
2012-01-19,84.75
2012-01-20,84.3
2012-01-23,87.35
2012-01-24,93.5
2012-01-25,94.05
2012-01-27,94.3
2012-01-30,90.55
2012-01-31,95.35
2012-02-01,93.15
2012-02-02,95.85
2012-02-03,93.7
2012-02-06,96.8
2012-02-07,92.9
2012-02-08,92.25
2012-02-09,93.05
2012-02-10,92.7
2012-02-13,91.4
2012-02-14,91.2
2012-02-15,93.75
2012-02-16,92.95
2012-02-17,91.0
2012-02-21,93.0
2012-02-22,90.7
2012-02-23,92.9
2012-02-24,93.0
2012-02-27,93.2
2012-02-28,94.65
2012-02-29,94.5
2012-03-01,93.25
2012-03-02,95.0
2012-03-03,94.8
2012-03-05,95.35
2012-03-06,94.85
2012-03-07,93.05
2012-03-09,94.05
2012-03-12,96.4
2012-03-13,97.15
2012-03-14,99.3
2012-03-15,99.1
2012-03-16,98.65
2012-03-19,96.6
2012-03-20,97.1
2012-03-21,98.05
2012-03-22,97.65
2012-03-23,98.0
2012-03-26,98.7
2012-03-27,98.6
2012-03-28,98.15
2012-03-29,96.7
2012-03-30,98.8
2012-04-02,99.6
2012-04-03,100.35
2012-04-04,99.95
2012-04-09,98.15
2012-04-10,98.8
2012-04-11,98.5
2012-04-12,97.5
2012-04-13,96.9
2012-04-16,94.55
2012-04-17,93.5
2012-04-18,89.95
2012-04-19,87.0
2012-04-20,88.2
2012-04-23,83.4
2012-04-24,79.9
2012-04-25,80.1
2012-04-26,83.35
2012-04-27,81.05
2012-04-28,80.85
2012-04-30,78.5
2012-05-02,80.5
2012-05-03,80.3
2012-05-04,78.65
2012-05-07,81.1
2012-05-08,78.95
2012-05-09,79.05
2012-05-10,80.45
2012-05-11,82.05
2012-05-14,81.1
2012-05-15,82.85
2012-05-16,81.95
2012-05-17,82.4
2012-05-18,81.5
2012-05-21,82.15
2012-05-22,77.7
2012-05-23,74.8
2012-05-24,77.5
2012-05-25,77.6
2012-05-28,79.2
2012-05-29,77.8
2012-05-30,78.6
2012-05-31,76.0
2012-06-01,76.15
2012-06-04,76.35
2012-06-05,76.0
2012-06-06,77.25
2012-06-07,78.15
2012-06-08,78.95
2012-06-11,77.85
2012-06-12,78.15
2012-06-13,76.7
2012-06-14,76.85
2012-06-15,76.95
2012-06-18,75.6
2012-06-19,77.4
2012-06-20,76.8
2012-06-21,77.65
2012-06-22,76.0
2012-06-25,74.9
2012-06-26,74.0
2012-06-27,74.25
2012-06-28,74.55
2012-06-29,75.8
2012-07-02,77.65
2012-07-03,81.85
2012-07-04,86.3
2012-07-05,85.9
2012-07-06,85.4
2012-07-09,85.0
2012-07-09,85.0
2012-07-10,85.3
2012-07-11,84.95
2012-07-12,82.55
2012-07-13,83.0
2012-07-16,84.3
2012-07-17,84.85
2012-07-18,83.85
2012-07-19,80.4
2012-07-20,81.7
2012-07-23,80.2
2012-07-24,78.75
2012-07-25,79.15
2012-07-26,79.05
2012-07-27,80.1
2012-07-30,81.3
2012-07-31,79.95
2012-08-01,79.9
2012-08-02,81.8
2012-08-03,81.2
2012-08-06,80.3
2012-08-07,79.85
2012-08-08,76.3
2012-08-09,72.3
2012-08-10,74.0
2012-08-13,75.35
2012-08-14,75.65
2012-08-16,74.85
2012-08-17,75.6
2012-08-21,75.7
2012-08-22,75.4
2012-08-23,75.45
2012-08-24,75.0
2012-08-27,75.0
2012-08-28,74.55
2012-08-29,74.5
2012-08-30,75.1
2012-08-31,74.65
2012-09-03,74.5
2012-09-04,75.4
2012-09-05,77.4
2012-09-06,77.0
2012-09-07,78.7
2012-09-08,78.6
2012-09-10,80.2
2012-09-11,80.6
2012-09-12,80.8
2012-09-13,82.85
2012-09-14,84.0
2012-09-17,86.25
2012-09-18,86.0
2012-09-20,87.95
2012-09-21,87.95
2012-09-24,86.2
2012-09-25,86.5
2012-09-26,85.95
2012-09-27,85.95
2012-09-28,85.3
2012-10-01,84.25
2012-10-03,82.65
2012-10-04,84.0
2012-10-05,81.8
2012-10-08,84.75
2012-10-09,82.05
2012-10-10,79.95
2012-10-11,81.75
2012-10-12,80.1
2012-10-15,81.0
2012-10-16,81.3
2012-10-17,81.2
2012-10-18,81.25
2012-10-19,81.9
2012-10-22,81.35
2012-10-23,81.4
2012-10-25,81.75
2012-10-26,81.3
2012-10-29,83.55
2012-10-30,84.35
2012-10-31,85.6
2012-11-01,85.85
2012-11-02,86.5
2012-11-05,86.2
2012-11-06,85.05
2012-11-07,87.6
2012-11-08,91.1
2012-11-09,93.2
2012-11-12,92.35
2012-11-13,92.2
2012-11-15,94.95
2012-11-16,95.1
2012-11-19,94.45
2012-11-20,93.85
2012-11-21,92.4
2012-11-22,93.05
2012-11-23,92.75
2012-11-26,95.25
2012-11-27,100.1
2012-11-29,99.4
2012-11-30,97.05
2012-12-03,97.0
2012-12-04,97.5
2012-12-05,97.65
2012-12-06,98.05
2012-12-07,97.05
2012-12-10,95.7
2012-12-11,93.55
2012-12-12,94.75
2012-12-13,95.7
2012-12-14,95.8
2012-12-17,94.75
2012-12-18,95.2
2012-12-19,95.5
2012-12-20,99.05
2012-12-21,97.6
2012-12-24,99.1
2012-12-26,102.05
2012-12-27,105.15
2012-12-28,103.9
2012-12-31,103.8
