Date,POWERGRID
2012-01-02,100.0
2012-01-03,100.9
2012-01-04,101.5
2012-01-05,101.3
2012-01-06,99.75
2012-01-07,99.85
2012-01-09,101.4
2012-01-10,102.6
2012-01-11,100.2
2012-01-12,100.55
2012-01-13,101.95
2012-01-16,100.15
2012-01-17,100.5
2012-01-18,99.1
2012-01-19,99.95
2012-01-20,101.45
2012-01-23,101.0
2012-01-24,100.55
2012-01-25,100.85
2012-01-27,103.15
2012-01-30,101.75
2012-01-31,104.1
2012-02-01,102.95
2012-02-02,105.1
2012-02-03,106.95
2012-02-06,109.0
2012-02-07,107.75
2012-02-08,107.7
2012-02-09,108.8
2012-02-10,107.35
2012-02-13,109.65
2012-02-14,109.4
2012-02-15,110.7
2012-02-16,110.7
2012-02-17,111.7
2012-02-21,110.55
2012-02-22,109.95
2012-02-23,112.65
2012-02-24,114.3
2012-02-27,111.55
2012-02-28,111.8
2012-02-29,113.0
2012-03-01,112.5
2012-03-02,112.25
2012-03-03,111.9
2012-03-05,110.3
2012-03-06,111.05
2012-03-07,108.6
2012-03-09,110.15
2012-03-12,110.85
2012-03-13,111.35
2012-03-14,112.6
2012-03-15,110.35
2012-03-16,107.8
2012-03-19,107.85
2012-03-20,107.45
2012-03-21,108.75
2012-03-22,106.25
2012-03-23,107.7
2012-03-26,105.95
2012-03-27,105.75
2012-03-28,106.2
2012-03-29,105.8
2012-03-30,108.15
2012-04-02,108.6
2012-04-03,110.1
2012-04-04,110.85
2012-04-09,109.7
2012-04-10,110.4
2012-04-11,111.7
2012-04-12,111.75
2012-04-13,112.0
2012-04-16,111.85
2012-04-17,113.6
2012-04-18,113.85
2012-04-19,114.65
2012-04-20,113.85
2012-04-23,110.75
2012-04-24,110.0
2012-04-25,108.45
2012-04-26,108.1
2012-04-27,108.25
2012-04-28,108.6
2012-04-30,111.25
2012-05-02,109.6
2012-05-03,108.65
2012-05-04,106.75
2012-05-07,105.8
2012-05-08,105.75
2012-05-09,104.25
2012-05-10,102.5
2012-05-11,101.35
2012-05-14,101.25
2012-05-15,102.9
2012-05-16,104.55
2012-05-17,104.75
2012-05-18,105.1
2012-05-21,103.95
2012-05-22,103.7
2012-05-23,103.6
2012-05-24,105.35
2012-05-25,104.1
2012-05-28,106.4
2012-05-29,107.35
2012-05-30,106.1
2012-05-31,106.15
2012-06-01,103.65
2012-06-04,104.05
2012-06-05,105.95
2012-06-06,109.65
2012-06-07,108.05
2012-06-08,107.0
2012-06-11,107.25
2012-06-12,107.65
2012-06-13,107.6
2012-06-14,105.7
2012-06-15,106.05
2012-06-18,107.05
2012-06-19,108.75
2012-06-20,108.4
2012-06-21,109.75
2012-06-22,110.05
2012-06-25,107.85
2012-06-26,109.85
2012-06-27,109.8
2012-06-28,109.7
2012-06-29,113.55
2012-07-02,112.6
2012-07-03,111.65
2012-07-04,113.0
2012-07-05,114.3
2012-07-06,113.0
2012-07-09,112.8
2012-07-10,113.15
2012-07-11,113.65
2012-07-12,112.45
2012-07-13,112.05
2012-07-16,112.65
2012-07-17,112.25
2012-07-18,111.2
2012-07-19,112.0
2012-07-20,111.25
2012-07-23,109.3
2012-07-24,110.95
2012-07-25,110.75
2012-07-26,111.75
2012-07-27,114.35
2012-07-30,118.15
2012-07-31,118.95
2012-08-01,119.0
2012-08-02,118.1
2012-08-03,118.3
2012-08-06,120.45
2012-08-07,118.55
2012-08-08,118.95
2012-08-09,119.05
2012-08-10,119.55
2012-08-13,119.9
2012-08-14,120.05
2012-08-16,120.1
2012-08-17,117.65
2012-08-21,119.55
2012-08-22,118.95
2012-08-23,117.45
2012-08-24,117.1
2012-08-27,118.3
2012-08-28,121.5
2012-08-29,119.05
2012-08-30,121.75
2012-08-31,119.45
2012-09-03,121.55
2012-09-04,123.95
2012-09-05,122.7
2012-09-06,121.1
2012-09-07,121.9
2012-09-08,121.7
2012-09-10,121.95
2012-09-11,120.95
2012-09-12,121.4
2012-09-13,121.15
2012-09-14,120.0
2012-09-17,117.6
2012-09-18,117.65
2012-09-20,116.75
2012-09-21,120.25
2012-09-24,118.1
2012-09-25,117.4
2012-09-26,117.0
2012-09-27,116.75
2012-09-28,120.5
2012-10-01,120.05
2012-10-03,117.65
2012-10-04,118.0
2012-10-05,118.2
2012-10-08,118.7
2012-10-09,120.2
2012-10-10,119.45
2012-10-11,119.15
2012-10-12,119.95
2012-10-15,118.85
2012-10-16,118.6
2012-10-17,119.75
2012-10-18,120.6
2012-10-19,119.4
2012-10-22,118.6
2012-10-23,117.45
2012-10-25,116.7
2012-10-26,113.85
2012-10-29,114.95
2012-10-30,113.2
2012-10-31,114.0
2012-11-01,116.95
2012-11-02,118.0
2012-11-05,117.05
2012-11-06,119.65
2012-11-07,120.0
2012-11-08,118.85
2012-11-09,119.55
2012-11-12,120.0
2012-11-13,119.4
2012-11-15,119.9
2012-11-16,119.1
2012-11-19,120.05
2012-11-20,122.1
2012-11-21,120.1
2012-11-22,119.1
2012-11-23,119.75
2012-11-26,120.4
2012-11-27,118.55
2012-11-29,117.9
2012-11-30,117.9
2012-12-03,118.95
2012-12-04,120.45
2012-12-05,120.15
2012-12-06,120.05
2012-12-07,118.7
2012-12-10,118.55
2012-12-11,117.5
2012-12-12,117.25
2012-12-13,118.25
2012-12-14,116.25
2012-12-17,116.35
2012-12-18,117.1
2012-12-19,116.2
2012-12-20,115.8
2012-12-21,114.7
2012-12-24,114.4
2012-12-26,115.3
2012-12-27,113.45
2012-12-28,113.5
2012-12-31,114.75
