Date,HITECHGEAR
2012-01-02,122.0
2012-01-03,123.4
2012-01-04,126.25
2012-01-05,122.1
2012-01-06,124.95
2012-01-09,120.9
2012-01-10,131.1
2012-01-11,126.4
2012-01-13,127.05
2012-01-16,124.5
2012-01-17,125.1
2012-01-18,123.5
2012-01-19,125.0
2012-01-20,126.05
2012-01-23,127.9
2012-01-24,129.25
2012-01-25,129.75
2012-01-27,131.9
2012-01-30,135.95
2012-01-31,135.85
2012-02-01,135.4
2012-02-02,130.05
2012-02-03,132.25
2012-02-06,136.9
2012-02-07,134.95
2012-02-08,132.85
2012-02-09,136.0
2012-02-10,135.7
2012-02-13,145.75
2012-02-14,150.55
2012-02-15,148.5
2012-02-16,149.35
2012-02-17,148.0
2012-02-21,148.1
2012-02-22,139.6
2012-02-23,138.1
2012-02-24,135.65
2012-02-27,135.1
2012-02-28,141.25
2012-02-29,142.05
2012-03-01,143.3
2012-03-02,149.55
2012-03-03,153.25
2012-03-05,157.2
2012-03-06,153.7
2012-03-07,149.25
2012-03-09,148.45
2012-03-12,146.9
2012-03-13,147.0
2012-03-14,149.35
2012-03-15,146.55
2012-03-16,149.05
2012-03-19,148.05
2012-03-20,149.7
2012-03-21,149.65
2012-03-22,145.35
2012-03-23,145.05
2012-03-26,141.45
2012-03-27,142.45
2012-03-28,141.0
2012-03-29,137.2
2012-03-30,141.2
2012-04-02,144.75
2012-04-03,142.7
2012-04-04,139.75
2012-04-09,139.9
2012-04-10,137.8
2012-04-11,134.75
2012-04-12,135.0
2012-04-13,134.75
2012-04-16,135.3
2012-04-17,139.65
2012-04-18,139.7
2012-04-19,153.65
2012-04-20,148.6
2012-04-23,142.55
2012-04-24,140.0
2012-04-25,140.05
2012-04-26,141.2
2012-04-27,143.35
2012-04-28,143.8
2012-04-30,147.65
2012-05-02,147.15
2012-05-03,146.05
2012-05-04,138.1
2012-05-07,138.0
2012-05-08,138.55
2012-05-09,137.8
2012-05-10,137.55
2012-05-11,133.55
2012-05-14,123.85
2012-05-15,127.15
2012-05-16,125.0
2012-05-17,127.0
2012-05-18,128.3
2012-05-21,126.15
2012-05-22,125.5
2012-05-23,128.9
2012-05-24,131.7
2012-05-25,133.95
2012-05-28,129.4
2012-05-29,130.2
2012-05-30,127.35
2012-05-31,124.5
2012-06-01,125.1
2012-06-04,123.9
2012-06-05,125.2
2012-06-06,126.55
2012-06-07,123.25
2012-06-08,126.0
2012-06-11,126.0
2012-06-12,125.0
2012-06-13,125.35
2012-06-14,123.0
2012-06-15,122.75
2012-06-18,120.75
2012-06-19,122.0
2012-06-20,121.0
2012-06-21,118.6
2012-06-22,121.85
2012-06-25,122.75
2012-06-26,122.9
2012-06-27,123.3
2012-06-28,122.8
2012-06-29,123.75
2012-07-02,127.85
2012-07-03,128.0
2012-07-04,129.4
2012-07-05,129.7
2012-07-06,128.95
2012-07-09,129.85
2012-07-09,129.85
2012-07-10,128.3
2012-07-11,128.95
2012-07-12,122.8
2012-07-13,124.4
2012-07-16,125.65
2012-07-17,124.05
2012-07-18,126.0
2012-07-19,124.0
2012-07-20,125.9
2012-07-23,125.65
2012-07-24,123.4
2012-07-25,126.35
2012-07-26,121.0
2012-07-27,123.0
2012-07-30,122.45
2012-07-31,122.35
2012-08-01,120.95
2012-08-02,120.0
2012-08-03,119.45
2012-08-06,119.9
2012-08-07,121.85
2012-08-08,122.65
2012-08-09,106.1
2012-08-10,105.6
2012-08-13,104.9
2012-08-14,104.25
2012-08-16,105.95
2012-08-17,108.05
2012-08-21,105.35
2012-08-22,109.0
2012-08-23,108.35
2012-08-24,106.2
2012-08-27,106.8
2012-08-28,101.3
2012-08-29,102.9
2012-08-30,103.15
2012-08-31,101.85
2012-09-03,100.25
2012-09-04,100.85
2012-09-05,96.9
2012-09-06,95.25
2012-09-07,97.3
2012-09-08,98.45
2012-09-10,98.3
2012-09-11,102.65
2012-09-12,99.95
2012-09-13,97.9
2012-09-14,97.6
2012-09-17,97.3
2012-09-18,97.1
2012-09-20,96.5
2012-09-21,96.1
2012-09-24,98.7
2012-09-25,98.55
2012-09-26,97.8
2012-09-27,99.95
2012-09-28,102.85
2012-10-01,103.8
2012-10-03,105.7
2012-10-04,103.95
2012-10-05,104.1
2012-10-08,102.35
2012-10-09,102.05
2012-10-10,99.85
2012-10-11,98.65
2012-10-12,98.6
2012-10-15,98.6
2012-10-16,98.0
2012-10-17,99.35
2012-10-18,97.9
2012-10-19,97.95
2012-10-22,97.85
2012-10-23,98.1
2012-10-25,94.45
2012-10-26,94.4
2012-10-29,94.35
2012-10-30,93.25
2012-10-31,95.1
2012-11-01,96.75
2012-11-02,96.25
2012-11-05,96.05
2012-11-06,97.3
2012-11-07,93.75
2012-11-08,93.0
2012-11-09,91.85
2012-11-12,94.05
2012-11-13,94.9
2012-11-15,94.0
2012-11-16,92.75
2012-11-19,91.1
2012-11-20,90.35
2012-11-21,91.75
2012-11-22,91.3
2012-11-23,90.0
2012-11-26,91.15
2012-11-27,89.9
2012-11-29,86.7
2012-11-30,88.65
2012-12-03,89.2
2012-12-04,89.0
2012-12-05,88.75
2012-12-06,88.35
2012-12-07,88.0
2012-12-10,89.1
2012-12-11,89.25
2012-12-12,89.95
2012-12-13,89.15
2012-12-14,88.2
2012-12-17,88.5
2012-12-18,86.8
2012-12-19,86.4
2012-12-20,84.65
2012-12-21,86.75
2012-12-24,84.6
2012-12-26,84.25
2012-12-27,83.7
2012-12-28,83.85
2012-12-31,83.0
