Date,NITESHEST
2012-01-02,15.1
2012-01-03,15.45
2012-01-04,15.45
2012-01-05,15.55
2012-01-06,15.4
2012-01-07,15.85
2012-01-09,15.9
2012-01-10,16.3
2012-01-11,16.85
2012-01-12,16.2
2012-01-13,16.85
2012-01-16,16.7
2012-01-17,17.15
2012-01-18,16.8
2012-01-19,17.0
2012-01-20,16.7
2012-01-23,16.75
2012-01-24,17.1
2012-01-25,18.1
2012-01-27,18.25
2012-01-30,18.1
2012-01-31,18.15
2012-02-01,18.3
2012-02-02,18.6
2012-02-03,18.85
2012-02-06,18.85
2012-02-07,18.7
2012-02-08,19.35
2012-02-09,19.4
2012-02-10,19.45
2012-02-13,19.6
2012-02-14,19.65
2012-02-15,19.65
2012-02-16,21.25
2012-02-17,22.7
2012-02-21,23.4
2012-02-22,21.55
2012-02-23,21.3
2012-02-24,20.6
2012-02-27,18.4
2012-02-28,18.95
2012-02-29,19.25
2012-03-01,18.9
2012-03-02,18.8
2012-03-03,18.85
2012-03-05,18.45
2012-03-06,17.8
2012-03-07,17.6
2012-03-09,17.65
2012-03-12,17.85
2012-03-13,17.8
2012-03-14,17.5
2012-03-15,17.2
2012-03-16,16.6
2012-03-19,15.9
2012-03-20,15.5
2012-03-21,15.25
2012-03-22,15.2
2012-03-23,15.15
2012-03-26,15.05
2012-03-27,14.8
2012-03-28,14.15
2012-03-29,14.0
2012-03-30,14.25
2012-04-02,15.55
2012-04-03,15.7
2012-04-04,15.9
2012-04-09,16.45
2012-04-10,16.45
2012-04-11,16.35
2012-04-12,15.8
2012-04-13,15.95
2012-04-16,15.95
2012-04-17,16.05
2012-04-18,16.25
2012-04-19,16.35
2012-04-20,15.9
2012-04-23,15.55
2012-04-24,15.7
2012-04-25,15.4
2012-04-26,15.45
2012-04-27,15.15
2012-04-28,15.1
2012-04-30,15.1
2012-05-02,15.05
2012-05-03,15.05
2012-05-04,14.9
2012-05-07,14.65
2012-05-08,14.45
2012-05-09,14.35
2012-05-10,14.45
2012-05-11,14.1
2012-05-14,14.3
2012-05-15,14.1
2012-05-16,14.05
2012-05-17,14.0
2012-05-18,14.3
2012-05-21,14.3
2012-05-22,14.4
2012-05-23,14.35
2012-05-24,14.45
2012-05-25,14.7
2012-05-28,15.45
2012-05-29,14.8
2012-05-30,14.6
2012-05-31,14.05
2012-06-01,13.95
2012-06-04,14.2
2012-06-05,14.05
2012-06-06,14.0
2012-06-07,14.25
2012-06-08,14.0
2012-06-11,13.9
2012-06-12,13.95
2012-06-13,14.0
2012-06-14,13.95
2012-06-15,13.95
2012-06-18,13.8
2012-06-19,14.05
2012-06-20,13.9
2012-06-21,13.75
2012-06-22,13.75
2012-06-25,13.8
2012-06-26,13.85
2012-06-27,13.75
2012-06-28,13.8
2012-06-29,14.1
2012-07-02,14.75
2012-07-03,15.8
2012-07-04,15.5
2012-07-05,15.1
2012-07-06,14.5
2012-07-09,13.95
2012-07-09,13.95
2012-07-10,14.2
2012-07-11,14.05
2012-07-12,14.05
2012-07-13,14.0
2012-07-16,13.75
2012-07-17,13.75
2012-07-18,13.65
2012-07-19,13.65
2012-07-20,13.9
2012-07-23,13.65
2012-07-24,13.95
2012-07-25,13.65
2012-07-26,13.4
2012-07-27,13.65
2012-07-30,13.8
2012-07-31,13.75
2012-08-01,13.65
2012-08-02,13.65
2012-08-03,13.7
2012-08-06,13.8
2012-08-07,13.95
2012-08-08,13.7
2012-08-09,13.65
2012-08-10,13.5
2012-08-13,13.4
2012-08-14,13.05
2012-08-16,13.15
2012-08-17,13.1
2012-08-21,13.3
2012-08-22,13.45
2012-08-23,13.2
2012-08-24,12.95
2012-08-27,12.95
2012-08-28,12.7
2012-08-29,12.65
2012-08-30,12.85
2012-08-31,12.8
2012-09-03,12.55
2012-09-04,12.55
2012-09-05,12.55
2012-09-06,12.5
2012-09-07,12.65
2012-09-08,13.05
2012-09-10,12.95
2012-09-11,12.75
2012-09-12,13.0
2012-09-13,13.1
2012-09-14,13.35
2012-09-17,13.9
2012-09-18,13.95
2012-09-20,13.6
2012-09-21,13.85
2012-09-24,14.05
2012-09-25,14.0
2012-09-26,13.75
2012-09-27,13.65
2012-09-28,13.75
2012-10-01,13.8
2012-10-03,13.8
2012-10-04,14.25
2012-10-05,14.0
2012-10-08,13.75
2012-10-09,13.5
2012-10-10,12.9
2012-10-11,13.2
2012-10-12,13.2
2012-10-15,13.4
2012-10-16,13.3
2012-10-17,13.2
2012-10-18,13.55
2012-10-19,13.75
2012-10-22,14.15
2012-10-23,14.5
2012-10-25,14.0
2012-10-26,13.55
2012-10-29,13.8
2012-10-30,13.5
2012-10-31,13.4
2012-11-01,13.6
2012-11-02,13.9
2012-11-05,13.7
2012-11-06,13.55
2012-11-07,13.95
2012-11-08,13.8
2012-11-09,13.55
2012-11-12,13.2
2012-11-13,13.75
2012-11-15,13.4
2012-11-16,13.7
2012-11-19,13.45
2012-11-20,13.2
2012-11-21,13.5
2012-11-22,13.7
2012-11-23,13.4
2012-11-26,13.5
2012-11-27,13.5
2012-11-29,13.85
2012-11-30,13.7
2012-12-03,14.1
2012-12-04,14.45
2012-12-05,17.3
2012-12-06,16.1
2012-12-07,15.95
2012-12-10,16.25
2012-12-11,15.7
2012-12-12,14.85
2012-12-13,14.8
2012-12-14,14.65
2012-12-17,15.8
2012-12-18,17.45
2012-12-19,19.85
2012-12-20,18.65
2012-12-21,18.1
2012-12-24,19.75
2012-12-26,19.45
2012-12-27,18.75
2012-12-28,18.45
2012-12-31,18.55
