Date,ORIENTPPR
2012-01-02,49.2
2012-01-03,49.9
2012-01-04,49.7
2012-01-05,49.5
2012-01-06,47.75
2012-01-07,49.45
2012-01-09,50.45
2012-01-10,50.55
2012-01-11,50.45
2012-01-12,50.55
2012-01-13,50.9
2012-01-16,50.45
2012-01-17,50.95
2012-01-18,51.7
2012-01-19,50.7
2012-01-20,49.75
2012-01-23,48.65
2012-01-24,50.7
2012-01-25,50.1
2012-01-27,50.45
2012-01-30,50.7
2012-01-31,51.4
2012-02-01,53.65
2012-02-02,55.5
2012-02-03,59.7
2012-02-06,59.7
2012-02-07,59.4
2012-02-08,59.95
2012-02-09,58.5
2012-02-10,58.35
2012-02-13,59.2
2012-02-14,61.25
2012-02-15,62.1
2012-02-16,59.35
2012-02-17,59.85
2012-02-21,59.45
2012-02-22,58.85
2012-02-23,58.2
2012-02-24,57.65
2012-02-27,56.15
2012-02-28,56.5
2012-02-29,55.65
2012-03-01,55.55
2012-03-02,55.9
2012-03-03,55.95
2012-03-05,55.0
2012-03-06,55.15
2012-03-07,54.75
2012-03-09,55.9
2012-03-12,56.7
2012-03-13,58.2
2012-03-14,58.05
2012-03-15,57.5
2012-03-16,57.5
2012-03-19,57.2
2012-03-20,57.8
2012-03-21,58.55
2012-03-22,58.55
2012-03-23,61.05
2012-03-26,60.95
2012-03-27,59.95
2012-03-28,60.8
2012-03-29,59.0
2012-03-30,58.95
2012-04-02,58.95
2012-04-03,59.5
2012-04-04,59.55
2012-04-09,59.75
2012-04-10,59.0
2012-04-11,58.4
2012-04-12,57.9
2012-04-13,57.6
2012-04-16,58.0
2012-04-17,57.95
2012-04-18,57.95
2012-04-19,58.15
2012-04-20,57.75
2012-04-23,55.5
2012-04-24,56.5
2012-04-25,56.3
2012-04-26,55.85
2012-04-27,55.85
2012-04-28,55.25
2012-04-30,56.1
2012-05-02,55.55
2012-05-03,56.5
2012-05-04,55.65
2012-05-07,56.4
2012-05-08,57.4
2012-05-09,57.45
2012-05-10,58.05
2012-05-11,57.0
2012-05-14,56.25
2012-05-15,56.2
2012-05-16,55.55
2012-05-17,56.5
2012-05-18,56.35
2012-05-21,57.1
2012-05-22,56.65
2012-05-23,55.0
2012-05-24,56.55
2012-05-25,56.35
2012-05-28,56.45
2012-05-29,55.05
2012-05-30,54.45
2012-05-31,55.45
2012-06-01,56.0
2012-06-04,53.85
2012-06-05,53.65
2012-06-06,54.35
2012-06-07,54.0
2012-06-08,53.8
2012-06-11,53.3
2012-06-12,53.5
2012-06-13,54.3
2012-06-14,53.6
2012-06-15,53.85
2012-06-18,53.75
2012-06-19,53.95
2012-06-20,54.4
2012-06-21,54.5
2012-06-22,54.05
2012-06-25,54.1
2012-06-26,54.3
2012-06-27,54.75
2012-06-28,55.9
2012-06-29,55.65
2012-07-02,58.8
2012-07-03,59.25
2012-07-04,60.25
2012-07-05,64.2
2012-07-06,63.3
2012-07-09,63.35
2012-07-09,63.35
2012-07-10,63.2
2012-07-11,62.85
2012-07-12,62.5
2012-07-13,62.15
2012-07-16,63.8
2012-07-17,62.2
2012-07-18,61.8
2012-07-19,62.85
2012-07-20,62.35
2012-07-23,61.3
2012-07-24,62.6
2012-07-25,64.25
2012-07-26,63.35
2012-07-27,63.25
2012-07-30,64.2
2012-07-31,64.95
2012-08-01,64.1
2012-08-02,65.25
2012-08-03,65.8
2012-08-06,67.15
2012-08-07,69.2
2012-08-08,69.85
2012-08-09,70.7
2012-08-10,70.45
2012-08-13,68.9
2012-08-14,69.45
2012-08-16,68.55
2012-08-17,68.85
2012-08-21,68.7
2012-08-22,67.8
2012-08-23,70.7
2012-08-24,71.5
2012-08-27,71.75
2012-08-28,71.5
2012-08-29,70.3
2012-08-30,70.7
2012-08-31,67.8
2012-09-03,67.85
2012-09-04,69.0
2012-09-05,71.25
2012-09-06,69.3
2012-09-07,70.2
2012-09-08,69.95
2012-09-10,70.4
2012-09-11,69.8
2012-09-12,70.4
2012-09-13,70.2
2012-09-14,70.55
2012-09-17,69.8
2012-09-18,69.25
2012-09-20,69.2
2012-09-21,70.7
2012-09-24,69.8
2012-09-25,69.75
2012-09-26,71.8
2012-09-27,74.15
2012-09-28,74.15
2012-10-01,74.9
2012-10-03,79.7
2012-10-04,77.25
2012-10-05,76.85
2012-10-08,75.15
2012-10-09,76.5
2012-10-10,76.1
2012-10-11,77.4
2012-10-12,79.05
2012-10-15,83.25
2012-10-16,87.45
2012-10-17,85.25
2012-10-18,84.65
2012-10-19,84.35
2012-10-22,82.75
2012-10-23,81.9
2012-10-25,82.8
2012-10-26,81.95
2012-10-29,79.9
2012-10-30,78.8
2012-10-31,77.2
2012-11-01,77.3
2012-11-02,77.5
2012-11-05,76.3
2012-11-06,78.9
2012-11-07,78.05
2012-11-08,81.2
2012-11-09,80.25
2012-11-12,79.85
2012-11-13,80.9
2012-11-15,78.9
2012-11-16,78.65
2012-11-19,76.65
2012-11-20,76.65
2012-11-21,76.55
2012-11-22,76.15
2012-11-23,76.2
2012-11-26,77.15
2012-11-27,77.45
2012-11-29,79.95
2012-11-30,84.45
2012-12-03,86.45
2012-12-04,85.9
2012-12-05,86.75
2012-12-06,84.95
2012-12-07,87.35
2012-12-10,85.95
2012-12-11,84.85
2012-12-12,84.7
2012-12-13,84.95
2012-12-14,83.9
2012-12-17,83.85
2012-12-18,83.15
2012-12-19,84.1
2012-12-20,82.95
2012-12-21,79.4
2012-12-24,78.2
2012-12-26,78.25
2012-12-27,79.6
2012-12-28,80.0
2012-12-31,80.0
