Date,ARIES
2012-01-02,67.6
2012-01-03,69.05
2012-01-04,69.6
2012-01-05,71.2
2012-01-06,69.3
2012-01-07,71.8
2012-01-09,72.3
2012-01-10,74.55
2012-01-11,71.55
2012-01-12,70.25
2012-01-13,71.95
2012-01-16,76.55
2012-01-17,75.5
2012-01-18,73.6
2012-01-19,74.25
2012-01-20,73.35
2012-01-23,74.1
2012-01-24,77.05
2012-01-25,75.85
2012-01-27,83.4
2012-01-30,79.6
2012-01-31,81.2
2012-02-01,78.9
2012-02-02,78.7
2012-02-03,79.9
2012-02-06,87.4
2012-02-07,83.6
2012-02-08,82.4
2012-02-09,84.9
2012-02-10,90.45
2012-02-13,91.1
2012-02-14,89.05
2012-02-15,93.95
2012-02-16,93.35
2012-02-17,93.85
2012-02-21,93.55
2012-02-22,88.45
2012-02-23,87.25
2012-02-24,88.85
2012-02-27,84.9
2012-02-28,84.2
2012-02-29,84.75
2012-03-01,83.25
2012-03-02,83.15
2012-03-03,82.65
2012-03-05,80.9
2012-03-06,80.1
2012-03-07,77.35
2012-03-09,81.45
2012-03-12,82.75
2012-03-13,84.4
2012-03-14,83.5
2012-03-15,80.35
2012-03-16,80.05
2012-03-19,79.3
2012-03-20,78.15
2012-03-21,80.85
2012-03-22,79.65
2012-03-23,79.6
2012-03-26,79.85
2012-03-27,77.75
2012-03-28,77.15
2012-03-29,75.35
2012-03-30,75.7
2012-04-02,77.05
2012-04-03,78.75
2012-04-04,80.25
2012-04-09,78.4
2012-04-10,77.75
2012-04-11,77.85
2012-04-12,76.25
2012-04-13,80.65
2012-04-16,78.4
2012-04-17,78.95
2012-04-18,78.8
2012-04-19,78.9
2012-04-20,77.0
2012-04-23,75.65
2012-04-24,75.2
2012-04-25,74.85
2012-04-26,76.1
2012-04-27,74.95
2012-04-28,75.0
2012-04-30,76.4
2012-05-02,75.5
2012-05-03,73.95
2012-05-04,73.85
2012-05-07,74.25
2012-05-08,72.15
2012-05-09,71.6
2012-05-10,72.6
2012-05-11,68.3
2012-05-14,69.4
2012-05-15,69.95
2012-05-16,65.0
2012-05-17,66.8
2012-05-18,67.5
2012-05-21,65.2
2012-05-22,62.75
2012-05-23,62.8
2012-05-24,63.6
2012-05-25,63.85
2012-05-28,66.25
2012-05-29,65.1
2012-05-30,65.0
2012-05-31,65.8
2012-06-01,64.5
2012-06-04,65.1
2012-06-05,65.6
2012-06-06,66.95
2012-06-07,65.8
2012-06-08,64.35
2012-06-11,64.85
2012-06-12,64.65
2012-06-13,64.45
2012-06-14,65.45
2012-06-15,64.0
2012-06-18,60.95
2012-06-19,60.8
2012-06-20,60.7
2012-06-21,61.6
2012-06-22,61.0
2012-06-25,61.1
2012-06-26,60.2
2012-06-27,60.35
2012-06-28,59.9
2012-06-29,60.2
2012-07-02,61.05
2012-07-03,60.65
2012-07-04,62.35
2012-07-05,65.4
2012-07-06,64.95
2012-07-09,63.5
2012-07-09,63.5
2012-07-10,63.35
2012-07-11,61.45
2012-07-12,62.0
2012-07-13,62.0
2012-07-16,60.8
2012-07-17,60.1
2012-07-18,60.75
2012-07-19,59.8
2012-07-20,60.15
2012-07-23,59.0
2012-07-24,58.15
2012-07-25,55.9
2012-07-26,55.8
2012-07-27,54.75
2012-07-30,54.15
2012-07-31,54.5
2012-08-01,53.8
2012-08-02,54.5
2012-08-03,54.0
2012-08-06,55.8
2012-08-07,54.6
2012-08-08,54.6
2012-08-09,52.5
2012-08-10,54.15
2012-08-13,55.75
2012-08-14,54.0
2012-08-16,57.55
2012-08-17,57.45
2012-08-21,55.8
2012-08-22,57.6
2012-08-23,58.3
2012-08-24,57.1
2012-08-27,54.85
2012-08-28,53.9
2012-08-29,53.35
2012-08-30,51.0
2012-08-31,49.55
2012-09-03,50.3
2012-09-04,50.7
2012-09-05,49.95
2012-09-06,50.1
2012-09-07,50.1
2012-09-08,50.5
2012-09-10,50.55
2012-09-11,53.9
2012-09-12,53.75
2012-09-13,54.05
2012-09-14,53.1
2012-09-17,52.25
2012-09-18,53.25
2012-09-20,51.7
2012-09-21,52.3
2012-09-24,53.9
2012-09-25,53.6
2012-09-26,53.45
2012-09-27,54.35
2012-09-28,52.45
2012-10-01,62.9
2012-10-03,69.7
2012-10-04,69.85
2012-10-05,66.45
2012-10-08,64.45
2012-10-09,63.65
2012-10-10,61.45
2012-10-11,60.3
2012-10-12,59.3
2012-10-15,63.4
2012-10-16,61.0
2012-10-17,61.6
2012-10-18,61.4
2012-10-19,61.9
2012-10-22,67.0
2012-10-23,68.1
2012-10-25,65.35
2012-10-26,63.45
2012-10-29,67.95
2012-10-30,65.0
2012-10-31,67.4
2012-11-01,67.4
2012-11-02,67.7
2012-11-05,65.5
2012-11-06,67.6
2012-11-07,67.95
2012-11-08,66.4
2012-11-09,66.35
2012-11-12,68.3
2012-11-13,68.8
2012-11-15,66.5
2012-11-16,65.4
2012-11-19,63.2
2012-11-20,64.8
2012-11-21,63.7
2012-11-22,64.15
2012-11-23,63.3
2012-11-26,64.0
2012-11-27,63.75
2012-11-29,62.75
2012-11-30,62.1
2012-12-03,62.85
2012-12-04,63.6
2012-12-05,63.9
2012-12-06,62.9
2012-12-07,63.15
2012-12-10,65.75
2012-12-11,65.5
2012-12-12,68.1
2012-12-13,66.9
2012-12-14,66.65
2012-12-17,66.15
2012-12-18,65.15
2012-12-19,65.0
2012-12-20,64.1
2012-12-21,63.8
2012-12-24,64.55
2012-12-26,64.55
2012-12-27,63.8
2012-12-28,64.0
2012-12-31,64.8
