Date,TATAMOTORS
2012-01-02,183.95
2012-01-03,193.95
2012-01-04,201.2
2012-01-05,202.1
2012-01-06,203.6
2012-01-07,203.25
2012-01-09,200.6
2012-01-10,205.1
2012-01-11,204.9
2012-01-12,206.2
2012-01-13,208.8
2012-01-16,213.75
2012-01-17,217.4
2012-01-18,213.85
2012-01-19,218.45
2012-01-20,219.1
2012-01-23,219.1
2012-01-24,221.95
2012-01-25,230.95
2012-01-27,239.85
2012-01-30,233.9
2012-01-31,243.75
2012-02-01,248.4
2012-02-02,246.45
2012-02-03,247.65
2012-02-06,251.75
2012-02-07,250.35
2012-02-08,250.6
2012-02-09,257.3
2012-02-10,257.35
2012-02-13,258.3
2012-02-14,267.95
2012-02-15,287.85
2012-02-16,275.9
2012-02-17,273.95
2012-02-21,271.3
2012-02-22,268.45
2012-02-23,268.45
2012-02-24,265.45
2012-02-27,259.95
2012-02-28,273.35
2012-02-29,270.95
2012-03-01,267.2
2012-03-02,267.65
2012-03-03,267.95
2012-03-05,274.15
2012-03-06,267.0
2012-03-07,267.95
2012-03-09,280.65
2012-03-12,284.2
2012-03-13,283.0
2012-03-14,290.0
2012-03-15,290.45
2012-03-16,286.7
2012-03-19,283.45
2012-03-20,271.4
2012-03-21,276.1
2012-03-22,270.1
2012-03-23,272.7
2012-03-26,268.4
2012-03-27,272.8
2012-03-28,271.15
2012-03-29,271.95
2012-03-30,275.25
2012-04-02,276.8
2012-04-03,281.25
2012-04-04,278.55
2012-04-09,275.6
2012-04-10,283.75
2012-04-11,283.05
2012-04-12,286.2
2012-04-13,289.3
2012-04-16,300.7
2012-04-17,301.35
2012-04-18,309.75
2012-04-19,319.25
2012-04-20,316.65
2012-04-23,309.75
2012-04-24,311.85
2012-04-25,313.95
2012-04-26,312.1
2012-04-27,312.65
2012-04-28,313.1
2012-04-30,316.55
2012-05-02,304.5
2012-05-03,300.95
2012-05-04,301.8
2012-05-07,308.4
2012-05-08,296.4
2012-05-09,292.85
2012-05-10,289.2
2012-05-11,297.5
2012-05-14,290.6
2012-05-15,290.35
2012-05-16,269.0
2012-05-17,271.15
2012-05-18,259.9
2012-05-21,261.85
2012-05-22,265.1
2012-05-23,261.45
2012-05-24,267.0
2012-05-25,269.05
2012-05-28,276.6
2012-05-29,275.75
2012-05-30,243.05
2012-05-31,233.0
2012-06-01,224.55
2012-06-04,228.85
2012-06-05,221.65
2012-06-06,234.4
2012-06-07,236.45
2012-06-08,239.2
2012-06-11,235.5
2012-06-12,242.95
2012-06-13,237.4
2012-06-14,226.7
2012-06-15,240.3
2012-06-18,237.95
2012-06-19,238.15
2012-06-20,245.95
2012-06-21,248.2
2012-06-22,247.1
2012-06-25,246.2
2012-06-26,246.7
2012-06-27,239.2
2012-06-28,240.35
2012-06-29,242.45
2012-07-02,237.95
2012-07-03,237.55
2012-07-04,236.2
2012-07-05,240.0
2012-07-06,240.65
2012-07-09,240.85
2012-07-10,246.5
2012-07-11,241.45
2012-07-12,236.8
2012-07-13,235.95
2012-07-16,229.25
2012-07-17,225.9
2012-07-18,221.6
2012-07-19,224.8
2012-07-20,223.4
2012-07-23,216.05
2012-07-24,215.85
2012-07-25,213.0
2012-07-26,205.1
2012-07-27,212.85
2012-07-30,221.7
2012-07-31,226.25
2012-08-01,227.35
2012-08-02,222.7
2012-08-03,220.95
2012-08-06,229.05
2012-08-07,238.8
2012-08-08,241.5
2012-08-09,239.3
2012-08-10,231.95
2012-08-13,228.25
2012-08-14,235.0
2012-08-16,235.45
2012-08-17,240.2
2012-08-21,246.2
2012-08-22,248.1
2012-08-23,245.3
2012-08-24,246.05
2012-08-27,241.05
2012-08-28,237.3
2012-08-29,233.4
2012-08-30,236.75
2012-08-31,234.3
2012-09-03,230.9
2012-09-04,234.85
2012-09-05,228.7
2012-09-06,233.05
2012-09-07,243.3
2012-09-08,245.7
2012-09-10,248.9
2012-09-11,249.8
2012-09-12,263.25
2012-09-13,259.4
2012-09-14,270.3
2012-09-17,277.85
2012-09-18,273.5
2012-09-20,271.6
2012-09-21,275.45
2012-09-24,273.7
2012-09-25,268.9
2012-09-26,263.1
2012-09-27,259.8
2012-09-28,267.55
2012-10-01,274.7
2012-10-03,273.5
2012-10-04,274.3
2012-10-05,280.55
2012-10-08,272.45
2012-10-09,269.7
2012-10-10,267.45
2012-10-11,273.8
2012-10-12,271.25
2012-10-15,269.4
2012-10-16,262.3
2012-10-17,264.9
2012-10-18,270.25
2012-10-19,269.0
2012-10-22,267.05
2012-10-23,264.6
2012-10-25,261.25
2012-10-26,261.5
2012-10-29,256.75
2012-10-30,247.65
2012-10-31,254.75
2012-11-01,267.45
2012-11-02,270.05
2012-11-05,269.8
2012-11-06,266.95
2012-11-07,269.35
2012-11-08,283.95
2012-11-09,280.6
2012-11-12,280.75
2012-11-13,277.55
2012-11-15,272.25
2012-11-16,265.0
2012-11-19,264.1
2012-11-20,266.1
2012-11-21,265.5
2012-11-22,258.75
2012-11-23,260.5
2012-11-26,263.2
2012-11-27,266.65
2012-11-29,278.45
2012-11-30,273.45
2012-12-03,272.1
2012-12-04,271.55
2012-12-05,274.95
2012-12-06,280.85
2012-12-07,281.9
2012-12-10,279.95
2012-12-11,278.1
2012-12-12,276.5
2012-12-13,287.9
2012-12-14,292.1
2012-12-17,294.05
2012-12-18,298.35
2012-12-19,307.75
2012-12-20,304.9
2012-12-21,299.4
2012-12-24,306.95
2012-12-26,306.1
2012-12-27,309.2
2012-12-28,310.05
2012-12-31,312.65
