Date,VIJAYABANK
2012-01-02,44.8
2012-01-03,47.05
2012-01-04,47.45
2012-01-05,47.55
2012-01-06,48.1
2012-01-07,48.3
2012-01-09,48.45
2012-01-10,50.85
2012-01-11,51.1
2012-01-12,51.6
2012-01-13,52.35
2012-01-16,52.15
2012-01-17,53.25
2012-01-18,51.5
2012-01-19,52.55
2012-01-20,53.65
2012-01-23,54.5
2012-01-24,56.8
2012-01-25,55.85
2012-01-27,55.15
2012-01-30,54.5
2012-01-31,55.9
2012-02-01,56.4
2012-02-02,56.05
2012-02-03,56.65
2012-02-06,57.55
2012-02-07,58.8
2012-02-08,59.45
2012-02-09,60.4
2012-02-10,61.6
2012-02-13,61.2
2012-02-14,62.95
2012-02-15,64.4
2012-02-16,66.75
2012-02-17,67.5
2012-02-21,67.8
2012-02-22,62.75
2012-02-23,61.3
2012-02-24,60.7
2012-02-27,57.7
2012-02-28,60.45
2012-02-29,61.15
2012-03-01,60.85
2012-03-02,61.8
2012-03-03,61.8
2012-03-05,60.05
2012-03-06,59.35
2012-03-07,59.4
2012-03-09,62.05
2012-03-12,63.5
2012-03-13,63.75
2012-03-14,64.85
2012-03-15,62.85
2012-03-16,61.3
2012-03-19,59.7
2012-03-20,60.2
2012-03-21,62.0
2012-03-22,60.0
2012-03-23,60.05
2012-03-26,58.3
2012-03-27,58.75
2012-03-28,57.8
2012-03-29,55.75
2012-03-30,58.45
2012-04-02,59.45
2012-04-03,60.05
2012-04-04,59.75
2012-04-09,58.7
2012-04-10,60.15
2012-04-11,60.55
2012-04-12,61.8
2012-04-13,60.2
2012-04-16,61.9
2012-04-17,61.55
2012-04-18,60.9
2012-04-19,60.9
2012-04-20,59.75
2012-04-23,57.85
2012-04-24,57.75
2012-04-25,56.9
2012-04-26,55.15
2012-04-27,55.85
2012-04-28,56.7
2012-04-30,58.65
2012-05-02,58.45
2012-05-03,56.9
2012-05-04,55.4
2012-05-07,56.55
2012-05-08,54.65
2012-05-09,53.35
2012-05-10,52.9
2012-05-11,52.8
2012-05-14,51.9
2012-05-15,52.85
2012-05-16,52.7
2012-05-17,52.0
2012-05-18,52.9
2012-05-21,53.95
2012-05-22,51.45
2012-05-23,52.2
2012-05-24,53.35
2012-05-25,53.3
2012-05-28,54.35
2012-05-29,54.35
2012-05-30,53.0
2012-05-31,55.3
2012-06-01,54.55
2012-06-04,55.35
2012-06-05,55.9
2012-06-06,57.0
2012-06-07,57.45
2012-06-08,58.1
2012-06-11,57.85
2012-06-12,59.65
2012-06-13,59.25
2012-06-14,58.0
2012-06-15,59.1
2012-06-18,57.15
2012-06-19,57.7
2012-06-20,58.75
2012-06-21,59.65
2012-06-22,57.5
2012-06-25,57.05
2012-06-26,57.3
2012-06-27,57.05
2012-06-28,56.6
2012-06-29,58.2
2012-07-02,58.4
2012-07-03,58.8
2012-07-04,59.1
2012-07-05,60.65
2012-07-06,60.45
2012-07-09,58.1
2012-07-10,59.25
2012-07-11,58.9
2012-07-12,58.25
2012-07-13,57.85
2012-07-16,57.75
2012-07-17,56.55
2012-07-18,56.75
2012-07-19,56.55
2012-07-20,56.15
2012-07-23,55.1
2012-07-24,55.55
2012-07-25,55.7
2012-07-26,52.85
2012-07-27,51.65
2012-07-30,53.75
2012-07-31,53.55
2012-08-01,54.05
2012-08-02,53.5
2012-08-03,53.5
2012-08-06,53.7
2012-08-07,53.65
2012-08-08,53.15
2012-08-09,52.45
2012-08-10,52.55
2012-08-13,52.05
2012-08-14,52.5
2012-08-16,52.5
2012-08-17,52.05
2012-08-21,51.95
2012-08-22,51.85
2012-08-23,51.5
2012-08-24,50.25
2012-08-27,49.25
2012-08-28,48.15
2012-08-29,47.35
2012-08-30,47.0
2012-08-31,46.25
2012-09-03,47.3
2012-09-04,47.55
2012-09-05,46.9
2012-09-06,46.65
2012-09-07,47.45
2012-09-08,47.9
2012-09-10,47.7
2012-09-11,47.45
2012-09-12,47.9
2012-09-13,47.75
2012-09-14,49.8
2012-09-17,52.05
2012-09-18,54.4
2012-09-20,55.25
2012-09-21,56.25
2012-09-24,55.55
2012-09-25,55.7
2012-09-26,55.8
2012-09-27,55.4
2012-09-28,56.25
2012-10-01,57.9
2012-10-03,58.0
2012-10-04,58.3
2012-10-05,56.85
2012-10-08,55.9
2012-10-09,55.95
2012-10-10,55.05
2012-10-11,56.6
2012-10-12,56.25
2012-10-15,57.05
2012-10-16,56.75
2012-10-17,57.0
2012-10-18,58.05
2012-10-19,56.95
2012-10-22,57.15
2012-10-23,56.75
2012-10-25,56.35
2012-10-26,54.75
2012-10-29,55.2
2012-10-30,52.95
2012-10-31,54.05
2012-11-01,54.55
2012-11-02,55.9
2012-11-05,54.3
2012-11-06,54.3
2012-11-07,54.95
2012-11-08,55.8
2012-11-09,55.2
2012-11-12,55.6
2012-11-13,55.4
2012-11-15,55.75
2012-11-16,54.35
2012-11-19,54.35
2012-11-20,53.4
2012-11-21,55.45
2012-11-22,55.05
2012-11-23,54.65
2012-11-26,55.35
2012-11-27,55.75
2012-11-29,55.8
2012-11-30,58.6
2012-12-03,60.55
2012-12-04,60.55
2012-12-05,60.85
2012-12-06,61.85
2012-12-07,61.9
2012-12-10,64.7
2012-12-11,61.85
2012-12-12,63.15
2012-12-13,60.3
2012-12-14,62.7
2012-12-17,62.85
2012-12-18,63.55
2012-12-19,62.95
2012-12-20,62.8
2012-12-21,60.7
2012-12-24,60.65
2012-12-26,61.65
2012-12-27,61.35
2012-12-28,62.05
2012-12-31,62.3
