Date,GOKEX
2012-01-02,73.5
2012-01-03,75.45
2012-01-04,76.0
2012-01-05,74.75
2012-01-06,72.8
2012-01-09,76.9
2012-01-10,78.15
2012-01-11,79.1
2012-01-12,80.55
2012-01-13,80.9
2012-01-16,80.05
2012-01-17,80.1
2012-01-18,77.3
2012-01-19,76.95
2012-01-20,76.0
2012-01-23,76.7
2012-01-24,77.45
2012-01-25,77.45
2012-01-27,80.0
2012-01-30,80.25
2012-01-31,79.75
2012-02-01,79.45
2012-02-02,80.65
2012-02-03,80.05
2012-02-06,77.25
2012-02-07,77.4
2012-02-08,78.0
2012-02-09,79.25
2012-02-10,81.7
2012-02-13,81.0
2012-02-14,77.95
2012-02-15,80.85
2012-02-16,80.0
2012-02-17,82.0
2012-02-21,81.7
2012-02-22,79.7
2012-02-23,76.4
2012-02-24,81.0
2012-02-27,77.6
2012-02-28,77.95
2012-02-29,77.55
2012-03-01,76.6
2012-03-02,78.95
2012-03-03,80.0
2012-03-05,76.05
2012-03-06,80.65
2012-03-07,75.6
2012-03-09,78.5
2012-03-12,81.85
2012-03-13,79.8
2012-03-14,78.05
2012-03-15,77.45
2012-03-16,79.95
2012-03-19,81.5
2012-03-20,76.35
2012-03-21,75.75
2012-03-22,75.1
2012-03-23,76.75
2012-03-26,74.85
2012-03-27,75.0
2012-03-28,75.2
2012-03-29,80.05
2012-03-30,79.4
2012-04-02,83.1
2012-04-03,81.15
2012-04-04,79.6
2012-04-09,80.4
2012-04-10,78.0
2012-04-11,77.0
2012-04-12,76.5
2012-04-13,78.1
2012-04-16,78.05
2012-04-17,78.45
2012-04-18,77.5
2012-04-19,76.2
2012-04-20,78.15
2012-04-23,74.6
2012-04-24,74.3
2012-04-25,74.5
2012-04-26,77.3
2012-04-27,74.95
2012-04-28,73.0
2012-04-30,72.1
2012-05-02,73.55
2012-05-03,72.15
2012-05-04,71.9
2012-05-07,70.1
2012-05-08,69.2
2012-05-09,72.0
2012-05-10,70.1
2012-05-11,73.1
2012-05-14,71.3
2012-05-15,69.55
2012-05-16,66.75
2012-05-17,66.85
2012-05-18,68.9
2012-05-21,68.2
2012-05-22,68.5
2012-05-23,67.2
2012-05-24,68.8
2012-05-25,71.15
2012-05-28,69.45
2012-05-29,71.9
2012-05-30,70.0
2012-05-31,68.9
2012-06-01,68.25
2012-06-04,67.5
2012-06-05,68.75
2012-06-06,67.3
2012-06-07,67.5
2012-06-08,69.7
2012-06-11,68.5
2012-06-12,68.1
2012-06-13,68.15
2012-06-14,70.0
2012-06-15,68.5
2012-06-18,72.35
2012-06-19,70.5
2012-06-20,68.2
2012-06-21,68.05
2012-06-22,69.75
2012-06-25,69.05
2012-06-26,68.25
2012-06-27,68.0
2012-06-28,68.55
2012-06-29,69.2
2012-07-02,71.9
2012-07-03,70.45
2012-07-04,69.15
2012-07-05,70.3
2012-07-06,70.0
2012-07-09,69.4
2012-07-09,69.4
2012-07-10,72.0
2012-07-11,73.8
2012-07-12,73.45
2012-07-13,70.85
2012-07-16,69.65
2012-07-17,70.0
2012-07-18,70.0
2012-07-19,69.25
2012-07-20,68.5
2012-07-23,70.95
2012-07-24,68.8
2012-07-25,68.6
2012-07-26,70.0
2012-07-27,63.45
2012-07-30,63.1
2012-07-31,62.05
2012-08-01,64.0
2012-08-02,63.75
2012-08-03,63.5
2012-08-06,65.4
2012-08-07,65.3
2012-08-08,63.1
2012-08-09,64.9
2012-08-10,62.4
2012-08-13,65.95
2012-08-14,65.0
2012-08-16,59.65
2012-08-17,59.5
2012-08-21,62.9
2012-08-22,62.35
2012-08-23,59.35
2012-08-24,61.15
2012-08-27,60.0
2012-08-28,60.0
2012-08-29,60.95
2012-08-30,60.05
2012-08-31,63.35
2012-09-03,59.85
2012-09-04,58.4
2012-09-05,58.5
2012-09-06,60.05
2012-09-07,59.8
2012-09-08,58.75
2012-09-10,58.6
2012-09-11,58.35
2012-09-12,58.75
2012-09-13,60.0
2012-09-14,59.75
2012-09-17,61.1
2012-09-18,62.2
2012-09-20,63.5
2012-09-21,61.05
2012-09-24,61.9
2012-09-25,62.05
2012-09-26,60.6
2012-09-27,61.85
2012-09-28,62.05
2012-10-01,62.0
2012-10-03,63.5
2012-10-04,61.55
2012-10-05,61.9
2012-10-08,60.4
2012-10-09,60.8
2012-10-10,60.7
2012-10-11,59.7
2012-10-12,59.25
2012-10-15,60.0
2012-10-16,59.45
2012-10-17,61.0
2012-10-18,62.1
2012-10-19,62.25
2012-10-22,61.15
2012-10-23,62.05
2012-10-25,61.85
2012-10-26,63.15
2012-10-29,66.55
2012-10-30,64.05
2012-10-31,66.25
2012-11-01,69.25
2012-11-02,72.1
2012-11-05,68.1
2012-11-06,67.25
2012-11-07,67.95
2012-11-08,68.0
2012-11-09,65.65
2012-11-12,65.5
2012-11-13,65.35
2012-11-15,65.9
2012-11-16,68.5
2012-11-19,65.1
2012-11-20,64.35
2012-11-21,64.4
2012-11-22,64.35
2012-11-23,64.75
2012-11-26,63.35
2012-11-27,64.05
2012-11-29,62.6
2012-11-30,63.45
2012-12-03,63.35
2012-12-04,62.6
2012-12-05,62.8
2012-12-06,62.8
2012-12-07,63.7
2012-12-10,66.6
2012-12-11,64.1
2012-12-12,61.85
2012-12-13,61.2
2012-12-14,60.4
2012-12-17,60.75
2012-12-18,60.95
2012-12-19,63.0
2012-12-20,64.75
2012-12-21,61.7
2012-12-24,62.0
2012-12-26,66.55
2012-12-27,65.6
2012-12-28,63.7
2012-12-31,76.4
