Date,WABAG
2012-01-02,334.2
2012-01-03,350.9
2012-01-04,343.1
2012-01-05,334.65
2012-01-06,334.45
2012-01-07,344.15
2012-01-09,332.3
2012-01-10,339.45
2012-01-11,342.45
2012-01-12,340.55
2012-01-13,340.2
2012-01-16,339.35
2012-01-17,367.3
2012-01-18,355.6
2012-01-19,359.7
2012-01-20,363.45
2012-01-23,358.4
2012-01-24,358.75
2012-01-25,356.0
2012-01-27,366.85
2012-01-30,363.35
2012-01-31,364.15
2012-02-01,367.35
2012-02-02,371.85
2012-02-03,395.55
2012-02-06,407.35
2012-02-07,390.0
2012-02-08,390.4
2012-02-09,396.45
2012-02-10,377.2
2012-02-13,374.65
2012-02-14,407.2
2012-02-15,419.0
2012-02-16,411.45
2012-02-17,421.05
2012-02-21,450.1
2012-02-22,440.25
2012-02-23,432.0
2012-02-24,421.7
2012-02-27,407.55
2012-02-28,425.25
2012-02-29,425.2
2012-03-01,424.4
2012-03-02,426.9
2012-03-03,422.55
2012-03-05,413.1
2012-03-06,415.4
2012-03-07,410.4
2012-03-09,420.55
2012-03-12,424.5
2012-03-13,429.2
2012-03-14,421.6
2012-03-15,423.5
2012-03-16,422.4
2012-03-19,418.75
2012-03-20,415.1
2012-03-21,417.35
2012-03-22,420.2
2012-03-23,414.15
2012-03-26,411.95
2012-03-27,413.9
2012-03-28,410.8
2012-03-29,413.95
2012-03-30,429.4
2012-04-02,424.4
2012-04-03,428.25
2012-04-04,429.8
2012-04-09,419.05
2012-04-10,425.1
2012-04-11,419.75
2012-04-12,415.7
2012-04-13,421.6
2012-04-16,415.4
2012-04-17,426.9
2012-04-18,421.75
2012-04-19,427.6
2012-04-20,434.8
2012-04-23,438.55
2012-04-24,440.05
2012-04-25,431.6
2012-04-26,432.5
2012-04-27,434.8
2012-04-30,431.5
2012-05-02,427.75
2012-05-03,427.75
2012-05-04,421.95
2012-05-07,417.35
2012-05-08,418.85
2012-05-09,416.05
2012-05-10,410.85
2012-05-11,411.05
2012-05-14,399.85
2012-05-15,413.15
2012-05-16,403.3
2012-05-17,396.35
2012-05-18,401.7
2012-05-21,396.5
2012-05-22,397.35
2012-05-23,391.05
2012-05-24,404.8
2012-05-25,440.3
2012-05-28,447.3
2012-05-29,458.5
2012-05-30,458.35
2012-05-31,454.3
2012-06-01,450.35
2012-06-04,451.45
2012-06-05,447.15
2012-06-06,449.7
2012-06-07,449.5
2012-06-08,442.65
2012-06-11,440.2
2012-06-12,439.95
2012-06-13,436.15
2012-06-14,434.7
2012-06-15,448.95
2012-06-18,446.75
2012-06-19,467.35
2012-06-20,462.7
2012-06-21,463.85
2012-06-22,489.4
2012-06-25,487.45
2012-06-26,489.85
2012-06-27,490.05
2012-06-28,495.5
2012-06-29,505.65
2012-07-02,502.15
2012-07-03,502.75
2012-07-04,502.1
2012-07-05,511.35
2012-07-06,511.95
2012-07-09,511.2
2012-07-10,513.3
2012-07-11,515.55
2012-07-12,497.1
2012-07-13,500.3
2012-07-16,503.8
2012-07-17,504.6
2012-07-18,497.65
2012-07-19,502.0
2012-07-20,498.15
2012-07-23,499.35
2012-07-24,491.55
2012-07-25,494.6
2012-07-26,488.85
2012-07-27,476.55
2012-07-30,479.6
2012-07-31,484.4
2012-08-01,487.2
2012-08-02,496.5
2012-08-03,489.65
2012-08-06,499.1
2012-08-07,497.45
2012-08-08,495.0
2012-08-09,489.3
2012-08-10,491.2
2012-08-13,484.6
2012-08-14,484.95
2012-08-16,490.3
2012-08-17,493.85
2012-08-21,497.7
2012-08-22,494.3
2012-08-23,493.95
2012-08-24,477.85
2012-08-27,473.65
2012-08-28,469.15
2012-08-29,468.55
2012-08-30,483.6
2012-08-31,483.8
2012-09-03,476.1
2012-09-04,470.65
2012-09-05,467.0
2012-09-06,460.55
2012-09-07,460.55
2012-09-08,466.9
2012-09-10,465.0
2012-09-11,454.95
2012-09-12,459.05
2012-09-13,453.0
2012-09-14,453.7
2012-09-17,451.05
2012-09-18,449.95
2012-09-20,449.05
2012-09-21,451.6
2012-09-24,450.2
2012-09-25,452.9
2012-09-26,468.35
2012-09-27,470.85
2012-09-28,469.75
2012-10-01,468.95
2012-10-03,475.2
2012-10-04,478.5
2012-10-05,478.9
2012-10-08,479.8
2012-10-09,482.95
2012-10-10,479.6
2012-10-11,479.35
2012-10-12,480.1
2012-10-15,475.3
2012-10-16,480.95
2012-10-17,481.8
2012-10-18,485.8
2012-10-19,482.7
2012-10-22,498.2
2012-10-23,506.15
2012-10-25,493.15
2012-10-26,500.8
2012-10-29,499.05
2012-10-30,486.35
2012-10-31,478.1
2012-11-01,481.4
2012-11-02,481.3
2012-11-05,484.75
2012-11-06,482.8
2012-11-07,482.6
2012-11-08,482.8
2012-11-09,480.2
2012-11-12,513.65
2012-11-13,546.35
2012-11-15,547.3
2012-11-16,531.65
2012-11-19,528.3
2012-11-20,516.8
2012-11-21,516.85
2012-11-22,525.95
2012-11-23,518.9
2012-11-26,527.15
2012-11-27,538.45
2012-11-29,536.65
2012-11-30,532.65
2012-12-03,534.3
2012-12-04,523.5
2012-12-05,517.2
2012-12-06,519.25
2012-12-07,519.25
2012-12-10,524.15
2012-12-11,516.85
2012-12-12,506.85
2012-12-13,533.15
2012-12-14,538.4
2012-12-17,537.6
2012-12-18,543.25
2012-12-19,550.05
2012-12-20,568.4
2012-12-21,564.85
2012-12-24,556.2
2012-12-26,561.75
2012-12-27,553.05
2012-12-28,543.7
2012-12-31,556.2
