Date,MUKTAARTS
2012-01-02,30.0
2012-01-03,30.05
2012-01-04,29.5
2012-01-05,31.95
2012-01-06,32.15
2012-01-09,34.65
2012-01-10,33.75
2012-01-11,33.5
2012-01-12,33.5
2012-01-13,33.5
2012-01-16,32.95
2012-01-17,32.4
2012-01-18,33.2
2012-01-19,33.3
2012-01-20,32.6
2012-01-23,34.95
2012-01-24,35.35
2012-01-25,35.2
2012-01-27,35.15
2012-01-30,35.1
2012-01-31,34.9
2012-02-01,35.1
2012-02-02,34.85
2012-02-03,35.15
2012-02-06,34.4
2012-02-07,34.0
2012-02-08,33.7
2012-02-09,38.8
2012-02-10,35.35
2012-02-13,35.7
2012-02-14,35.55
2012-02-15,34.6
2012-02-16,34.1
2012-02-17,33.6
2012-02-21,33.6
2012-02-22,32.5
2012-02-23,32.8
2012-02-24,31.95
2012-02-27,32.35
2012-02-28,33.0
2012-02-29,33.1
2012-03-01,31.65
2012-03-02,31.7
2012-03-03,32.35
2012-03-05,31.7
2012-03-06,32.7
2012-03-07,31.3
2012-03-09,31.0
2012-03-12,32.25
2012-03-13,31.15
2012-03-14,31.0
2012-03-15,31.45
2012-03-16,30.85
2012-03-19,31.4
2012-03-20,31.55
2012-03-21,32.0
2012-03-22,30.8
2012-03-23,30.4
2012-03-26,29.6
2012-03-27,28.9
2012-03-28,29.15
2012-03-29,29.35
2012-03-30,28.9
2012-04-02,29.25
2012-04-03,30.95
2012-04-04,31.65
2012-04-09,30.0
2012-04-10,29.85
2012-04-11,29.0
2012-04-12,29.05
2012-04-13,28.7
2012-04-16,29.6
2012-04-17,31.0
2012-04-18,29.8
2012-04-19,29.0
2012-04-20,28.9
2012-04-23,28.5
2012-04-24,28.8
2012-04-25,27.0
2012-04-26,27.45
2012-04-27,25.9
2012-04-28,26.0
2012-04-30,26.5
2012-05-02,26.85
2012-05-03,26.5
2012-05-04,26.9
2012-05-07,27.75
2012-05-08,27.75
2012-05-09,27.3
2012-05-10,26.8
2012-05-11,28.55
2012-05-14,27.15
2012-05-15,27.65
2012-05-16,27.25
2012-05-17,28.05
2012-05-18,27.05
2012-05-21,26.3
2012-05-22,26.5
2012-05-23,26.35
2012-05-24,26.1
2012-05-25,26.3
2012-05-28,25.85
2012-05-29,25.5
2012-05-30,26.65
2012-05-31,27.3
2012-06-01,26.35
2012-06-04,26.0
2012-06-05,27.5
2012-06-06,26.85
2012-06-07,27.3
2012-06-08,27.05
2012-06-11,27.05
2012-06-12,26.8
2012-06-13,26.8
2012-06-14,27.0
2012-06-15,26.5
2012-06-18,26.35
2012-06-19,25.5
2012-06-20,25.15
2012-06-21,25.05
2012-06-22,24.6
2012-06-25,25.05
2012-06-26,27.0
2012-06-27,26.05
2012-06-28,25.6
2012-06-29,26.15
2012-07-02,26.6
2012-07-03,26.9
2012-07-04,27.75
2012-07-05,28.55
2012-07-06,27.55
2012-07-09,25.85
2012-07-09,25.85
2012-07-10,26.15
2012-07-11,26.1
2012-07-12,26.0
2012-07-13,26.0
2012-07-16,25.7
2012-07-17,25.7
2012-07-18,26.45
2012-07-19,26.6
2012-07-20,26.8
2012-07-23,25.95
2012-07-24,26.5
2012-07-25,26.45
2012-07-26,24.8
2012-07-27,24.45
2012-07-30,25.25
2012-07-31,25.3
2012-08-01,26.0
2012-08-02,26.5
2012-08-03,26.1
2012-08-06,27.75
2012-08-07,27.4
2012-08-08,27.0
2012-08-09,27.0
2012-08-10,26.7
2012-08-13,25.8
2012-08-14,26.55
2012-08-16,25.75
2012-08-17,26.3
2012-08-21,26.05
2012-08-22,26.95
2012-08-23,26.1
2012-08-24,25.7
2012-08-27,26.35
2012-08-28,26.05
2012-08-29,26.5
2012-08-30,26.75
2012-08-31,25.4
2012-09-03,27.1
2012-09-04,26.7
2012-09-05,26.1
2012-09-06,26.55
2012-09-07,27.95
2012-09-08,28.85
2012-09-10,27.75
2012-09-11,28.15
2012-09-12,28.7
2012-09-13,28.0
2012-09-14,28.9
2012-09-17,27.5
2012-09-18,27.6
2012-09-20,27.5
2012-09-21,27.35
2012-09-24,27.0
2012-09-25,27.3
2012-09-26,32.65
2012-09-27,33.6
2012-09-28,32.8
2012-10-01,31.3
2012-10-03,31.35
2012-10-04,33.0
2012-10-05,33.35
2012-10-08,33.1
2012-10-09,33.9
2012-10-10,33.15
2012-10-11,32.4
2012-10-12,32.3
2012-10-15,33.15
2012-10-16,33.0
2012-10-17,34.25
2012-10-18,34.4
2012-10-19,34.0
2012-10-22,33.5
2012-10-23,33.5
2012-10-25,33.75
2012-10-26,32.75
2012-10-29,32.15
2012-10-30,32.15
2012-10-31,34.65
2012-11-01,34.35
2012-11-02,37.05
2012-11-05,35.45
2012-11-06,35.75
2012-11-07,35.3
2012-11-08,34.3
2012-11-09,33.8
2012-11-12,33.4
2012-11-13,35.5
2012-11-15,37.7
2012-11-16,37.1
2012-11-19,35.05
2012-11-21,34.55
2012-11-22,34.4
2012-11-23,36.25
2012-11-26,37.25
2012-11-27,37.1
2012-11-29,40.25
2012-11-30,39.4
2012-12-03,39.6
2012-12-04,38.65
2012-12-05,38.25
2012-12-06,38.0
2012-12-07,40.05
2012-12-10,40.45
2012-12-11,39.5
2012-12-12,39.5
2012-12-13,39.7
2012-12-14,39.3
2012-12-17,39.6
2012-12-18,40.05
2012-12-19,39.05
2012-12-20,38.45
2012-12-21,39.05
2012-12-24,38.0
2012-12-26,39.3
2012-12-27,37.4
2012-12-28,36.6
2012-12-31,36.8
