Date,MSPL
2012-01-02,27.2
2012-01-03,29.75
2012-01-04,30.55
2012-01-05,30.6
2012-01-06,30.2
2012-01-07,28.1
2012-01-09,29.65
2012-01-10,30.5
2012-01-11,29.7
2012-01-12,30.5
2012-01-13,30.9
2012-01-16,30.65
2012-01-17,31.4
2012-01-18,31.2
2012-01-19,31.9
2012-01-20,31.8
2012-01-23,31.05
2012-01-24,31.05
2012-01-25,31.05
2012-01-27,31.45
2012-01-30,31.3
2012-01-31,31.7
2012-02-01,32.35
2012-02-02,32.1
2012-02-03,31.65
2012-02-06,32.35
2012-02-07,31.65
2012-02-08,31.9
2012-02-09,32.95
2012-02-10,33.9
2012-02-13,33.4
2012-02-14,38.8
2012-02-15,38.3
2012-02-16,37.35
2012-02-17,36.0
2012-02-21,37.6
2012-02-22,36.1
2012-02-23,34.75
2012-02-24,34.55
2012-02-27,32.25
2012-02-28,34.0
2012-02-29,33.95
2012-03-01,33.7
2012-03-02,34.05
2012-03-03,34.2
2012-03-05,33.7
2012-03-06,33.1
2012-03-07,31.85
2012-03-09,32.0
2012-03-12,32.9
2012-03-13,33.25
2012-03-14,33.5
2012-03-15,32.25
2012-03-16,33.2
2012-03-19,32.85
2012-03-20,31.7
2012-03-21,31.8
2012-03-22,31.05
2012-03-23,31.1
2012-03-26,31.0
2012-03-27,30.45
2012-03-28,30.1
2012-03-29,31.1
2012-03-30,31.75
2012-04-02,31.5
2012-04-03,32.0
2012-04-04,31.8
2012-04-09,30.7
2012-04-10,30.65
2012-04-11,31.1
2012-04-12,31.0
2012-04-13,31.3
2012-04-16,31.15
2012-04-17,30.8
2012-04-18,31.45
2012-04-19,31.8
2012-04-20,31.9
2012-04-23,31.35
2012-04-24,31.1
2012-04-25,31.15
2012-04-26,30.85
2012-04-27,31.2
2012-04-28,31.7
2012-04-30,31.15
2012-05-02,31.95
2012-05-03,31.55
2012-05-04,28.65
2012-05-07,31.1
2012-05-08,29.7
2012-05-09,29.05
2012-05-10,28.85
2012-05-11,28.05
2012-05-14,28.05
2012-05-15,28.65
2012-05-16,28.8
2012-05-17,29.0
2012-05-18,28.35
2012-05-21,28.95
2012-05-22,27.95
2012-05-23,27.75
2012-05-24,28.8
2012-05-25,29.25
2012-05-28,28.15
2012-05-29,28.0
2012-05-30,27.9
2012-05-31,28.15
2012-06-01,28.65
2012-06-04,28.35
2012-06-05,27.85
2012-06-06,27.7
2012-06-07,27.85
2012-06-08,27.9
2012-06-11,28.35
2012-06-12,28.3
2012-06-13,28.3
2012-06-14,27.95
2012-06-15,27.9
2012-06-18,28.0
2012-06-19,27.8
2012-06-20,27.85
2012-06-21,28.5
2012-06-22,28.25
2012-06-25,28.2
2012-06-26,28.95
2012-06-27,28.3
2012-06-28,28.1
2012-06-29,29.25
2012-07-02,29.9
2012-07-03,30.2
2012-07-04,33.0
2012-07-05,32.95
2012-07-06,36.1
2012-07-09,33.3
2012-07-09,33.3
2012-07-10,34.05
2012-07-11,33.7
2012-07-12,33.05
2012-07-13,32.35
2012-07-16,33.15
2012-07-17,31.95
2012-07-18,30.65
2012-07-19,30.5
2012-07-20,30.35
2012-07-23,30.05
2012-07-24,29.75
2012-07-25,29.75
2012-07-26,29.15
2012-07-27,29.45
2012-07-30,29.55
2012-07-31,29.9
2012-08-01,29.95
2012-08-02,30.5
2012-08-03,28.65
2012-08-06,28.1
2012-08-07,28.35
2012-08-08,28.65
2012-08-09,28.25
2012-08-10,28.3
2012-08-13,28.55
2012-08-14,28.15
2012-08-16,28.85
2012-08-17,29.05
2012-08-21,29.05
2012-08-22,28.5
2012-08-23,28.95
2012-08-24,29.05
2012-08-27,28.55
2012-08-28,27.4
2012-08-29,27.65
2012-08-30,27.55
2012-08-31,27.1
2012-09-03,28.0
2012-09-04,27.15
2012-09-05,26.9
2012-09-06,27.4
2012-09-07,27.5
2012-09-08,27.85
2012-09-10,27.65
2012-09-11,28.2
2012-09-12,28.0
2012-09-13,28.4
2012-09-14,28.35
2012-09-17,28.7
2012-09-18,28.05
2012-09-20,27.35
2012-09-21,28.95
2012-09-24,29.55
2012-09-25,29.9
2012-09-26,29.8
2012-09-27,31.05
2012-09-28,31.8
2012-10-01,29.95
2012-10-03,29.45
2012-10-04,29.6
2012-10-05,29.45
2012-10-08,29.65
2012-10-09,28.75
2012-10-10,28.8
2012-10-11,29.1
2012-10-12,29.9
2012-10-15,33.15
2012-10-16,31.8
2012-10-17,31.15
2012-10-18,30.6
2012-10-19,29.95
2012-10-22,29.55
2012-10-23,28.8
2012-10-25,28.85
2012-10-26,28.45
2012-10-29,28.1
2012-10-30,28.05
2012-10-31,28.05
2012-11-01,28.65
2012-11-02,28.25
2012-11-05,28.05
2012-11-06,27.75
2012-11-07,27.85
2012-11-08,27.8
2012-11-09,27.95
2012-11-12,27.8
2012-11-13,27.6
2012-11-15,27.3
2012-11-16,27.05
2012-11-19,26.8
2012-11-20,26.1
2012-11-21,25.7
2012-11-22,25.65
2012-11-23,25.8
2012-11-26,27.25
2012-11-27,26.55
2012-11-29,27.1
2012-11-30,27.0
2012-12-03,26.4
2012-12-04,27.15
2012-12-05,28.15
2012-12-06,28.6
2012-12-07,27.75
2012-12-10,26.8
2012-12-11,26.75
2012-12-12,26.95
2012-12-13,26.85
2012-12-14,26.35
2012-12-17,25.75
2012-12-18,26.15
2012-12-19,26.85
2012-12-20,27.55
2012-12-21,27.05
2012-12-24,27.6
2012-12-26,28.4
2012-12-27,28.65
2012-12-28,28.4
2012-12-31,27.1
