Date,TNPETRO
2012-01-02,13.6
2012-01-03,13.8
2012-01-04,13.7
2012-01-05,13.6
2012-01-06,13.5
2012-01-07,13.55
2012-01-09,13.7
2012-01-10,14.0
2012-01-11,14.05
2012-01-12,13.9
2012-01-13,14.45
2012-01-16,14.3
2012-01-17,14.2
2012-01-18,14.15
2012-01-19,14.15
2012-01-20,14.0
2012-01-23,14.05
2012-01-24,14.15
2012-01-25,14.2
2012-01-27,14.35
2012-01-30,14.15
2012-01-31,14.15
2012-02-01,14.5
2012-02-02,14.5
2012-02-03,14.8
2012-02-06,14.95
2012-02-07,14.65
2012-02-08,14.65
2012-02-09,14.8
2012-02-10,14.85
2012-02-13,16.5
2012-02-14,15.75
2012-02-15,15.35
2012-02-16,15.75
2012-02-17,15.95
2012-02-21,16.0
2012-02-22,16.0
2012-02-23,15.85
2012-02-24,15.95
2012-02-27,15.95
2012-02-28,17.15
2012-02-29,17.0
2012-03-01,16.75
2012-03-02,16.85
2012-03-03,16.9
2012-03-05,16.65
2012-03-06,16.55
2012-03-07,17.0
2012-03-09,16.5
2012-03-12,17.0
2012-03-13,17.6
2012-03-14,17.55
2012-03-15,17.65
2012-03-16,17.65
2012-03-19,16.55
2012-03-20,16.8
2012-03-21,16.65
2012-03-22,16.35
2012-03-23,16.6
2012-03-26,16.2
2012-03-27,16.15
2012-03-28,15.7
2012-03-29,15.9
2012-03-30,15.9
2012-04-02,15.95
2012-04-03,16.2
2012-04-04,16.2
2012-04-09,16.1
2012-04-10,16.25
2012-04-11,16.2
2012-04-12,16.15
2012-04-13,15.95
2012-04-16,16.1
2012-04-17,16.15
2012-04-18,16.1
2012-04-19,16.2
2012-04-20,16.15
2012-04-23,16.0
2012-04-24,16.25
2012-04-25,16.15
2012-04-26,16.15
2012-04-27,15.2
2012-04-28,15.5
2012-04-30,14.85
2012-05-02,14.75
2012-05-03,14.7
2012-05-04,14.7
2012-05-07,14.9
2012-05-08,14.6
2012-05-09,14.4
2012-05-10,14.35
2012-05-11,15.05
2012-05-14,14.3
2012-05-15,14.15
2012-05-16,14.15
2012-05-17,14.0
2012-05-18,14.6
2012-05-21,14.7
2012-05-22,14.35
2012-05-23,14.3
2012-05-24,14.05
2012-05-25,14.2
2012-05-28,14.1
2012-05-29,14.1
2012-05-30,14.15
2012-05-31,14.2
2012-06-01,13.85
2012-06-04,13.6
2012-06-05,13.65
2012-06-06,13.65
2012-06-07,13.65
2012-06-08,13.65
2012-06-11,13.8
2012-06-12,13.6
2012-06-13,13.75
2012-06-14,13.65
2012-06-15,13.55
2012-06-18,13.7
2012-06-19,13.65
2012-06-20,13.6
2012-06-21,13.7
2012-06-22,13.75
2012-06-25,13.9
2012-06-26,13.85
2012-06-27,13.8
2012-06-28,13.75
2012-06-29,13.95
2012-07-02,14.1
2012-07-03,14.05
2012-07-04,14.95
2012-07-05,15.3
2012-07-06,14.85
2012-07-09,14.65
2012-07-10,14.6
2012-07-11,14.65
2012-07-12,14.5
2012-07-13,14.4
2012-07-16,14.4
2012-07-17,14.2
2012-07-18,14.25
2012-07-19,14.15
2012-07-20,14.1
2012-07-23,13.9
2012-07-24,13.85
2012-07-25,13.75
2012-07-26,13.6
2012-07-27,13.5
2012-07-30,13.35
2012-07-31,13.4
2012-08-01,13.45
2012-08-02,13.6
2012-08-03,13.6
2012-08-06,13.55
2012-08-07,13.6
2012-08-08,13.5
2012-08-09,13.5
2012-08-10,13.85
2012-08-13,13.65
2012-08-14,13.7
2012-08-16,13.7
2012-08-17,13.55
2012-08-21,13.8
2012-08-22,13.65
2012-08-23,13.65
2012-08-24,13.55
2012-08-27,13.7
2012-08-28,13.75
2012-08-29,13.55
2012-08-30,13.6
2012-08-31,13.15
2012-09-03,13.05
2012-09-04,12.9
2012-09-05,12.9
2012-09-06,12.75
2012-09-07,12.8
2012-09-08,13.0
2012-09-10,13.0
2012-09-11,12.85
2012-09-12,12.9
2012-09-13,12.85
2012-09-14,12.75
2012-09-17,12.8
2012-09-18,12.95
2012-09-20,12.8
2012-09-21,12.8
2012-09-24,13.1
2012-09-25,12.95
2012-09-26,13.05
2012-09-27,13.15
2012-09-28,13.2
2012-10-01,13.55
2012-10-03,13.65
2012-10-04,13.7
2012-10-05,13.45
2012-10-08,13.95
2012-10-09,13.75
2012-10-10,13.6
2012-10-11,13.7
2012-10-12,13.5
2012-10-15,13.55
2012-10-16,13.8
2012-10-17,13.35
2012-10-18,13.35
2012-10-19,13.4
2012-10-22,13.4
2012-10-23,13.3
2012-10-25,13.4
2012-10-26,13.25
2012-10-29,13.15
2012-10-30,13.1
2012-10-31,13.1
2012-11-01,13.15
2012-11-02,13.3
2012-11-05,13.1
2012-11-06,12.95
2012-11-07,12.9
2012-11-08,14.05
2012-11-09,13.25
2012-11-12,13.25
2012-11-13,13.45
2012-11-15,13.2
2012-11-16,13.25
2012-11-19,13.1
2012-11-20,12.95
2012-11-21,13.25
2012-11-22,13.25
2012-11-23,12.95
2012-11-26,13.1
2012-11-27,13.05
2012-11-29,13.0
2012-11-30,13.2
2012-12-03,13.15
2012-12-04,13.2
2012-12-05,13.15
2012-12-06,12.85
2012-12-07,13.2
2012-12-10,13.25
2012-12-11,13.15
2012-12-12,13.2
2012-12-13,13.25
2012-12-14,13.35
2012-12-17,13.55
2012-12-18,13.5
2012-12-19,13.65
2012-12-20,13.6
2012-12-21,13.45
2012-12-24,13.35
2012-12-26,13.2
2012-12-27,13.05
2012-12-28,13.25
2012-12-31,13.3
