Date,SUMMITSEC
2012-01-02,61.05
2012-01-03,63.6
2012-01-04,63.5
2012-01-05,65.25
2012-01-06,66.8
2012-01-07,65.85
2012-01-09,69.05
2012-01-10,69.1
2012-01-11,72.1
2012-01-12,73.0
2012-01-13,76.9
2012-01-16,77.0
2012-01-17,76.3
2012-01-18,76.0
2012-01-19,76.3
2012-01-20,74.25
2012-01-23,75.6
2012-01-24,78.1
2012-01-25,78.9
2012-01-27,76.65
2012-01-30,74.2
2012-01-31,77.15
2012-02-01,76.45
2012-02-02,77.1
2012-02-03,75.5
2012-02-06,77.3
2012-02-07,84.7
2012-02-08,91.3
2012-02-09,89.25
2012-02-10,88.0
2012-02-13,87.6
2012-02-14,89.15
2012-02-15,88.0
2012-02-16,88.8
2012-02-17,87.55
2012-02-21,83.8
2012-02-22,82.55
2012-02-23,81.25
2012-02-24,78.2
2012-02-27,77.0
2012-02-28,79.15
2012-02-29,82.1
2012-03-01,80.05
2012-03-02,78.7
2012-03-03,79.5
2012-03-05,80.05
2012-03-06,83.75
2012-03-07,82.25
2012-03-09,83.8
2012-03-12,82.15
2012-03-13,84.5
2012-03-14,86.55
2012-03-15,84.35
2012-03-16,80.15
2012-03-19,82.45
2012-03-20,81.5
2012-03-21,83.5
2012-03-22,81.05
2012-03-23,80.55
2012-03-26,81.2
2012-03-27,81.6
2012-03-28,82.2
2012-03-29,81.95
2012-03-30,81.0
2012-04-02,81.85
2012-04-03,81.9
2012-04-04,82.15
2012-04-09,81.0
2012-04-10,79.3
2012-04-11,81.9
2012-04-12,79.7
2012-04-13,79.0
2012-04-16,76.8
2012-04-17,78.05
2012-04-18,79.15
2012-04-19,83.15
2012-04-20,82.15
2012-04-23,79.0
2012-04-24,79.3
2012-04-25,76.1
2012-04-26,75.75
2012-04-27,84.05
2012-04-28,85.75
2012-04-30,81.35
2012-05-02,80.0
2012-05-03,77.5
2012-05-04,78.2
2012-05-07,78.75
2012-05-08,78.75
2012-05-09,81.45
2012-05-10,80.4
2012-05-11,76.75
2012-05-14,76.75
2012-05-15,80.0
2012-05-16,77.15
2012-05-17,76.45
2012-05-18,75.0
2012-05-21,75.2
2012-05-22,74.65
2012-05-23,71.2
2012-05-24,70.5
2012-05-25,69.45
2012-05-28,69.3
2012-05-29,68.0
2012-05-30,70.15
2012-05-31,70.65
2012-06-01,68.25
2012-06-04,67.0
2012-06-05,67.75
2012-06-06,68.3
2012-06-07,67.95
2012-06-08,69.5
2012-06-11,69.15
2012-06-12,67.25
2012-06-13,71.0
2012-06-14,71.0
2012-06-15,71.3
2012-06-18,69.9
2012-06-19,70.4
2012-06-20,70.5
2012-06-21,73.55
2012-06-22,71.5
2012-06-25,71.75
2012-06-26,71.65
2012-06-27,72.25
2012-06-28,72.0
2012-06-29,77.95
2012-07-02,76.7
2012-07-03,78.25
2012-07-04,77.05
2012-07-05,78.05
2012-07-06,79.35
2012-07-09,77.2
2012-07-10,78.05
2012-07-11,76.75
2012-07-12,75.95
2012-07-13,77.85
2012-07-16,75.75
2012-07-17,76.25
2012-07-18,76.8
2012-07-19,77.3
2012-07-20,77.0
2012-07-23,75.5
2012-07-24,75.6
2012-07-25,74.85
2012-07-26,73.45
2012-07-27,72.95
2012-07-30,74.95
2012-07-31,74.55
2012-08-01,74.05
2012-08-02,77.3
2012-08-03,76.4
2012-08-06,76.95
2012-08-07,77.0
2012-08-08,75.15
2012-08-09,76.5
2012-08-10,76.95
2012-08-13,75.25
2012-08-14,76.2
2012-08-16,75.5
2012-08-17,75.1
2012-08-21,74.3
2012-08-22,75.3
2012-08-23,75.45
2012-08-24,75.8
2012-08-27,79.15
2012-08-28,75.6
2012-08-29,74.85
2012-08-30,75.8
2012-08-31,76.45
2012-09-03,77.1
2012-09-04,76.5
2012-09-05,79.9
2012-09-06,78.0
2012-09-07,78.3
2012-09-08,79.35
2012-09-10,79.0
2012-09-11,78.8
2012-09-12,79.3
2012-09-13,80.0
2012-09-14,79.55
2012-09-17,80.15
2012-09-18,80.15
2012-09-20,78.95
2012-09-21,80.15
2012-09-24,83.7
2012-09-25,83.25
2012-09-26,82.0
2012-09-27,83.8
2012-09-28,83.0
2012-10-01,81.25
2012-10-03,85.0
2012-10-04,84.75
2012-10-05,82.6
2012-10-08,85.2
2012-10-09,83.45
2012-10-10,85.1
2012-10-11,84.05
2012-10-12,84.8
2012-10-15,85.65
2012-10-16,83.35
2012-10-17,85.0
2012-10-18,85.7
2012-10-19,85.1
2012-10-22,85.25
2012-10-23,85.05
2012-10-25,85.9
2012-10-26,85.25
2012-10-29,85.7
2012-10-30,84.0
2012-10-31,81.85
2012-11-01,77.0
2012-11-02,78.65
2012-11-05,77.1
2012-11-06,77.15
2012-11-07,76.65
2012-11-08,75.65
2012-11-09,78.0
2012-11-12,77.9
2012-11-13,77.85
2012-11-15,79.75
2012-11-16,80.05
2012-11-19,78.1
2012-11-20,77.7
2012-11-21,76.4
2012-11-22,80.5
2012-11-23,80.6
2012-11-26,79.45
2012-11-27,78.7
2012-11-29,83.0
2012-11-30,80.9
2012-12-03,81.2
2012-12-04,82.25
2012-12-05,81.7
2012-12-06,83.0
2012-12-07,83.75
2012-12-10,84.5
2012-12-11,85.0
2012-12-12,85.75
2012-12-13,87.1
2012-12-14,88.55
2012-12-17,91.85
2012-12-18,94.8
2012-12-19,94.9
2012-12-20,93.85
2012-12-21,92.25
2012-12-24,92.15
2012-12-26,92.0
2012-12-27,92.0
2012-12-28,90.85
2012-12-31,88.95
