Date,BAYERCROP
2012-01-02,734.75
2012-01-03,751.15
2012-01-04,746.2
2012-01-05,749.9
2012-01-06,741.1
2012-01-07,746.35
2012-01-09,741.3
2012-01-10,740.35
2012-01-11,753.45
2012-01-12,746.2
2012-01-13,746.85
2012-01-16,744.55
2012-01-17,752.65
2012-01-18,757.95
2012-01-19,762.6
2012-01-20,759.7
2012-01-23,755.3
2012-01-24,759.15
2012-01-25,777.6
2012-01-27,762.3
2012-01-30,789.4
2012-01-31,809.55
2012-02-01,806.1
2012-02-02,803.1
2012-02-03,813.8
2012-02-06,808.8
2012-02-07,799.15
2012-02-08,782.5
2012-02-09,806.0
2012-02-10,792.8
2012-02-13,795.5
2012-02-14,820.4
2012-02-15,846.2
2012-02-16,838.15
2012-02-17,825.95
2012-02-21,829.35
2012-02-22,826.1
2012-02-23,800.35
2012-02-24,805.15
2012-02-27,808.55
2012-02-28,800.5
2012-02-29,805.1
2012-03-01,851.1
2012-03-02,818.95
2012-03-03,812.95
2012-03-05,807.95
2012-03-06,804.1
2012-03-07,804.75
2012-03-09,802.3
2012-03-12,797.45
2012-03-13,791.8
2012-03-14,830.8
2012-03-15,821.25
2012-03-16,807.6
2012-03-19,805.9
2012-03-20,814.9
2012-03-21,809.3
2012-03-22,797.4
2012-03-23,796.05
2012-03-26,795.3
2012-03-27,807.45
2012-03-28,763.2
2012-03-29,794.55
2012-03-30,804.6
2012-04-02,791.45
2012-04-03,793.3
2012-04-04,788.0
2012-04-09,784.9
2012-04-10,784.15
2012-04-11,775.55
2012-04-12,777.7
2012-04-13,792.65
2012-04-16,792.0
2012-04-17,781.0
2012-04-18,786.6
2012-04-19,812.85
2012-04-20,792.2
2012-04-23,780.45
2012-04-24,780.0
2012-04-25,782.35
2012-04-26,769.4
2012-04-27,773.6
2012-04-28,772.1
2012-04-30,767.0
2012-05-02,758.8
2012-05-03,761.05
2012-05-04,768.9
2012-05-07,757.3
2012-05-08,782.0
2012-05-09,791.2
2012-05-10,764.25
2012-05-11,780.75
2012-05-14,758.3
2012-05-15,779.05
2012-05-16,766.25
2012-05-17,804.55
2012-05-18,815.0
2012-05-21,812.5
2012-05-22,815.85
2012-05-23,797.35
2012-05-24,800.0
2012-05-25,799.2
2012-05-28,802.05
2012-05-29,813.05
2012-05-30,798.35
2012-05-31,811.5
2012-06-01,826.15
2012-06-04,813.0
2012-06-05,805.45
2012-06-06,808.1
2012-06-07,829.5
2012-06-08,833.5
2012-06-11,820.5
2012-06-12,819.9
2012-06-13,810.85
2012-06-14,805.5
2012-06-15,818.0
2012-06-18,804.5
2012-06-19,799.25
2012-06-20,817.95
2012-06-21,818.05
2012-06-22,806.35
2012-06-25,810.35
2012-06-26,800.35
2012-06-27,823.8
2012-06-28,830.65
2012-06-29,842.5
2012-07-02,824.6
2012-07-03,809.0
2012-07-04,825.25
2012-07-05,819.45
2012-07-06,822.55
2012-07-09,812.9
2012-07-09,812.9
2012-07-10,813.4
2012-07-11,813.0
2012-07-12,806.95
2012-07-13,814.05
2012-07-16,808.55
2012-07-17,812.9
2012-07-18,796.95
2012-07-19,793.95
2012-07-20,784.1
2012-07-23,779.55
2012-07-24,769.2
2012-07-25,774.3
2012-07-26,866.2
2012-07-27,864.3
2012-07-30,858.95
2012-07-31,891.8
2012-08-01,915.7
2012-08-02,937.45
2012-08-03,918.3
2012-08-06,927.2
2012-08-07,923.4
2012-08-08,920.2
2012-08-09,919.05
2012-08-10,919.8
2012-08-13,924.05
2012-08-14,924.75
2012-08-16,914.3
2012-08-17,924.8
2012-08-21,950.05
2012-08-22,957.25
2012-08-23,974.05
2012-08-24,983.0
2012-08-27,976.75
2012-08-28,975.0
2012-08-29,981.25
2012-08-30,1001.1
2012-08-31,1000.8
2012-09-03,1000.35
2012-09-04,999.9
2012-09-05,979.95
2012-09-06,980.9
2012-09-07,993.35
2012-09-08,985.7
2012-09-10,1000.4
2012-09-11,999.5
2012-09-12,1020.05
2012-09-13,999.9
2012-09-14,994.45
2012-09-17,985.9
2012-09-18,975.6
2012-09-20,997.05
2012-09-21,1012.8
2012-09-24,1011.25
2012-09-25,1026.5
2012-09-26,1018.8
2012-09-27,1017.9
2012-09-28,1067.4
2012-10-01,1071.4
2012-10-03,1045.05
2012-10-04,1072.8
2012-10-05,1061.05
2012-10-08,1053.7
2012-10-09,1075.05
2012-10-10,1075.7
2012-10-11,1061.2
2012-10-12,1059.95
2012-10-15,1065.0
2012-10-16,1053.0
2012-10-17,1060.3
2012-10-18,1076.25
2012-10-19,1078.7
2012-10-22,1074.9
2012-10-23,1111.65
2012-10-25,1108.1
2012-10-26,1120.6
2012-10-29,1103.45
2012-10-30,1114.2
2012-10-31,1101.0
2012-11-01,1131.25
2012-11-02,1143.65
2012-11-05,1149.4
2012-11-06,1158.6
2012-11-07,1170.25
2012-11-08,1166.65
2012-11-09,1160.05
2012-11-12,1178.0
2012-11-13,1175.05
2012-11-15,1167.9
2012-11-16,1171.2
2012-11-19,1174.15
2012-11-20,1189.85
2012-11-21,1184.75
2012-11-22,1170.6
2012-11-23,1164.0
2012-11-26,1176.4
2012-11-27,1198.4
2012-11-29,1219.5
2012-11-30,1276.7
2012-12-03,1289.65
2012-12-04,1241.95
2012-12-05,1232.55
