Date,JBCHEPHARM
2012-01-02,64.4
2012-01-03,64.65
2012-01-04,64.05
2012-01-05,65.0
2012-01-06,64.4
2012-01-07,64.45
2012-01-09,65.9
2012-01-10,70.3
2012-01-11,75.05
2012-01-12,73.35
2012-01-13,74.3
2012-01-16,74.1
2012-01-17,74.0
2012-01-18,73.35
2012-01-19,73.6
2012-01-20,72.4
2012-01-23,71.95
2012-01-24,71.2
2012-01-25,70.7
2012-01-27,68.95
2012-01-30,68.0
2012-01-31,68.1
2012-02-01,66.7
2012-02-02,66.3
2012-02-03,65.6
2012-02-06,64.15
2012-02-07,67.0
2012-02-08,70.65
2012-02-09,70.6
2012-02-10,72.65
2012-02-13,71.45
2012-02-14,71.6
2012-02-15,72.2
2012-02-16,71.45
2012-02-17,73.45
2012-02-21,72.6
2012-02-22,70.1
2012-02-23,69.6
2012-02-24,68.2
2012-02-27,68.95
2012-02-28,69.25
2012-02-29,68.8
2012-03-01,68.65
2012-03-02,68.65
2012-03-03,68.55
2012-03-05,67.35
2012-03-06,67.65
2012-03-07,69.0
2012-03-09,67.55
2012-03-12,67.75
2012-03-13,67.15
2012-03-14,66.8
2012-03-15,65.9
2012-03-16,65.7
2012-03-19,64.5
2012-03-20,64.3
2012-03-21,64.55
2012-03-22,63.8
2012-03-23,63.1
2012-03-26,61.15
2012-03-27,59.35
2012-03-28,59.05
2012-03-29,60.15
2012-03-30,61.0
2012-04-02,64.05
2012-04-03,66.15
2012-04-04,65.1
2012-04-09,65.1
2012-04-10,66.5
2012-04-11,65.8
2012-04-12,65.6
2012-04-13,70.05
2012-04-16,72.25
2012-04-17,74.6
2012-04-18,72.7
2012-04-19,70.85
2012-04-20,68.8
2012-04-23,67.2
2012-04-24,68.05
2012-04-25,67.45
2012-04-26,67.9
2012-04-27,67.9
2012-04-28,67.5
2012-04-30,68.0
2012-05-02,68.6
2012-05-03,68.1
2012-05-04,67.1
2012-05-07,67.75
2012-05-08,67.2
2012-05-09,64.2
2012-05-10,64.65
2012-05-11,64.05
2012-05-14,63.3
2012-05-15,63.4
2012-05-16,62.95
2012-05-17,62.5
2012-05-18,62.35
2012-05-21,64.25
2012-05-22,64.55
2012-05-23,63.25
2012-05-24,63.05
2012-05-25,62.15
2012-05-28,61.9
2012-05-29,60.5
2012-05-30,61.05
2012-05-31,61.95
2012-06-01,60.95
2012-06-04,61.35
2012-06-05,61.3
2012-06-06,61.85
2012-06-07,63.25
2012-06-08,62.75
2012-06-11,62.6
2012-06-12,62.45
2012-06-13,62.5
2012-06-14,62.1
2012-06-15,61.7
2012-06-18,61.85
2012-06-19,61.5
2012-06-20,61.1
2012-06-21,61.7
2012-06-22,61.2
2012-06-25,61.6
2012-06-26,62.3
2012-06-27,62.0
2012-06-28,63.7
2012-06-29,63.5
2012-07-02,63.85
2012-07-03,65.25
2012-07-04,66.0
2012-07-05,67.45
2012-07-06,65.65
2012-07-09,63.35
2012-07-09,63.35
2012-07-10,63.8
2012-07-11,64.4
2012-07-12,66.75
2012-07-13,70.7
2012-07-16,71.55
2012-07-17,69.65
2012-07-18,70.25
2012-07-19,72.05
2012-07-20,72.05
2012-07-23,70.25
2012-07-24,71.0
2012-07-25,69.65
2012-07-26,69.5
2012-07-27,67.75
2012-07-30,68.45
2012-07-31,68.8
2012-08-01,71.8
2012-08-02,73.8
2012-08-03,73.3
2012-08-06,71.6
2012-08-07,69.25
2012-08-08,67.05
2012-08-09,65.95
2012-08-10,65.5
2012-08-13,66.4
2012-08-14,66.2
2012-08-16,66.85
2012-08-17,66.15
2012-08-21,66.5
2012-08-22,66.5
2012-08-23,69.15
2012-08-24,67.75
2012-08-27,67.05
2012-08-28,67.1
2012-08-29,66.05
2012-08-30,66.25
2012-08-31,66.35
2012-09-03,66.5
2012-09-04,68.2
2012-09-05,67.6
2012-09-06,65.7
2012-09-07,65.95
2012-09-08,66.45
2012-09-10,67.1
2012-09-11,69.85
2012-09-12,70.45
2012-09-13,68.7
2012-09-14,68.9
2012-09-17,68.35
2012-09-18,68.5
2012-09-20,67.6
2012-09-21,68.75
2012-09-24,71.75
2012-09-25,76.75
2012-09-26,76.45
2012-09-27,76.05
2012-09-28,74.0
2012-10-01,75.75
2012-10-03,76.75
2012-10-04,76.05
2012-10-05,75.15
2012-10-08,75.95
2012-10-09,75.85
2012-10-10,76.1
2012-10-11,75.05
2012-10-12,70.0
2012-10-15,69.95
2012-10-16,69.2
2012-10-17,69.95
2012-10-18,69.4
2012-10-19,68.75
2012-10-22,69.65
2012-10-23,68.65
2012-10-25,69.25
2012-10-26,68.5
2012-10-29,68.7
2012-10-30,68.55
2012-10-31,68.75
2012-11-01,71.7
2012-11-02,72.85
2012-11-05,74.0
2012-11-06,73.05
2012-11-07,73.95
2012-11-08,77.3
2012-11-09,77.35
2012-11-12,84.0
2012-11-13,86.0
2012-11-15,87.35
2012-11-16,86.25
2012-11-19,81.5
2012-11-20,80.25
2012-11-21,80.5
2012-11-22,80.65
2012-11-23,80.35
2012-11-26,78.9
2012-11-27,80.35
2012-11-29,84.65
2012-11-30,84.65
2012-12-03,85.1
2012-12-04,87.15
2012-12-05,86.05
2012-12-06,85.4
2012-12-07,87.25
2012-12-10,88.7
2012-12-11,86.6
2012-12-12,86.15
2012-12-13,84.65
2012-12-14,85.45
2012-12-17,85.35
2012-12-18,85.25
2012-12-19,85.25
2012-12-20,87.4
2012-12-21,89.0
2012-12-24,93.05
2012-12-26,94.45
2012-12-27,92.85
2012-12-28,91.85
2012-12-31,93.7
