Date,AXISGOLD
2012-01-02,2675.8
2012-01-03,2700.65
2012-01-04,2717.65
2012-01-05,2727.95
2012-01-06,2727.5
2012-01-07,2729.7
2012-01-09,2714.85
2012-01-10,2714.1
2012-01-11,2706.95
2012-01-12,2713.95
2012-01-13,2700.6
2012-01-16,2700.2
2012-01-17,2706.65
2012-01-18,2695.1
2012-01-19,2710.55
2012-01-20,2697.0
2012-01-23,2701.65
2012-01-24,2694.0
2012-01-25,2688.8
2012-01-27,2724.4
2012-01-30,2741.05
2012-01-31,2759.95
2012-02-01,2764.05
2012-02-02,2761.0
2012-02-03,2765.75
2012-02-06,2724.0
2012-02-07,2721.1
2012-02-08,2760.1
2012-02-09,2756.2
2012-02-10,2755.0
2012-02-13,2732.5
2012-02-14,2733.15
2012-02-15,2779.25
2012-02-16,2737.2
2012-02-17,2733.0
2012-02-21,2757.2
2012-02-22,2769.35
2012-02-23,2806.8
2012-02-24,2797.5
2012-02-27,2789.85
2012-02-28,2790.05
2012-02-29,2800.15
2012-03-01,2736.25
2012-03-02,2731.75
2012-03-03,2736.35
2012-03-05,2727.9
2012-03-06,2736.3
2012-03-07,2730.0
2012-03-09,2743.55
2012-03-12,2749.0
2012-03-13,2733.95
2012-03-14,2688.85
2012-03-15,2686.9
2012-03-16,2704.35
2012-03-19,2707.3
2012-03-20,2710.2
2012-03-21,2714.9
2012-03-22,2726.25
2012-03-23,2726.85
2012-03-26,2753.15
2012-03-27,2747.75
2012-03-28,2750.0
2012-03-29,2735.95
2012-03-30,2751.7
2012-04-02,2753.2
2012-04-03,2763.25
2012-04-04,2728.35
2012-04-09,2758.7
2012-04-10,2754.3
2012-04-11,2768.8
2012-04-12,2761.95
2012-04-13,2792.0
2012-04-16,2777.5
2012-04-17,2772.35
2012-04-18,2780.75
2012-04-19,2791.9
2012-04-20,2806.4
2012-04-23,2803.15
2012-04-24,2841.4
2012-04-25,2820.0
2012-04-26,2822.15
2012-04-27,2841.75
2012-04-28,2849.0
2012-04-30,2841.6
2012-05-02,2854.95
2012-05-03,2861.65
2012-05-04,2851.8
2012-05-07,2850.1
2012-05-08,2826.75
2012-05-09,2799.95
2012-05-10,2787.7
2012-05-11,2787.1
2012-05-14,2764.4
2012-05-15,2759.15
2012-05-16,2747.3
2012-05-17,2779.1
2012-05-18,2824.05
2012-05-21,2841.25
2012-05-22,2830.0
2012-05-23,2834.1
2012-05-24,2830.95
2012-05-25,2819.9
2012-05-28,2831.05
2012-05-29,2851.85
2012-05-30,2828.9
2012-05-31,2862.7
2012-06-01,2839.35
2012-06-04,2902.35
2012-06-05,2905.55
2012-06-06,2916.6
2012-06-07,2889.8
2012-06-08,2869.0
2012-06-11,2885.0
2012-06-12,2889.05
2012-06-13,2914.7
2012-06-14,2926.75
2012-06-15,2935.25
2012-06-18,2929.95
2012-06-19,2953.2
2012-06-20,2945.85
2012-06-21,2931.7
2012-06-22,2914.7
2012-06-25,2903.0
2012-06-26,2947.25
2012-06-27,2927.85
2012-06-28,2921.55
2012-06-29,2879.45
2012-07-02,2903.5
2012-07-03,2880.05
2012-07-04,2883.7
2012-07-05,2902.4
2012-07-06,2898.65
2012-07-09,2903.5
2012-07-09,2903.5
2012-07-10,2885.0
2012-07-11,2856.8
2012-07-12,2866.35
2012-07-13,2858.0
2012-07-16,2856.0
2012-07-17,2866.8
2012-07-18,2854.95
2012-07-19,2863.7
2012-07-20,2850.0
2012-07-23,2871.05
2012-07-24,2870.05
2012-07-25,2896.7
2012-07-26,2913.4
2012-07-27,2913.05
2012-07-30,2914.45
2012-07-31,2926.1
2012-08-01,2912.65
2012-08-02,2921.5
2012-08-03,2905.9
2012-08-06,2915.4
2012-08-07,2908.95
2012-08-08,2889.55
2012-08-09,2902.3
2012-08-10,2905.1
2012-08-13,2919.75
2012-08-14,2927.15
2012-08-16,2928.25
2012-08-17,2925.1
2012-08-21,2935.15
2012-08-22,2943.05
2012-08-23,2969.6
2012-08-24,2983.4
2012-08-27,3006.6
2012-08-28,3000.15
2012-08-29,3005.15
2012-08-30,3006.45
2012-08-31,2991.85
2012-09-03,3036.45
2012-09-04,3059.25
2012-09-05,3080.15
2012-09-06,3101.1
2012-09-07,3072.0
2012-09-08,3135.9
2012-09-10,3136.95
2012-09-11,3134.15
2012-09-12,3154.1
2012-09-13,3133.25
2012-09-14,3156.95
2012-09-17,3134.05
2012-09-18,3112.1
2012-09-20,3126.05
2012-09-21,3105.05
2012-09-24,3073.0
2012-09-25,3087.25
2012-09-26,3088.1
2012-09-27,3062.75
2012-09-28,3064.3
2012-10-01,3053.4
2012-10-03,3045.85
2012-10-04,3037.15
2012-10-05,3038.8
2012-10-08,3036.3
2012-10-09,3054.5
2012-10-10,3050.45
2012-10-11,3048.45
2012-10-12,3057.75
2012-10-15,3028.15
2012-10-16,3010.75
2012-10-17,3026.1
2012-10-18,3023.2
2012-10-19,3044.95
2012-10-22,3017.9
2012-10-23,3017.45
2012-10-25,3005.2
2012-10-26,3006.6
2012-10-29,3020.7
2012-10-30,3029.3
2012-10-31,3025.1
2012-11-01,3024.0
2012-11-02,3006.05
2012-11-05,2985.55
2012-11-06,3011.0
2012-11-07,3055.35
2012-11-08,3053.1
2012-11-09,3082.7
2012-11-11,3151.15
2012-11-12,3110.2
2012-11-13,3106.3
2012-11-15,3078.8
2012-11-16,3062.15
2012-11-19,3073.25
2012-11-20,3082.1
2012-11-21,3077.5
2012-11-22,3102.6
2012-11-23,3111.85
2012-11-26,3151.65
2012-11-27,3150.45
2012-11-29,3090.4
2012-11-30,3078.6
2012-12-03,3066.0
2012-12-04,3051.25
2012-12-05,3039.45
2012-12-06,3008.3
2012-12-07,3010.55
2012-12-10,3028.4
2012-12-11,3021.05
2012-12-12,3038.6
2012-12-13,3010.25
2012-12-14,3020.85
2012-12-17,3015.7
2012-12-18,3038.85
2012-12-19,2998.35
2012-12-20,2998.15
2012-12-21,2970.35
2012-12-24,2995.65
2012-12-26,2978.65
2012-12-27,2975.05
2012-12-28,2977.8
2012-12-31,2979.75
