Date,MOTHERSUMI
2012-01-02,136.2
2012-01-03,136.05
2012-01-04,138.65
2012-01-05,137.75
2012-01-06,137.25
2012-01-07,136.95
2012-01-09,134.6
2012-01-10,137.3
2012-01-11,136.9
2012-01-12,142.95
2012-01-13,155.8
2012-01-16,148.8
2012-01-17,151.25
2012-01-18,148.2
2012-01-19,149.8
2012-01-20,148.95
2012-01-23,151.35
2012-01-24,149.15
2012-01-25,155.0
2012-01-27,157.3
2012-01-30,159.6
2012-01-31,163.35
2012-02-01,160.5
2012-02-02,159.7
2012-02-03,155.85
2012-02-06,161.45
2012-02-07,159.8
2012-02-08,159.1
2012-02-09,160.5
2012-02-10,177.7
2012-02-13,174.5
2012-02-14,178.5
2012-02-15,179.0
2012-02-16,173.9
2012-02-17,176.0
2012-02-21,182.9
2012-02-22,184.45
2012-02-23,180.0
2012-02-24,177.15
2012-02-27,175.35
2012-02-28,183.8
2012-02-29,190.9
2012-03-01,191.25
2012-03-02,192.1
2012-03-03,189.8
2012-03-05,186.25
2012-03-06,180.3
2012-03-07,179.9
2012-03-09,181.95
2012-03-12,182.95
2012-03-13,182.0
2012-03-14,183.55
2012-03-15,184.9
2012-03-16,183.85
2012-03-19,183.5
2012-03-20,182.05
2012-03-21,181.25
2012-03-22,180.05
2012-03-23,180.0
2012-03-26,176.8
2012-03-27,177.95
2012-03-28,176.15
2012-03-29,178.25
2012-03-30,186.35
2012-04-02,191.45
2012-04-03,190.25
2012-04-04,190.95
2012-04-09,186.5
2012-04-10,185.0
2012-04-11,186.0
2012-04-12,184.0
2012-04-13,184.4
2012-04-16,183.0
2012-04-17,185.55
2012-04-18,189.3
2012-04-19,183.65
2012-04-20,180.0
2012-04-23,179.1
2012-04-24,178.0
2012-04-25,183.2
2012-04-26,181.95
2012-04-27,180.0
2012-04-28,180.45
2012-04-30,178.95
2012-05-02,177.25
2012-05-03,171.65
2012-05-04,169.65
2012-05-07,170.0
2012-05-08,169.7
2012-05-09,166.95
2012-05-10,169.65
2012-05-11,169.7
2012-05-14,171.3
2012-05-15,169.95
2012-05-16,165.0
2012-05-17,166.75
2012-05-18,164.95
2012-05-21,166.35
2012-05-22,166.9
2012-05-23,165.05
2012-05-24,165.35
2012-05-25,165.1
2012-05-28,163.4
2012-05-29,163.0
2012-05-30,161.4
2012-05-31,164.65
2012-06-01,160.25
2012-06-04,157.85
2012-06-05,159.75
2012-06-06,164.45
2012-06-07,164.75
2012-06-08,164.95
2012-06-11,163.35
2012-06-12,163.5
2012-06-13,161.95
2012-06-14,158.05
2012-06-15,157.85
2012-06-18,160.45
2012-06-19,159.05
2012-06-20,156.95
2012-06-21,162.2
2012-06-22,164.85
2012-06-25,163.9
2012-06-26,165.0
2012-06-27,164.4
2012-06-28,165.9
2012-06-29,163.45
2012-07-02,164.2
2012-07-03,165.0
2012-07-04,164.3
2012-07-05,164.95
2012-07-06,165.65
2012-07-09,164.1
2012-07-09,164.1
2012-07-10,165.0
2012-07-11,170.3
2012-07-12,169.15
2012-07-13,167.9
2012-07-16,169.2
2012-07-17,166.0
2012-07-18,169.95
2012-07-19,169.8
2012-07-20,169.9
2012-07-23,167.0
2012-07-24,166.35
2012-07-25,165.8
2012-07-26,162.6
2012-07-27,163.95
2012-07-30,162.85
2012-07-31,160.4
2012-08-01,159.55
2012-08-02,159.1
2012-08-03,156.8
2012-08-06,160.9
2012-08-07,162.7
2012-08-08,162.45
2012-08-09,168.9
2012-08-10,171.75
2012-08-13,169.7
2012-08-14,168.25
2012-08-16,171.85
2012-08-17,177.85
2012-08-21,184.0
2012-08-22,184.3
2012-08-23,183.45
2012-08-24,183.95
2012-08-27,188.85
2012-08-28,186.35
2012-08-29,185.35
2012-08-30,188.65
2012-08-31,182.5
2012-09-03,190.75
2012-09-04,191.15
2012-09-05,192.35
2012-09-06,197.65
2012-09-07,199.6
2012-09-08,200.15
2012-09-10,198.4
2012-09-11,194.05
2012-09-12,195.55
2012-09-13,200.2
2012-09-14,200.9
2012-09-17,206.15
2012-09-18,219.8
2012-09-20,217.35
2012-09-21,220.0
2012-09-24,216.05
2012-09-25,221.75
2012-09-26,220.15
2012-09-27,218.1
2012-09-28,223.6
2012-10-01,229.75
2012-10-03,156.85
2012-10-04,160.9
2012-10-05,160.95
2012-10-08,164.1
2012-10-09,159.15
2012-10-10,149.3
2012-10-11,147.45
2012-10-12,149.75
2012-10-15,155.0
2012-10-16,155.45
2012-10-17,152.85
2012-10-18,150.1
2012-10-19,150.0
2012-10-22,153.95
2012-10-23,156.2
2012-10-25,154.9
2012-10-26,156.8
2012-10-29,157.25
2012-10-30,152.8
2012-10-31,155.7
2012-11-01,154.5
2012-11-02,159.3
2012-11-05,153.15
2012-11-06,156.0
2012-11-07,159.05
2012-11-08,161.45
2012-11-09,162.05
2012-11-12,165.1
2012-11-13,165.95
2012-11-15,161.15
2012-11-16,163.45
2012-11-19,162.5
2012-11-20,160.15
2012-11-21,159.7
2012-11-22,165.1
2012-11-23,167.6
2012-11-26,173.35
2012-11-27,174.1
2012-11-29,175.85
2012-11-30,174.3
2012-12-03,173.9
2012-12-04,172.0
2012-12-05,179.4
2012-12-06,181.9
2012-12-07,194.55
2012-12-10,194.55
2012-12-11,193.35
2012-12-12,195.25
2012-12-13,193.25
2012-12-14,201.45
2012-12-17,199.95
2012-12-18,200.65
2012-12-19,201.55
2012-12-20,204.8
2012-12-21,199.65
2012-12-24,197.3
2012-12-26,198.85
2012-12-27,196.95
2012-12-28,196.7
2012-12-31,198.25
