Date,AMBIKCO
2012-01-02,150.15
2012-01-03,155.0
2012-01-04,151.85
2012-01-05,154.7
2012-01-06,157.8
2012-01-07,154.7
2012-01-09,158.0
2012-01-10,157.05
2012-01-11,163.75
2012-01-12,157.15
2012-01-13,158.6
2012-01-16,161.8
2012-01-17,160.3
2012-01-18,160.0
2012-01-19,168.45
2012-01-20,163.25
2012-01-23,165.0
2012-01-24,170.0
2012-01-25,166.1
2012-01-27,163.6
2012-01-30,166.15
2012-01-31,169.9
2012-02-01,164.85
2012-02-02,173.05
2012-02-03,168.95
2012-02-06,169.55
2012-02-07,169.7
2012-02-08,169.15
2012-02-09,169.8
2012-02-10,172.1
2012-02-13,169.3
2012-02-14,169.7
2012-02-15,164.7
2012-02-16,162.95
2012-02-17,162.7
2012-02-21,162.3
2012-02-22,160.9
2012-02-23,160.0
2012-02-24,159.6
2012-02-27,149.35
2012-02-28,156.0
2012-02-29,154.0
2012-03-01,152.75
2012-03-02,151.8
2012-03-03,153.4
2012-03-05,153.4
2012-03-06,150.95
2012-03-07,150.0
2012-03-09,152.05
2012-03-12,149.9
2012-03-13,152.45
2012-03-14,151.15
2012-03-15,150.0
2012-03-16,147.55
2012-03-19,152.6
2012-03-20,146.1
2012-03-21,148.6
2012-03-22,146.7
2012-03-23,146.45
2012-03-26,144.0
2012-03-27,143.5
2012-03-28,144.9
2012-03-29,149.5
2012-03-30,146.45
2012-04-02,149.15
2012-04-03,147.1
2012-04-04,145.95
2012-04-09,143.65
2012-04-10,143.0
2012-04-11,147.15
2012-04-12,147.0
2012-04-13,146.25
2012-04-16,147.25
2012-04-17,145.2
2012-04-18,144.55
2012-04-19,144.8
2012-04-20,145.2
2012-04-23,144.75
2012-04-24,144.95
2012-04-25,148.6
2012-04-26,148.9
2012-04-27,151.7
2012-04-28,150.95
2012-04-30,150.0
2012-05-02,152.0
2012-05-03,156.6
2012-05-04,153.7
2012-05-07,154.8
2012-05-08,152.2
2012-05-09,151.05
2012-05-10,155.0
2012-05-11,155.25
2012-05-14,151.05
2012-05-15,151.3
2012-05-16,150.35
2012-05-17,150.05
2012-05-18,153.45
2012-05-21,156.0
2012-05-22,155.0
2012-05-23,157.95
2012-05-24,153.0
2012-05-25,153.0
2012-05-28,173.1
2012-05-29,164.25
2012-05-30,178.9
2012-05-31,175.2
2012-06-01,178.25
2012-06-04,171.7
2012-06-05,180.0
2012-06-06,176.15
2012-06-07,185.4
2012-06-08,180.5
2012-06-11,176.25
2012-06-12,174.3
2012-06-13,174.85
2012-06-14,172.45
2012-06-15,173.95
2012-06-18,173.3
2012-06-19,169.5
2012-06-20,173.6
2012-06-21,172.3
2012-06-22,173.85
2012-06-25,170.0
2012-06-26,170.0
2012-06-28,174.35
2012-06-29,171.05
2012-07-03,179.05
2012-07-04,194.6
2012-07-05,196.9
2012-07-06,193.65
2012-07-09,186.85
2012-07-09,186.85
2012-07-10,178.75
2012-07-11,176.7
2012-07-12,175.9
2012-07-13,176.95
2012-07-16,176.05
2012-07-17,185.85
2012-07-18,184.9
2012-07-19,184.8
2012-07-20,185.85
2012-07-23,188.6
2012-07-24,192.65
2012-07-25,184.55
2012-07-26,187.0
2012-07-27,181.85
2012-07-30,186.0
2012-07-31,188.75
2012-08-01,183.0
2012-08-02,186.45
2012-08-03,182.85
2012-08-06,181.85
2012-08-07,184.5
2012-08-08,190.2
2012-08-09,183.5
2012-08-10,186.45
2012-08-13,183.15
2012-08-14,182.5
2012-08-16,184.45
2012-08-17,182.6
2012-08-21,186.45
2012-08-22,187.6
2012-08-23,186.05
2012-08-24,183.4
2012-08-27,177.35
2012-08-28,176.75
2012-08-29,171.95
2012-08-30,176.7
2012-08-31,172.1
2012-09-03,175.05
2012-09-04,175.2
2012-09-05,176.3
2012-09-06,175.95
2012-09-07,178.05
2012-09-08,178.0
2012-09-10,181.8
2012-09-11,185.6
2012-09-12,185.45
2012-09-13,185.15
2012-09-14,183.7
2012-09-17,181.95
2012-09-18,179.3
2012-09-20,176.2
2012-09-21,177.75
2012-09-24,180.4
2012-09-25,178.1
2012-09-26,177.6
2012-09-27,178.05
2012-09-28,180.0
2012-10-01,188.25
2012-10-03,187.55
2012-10-04,188.75
2012-10-05,185.75
2012-10-08,187.75
2012-10-09,195.4
2012-10-10,195.6
2012-10-11,190.4
2012-10-12,190.1
2012-10-15,190.45
2012-10-16,191.0
2012-10-17,190.35
2012-10-18,188.85
2012-10-19,191.6
2012-10-22,190.15
2012-10-23,189.1
2012-10-25,191.9
2012-10-26,188.5
2012-10-29,193.05
2012-10-30,192.0
2012-10-31,192.3
2012-11-01,194.25
2012-11-02,196.95
2012-11-05,202.3
2012-11-06,207.1
2012-11-07,209.9
2012-11-08,210.1
2012-11-09,209.6
2012-11-12,196.95
2012-11-13,196.95
2012-11-15,194.9
2012-11-16,193.65
2012-11-19,194.3
2012-11-20,191.55
2012-11-21,193.65
2012-11-22,197.95
2012-11-23,197.45
2012-11-26,194.4
2012-11-27,196.05
2012-11-29,192.05
2012-11-30,197.8
2012-12-03,195.85
2012-12-04,197.95
2012-12-05,195.0
2012-12-06,197.8
2012-12-07,197.55
2012-12-10,196.95
2012-12-11,196.0
2012-12-12,194.45
2012-12-13,200.0
2012-12-14,198.25
2012-12-17,199.7
2012-12-18,196.05
2012-12-19,196.45
2012-12-20,200.25
2012-12-21,203.45
2012-12-24,201.75
2012-12-26,203.25
2012-12-27,202.05
2012-12-28,204.95
2012-12-31,202.1
